Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,0.04780,0.42510,-0.37720,0.05210,1.93200,,1.98400,-2.36130,-1.04300,-3.40430,-3.40430,-3.40430,-3.40430,-2.21550,-2.36130,3.86600,3.86600,-0.88000,-0.88000,3.01530,0.05030,0.05640,-789.01750,-4938.75800,-4938.75800,-7120.24400,-7120.24400,0.00040,0.91160,,,-3.40190,-3.40850,-2.89030,-3.23080,25.88510,-1.0315,1.2539
2024-06-30,0.18020,1.64110,-1.46090,0.06450,3.52630,-44.46820,48.05900,-49.51990,-0.99440,-50.51420,-50.51420,-50.51420,-50.51420,-49.37290,-49.51990,3.86000,3.86000,-13.08000,-13.08000,1.96490,0.04760,0.10150,-810.79190,-27483.26000,-27483.26000,-28035.12000,-28035.12000,0.00140,13.13750,,,-48.87940,-48.97300,-39.63850,-46.55430,26.73170,-1.1174,-1.343
2024-03-31,0.47730,4.47630,-3.99900,0.11980,2.56450,-4.26500,6.94930,-10.94830,-0.20990,-11.15830,-11.15830,-11.15830,-11.15830,-10.37280,-10.94830,3.84900,3.84900,-2.90000,-2.90000,0.25770,0.03330,0.05410,-837.90010,-2293.96000,-2293.96000,-2337.94200,-2337.94200,0.00270,9.48190,,,-7.25280,-7.26230,-6.33330,-7.01120,39.88780,-1.13610,-1.43980
2023-12-31,0.55330,3.83550,-3.28220,0.21830,4.81650,,5.03480,-8.31700,-0.10790,-8.42500,-8.42500,-8.42500,-8.42500,-7.76610,-8.31700,3.84400,3.84400,-2.19000,-2.19000,0.79860,0.04460,0.05160,-593.26290,-1503.30600,-1503.30600,-1522.81500,-1522.81500,0.00290,2.21240,,,-5.10550,-5.11190,-4.49210,-4.87760,42.89490,-1.5057,-2.204
2023-09-30,0.73310,4.09600,-3.36290,0.18420,2.52670,,2.71100,-6.07390,-0.06430,-6.13810,-6.13810,-6.13810,-6.13810,-5.53310,-6.07390,3.84700,3.84700,-1.60000,-1.60000,1.97000,0.04300,0.04920,-458.70350,-828.47870,-828.47870,-837.24410,-837.24410,0.00380,2.10870,,,-3.54420,-3.54840,-3.18790,-3.39190,45.01930,-1.6151,-6.725
2023-06-30,0.78840,3.79090,-3.00240,0.17840,3.26180,,3.44020,-6.44260,-0.06610,-6.50870,-6.50870,-6.50870,-6.50870,-5.90790,-6.44260,3.84600,3.84600,-1.69000,-1.69000,2.00470,0.03470,0.04930,-380.81350,-817.14660,-817.14660,-825.53250,-825.53250,0.00380,1.61070,,,-3.62920,-3.63350,-3.09620,-3.50340,50.27470,-1.5836,-7.7203
2023-03-31,0.39780,3.55920,-3.16140,0.12290,3.19880,,3.32170,-6.48310,-0.00300,-6.48610,-6.48610,-6.48610,-6.48610,-5.95140,-6.48310,3.83700,3.83700,-1.69000,-1.69000,5.56200,0.03400,0.04800,-794.62750,-1629.54400,-1629.54400,-1630.29600,-1630.29600,0.00190,1.49790,,,-3.49400,-3.49800,-3.14420,-3.37530,52.04340,-1.60060,-7.57700
2022-12-31,0.45090,3.58680,-3.13590,0.30790,2.66880,,2.97670,-6.11260,0.04330,-6.06930,-6.06930,-6.06930,-6.06930,-5.58920,-6.11260,3.83300,3.83300,-1.36000,-1.36000,6.87270,0.03170,0.04520,-695.41810,-1355.53500,-1355.53500,-1345.93700,-1345.93700,0.00210,1.57550,,,-3.16240,-3.16600,-2.83820,-3.06210,50.05770,-0.7967,-6.6912
2022-09-30,0.65340,3.51830,-2.86490,0.22060,2.45110,,2.67170,-5.53660,0.09650,-5.44010,-5.44010,-5.44010,-5.44010,-5.02350,-5.53660,3.83300,3.83300,-1.42000,-1.42000,7.80720,0.03710,0.04210,-438.43340,-847.31240,-847.31240,-832.54670,-832.54670,0.00290,1.67200,,,-2.75020,-2.75330,-2.44300,-2.64820,55.63370,-1.5161,-4.6501
2022-06-30,1.06970,3.25010,-2.18040,0.20830,3.18180,,3.39010,-5.57050,0.03450,-5.53600,-5.53600,-5.53600,-5.53600,-5.07280,-5.57050,3.55350,3.55350,-1.60000,-1.60000,18.39010,0.03840,0.04330,-203.83170,-520.75430,-520.75430,-517.52940,-517.52940,0.00490,1.69420,,,-2.72160,-2.72460,-2.51480,-2.61720,57.20980,-1.6674,-8.6199
