Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,other-income,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-03-31,2264.19500,1282.29000,981.90450,108.27590,124.28910,47.99090,184.57400,797.33040,46.89860,844.22910,127.88640,716.34280,,716.34280,707.12900,1166.31200,797.33040,2456.69600,2506.94600,0.28800,0.28200,2.68130,0.14210,0.17010,43.36660,35.21480,35.21480,37.28610,31.23090,0.13130,1.41410,1.63310,55.10890,6.63800,6.71810,4.15520,5.69480,,0.42890,0.27660
2021-12-31,2172.63900,1327.15300,845.48580,125.72990,125.26160,49.05050,201.94100,643.54490,-96.48400,547.06150,123.57130,423.49000,,423.49000,421.76570,1036.80100,643.54500,2401.02500,2448.96900,0.16660,0.17550,2.15500,0.13090,0.15790,38.91520,29.62040,29.62040,25.17960,19.41260,0.13360,1.59990,1.67180,53.83400,4.44350,4.50570,2.60510,3.86170,3.81730,0.4112,0.1869
2021-09-30,2007.05000,1269.52000,737.53000,118.58830,119.56330,43.97290,194.17800,543.35140,154.97040,698.32180,75.38700,622.93480,,622.93480,626.82240,930.49880,543.35140,2441.25900,2482.22000,0.25670,0.25310,2.50280,0.16550,0.20660,36.74700,27.07220,27.07220,34.79350,31.23100,0.13040,1.52760,1.63820,54.93920,6.73590,6.84730,4.04670,5.62110,,0.3203,0.0692
2021-06-30,1822.49700,1252.99200,569.50540,113.42570,108.52350,57.45280,164.49600,405.00890,67.34960,472.35850,47.53420,424.82430,,424.82430,427.56210,788.78270,405.00890,2441.25900,2476.51900,0.17540,0.17180,2.44500,0.17500,0.23460,31.24860,22.22280,22.22280,25.91820,23.46020,0.12070,1.55980,1.62320,55.44670,4.94050,5.03820,2.81410,4.07560,,0.3357,0.2125
2021-03-31,1676.65400,1231.85600,444.79720,108.54410,103.08560,38.16680,173.46300,271.33440,119.66310,390.99730,38.95250,352.04480,,352.04480,371.23380,657.46580,271.33440,2441.25900,2476.36500,0.15130,0.14950,2.28040,0.09990,0.13160,26.52890,16.18310,16.18310,23.32010,22.14140,0.11950,1.55690,1.53090,58.78790,3.96070,4.03600,2.50820,3.56520,,0.26280,0.15750
2020-12-31,1876.72600,1434.35700,442.36950,133.19880,127.30040,46.74750,213.75200,228.61760,9.71290,238.33060,46.53180,191.79880,,191.79880,206.52890,671.44730,228.61770,2370.01000,2450.05000,0.09190,0.08580,2.06720,0.09990,0.16060,23.57130,12.18170,12.18170,12.69930,11.00470,0.14380,1.78590,1.81850,49.49250,2.41360,2.46750,1.46970,2.17240,3.19850,0.2602,0.0824
2020-09-30,1530.08300,1196.95000,333.13210,113.01500,89.47380,112.58810,89.90100,243.23130,70.71220,313.94360,6.71660,307.22700,,307.22700,310.52380,638.41600,243.23130,2421.53000,2435.91200,0.12790,0.12790,2.76370,0.18290,0.25810,21.77220,15.89660,15.89660,20.51810,20.29460,0.12180,1.53530,1.61710,55.65480,4.07830,4.17180,2.44660,3.33230,,0.2604,0.1903
2020-06-30,1486.94000,1143.31400,343.62520,107.28960,82.65890,42.15480,147.79400,195.83150,27.41310,223.24460,20.53550,202.70910,,202.70910,223.80630,574.00710,195.83150,2438.63000,2397.60900,0.09210,0.09050,2.57960,0.20360,0.30170,23.10960,13.17010,13.17010,15.01370,15.05150,0.12080,1.46210,1.57880,57.00550,2.89240,2.96090,1.64630,2.30340,,0.2481,0.1841
2020-03-31,1403.29200,1133.63300,269.65930,105.73760,85.76690,35.19060,156.31400,113.34530,-86.05920,27.28630,-13.55980,40.84610,,40.84610,73.27010,496.62940,113.34530,2356.58700,2617.56500,0.03160,0.02820,2.61190,0.18470,0.27120,19.21620,8.07710,8.07710,1.94440,5.22130,0.11730,1.54330,1.41390,63.65420,0.58360,0.59710,0.34130,0.47580,2.97230,0.18690,0.14110
2019-12-31,1524.36500,1273.72500,250.63990,125.25140,90.78090,43.35060,172.68200,77.95790,-6.18560,71.77280,14.34920,57.42360,,57.42360,83.55410,516.34520,77.95790,2313.00000,2590.20000,0.03950,0.03520,2.10860,0.19090,0.29520,16.44230,5.11410,5.11410,4.70840,5.48120,0.12450,1.75440,1.72150,52.28120,0.84640,0.86870,0.46890,0.68480,2.89320,0.495,0.4423
2019-09-30,1211.40400,1004.92000,206.48390,90.29890,74.29670,38.64250,125.95300,80.53080,-17.05680,63.47410,1.25110,62.22290,,62.22290,94.01060,432.38730,80.53080,2341.64800,2609.80500,0.04010,0.03600,2.32480,0.21220,0.34970,17.04500,6.64770,6.64770,5.23970,7.76050,0.10090,1.56610,1.56000,57.69130,0.94540,0.96250,0.51820,0.74480,2.80700,-0.038,-0.0817
2019-06-30,1160.20400,978.20870,181.99540,89.75720,70.95430,35.41950,125.29230,56.70340,-19.86990,36.83360,6.48880,30.34480,,30.34480,56.04330,412.54630,56.70340,2363.53200,2615.93200,0.02420,0.02260,1.95330,0.18340,0.30540,15.68650,4.88740,4.88740,3.17470,4.83050,0.09740,1.54760,1.40600,64.01210,0.46630,0.47610,0.25470,0.38080,2.77530,0.14,0.0995
2019-03-31,1058.94600,985.42860,73.51760,91.22350,69.08920,34.87750,125.43540,-51.91760,40.53920,-11.37840,-14.38810,3.00970,,3.00970,39.04700,317.45550,-51.91760,2381.74100,2381.74100,0.01630,0.01630,2.78840,0.23650,0.38970,6.94250,-4.90280,-4.90280,-1.07450,3.68730,0.08710,1.60650,1.37830,65.29790,0.04410,0.04490,0.02480,0.03370,2.81220,0.11170,0.03600
2018-12-31,1069.46000,931.98560,137.47410,115.28130,72.26000,23.02330,164.51840,-27.04410,-64.36340,-91.40680,-86.50630,-4.90050,,-4.90050,5.17780,348.65430,-27.04410,2377.94500,2654.16700,-0.02110,-0.01270,2.82290,0.24710,0.39230,12.85460,-2.52880,-2.52880,-8.54700,0.48420,0.09030,1.56720,1.33050,67.64310,-0.07340,-0.07450,-0.04140,-0.05530,2.68730,0.1041,0.0686
2018-09-30,1284.00500,1058.36000,225.64500,108.52210,77.33850,39.61070,146.25000,79.39510,-52.38530,27.00990,20.59230,6.41760,,6.41760,6.41760,444.96180,79.39510,2410.77800,2420.24000,0.02280,0.02120,2.72490,0.24090,0.38710,17.57350,6.18340,6.18340,2.10360,0.49980,0.10570,1.84580,1.46370,61.48670,0.09260,0.09400,0.05280,0.07030,2.74450,0.4645,0.2853
2018-06-30,1305.41300,1081.12700,224.28590,101.70860,73.44070,57.74950,117.40000,106.88610,-36.79600,70.09000,-11.11280,81.20280,,81.20280,122.93500,514.32600,106.88610,12048.58000,13268.86000,0.05040,0.04700,2.31670,0.24330,0.37660,17.18120,8.18790,8.18790,5.36920,9.41730,0.10200,1.82240,1.35430,66.45260,1.14660,1.16640,0.63450,0.86760,2.80510,-0.0647,-0.009
2018-03-31,1282.40200,1123.64600,158.75630,100.00700,65.84770,33.41150,132.44300,26.31310,37.18380,63.49700,40.11480,23.38210,,23.38210,116.29360,451.04720,26.31310,2440.55500,2440.55500,0.04790,0.04450,1.87990,0.19570,0.33660,12.37960,2.05190,2.05190,4.95140,9.06840,0.09730,1.91720,1.41400,63.65000,0.31620,0.32170,0.17730,0.25430,2.92870,0.12300,0.04340
2017-09-30,1247.81000,1029.60700,218.20370,110.65970,68.19850,14.57720,164.28100,53.92290,40.92420,94.84690,13.29120,81.55570,,81.55570,114.94490,485.98900,53.92290,2441.64800,2688.23800,0.04640,0.04310,1.51430,0.19620,0.34990,17.48690,4.32140,4.32140,7.60110,9.21170,0.09810,1.81880,1.55650,57.82340,1.14900,1.17010,0.64140,0.92350,2.81130,0.1395,0.0514
2017-06-30,1242.50400,1019.43000,223.07390,107.44060,68.99560,8.55880,167.87700,55.19640,14.85490,70.05130,21.14170,48.90960,,48.90960,69.47710,55.19640,55.19640,2441.64800,2676.66600,0.02810,0.02650,1.36920,0.19380,0.34390,17.95360,4.44240,4.44240,5.63790,5.59170,0.09730,1.89130,1.62700,55.31490,0.69310,0.70570,0.38300,0.55880,2.79500,-0.1891,0.5476
2017-03-31,1235.00000,990.00000,245.00000,132.00000,73.00000,5.00000,200.00000,45.00000,-10.00000,35.00000,-14.00000,49.00000,,49.00000,75.00000,,45.00000,2441.60000,2441.60000,0.03100,0.03100,,,,,,,,,,,,,,,,,,,
2016-12-31,1172.28700,905.51070,266.77620,117.15690,85.33800,4.78080,197.71430,69.06170,-41.50260,27.55910,5.58070,21.97840,,21.97840,85.90740,450.56640,69.06150,2419.76500,2670.05100,0.02650,0.02960,1.51770,0.22030,0.37810,22.75690,5.89120,5.89120,2.35090,7.32820,0.09890,1.72600,1.58290,56.85720,0.33130,0.33770,0.18530,0.25830,2.62750,0.1726,-0.0645
2016-09-30,1205.96900,943.64400,262.32540,107.34620,94.03010,-14.02360,215.40000,46.92540,14.71480,61.64030,6.14440,55.49590,,55.49590,94.00270,472.38820,46.92540,2441.64800,2680.44700,0.03800,0.03650,1.28200,0.15340,0.34480,21.75220,3.89110,3.89110,5.11130,7.79480,0.10180,1.73950,1.63400,55.08060,0.80190,0.81780,0.46840,0.67890,2.74100,0.169,-0.0805
2016-06-30,1143.19200,887.18770,256.00470,99.69770,81.33040,0.69440,180.33330,75.67110,-20.06920,55.60190,6.81540,48.78650,,48.78650,79.82300,485.97620,75.67110,2466.97800,2692.01500,0.03250,0.03090,1.29420,0.15570,0.28450,22.39380,6.61930,6.61930,4.86370,6.98250,0.10060,1.63200,1.44750,62.17600,0.71920,0.73340,0.42940,0.60720,2.68670,0.0564,-0.2661
2016-03-31,1042.44400,889.91360,152.53000,93.46420,59.99150,0.42740,153.02840,-0.49840,1.41010,0.91170,-1.48750,2.39920,,2.39920,6.35190,382.99590,-0.49840,2481.64800,2498.45400,0.00300,0.00300,2.44820,0.17580,0.24570,14.63200,-0.04780,-0.04780,0.08750,0.60930,0.09970,1.85470,1.68160,53.51900,0.03470,0.03530,0.02300,0.02860,,0.13890,-0.10940
2015-12-31,1032.00000,703.73100,328.26900,82.63700,-513.53500,,-430.89790,759.16690,-542.85300,66.93200,-5.93400,72.86600,0.00000,96.00000,96.00000,1095.27600,759.16690,2526.31600,2526.31600,0.04000,0.04000,1.91600,0.17450,0.23580,17.32820,73.56270,73.56270,6.48570,9.30230,0.10090,1.30800,1.69790,53.00760,1.40000,1.42860,0.93870,1.15570,,0.1673,0.0261
2015-09-30,1073.00000,889.20000,183.80000,98.23000,87.36000,,185.59000,-1.79000,12.85000,43.54000,2.63000,40.91000,0.00000,52.00000,52.00000,334.70000,-1.79000,2505.00000,2505.00000,0.02000,0.02000,2.13700,0.17580,0.28110,20.15840,-0.16680,-0.16680,4.05780,4.84620,0.10410,1.71550,1.68150,53.52360,0.74170,0.75710,0.50460,0.61130,,0.1868,-0.0482
2015-06-30,1232.00000,951.86000,280.14000,97.99000,60.07000,,158.06000,122.08010,42.93000,168.36000,20.64000,147.72000,0.00000,149.00000,149.00000,508.35010,122.08010,2483.33300,2483.33300,0.06000,0.06000,2.51170,0.18440,0.23240,23.01220,9.90910,9.90910,13.66560,12.09420,0.11440,1.82540,1.71470,52.48640,2.04320,2.08450,1.38400,1.66630,,0.1572,-0.0067
2015-03-31,1203.00000,903.27000,299.73000,92.44000,633.20000,,725.64000,-425.91000,573.47000,138.02000,14.00000,124.02000,0.00000,127.00000,127.00000,-99.06000,-425.91000,2505.20000,2505.20000,0.05000,0.05000,2.27330,0.13210,0.18370,24.12390,-35.40400,-35.40400,11.47300,10.55690,0.11820,1.82170,1.79790,50.05960,1.74750,1.74750,1.24780,1.51670,,0.21350,0.02500
2014-12-31,1178.00000,878.82000,299.18000,114.95000,49.53000,,164.48000,134.70000,7.93000,175.72000,29.86000,145.86000,0.00000,144.00000,144.00000,477.57990,134.70000,2502.00000,2502.00000,0.06000,0.06000,2.01350,0.12930,0.17620,28.20370,11.43460,11.43460,14.91680,12.22410,0.11400,1.74720,1.55870,57.73980,1.93930,1.97920,1.39300,1.68860,,0.2044,0.6075
2014-09-30,1158.00000,920.92000,237.08000,115.49000,80.04000,,195.53000,41.54990,43.49000,99.64000,13.75000,85.89000,0.00000,85.00000,85.00000,383.03990,41.54990,2236.84200,2236.84200,0.04000,0.04000,2.02010,0.12880,0.18050,21.73490,3.58810,3.58810,8.60450,7.34020,0.11560,1.93260,1.51960,59.22670,1.17960,1.20450,0.84850,1.02770,,0.2008,-0.009
2014-06-30,1201.00000,918.39000,282.61000,110.41000,64.87000,,175.28000,107.33000,30.79000,127.95000,17.54000,110.41000,0.00000,117.00000,117.00000,439.59000,107.33000,2489.36200,2489.36200,0.05000,0.05000,1.98020,0.12920,0.22160,22.68610,8.93670,8.93670,10.65360,9.74190,0.11910,1.99820,1.62440,55.40360,1.63830,1.67440,1.16000,1.42660,,0.1031,-0.0037
2014-03-31,1040.00000,851.14000,188.86000,110.05000,55.48000,,165.53000,23.33000,13.42000,42.62000,5.96000,36.66000,0.00000,39.00000,39.00000,348.39000,23.33000,2496.00000,2496.00000,0.02000,0.02000,1.96510,0.11270,0.23910,18.72500,2.24330,2.24330,4.09810,3.75000,0.10450,1.78850,1.67350,53.78020,0.54270,0.55430,0.39180,0.48150,,0.08240,0.00040
2013-12-31,1029.00000,859.02000,169.98000,122.40000,61.00000,,183.40000,-13.42000,28.88000,36.05000,16.60000,19.45000,0.00000,25.00000,25.00000,318.64000,-13.42000,2495.20000,2495.20000,0.01000,0.01000,1.84210,0.11800,0.23350,18.51800,-1.30420,-1.30420,3.50340,2.42950,0.10290,1.81620,1.83100,49.15360,0.34820,0.35610,0.25000,0.30710,,0.1512,0.0442
2013-09-30,1128.00000,873.34000,254.66000,109.28000,56.27000,,165.55000,89.11000,52.32000,132.54000,19.79000,112.75000,0.00000,117.00000,117.00000,407.22000,89.11000,2492.00000,2492.00000,0.05000,0.05000,1.70090,0.11990,0.24730,21.78900,7.89980,7.89980,11.75000,10.37230,0.11230,1.83970,1.73700,51.81300,1.65210,1.69060,1.16520,1.45400,,0.1666,0.0425
2013-06-30,1064.00000,861.86000,202.14000,108.88000,59.17000,,168.05000,34.09000,20.76000,59.63000,1.40000,58.23000,0.00000,60.00000,60.00000,354.72000,34.09000,2400.00000,2400.00000,0.03000,0.03000,1.61240,0.11970,0.24930,19.44830,3.20390,3.20390,5.60430,5.63910,0.10480,1.79530,1.57890,57.00110,0.85330,0.87290,0.59090,0.75110,,0.1381,0.0278
2013-03-31,931.00000,794.18000,136.82000,81.70000,61.43000,,143.13000,-6.31000,247.18000,257.20000,38.49000,218.71000,0.00000,221.00000,221.00000,321.90000,-6.31000,2526.20000,2526.20000,0.09000,0.09000,2.46100,0.16230,0.24800,16.45110,-0.67780,-0.67780,27.62620,23.73790,0.09090,1.63700,1.51320,59.47540,3.02260,3.06520,2.15720,2.53200,,0.13300,0.03640
2012-12-31,899.00000,,899.00000,,,,,899.00000,,899.00000,,899.00000,,40.00000,40.00000,899.00000,899.00000,2500.00000,2500.00000,0.02000,0.02000,2.02120,0.13560,0.22830,100.00000,100.00000,100.00000,100.00000,4.44940,0.09300,,1.52380,59.06260,0.56680,0.57050,0.41360,0.48990,,0.5581,-0.1444
2012-09-30,973.00000,,973.00000,,,,,973.00000,,973.00000,,973.00000,,82.00000,82.00000,973.00000,973.00000,2562.50000,2562.50000,0.03000,0.03000,1.84330,0.13310,0.23260,100.00000,100.00000,100.00000,100.00000,8.42750,0.09970,,1.53970,58.45280,1.16880,1.17650,0.84060,1.01330,,0,0
2012-06-30,925.00000,,925.00000,,,,,925.00000,,925.00000,,925.00000,,100.00000,100.00000,925.00000,925.00000,2500.00000,2500.00000,0.04000,0.04000,1.69300,0.13420,0.22890,100.00000,100.00000,100.00000,100.00000,10.81080,0.09110,,1.39440,64.54410,1.40630,1.41780,0.98530,1.21760,,-0.1316,0.0105
2012-03-31,805.60000,750.82000,54.78000,77.73000,50.40000,,128.13000,-73.35000,35.74000,44.68000,7.23000,37.45000,0.00000,45.27000,45.27000,211.80000,-73.35000,2382.63200,2382.63200,0.02000,0.02000,1.98600,0.09550,0.17520,17.01590,-9.10500,-9.10500,5.54620,5.61940,0.08420,1.77120,1.50710,59.71890,0.62430,0.62530,0.47300,0.56460,,0.13160,-0.01050
2011-12-31,807.34000,940.78000,-133.44000,78.59000,91.06000,,169.65000,-303.08990,82.61000,-44.28000,1.93000,-46.21000,0.00000,39.00000,39.00000,25.10000,-303.08990,2600.00000,2600.00000,0.01000,0.01000,1.95910,0.09050,0.14380,5.29640,-37.54180,-37.54180,-5.48470,4.83070,0.08730,2.24070,1.69820,52.99630,0.55650,0.55740,0.42190,0.50620,,0.0735,-0.1578
2011-09-30,826.35000,662.00000,164.35000,75.00000,39.00000,,114.00000,50.35000,15.00000,65.00000,1.00000,64.00000,0.00000,64.11000,64.11000,274.35000,50.35000,2465.76900,2465.76900,0.03000,0.03000,2.37230,0.06810,0.08030,19.84630,6.09310,6.09310,7.86590,7.75820,0.09840,1.77960,,,0.93470,0.93470,0.76320,0.87110,,0.1274,0.0065
2011-06-30,980.00000,746.00000,234.00000,78.00000,40.00000,,118.00000,116.00000,7.00000,123.00000,12.00000,111.00000,0.00000,111.00000,111.00000,373.65000,116.00000,2466.66700,2466.66700,0.04000,0.04000,1.66820,0.06450,0.07590,23.87760,11.83670,11.83670,12.55100,11.32650,0.10230,1.87910,,,1.52870,1.52870,1.15840,1.43000,,0.1685,0.0581
2011-03-31,956.00000,803.40000,152.60000,78.78000,51.65000,,130.43010,22.16990,34.15000,166.16000,15.24000,150.92000,0.00000,152.00000,152.00000,288.51990,22.16990,2502.80000,2502.80000,0.06000,0.06000,1.97140,0.03130,0.08970,27.45290,2.31900,2.31900,17.38080,15.89960,0.09870,1.66440,1.47510,61.01270,1.96990,1.97250,1.56970,1.90820,,0.15990,-0.05450
2010-12-31,1077.00000,1065.93000,11.07000,99.04000,89.73000,,188.77000,-177.70010,35.32000,293.06000,26.55000,266.51000,2.34000,221.00000,221.00000,128.61000,-177.70010,2490.12400,2515.29300,0.09000,0.09000,2.06340,0.02930,0.07390,41.45870,-16.49950,-16.49950,27.21080,20.52000,0.11170,2.38340,1.61440,55.74740,2.86050,2.86430,2.29270,2.77660,,0.2158,-0.1285
2010-09-30,1045.00000,704.00000,341.00000,71.00000,40.00000,,111.00000,230.00000,62.00000,292.00000,13.00000,279.00000,0.00000,279.00000,279.00000,483.00000,230.00000,2490.00000,2490.00000,0.11000,0.11000,1.87170,0.00370,0.01590,32.63160,22.00960,22.00960,27.94260,26.69860,0.12450,2.05850,,,4.03410,4.03410,3.32340,4.01900,,0.2176,-0.0405
2010-06-30,926.00000,652.00000,274.00000,67.00000,38.00000,,105.00000,169.00000,4.00000,173.00000,11.00000,162.00000,0.00000,164.00000,164.00000,408.16000,169.00000,2523.07700,2523.07700,0.07000,0.07000,2.20520,0.00440,0.00800,29.58960,18.25050,18.25050,18.68250,17.71060,0.11990,2.03120,,,2.56050,2.56050,2.12270,2.54940,,0.1627,0.0556
2010-03-31,842.00000,650.04000,191.96000,62.90000,43.80000,,106.70000,85.26000,14.12000,113.03000,4.56000,108.47000,0.00000,110.00000,110.00000,341.10000,85.26000,2500.00000,2500.00000,0.04000,0.04000,2.80480,0.00380,0.06600,24.42040,10.12590,10.12590,13.42400,13.06410,0.10810,2.12210,1.49510,60.19850,1.68240,1.68250,1.41210,1.67600,,0.13460,0.00900
2009-12-31,868.00000,761.25000,106.75000,72.03000,68.37000,,140.40000,-33.65000,-37.24000,48.57000,2.42000,46.15000,0.00000,137.00000,137.00000,246.99000,-33.65000,2490.90900,2490.90900,0.06000,0.06000,2.90430,0.00360,0.06400,26.05990,-3.87670,-3.87670,5.59560,15.78340,0.10930,2.66070,1.62560,55.36450,2.04450,2.04450,1.72570,2.03720,,0.1691,0.039
2009-09-30,853.00000,615.00000,238.00000,69.00000,38.00000,,107.00000,131.00000,68.00000,199.00000,9.00000,190.00000,0.00000,190.00000,190.00000,398.00000,131.00000,2533.33300,2533.33300,0.07000,0.07000,3.19860,0.00420,0.00420,27.90150,15.35760,15.35760,23.32940,22.27430,0.11830,2.34730,,,2.98790,2.98790,2.63520,2.97530,,0.1549,0.0967
2009-06-30,690.00000,526.00000,164.00000,57.00000,25.00000,,82.00000,82.00000,-27.00000,55.00000,8.00000,47.00000,0.00000,47.00000,47.00000,336.41000,82.00000,2611.11100,2611.11100,0.02000,0.02000,3.19870,0.00410,0.00410,23.76810,11.88410,11.88410,7.97100,6.81160,0.10550,2.02310,,,0.81030,0.81030,0.71880,0.80700,,0.0526,0.0381
2009-03-31,319.00000,475.67000,-156.67000,53.74000,41.51000,,95.25000,-251.92000,-9.21000,-250.21000,0.95000,-251.16000,0.00000,-240.00000,-240.00000,11.67000,-251.92000,2553.19100,2553.19100,-0.09000,-0.09000,5.38510,0.04140,0.04370,-45.68340,-78.97180,-78.97180,-78.43570,-75.23510,0.05070,2.20640,1.40620,64.00440,-4.28760,-4.28780,-3.81080,-4.11010,,0.03090,0.01280
