Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,807.00000,656.00000,151.00000,1.00000,115.00000,,164.00000,-13.00000,172.00000,159.00000,36.00000,123.00000,123.00000,,123.00000,33.00000,-13.00000,161.68400,171.15400,0.75000,0.72000,1.74730,0.41240,0.72730,18.71130,-1.61090,-1.61090,19.70260,15.24160,0.28410,1.52840,58.88480,13.96140,33.60660,4.32950,7.06490,6.39810,-0.1457,-0.2803
2024-06-30,828.00000,677.00000,151.00000,1.00000,115.00000,,175.00000,-24.00000,324.00000,300.00000,84.00000,216.00000,216.00000,,216.00000,28.00000,-24.00000,194.53900,202.08100,1.10000,1.07000,1.65080,0.46800,0.91640,18.23670,-2.89860,-2.89860,36.23190,26.08700,0.29780,1.59850,56.30440,28.60930,88.16330,7.76980,12.81140,5.47690,-0.2145,-0.3448
2024-03-31,921.00000,735.00000,186.00000,2.00000,116.00000,,189.00000,-3.00000,130.00000,127.00000,28.00000,99.00000,99.00000,,99.00000,61.00000,-3.00000,209.16000,215.74700,0.46000,0.46000,1.87160,0.56110,1.31760,20.19540,-0.32570,-0.32570,13.78940,10.74920,0.30120,1.53500,58.63190,14.04260,57.22540,3.23740,5.12950,4.09800,-0.17150,-0.26880
2023-12-31,953.00000,740.00000,213.00000,2.00000,114.00000,,194.00000,19.00000,-23.00000,-4.00000,-10.00000,6.00000,6.00000,,-4.00000,85.00000,19.00000,216.77900,216.77900,0.01000,0.01000,1.90670,0.61690,1.65420,22.35050,1.99370,1.99370,-0.41970,-0.41970,0.30140,1.70480,52.79120,0.94790,6.52170,0.18980,0.29660,3.66410,0.5624,0.4278
2023-09-30,932.00000,724.00000,208.00000,2.00000,115.00000,,492.00000,-284.00000,-29.00000,-313.00000,-24.00000,-289.00000,-289.00000,,-289.00000,86.00000,-284.00000,217.34800,217.34800,-1.34000,-1.34000,1.90680,0.62430,1.71390,22.31760,-30.47210,-30.47210,-33.58370,-31.00860,0.29620,1.52290,59.09870,-46.61290,-481.66670,-9.18630,-14.25050,3.52310,-0.0511,-0.1533
2023-06-30,915.00000,704.00000,211.00000,1.00000,118.00000,,189.00000,22.00000,-29.00000,-7.00000,,-7.00000,-7.00000,,-7.00000,81.00000,22.00000,218.39400,218.39400,-0.04000,-0.04000,1.90820,0.54370,1.23010,23.06010,2.40440,2.40440,-0.76500,-0.76500,0.26500,1.56950,57.34430,-0.75510,-10.60610,-0.20270,-0.29880,4.89810,-0.0458,-0.1373
2023-03-31,922.00000,720.00000,202.00000,2.00000,111.00000,,203.00000,-1.00000,-7.00000,-8.00000,-2.00000,-6.00000,-6.00000,,-6.00000,62.00000,-1.00000,218.41000,218.41000,-0.04000,-0.04000,1.84800,0.54390,1.22780,21.90890,-0.10850,-0.10850,-0.86770,-0.65080,0.26320,1.56270,57.59220,-0.64590,-8.69570,-0.17130,-0.25550,4.90290,-0.05490,-0.15570
2022-12-31,986.00000,782.00000,204.00000,2.00000,108.00000,,545.00000,-341.00000,-24.00000,-365.00000,-32.00000,-333.00000,-333.00000,,-343.00000,81.00000,-341.00000,215.88600,215.88600,-1.56000,-1.55000,1.76060,0.54670,1.23890,20.68970,-34.58420,-34.58420,-37.01830,-34.78700,0.27610,1.56510,57.50510,-36.31410,-512.30770,-9.32510,-14.25510,4.85010,0.2432,0.0358
2022-09-30,977.00000,754.00000,223.00000,2.00000,117.00000,,177.00000,46.00000,-23.00000,23.00000,8.00000,15.00000,15.00000,,15.00000,102.00000,46.00000,215.77500,219.44300,0.06000,0.06000,1.75880,0.48550,0.96810,22.82500,4.70830,4.70830,2.35410,1.53530,0.24920,1.49620,60.15350,1.24380,71.42860,0.38260,0.57250,6.24640,0.447,0.3306
2022-06-30,928.00000,727.00000,201.00000,2.00000,113.00000,,179.00000,22.00000,-17.00000,5.00000,5.00000,,,,,77.00000,22.00000,215.62900,215.62900,-0.01000,-0.01000,1.78440,0.48200,0.95250,21.65950,2.37070,2.37070,0.53880,,0.23790,1.35670,66.33620,,,,,6.33740,-0.0723,-0.2339
2022-03-31,967.00000,755.00000,212.00000,1.00000,102.00000,,173.00000,39.00000,171.00000,210.00000,74.00000,136.00000,136.00000,,136.00000,101.00000,39.00000,215.50300,223.89000,0.62000,0.61000,1.77430,0.47630,0.93090,21.92350,4.03310,4.03310,21.71670,14.06410,0.24300,1.46290,61.52020,10.77660,591.30430,3.41790,5.07270,6.51190,0.04910,-0.17420
2021-12-31,1048.00000,803.00000,245.00000,1.00000,162.00000,,264.00000,-19.00000,-35.00000,-54.00000,-14.00000,-40.00000,-40.00000,,-48.00000,69.00000,-19.00000,212.71900,212.71900,-0.21000,-0.20000,1.63900,0.52050,1.10910,23.37790,-1.81300,-1.81300,-5.15270,-4.58020,0.25970,1.49930,60.02860,-3.53360,34.18800,-0.99110,-1.50550,5.91510,0.4236,0.192
2021-09-30,1038.00000,776.00000,262.00000,2.00000,131.00000,,227.00000,35.00000,-16.00000,19.00000,8.00000,11.00000,11.00000,,11.00000,121.00000,35.00000,212.63300,219.81700,0.04000,0.04000,1.53090,0.51090,1.06040,25.24090,3.37190,3.37190,1.83040,1.05970,0.25370,1.48070,60.78040,0.92980,-4.15090,0.26880,0.40610,6.23030,0.251,0.114
2021-06-30,1026.00000,772.00000,254.00000,1.00000,125.00000,,220.00000,34.00000,-15.00000,19.00000,7.00000,12.00000,12.00000,,12.00000,122.00000,34.00000,212.45000,220.16500,0.05000,0.04000,1.41080,0.50240,1.07690,24.75630,3.31380,3.31380,1.85190,1.16960,0.24880,1.54520,58.24560,1.01270,-3.89610,0.29110,0.44990,6.24310,0.4772,0.2961
