Date,revenue,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-03-31,17.21600,17.21600,16.80100,,0.41500,0.17900,0.59400,0.54400,0.05000,0.05000,0.05000,0.99700,0.41500,7.86500,7.93100,0.01000,0.01000,9.72600,100.00000,2.41060,2.41060,3.45030,0.29040,0.13140,1.76790,50.90730,0.04260,0.05600,0.03820,0.04260,13.67460,1.10580,1.10200
2021-12-31,19.39100,19.39100,17.02300,,2.36800,0.84500,3.21300,0.40000,2.81300,2.81300,2.81300,2.95300,2.36800,7.87500,7.92800,0.36000,0.35000,5.92480,100.00000,12.21190,12.21180,16.56950,14.50670,0.13890,1.70320,52.84150,2.38580,3.13970,2.01500,2.38580,14.28640,-0.202,-0.2098
2021-09-30,17.86000,17.86000,15.81600,,2.04400,0.31600,2.36000,0.48100,1.87900,1.87900,1.87900,2.62400,2.04400,7.88700,7.95600,0.24000,0.24000,6.68350,100.00000,11.44460,11.44460,13.21390,10.52070,0.13200,1.82520,49.30850,1.62360,2.15950,1.38920,1.62360,13.94820,2.8022,2.7994
2021-06-30,17.48400,17.48400,16.70600,,0.77800,0.63800,1.41600,0.44600,0.97000,0.97000,0.97000,1.37400,0.77800,7.88500,7.92800,0.12000,0.12000,8.80280,100.00000,4.44980,4.44980,8.09880,5.54790,0.11480,1.76950,50.86310,0.72020,0.91900,0.63710,0.72020,16.17730,0.7348,0.724
2021-03-31,18.31900,18.31900,17.55000,,0.76900,6.24500,7.01400,2.91300,4.10100,4.10100,4.10100,1.38200,0.76900,7.88700,7.91700,0.52000,0.52000,9.95950,100.00000,4.19780,4.19780,38.28810,22.38660,0.12240,1.55990,57.69750,3.07320,3.94650,2.74010,3.07320,16.05260,-0.88990,-0.82770
2020-12-31,17.11300,17.11300,14.78700,-0.01200,2.31400,0.23400,2.54800,-0.26700,2.81500,2.81500,2.81500,2.96600,2.31400,7.98800,7.98800,0.39000,0.39000,8.16640,100.00000,13.52190,13.52190,14.88930,16.44950,0.11470,1.53480,58.63960,2.15360,2.79340,1.88730,2.15360,15.69730,-0.3185,-0.3073
2020-09-30,15.45400,15.45400,15.67500,-3.82200,-4.04300,-4.27500,-8.31800,1.97100,-10.28900,-10.28900,-10.28900,-3.37600,-4.04300,7.82900,7.82900,-1.31000,-1.31000,8.31640,100.00000,-26.16150,-26.16150,-53.82430,-66.57820,0.10700,1.62810,55.27890,-8.13410,-10.70340,-7.12610,-8.13410,14.20300,-3.6741,-3.6787
2020-06-30,15.87500,15.87500,16.68600,-1.32300,-2.13400,0.31700,-1.81700,0.75800,-2.57500,-2.57500,-2.57500,-1.46700,-2.13400,7.88000,7.88000,-0.33000,-0.33000,10.06890,100.00000,-13.44250,-13.44250,-11.44570,-16.22050,0.10770,1.47660,60.95060,-1.95920,-2.64840,-1.74670,-1.95920,14.75740,1.4072,1.402
2020-03-31,16.66900,16.66900,19.19100,2.93800,0.41600,-0.41700,-0.00100,-1.10300,1.10200,1.10200,1.10200,1.07200,0.41600,8.41400,8.45800,0.13000,0.13000,8.23950,100.00000,2.49570,2.49570,-0.00600,6.61110,0.10560,1.49200,60.32040,0.79630,1.06210,0.69830,0.79630,15.76190,1.36230,1.36040
2019-12-31,18.61600,18.61600,18.86100,-0.71200,-0.95700,4.64800,3.69100,1.15000,2.54100,2.54100,2.54100,-0.27600,-0.95700,8.40800,8.46300,0.30000,0.30000,5.47700,100.00000,-5.14070,-5.14070,19.82700,13.64950,0.10420,1.29940,69.26460,1.71360,2.24420,1.42190,1.71360,16.69710,-0.1663,-0.1755
2019-09-30,19.89200,19.89200,18.76800,0.40200,1.52600,0.03300,1.55900,0.44200,1.11700,1.11700,1.11700,2.20800,1.52600,8.43300,8.47100,0.13000,0.13000,6.53820,100.00000,7.67140,7.67140,7.83730,5.61530,0.11220,1.54540,58.23850,0.74440,0.97510,0.63000,0.74440,16.84920,1.4832,1.4698
2019-06-30,21.70900,21.70900,18.40600,-0.72400,2.57900,0.07700,2.65600,0.79500,1.86100,1.86100,1.86100,3.21500,2.57900,8.44660,8.47680,0.22000,0.22000,7.56080,100.00000,11.87990,11.87990,12.23460,8.57250,0.12100,1.58690,56.71380,1.20860,1.57160,1.03690,1.20860,17.21480,1.235,1.1959
2019-03-31,23.86200,23.86200,21.54600,-0.82000,1.49600,,1.49600,1.10400,0.39200,0.39200,0.39200,2.12100,1.49600,8.36300,8.45500,0.05000,0.05000,7.95670,100.00000,6.26940,6.26940,6.26940,1.64280,0.13170,1.53330,58.69880,0.25110,0.32460,0.21640,0.25110,17.39190,1.24960,1.24120
2018-12-31,26.11900,26.11900,20.20000,1.96900,7.88800,,7.88800,2.47500,5.41300,5.41300,5.41300,8.51900,7.88800,8.36500,8.54700,0.65000,0.64000,5.15130,100.00000,30.20030,30.20030,30.20020,20.72440,0.13110,1.41730,63.50210,3.35900,4.31710,2.71760,3.35900,18.09650,1.9309,1.8936
2018-09-30,29.85400,29.85400,22.10700,-0.59600,7.15100,,7.15100,1.78300,5.36800,5.36800,5.36800,7.78900,7.15100,8.40270,8.59820,0.64000,0.62000,5.73230,100.00000,23.95320,23.95320,23.95320,17.98080,0.15500,1.50530,59.78700,3.25980,4.17780,2.78670,3.25980,18.26040,0.7693,0.7406
2018-06-30,32.76000,32.76000,22.17900,0.35500,10.93600,,10.93600,2.94400,7.99200,7.99200,7.99200,11.57500,10.93600,8.39900,8.54300,0.95000,0.94000,6.64530,100.00000,33.38220,33.38220,33.38220,24.39560,0.17780,1.43040,62.92030,4.95960,6.41730,4.33720,4.95960,17.85100,0.8251,0.8102
2018-03-31,33.56700,33.56700,24.66700,1.06300,9.96300,0.52400,10.48700,2.50900,7.97800,7.97800,7.97800,10.59400,9.96300,8.27100,8.54000,0.96000,0.93000,7.94640,100.00000,29.68090,29.68090,31.24200,23.76740,0.19170,1.40180,64.20150,5.11340,6.70420,4.55580,5.11340,17.30290,0.15830,0.12330
2017-12-31,33.91400,33.91400,22.53100,-1.59500,9.78800,,9.78800,6.89100,2.89700,2.89700,2.89700,10.53300,9.78800,8.14800,8.40000,0.35000,0.33000,4.38030,100.00000,28.86130,28.86130,28.86120,8.54220,0.17600,1.56570,57.48070,1.85240,2.64690,1.50370,1.85240,17.57260,1.031,0.9558
2017-09-30,33.49200,33.49200,23.73100,-4.00900,5.75200,,5.75200,1.62000,4.13200,4.13200,4.13200,6.46400,5.75200,8.17200,8.42100,0.51000,0.49000,4.03600,100.00000,17.17430,17.17430,17.17430,12.33730,0.17500,1.34470,66.93030,2.65840,3.81390,2.15930,2.65840,17.49540,1.4594,1.4251
2017-06-30,33.75600,33.75600,23.17300,,10.58300,,10.58300,3.68700,6.89600,6.89600,6.89600,11.31200,10.58300,8.16700,8.31700,0.84000,0.83000,5.36030,100.00000,31.35150,31.35150,31.35150,20.42900,0.19190,1.46380,61.48510,4.55710,6.64570,3.91970,4.55710,17.01610,2.0289,2.0174
2017-03-31,32.62300,32.62300,24.85300,,7.77000,,7.77000,1.70600,6.06400,6.06400,6.06400,8.50000,7.77000,8.06600,8.31100,0.75000,0.73000,5.69820,100.00000,23.81760,23.81760,23.81760,18.58810,0.19640,1.29420,69.54360,4.18680,6.26520,3.65070,4.18680,16.29390,1.19610,1.17810
2016-12-31,31.09200,31.09200,20.65500,,10.79900,,10.79900,3.22200,7.57700,7.57700,7.57700,11.52600,10.79900,7.96200,8.16500,0.94000,0.92000,3.90850,100.00000,34.73240,34.73240,34.73240,24.36960,0.17300,1.32710,67.81840,5.18730,7.76880,4.21700,5.18730,16.57990,1.0369,1.0206
2016-09-30,31.77700,31.77700,22.72400,,9.05300,,9.05300,3.16600,5.88700,5.88700,5.88700,9.78100,9.05300,7.99600,8.18000,0.74000,0.72000,4.14810,100.00000,28.48920,28.48920,28.48920,18.52600,0.18730,1.39310,64.60330,4.17960,6.41120,3.46910,4.17960,15.95150,1.0221,0.9384
2016-06-30,31.02300,31.02300,22.51100,,8.51200,,8.51200,2.85100,5.66100,5.66100,5.66100,9.23800,8.51200,8.00000,8.17300,0.71000,0.69000,4.56870,100.00000,27.43770,27.43770,27.43770,18.24780,0.19150,1.45130,62.01330,4.11360,6.42580,3.49380,4.11360,15.55340,1.6048,1.53
2016-03-31,29.12900,29.12900,23.48300,,5.64600,,5.64600,2.12400,3.52200,3.52200,3.52200,6.39400,5.64600,7.86200,8.04700,0.45000,0.44000,3.03280,100.00000,19.38280,19.38280,19.38280,12.09100,0.17710,1.12920,79.70200,2.73000,4.45810,2.14170,2.73000,14.72730,2.14050,2.09360
2015-12-31,31.56600,31.56600,22.97800,,8.58800,,8.58800,3.90100,4.68700,4.68700,4.68700,9.62700,8.58800,7.75700,8.14940,0.60000,0.52000,2.62200,100.00000,27.20650,27.20650,27.20650,14.84830,0.17410,1.60900,55.93420,3.49860,5.61530,2.58470,3.49860,15.52160,0.3566,0.3275
2015-09-30,32.45100,32.45100,21.94900,,10.50200,,10.50200,3.48900,7.01300,7.01300,7.01300,11.18200,10.50200,7.80800,8.04000,0.90000,0.87000,3.25720,100.00000,32.36260,32.36260,32.36260,21.61100,0.19520,1.62280,55.45990,5.38890,8.85700,4.21920,5.38890,15.10760,0.7839,0.7672
2015-06-30,37.31100,37.31100,22.55900,,14.75200,,14.75200,4.95700,9.79500,9.79500,9.79500,15.39400,14.75200,7.80600,7.96100,1.25000,1.23000,3.31750,100.00000,39.53790,39.53790,39.53790,26.25230,0.23900,1.70450,52.80210,7.87690,13.51710,6.27450,7.87690,13.80140,3.8809,3.8467
2015-03-31,29.60800,29.60800,21.23000,,8.37800,,8.37800,2.76800,5.61000,5.61000,5.61000,8.61300,8.37800,7.59600,7.86100,0.74000,0.71000,6.69890,100.00000,28.29640,28.29640,28.29640,18.94760,0.23340,1.99510,45.10940,5.15020,5.94710,4.42230,5.15020,12.86340,1.75310,1.71640
2014-12-31,28.26500,28.26500,18.79000,,9.47500,,9.47500,3.49700,5.97800,5.97800,5.97800,9.70700,9.47500,7.51200,7.90700,0.80000,0.69000,4.36570,100.00000,33.52200,33.52200,33.52200,21.14980,0.20210,1.94390,46.29760,5.43420,6.27140,4.27380,5.43420,13.24110,0.6562,0.6393
2014-09-30,28.12200,28.12200,17.53000,,10.59200,,10.59200,3.47400,7.11800,7.11800,7.11800,10.83000,10.59200,7.52500,7.73400,0.95000,0.92000,4.31790,100.00000,37.66450,37.66450,37.66450,25.31120,0.21210,2.04020,44.11350,6.78550,7.89790,5.36740,6.78550,12.65690,0.5199,0.5156
2014-06-30,30.90500,30.90500,17.54900,,13.35600,,13.35600,4.76500,8.59100,8.59100,8.59100,13.59000,13.35600,7.52300,7.67900,1.14000,1.12000,6.36570,100.00000,43.21630,43.21630,43.21630,27.79810,0.26830,1.85230,48.58920,8.76680,10.33440,7.45790,8.76680,11.82370,0.2951,0.2714
2014-03-31,25.94900,25.94900,17.33600,,8.61300,,8.61300,3.05100,5.56200,5.56200,5.56200,8.84700,8.61300,7.47400,7.75100,0.74000,0.72000,8.51620,100.00000,33.19200,33.19200,33.19200,21.43440,0.25580,1.75880,51.17190,6.19600,7.43440,5.48280,6.19600,10.87970,1.88320,1.86760
2013-12-31,25.25200,25.25200,16.25700,,8.99500,,8.99500,3.17100,5.82400,5.82400,5.82400,9.20600,8.99500,7.33200,7.69300,0.80000,0.72000,3.87150,100.00000,35.62100,35.62100,35.62090,23.06350,0.21760,1.74540,51.56500,6.56870,7.91100,5.01850,6.56870,10.84430,0.2897,0.2193
2013-09-30,22.99800,22.99800,16.26000,,6.73800,,6.73800,2.43700,4.30100,4.30100,4.30100,6.92900,6.73800,7.37500,7.59700,0.58000,0.57000,4.44820,100.00000,29.29820,29.29820,29.29820,18.70160,0.21920,1.90110,47.34020,5.15230,6.29320,4.09910,5.15230,10.19520,1.2375,1.1936
2013-06-30,23.47500,23.47500,15.74200,,7.73300,,7.73300,2.85400,4.87900,4.87900,4.87900,7.92000,7.73300,7.35000,7.49600,0.66000,0.65000,5.52490,100.00000,32.94140,32.94140,32.94140,20.78380,0.24660,1.82590,49.29200,6.14220,7.59850,5.12530,6.14220,9.70010,0.5869,0.5781
2013-03-31,20.10000,20.10000,15.38100,,4.71900,,4.71900,1.88600,2.83300,2.83300,2.83300,4.89900,4.71900,7.28700,7.48200,0.39000,0.38000,6.91160,100.00000,23.47760,23.47760,23.47760,14.09450,0.22970,1.99940,45.01340,3.73960,4.68710,3.23710,3.73960,9.32610,0.70730,0.67430
2012-12-31,20.62400,20.62400,14.77100,,5.85300,,5.85300,2.25400,3.59900,3.59900,3.59900,6.05100,5.85300,7.14600,7.30700,0.50000,0.49000,4.10970,100.00000,28.37950,28.37950,28.37960,17.45060,0.21350,2.31210,38.92550,4.70140,5.88580,3.72510,4.70140,9.53190,0.5963,0.5927
2012-09-30,18.94100,18.94100,14.61000,,4.33100,,4.33100,1.82700,2.50400,2.50400,2.50400,4.54400,4.33100,7.16600,7.32300,0.35000,0.34000,4.58240,100.00000,22.86570,22.86570,22.86570,13.22000,0.20600,2.30730,39.00590,3.38740,4.28680,2.72340,3.38740,9.20920,0.2839,0.2782
2012-06-30,20.06600,20.06600,16.31400,,3.75200,,3.75200,1.55400,2.19800,2.19800,2.19800,3.95900,3.75200,7.16300,7.25100,0.31000,0.30000,5.33450,100.00000,18.69830,18.69830,18.69830,10.95390,0.23300,2.33000,38.62650,3.07880,3.94200,2.55280,3.07880,8.89390,0.2978,0.2776
2012-03-31,17.86400,17.86400,11.78000,,6.08400,,6.08400,2.29900,3.78500,3.78500,3.78500,6.28700,6.08400,7.08800,7.26800,0.53000,0.52000,7.46410,100.00000,34.05730,34.05730,34.05730,21.18790,0.21980,2.28790,39.33720,5.38730,6.94440,4.65710,5.38730,8.76140,0.66610,0.65950
2011-12-31,16.99300,16.99300,10.71600,,6.27700,,6.27700,2.16000,4.11700,4.11700,4.11700,6.48100,6.27700,6.97000,7.20900,0.60000,0.56000,4.13640,100.00000,36.93870,36.93870,36.93870,24.22760,0.18760,2.20490,40.81860,5.81850,7.50170,4.54430,5.81850,9.18090,0.589,0.5422
2011-09-30,16.04800,16.04800,10.75100,,5.29700,,5.29700,2.01400,3.28300,3.28300,3.28300,5.47500,5.29700,7.00500,7.21600,0.47000,0.46000,4.42030,100.00000,33.00720,33.00720,33.00720,20.45740,0.19060,2.00680,44.84860,4.93550,6.50940,3.89910,4.93550,8.64320,0.7772,0.7061
2011-06-30,18.85900,18.85900,12.94300,,5.91600,,5.91600,2.17900,3.73700,3.73700,3.73700,6.10400,5.91600,6.98800,7.18600,0.53000,0.52000,5.04170,100.00000,31.36960,31.36960,31.36960,19.81550,0.23360,2.02000,44.55380,5.61670,7.42540,4.62970,5.61670,8.54200,0.4856,0.4379
2011-03-31,17.00900,17.00900,11.39000,,5.61900,,5.61900,2.07000,3.54900,3.54900,3.54900,5.81100,5.61900,6.93700,7.16700,0.51000,0.50000,6.66920,100.00000,33.03550,33.03550,33.03550,20.86540,0.23620,1.95530,46.02920,5.68180,7.68380,4.92770,5.68180,7.93180,0.72110,0.68860
2010-12-31,15.43000,15.43000,10.31300,,5.11700,,5.11700,1.86200,3.25500,3.25500,2.67900,5.26100,5.11700,6.60600,6.79500,0.49000,0.46000,4.75830,100.00000,33.16270,33.16270,33.16270,17.36230,0.21250,2.09990,42.85940,5.36450,7.35140,4.48170,5.36450,7.93580,1.1731,1.1722
2010-09-30,13.47300,13.47300,9.36200,,4.11100,,4.11100,1.51200,2.59900,2.59900,2.59900,4.20200,4.11100,6.63500,6.86700,0.39000,0.38000,5.23150,100.00000,30.51290,30.51290,30.51290,19.29040,0.20610,2.04540,44.00130,4.91660,5.41730,3.97600,4.91660,7.08320,0.2086,0.2077
2010-06-30,13.19400,13.19400,9.25400,,3.94000,,3.94000,1.44700,2.49300,2.49300,2.49300,4.03000,3.94000,6.54800,6.57000,0.34000,0.34000,5.88310,100.00000,29.86210,29.86210,29.86210,18.89500,0.21530,2.26860,39.67260,4.92450,5.45380,4.06760,4.92450,6.77520,0.895,0.8921
2010-03-31,13.21600,13.21600,8.66300,,4.55300,,4.55300,1.62000,2.93300,2.93300,2.93300,4.65700,4.55300,6.51900,6.54400,0.40000,0.40000,7.05340,100.00000,34.45070,34.45070,34.45070,22.19280,0.23260,2.11050,42.64380,6.11410,6.81590,5.16130,6.11410,6.56510,0.41310,0.41060
2009-12-31,12.72300,12.72300,8.43600,,4.28700,,4.28700,1.56600,2.72100,2.72100,2.72100,4.36100,4.28700,6.34000,6.36700,0.35000,0.35000,4.78330,100.00000,33.69490,33.69490,33.69490,21.38650,0.21250,1.98610,45.31480,5.76260,6.43980,4.54360,5.76260,6.46030,0.547,0.5419
2009-09-30,11.64100,11.64100,8.04300,,3.59800,,3.59800,1.28400,2.31400,2.31400,2.31400,3.65900,3.59800,6.40300,6.43000,0.32000,0.32000,6.16740,100.00000,30.90800,30.90800,30.90800,19.87800,0.23110,2.06140,43.65860,5.45150,5.76410,4.59320,5.45150,5.95410,-0.2907,-0.2921
2009-06-30,9.97200,9.97200,7.46800,,2.50400,,2.50400,0.87400,1.63000,1.63000,1.63000,2.56400,2.50400,6.25200,6.28100,0.23000,0.23000,7.80300,100.00000,25.11030,25.11030,25.11030,16.34580,0.21320,1.91360,47.03070,3.99070,4.22900,3.48560,3.99070,5.88970,1.164,1.1584
2009-03-31,8.21700,8.21700,6.28800,,1.92900,,1.92900,0.69900,1.23000,1.23000,1.23000,1.98800,1.92900,6.26800,6.55900,0.20000,0.19000,7.71900,100.00000,23.47570,23.47570,23.47570,14.96900,0.18340,2.10530,42.74920,3.14970,3.34700,2.74590,3.14970,5.44870,0.24550,0.24410
