Date,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-03-31,4.56010,0.52200,-1.16730,-6.26080,0.01590,-6.24490,-6.24490,-6.24490,-6.24490,-6.24940,-6.26080,62.97200,62.97200,-0.10000,-0.10000,6.94340,0.00030,0.00110,-5.88960,-5.88960,-5.30800,-5.88780,1.68380,-0.10620,-0.10620
2021-12-31,5.16470,0.61610,-4.68760,-10.48750,0.08140,-10.40580,-10.40580,-10.40580,-10.40580,-10.46850,-10.48750,54.53000,54.53000,-0.17000,-0.17000,8.54560,,0.00060,-9.32420,-9.32420,-8.35820,-9.32420,1.77220,-0.1675,-0.1686
2021-09-30,4.97600,0.54740,-1.44990,-6.98840,0.48600,-6.50240,-6.50240,-6.50240,-6.50240,-6.97330,-6.98840,57.07900,57.07900,-0.11000,-0.11000,7.50930,,0.00100,-5.37760,-5.37760,-4.91070,-5.37760,1.92110,-0.0802,-0.0844
2021-06-30,5.99520,1.02120,-0.52800,-7.55010,-6.77720,-14.32720,-14.32720,-14.32720,-14.32720,-7.54440,-7.55010,50.30000,50.30000,-0.28000,-0.28000,1.41030,0.00040,0.00260,-19.68810,-19.68810,-17.03500,-19.67980,1.40000,-0.1187,-0.1194
2021-03-31,6.58090,1.36220,-8.30180,-16.26390,11.54760,-4.71660,-4.71660,-4.71660,-4.71660,-16.24480,-16.26390,47.55030,47.55030,-0.10000,-0.10000,3.48290,0.15340,0.18440,-8.56710,-8.56710,-5.17910,-7.25330,1.15680,-0.15890,-0.15890
2020-12-31,6.40900,0.79000,-0.98590,-7.08000,3.29400,-4.94700,-4.94700,-4.94600,-4.94600,-7.01160,-7.08000,49.46400,49.46400,-0.10000,-0.10000,6.54960,0.14310,0.17060,-8.58220,-8.58220,-5.04020,-7.35370,1.21380,-0.0077,-0.0099
2020-09-30,6.57380,0.64170,-0.29170,-7.57680,-163.64130,-171.21810,-171.21810,-171.21810,-171.21810,-7.50710,-7.57680,34.96600,34.96600,-4.90000,-4.90000,,,,,,,,,-0.0642,-0.0725
2020-06-30,6.78320,0.60050,-0.21340,-7.66760,-36.20460,-43.87220,-43.87220,-43.87220,-43.87220,-7.59710,-7.66760,27.16410,27.16410,-1.62000,-1.62000,,,,,,,,,-0.2563,-0.2563
2020-03-31,5.49200,0.76110,-0.18090,-6.50950,5.91410,-0.59540,-0.59540,-0.59540,-0.59540,-6.43410,-6.50950,27.15340,27.15340,0.00000,0.00000,,,,,,,,,-0.25420,-0.25420
2019-12-31,,,,,,,,,,,,,,,0.00000,,,,,,,,,0,0
