Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,,0.36000,-0.36000,0.20650,2.05450,,2.26100,-2.62100,-1.75660,-4.37750,-4.37750,-4.37750,-4.37750,-1.58300,-2.62100,3.92460,3.92460,-1.12000,-1.12000,0.14930,-0.56810,-0.70510,,,,,,,0.23580,,,12.04480,35.14780,-56.03380,55.11370,-2.19040,1.1867,1.1867
2024-06-30,0.04930,0.73370,-0.68440,0.68340,2.03790,,2.72140,-3.40580,-9.28160,-12.68740,-12.68740,-12.68740,-12.68740,-2.36090,-3.40580,1.67010,1.67010,-7.60000,-7.60000,0.19340,-0.96730,-0.71290,-1388.95300,-6911.35400,-6911.35400,-25746.56000,-25746.56000,0.00590,0.48070,0.67250,133.82750,36.41460,115.84040,-151.27370,227.89030,-3.37310,-2.5314,-2.5314
2024-03-31,0.09350,0.85700,-0.76340,0.76650,3.23490,,4.00140,-4.76480,-0.93580,-5.70070,-5.70070,-5.70070,-5.70070,-3.48150,-4.76480,36.91580,36.91580,-0.15000,-0.15000,0.16370,-0.98320,-0.72380,-816.05040,-5093.41400,-5093.41400,-6093.76200,-6093.76200,0.01170,0.53120,0.70540,127.59070,15.23010,42.09850,-71.54190,83.49010,-0.35140,-0.05670,-0.05670
2023-12-31,0.37470,0.88200,-0.50730,1.16250,3.28700,,4.44950,-4.95680,0.20990,-4.74690,-4.74690,-4.74690,-4.74690,-4.29830,-4.95680,33.06430,33.06430,12.32000,12.32000,0.42810,-3.46120,-1.02410,-135.37220,-1322.73200,-1322.73200,-1266.71300,-1266.71300,0.03550,0.60570,0.77700,115.82790,14.58690,54.85910,-44.93000,244.73770,-9.38480,14.441,15.6962
2023-09-30,0.18670,1.11570,-0.92900,1.34850,2.85920,,4.20770,-5.13660,0.05130,-5.08530,-5.08530,-5.08530,-5.08530,-4.99170,-5.13660,0.88560,0.88560,-5.74000,-5.74000,0.59340,3.03080,-1.49240,-497.45370,-2750.64700,-2750.64700,-2723.15500,-2723.15500,0.02050,1.02670,0.39740,226.46820,113.04250,113.05020,-55.91380,-229.58740,-202.42520,-4.9648,-5.3054
2023-06-30,1.05410,2.48530,-1.43120,1.61940,3.39040,,5.00980,-6.44100,0.33430,-6.10670,-6.10670,-6.10670,-6.10670,-6.34210,-6.44100,0.86940,0.86940,-7.02000,-7.02000,1.38920,1.00240,-409.36890,-135.77970,-611.06770,-611.06770,-579.35030,-579.35030,0.07770,4.37600,1.62930,55.23790,36565.51000,37237.45000,-44.99440,-91.18790,-0.74360,-9.8479,-10.7843
2023-03-31,0.47000,1.21240,-0.74240,1.33230,3.22650,,4.55890,-5.30130,0.53380,-4.76750,-4.76750,-4.76750,-4.76750,-5.17520,-5.30130,25.51520,25.51520,-0.19000,-0.19000,0.60500,,,-157.97130,-1127.95600,-1127.95600,-1014.38900,-1014.38900,0.05210,0.97090,0.89900,100.10610,-571.08600,-570.87790,-52.87990,-570.87810,39.78420,-0.15880,-0.17230
2022-12-31,0.43490,1.20560,-0.77070,1.86140,1.29750,,3.15880,-3.92950,-15.48110,-19.41060,-19.41060,-19.41060,-19.41060,-3.85960,-3.92950,5.45820,5.45820,2970.59000,2970.59000,0.28300,,-1.31640,-177.21760,-903.54970,-903.54990,-4463.24000,-4463.24000,0.03310,1.23950,1.32920,67.71210,112.62740,112.65380,-147.92240,112.62740,-3.10140,2103.8452,2185.306
2022-09-30,0.86820,1.83200,-0.96390,1.06620,1.85280,,2.91900,-3.88280,-0.04040,-3.92320,-3.92320,-3.92320,-3.92320,-3.79310,-3.88280,0.00350,0.00350,-1136.00000,-1136.00000,0.10160,-0.03320,-0.03210,-111.02690,-447.25050,-447.25050,-451.90410,-451.90410,0.02590,,,,20.99260,20.99260,-11.69930,21.68890,-3578.90500,-735.902,-763.751
2022-06-30,0.04740,1.26690,-1.21950,0.98700,1.69050,,2.67750,-3.89710,0.00150,-3.89560,-3.89560,-3.89560,-3.89560,-3.74140,-3.89710,0.00350,0.00350,-1136.00000,-1136.00000,0.05510,,,-2574.17800,-8225.97900,-8225.97900,-8222.79900,-8222.79900,0.00010,,,,21.62160,21.62160,-1.16130,21.62160,-3450.28000,-785.2601,-807.5246
2022-03-31,0.09000,0.55510,-0.46510,0.63150,1.19180,,1.82330,-2.28840,0.00060,-2.28780,-2.28780,-2.28780,-2.28780,-2.15320,-2.28840,0.00330,0.00330,-703.99990,-703.99990,0.09700,,,-516.72440,-2542.64000,-2542.64000,-2541.99300,-2541.99300,0.00030,,,,11.77520,11.77520,-0.68290,11.77520,-3720.68300,-584.55690,-616.00240
2021-12-31,,,,,,-0.87780,,-0.87780,1.62260,0.74490,0.74490,0.74490,0.74490,-0.87780,-0.87780,0.00520,0.00520,32.00000,32.00000,0.14870,,,,,,,,,,,,-2.60530,-2.60530,0.22230,-2.60530,-5475.12300,-40.9303,-40.9303
2021-09-30,,,,,,-0.38690,,-0.38690,20.35450,19.96760,19.96760,19.96760,19.96760,-0.38690,-0.38690,0.00520,0.00520,767.99990,767.99990,0.25720,,,,,,,,,,,,-68.06680,-68.06670,5.95560,-68.06680,-5617.76700,-148.3072,-148.3072
2021-06-30,,,,,,-1.50360,,-1.50360,-8.70190,-10.20550,-10.20550,-10.20550,-10.20550,-1.50360,-1.50360,0.00520,0.00520,-384.00000,-384.00000,0.43820,,,,,,,,,,,,-204.11020,-204.11040,-3.03700,-204.11020,580.34140,-93.8067,-93.8067
2021-03-31,,,,,,-2.80370,,-2.80370,10.08630,7.28260,7.28260,7.28260,7.28260,-2.80370,-2.80370,0.00520,0.00520,272.00000,272.00000,0.78000,,,,,,,,,,,,-18.62670,-18.62680,2.16380,-18.62670,-7487.22200,-51.89710,-51.89710
2020-12-31,,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,,,81.6048,81.6048
2020-09-30,,,,,0.12160,,,-0.12160,-0.69550,-0.81710,-0.81710,-0.81710,-0.81710,-0.12160,-0.12160,0.00480,0.00480,-80.00000,-80.00000,6.32610,,,,,,,,,,,,-16.34140,-16.34140,-0.24230,-16.34140,796.17900,-81.4133,-81.4133
2020-06-30,,,,,,-0.00100,,-0.00100,,-0.00100,-0.00100,-0.00100,-0.00100,-0.00100,-0.00100,0.00520,0.00520,0.00000,0.00000,1.36360,,,,,,,,,,,,-4.16670,-4.16670,-1.11110,-4.16670,4.45220,-0.1915,-0.1915
