Date,revenue,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,,,5.41600,3.34100,-8.75700,-1.88900,-10.64600,-10.64600,-10.64600,-10.64600,-8.51200,-8.75700,32.01360,32.01360,-0.33000,-0.33000,1.18450,-0.49700,-0.97760,,,,,,,69.77790,69.77780,-49.47720,104.45450,-0.47490,-0.1726,-0.1726
2024-06-30,,,4.97900,3.59200,-8.57100,-13.66600,-22.23700,-22.23700,-22.23700,-22.23700,-8.32200,-8.57100,29.87820,29.87820,-0.74000,-0.74000,1.62440,-3.05860,-1.73730,,,,,,,222.99430,222.99440,-83.96070,905.04660,-0.32100,-0.2009,-0.2011
2024-03-31,,,4.10200,3.80000,-7.90200,-0.31900,-8.22100,-8.22100,-8.22100,-8.22100,-7.65100,-7.90200,29.19750,29.19750,-0.28000,-0.28000,2.00460,0.62480,3.29850,,,,,,,-137.49750,-137.49800,-26.33500,-51.59410,0.20370,-0.28900,-0.28920
2023-12-31,,,7.25800,3.06000,-10.31800,-0.77700,-11.09500,-11.09500,-11.09500,-11.09500,-10.06900,-10.31800,28.93530,28.93530,-0.39000,-0.39000,2.59430,0.49280,1.66940,,,,,,,-87.05380,-87.05370,-26.92900,-44.15390,0.43810,-0.256,-0.2569
2023-09-30,,,5.84500,3.01600,-8.86100,0.42600,-8.43500,-8.43500,-8.43500,-8.43500,-8.61600,-8.86100,28.91980,28.91980,-0.29000,-0.29000,4.36730,0.39550,0.91930,,,,,,,-36.63890,-36.63890,-16.84950,-22.14730,0.79610,-0.3046,-0.3081
2023-06-30,,,5.93400,3.64500,-9.57900,-0.03500,-9.61400,-9.61400,-9.61400,-9.61400,-9.34300,-9.57900,28.91980,28.91980,-0.33000,-0.33000,6.53710,0.36130,0.68420,,,,,,,-31.24370,-31.24370,-16.37600,-19.95680,1.06400,-0.2488,-0.2547
2023-03-31,,,5.46900,4.16400,-9.63300,0.83800,-8.79500,-8.79500,-8.79500,-8.79500,-9.40300,-9.63300,28.91980,28.91980,-0.30000,-0.30000,11.81720,0.33190,0.52830,,,,,,,-22.18050,-22.18050,-13.08040,-14.81910,1.36530,-0.37410,-0.37340
2022-12-31,0.03200,0.03200,4.97200,3.16200,-8.10200,3.01900,-5.08300,-5.08300,-5.08300,-5.08300,-7.88100,-8.10200,28.82350,28.82350,-0.18000,-0.18000,12.81300,0.30410,0.43700,100.00000,-25318.76000,-25318.75000,-15884.38000,-15884.38000,0.00040,-10.65310,-10.65310,-6.54260,-7.41350,1.64990,-0.2408,-0.2505
2022-09-30,0.03100,0.03100,5.37600,3.53600,-8.88100,0.19300,-8.68800,-8.68800,-8.68800,-8.68800,-8.67600,-8.88100,28.89190,28.89190,-0.30000,-0.30000,13.40620,0.28470,0.39800,100.00000,-28648.38000,-28648.38000,-28025.80000,-28025.80000,0.00040,-16.66700,-16.66700,-10.22030,-11.92180,1.79660,-0.3233,-0.3307
2022-06-30,0.03100,0.03100,5.02200,3.76200,-8.75300,4.60400,-4.14900,-4.14900,-4.14900,-4.14900,-8.56600,-8.75300,28.81020,28.81020,-0.14000,-0.14000,14.85640,0.25560,0.34340,100.00000,-28235.49000,-28235.49000,-13383.87000,-13383.87000,0.00030,-6.90670,-6.90670,-4.44690,-5.14110,2.07920,-0.2452,-0.2672
2022-03-31,0.03100,0.03100,5.41700,3.60000,-8.98600,8.11200,-0.87400,-0.87400,-0.87400,-0.87400,-8.82100,-8.98600,28.69050,28.69050,-0.03000,-0.03000,17.47920,0.24350,0.32190,100.00000,-28987.10000,-28987.10000,-2819.35500,-2819.35500,0.00030,-1.37070,-1.37070,-0.86060,-1.03690,2.22220,-0.28070,-0.28660
2021-12-31,0.03200,0.03200,3.86800,3.90300,-7.73900,9.33500,1.59600,1.59600,1.59600,1.59600,-7.56100,-7.73900,18.87310,18.87310,0.62000,0.62000,15.84200,0.00870,0.00870,100.00000,-24184.39000,-24184.39000,4987.49600,4987.50100,0.00040,2.48840,2.48840,1.78910,2.46690,5.51240,-0.4492,-0.4895
2021-09-30,0.03100,0.03100,5.26500,2.79500,-8.02900,-8.13300,-16.16200,-16.16200,-16.16200,-16.16200,-8.00800,-8.02900,23.32570,23.32570,-0.69000,-0.69000,20.68460,0.00850,0.00860,100.00000,-25900.00000,-25900.00000,-52135.48000,-52135.48000,0.00030,-25.65930,-25.65930,-16.84240,-25.44080,2.19540,0.1325,0.1557
2021-06-30,0.03100,0.03100,3.29200,2.04000,-5.30100,-11.77900,-17.08000,-17.08000,-17.08000,-17.08000,-5.29400,-5.30100,11.72050,11.72050,-1.46000,-1.46000,5.43520,-0.01220,-0.01210,100.00000,-17100.00000,-17100.00000,-55096.78000,-55096.78000,0.00100,39.55990,39.55990,-55.55560,40.04310,-3.68010,-0.3774,-0.4379
2021-03-31,0.03100,0.03100,2.75300,1.93500,-4.65700,0.17900,-4.47800,-4.47800,-4.47800,-4.47800,-4.63100,-4.65700,11.64780,11.64780,-0.38000,-0.38000,,,,100.00000,-15022.58000,-15022.58000,-14445.16000,-14445.16000,,,,,,,-0.48310,-0.50280
2020-12-31,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,0.4869,0.575
2020-09-30,0.03100,0.03100,1.81300,0.96700,-2.74900,0.19500,-2.55400,-2.55400,-2.55400,-2.55400,-2.70400,-2.74900,11.61480,11.61480,-0.22000,-0.22000,,,,100.00000,-8867.74200,-8867.74200,-8238.70900,-8238.70900,,,,,,,-0.1296,-0.1921
2020-06-30,0.03100,0.03100,1.79500,0.85500,-2.61900,-0.25700,-2.87600,-2.87600,-2.87600,-2.87600,-2.61900,-2.61900,11.61480,11.61480,-0.25000,-0.25000,,,,100.00000,-8448.38800,-8448.38800,-9277.41900,-9277.41900,,,,,,,-0.3573,-0.3829
