,Announcement Date,Fiscal Quarter End,Estimated EPS,Actual EPS
0,2024-10-29,2024-09-30,$0.93,$0.97
1,2024-07-30,2024-06-30,$0.86,$1.04
2,2024-05-21,2024-03-31,$0.79,$0.77
3,2024-01-30,2023-12-31,$0.57,$0.74
4,2023-11-01,2023-09-30,$0.64,$0.89
5,2023-08-02,2023-06-30,$0.43,$0.85
6,2023-05-24,2023-03-31,$0.48,$0.67
7,2023-02-01,2022-12-31,$0.43,$0.48
8,2022-11-02,2022-09-30,$0.37,$0.48
9,2022-08-03,2022-06-30,$0.12,$0.32
10,2022-05-25,2022-03-31,$0.49,$0.57
11,2022-02-02,2021-12-31,$0.23,$0.31
12,2021-11-02,2021-09-30,$0.29,$0.15
13,2021-08-04,2021-06-30,$0.28,$0.20
14,2021-05-26,2021-03-31,$0.28,$0.51
15,2021-02-04,2020-12-31,$0.29,$0.41
16,2020-11-05,2020-09-30,--,$0.43
17,2020-08-04,2020-06-30,$-0.14,$-0.09
18,2020-05-28,2020-03-31,$0.13,$0.24
19,2020-02-04,2019-12-31,$0.20,$0.37
20,2019-11-07,2019-09-30,$0.24,$0.13
21,2019-07-31,2019-06-30,$0.36,$0.31
22,2019-05-22,2019-03-31,$0.38,$0.40
23,2019-01-31,2018-12-31,$0.34,$0.42
24,2018-10-30,2018-09-30,$0.24,$0.35
25,2018-08-01,2018-06-30,$0.36,$0.41
26,2018-05-23,2018-03-31,$0.40,$0.44
27,2018-01-30,2017-12-31,$0.29,$0.35
28,2017-10-31,2017-09-30,$0.22,$0.36
29,2017-08-01,2017-06-30,$0.30,$0.39
30,2017-05-24,2017-03-31,$0.34,$0.35
31,2017-02-06,2016-12-31,$0.24,$0.21
32,2016-11-01,2016-09-30,$0.12,$-0.01
33,2016-08-02,2016-06-30,$0.18,$0.21
34,2016-05-25,2016-03-31,$0.32,$0.36
35,2016-02-02,2015-12-31,$0.25,$0.22
36,2015-10-29,2015-09-30,$0.09,$0.04
37,2015-07-31,2015-06-30,$0.26,$0.14
38,2015-05-28,2015-03-31,$0.15,$0.12
39,2015-02-04,2014-12-31,$0.12,$0.15
