,Announcement Date,Fiscal Quarter End,Estimated EPS,Actual EPS
0,2024-10-30,2024-09-30,$0.73,$0.80
1,2024-07-31,2024-06-30,$0.59,$0.77
2,2024-05-01,2024-03-31,$0.57,$0.61
3,2024-02-14,2023-12-31,$0.56,$0.60
4,2023-11-01,2023-09-30,$0.56,$0.62
5,2023-08-02,2023-06-30,$0.44,$0.56
6,2023-05-03,2023-03-31,$0.35,$0.37
7,2023-02-15,2022-12-31,$0.48,$0.45
8,2022-11-02,2022-09-30,$0.45,$0.41
9,2022-08-03,2022-06-30,$0.35,$0.38
10,2022-05-04,2022-03-31,$0.35,$0.37
11,2022-02-23,2021-12-31,$0.51,$0.52
12,2021-11-03,2021-09-30,$0.48,$0.41
13,2021-08-04,2021-06-30,$0.49,$0.29
14,2021-05-05,2021-03-31,$0.25,$0.29
15,2021-02-24,2020-12-31,$0.58,$0.46
16,2020-11-04,2020-09-30,$0.54,$0.58
17,2020-08-05,2020-06-30,$0.48,$0.39
18,2020-05-06,2020-03-31,$0.57,$0.41
19,2020-03-10,2019-12-31,$0.49,$0.32
20,2019-11-12,2019-09-30,$0.42,$0.55
21,2019-08-13,2019-06-30,$0.26,$0.06
22,2019-05-18,2019-03-31,$0.13,$0.57
