Date,revenue,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,0.60200,0.60200,6.55400,3.45600,-9.40800,0.73700,-8.67100,-8.67100,-8.67100,-8.67100,-9.39800,-9.40800,41.30300,41.30300,-0.21000,-0.21000,5.36120,0.01000,0.04160,100.00000,-1562.79100,-1562.79100,-1440.36500,-1440.36500,0.00920,,,-16.79190,-16.79190,-13.31910,-16.62320,1.25020,-0.2211,-0.2211
2024-06-30,1.61000,1.61000,8.09000,3.55600,-10.03600,0.85500,-9.18100,-9.18100,-9.18100,-9.18100,-10.02400,-10.03600,41.16300,41.16300,-0.22000,-0.22000,5.17410,0.01540,0.04300,100.00000,-623.35410,-623.35410,-570.24840,-570.24840,0.02130,,,-15.51660,-15.51660,-12.15720,-15.27820,1.43260,-0.2692,-0.2692
2024-03-31,2.00200,2.00200,10.31700,4.31800,-12.63300,1.00800,-11.62500,-11.62500,-11.62500,-11.62500,-12.61800,-12.63300,41.09600,41.09600,-0.28000,-0.28000,4.66810,0.01940,0.04420,100.00000,-631.01900,-631.01900,-580.66930,-580.66930,0.02290,,,-17.44870,-17.44870,-13.27980,-17.10940,1.61890,-0.36400,-0.36400
2023-12-31,2.88700,2.88700,11.10000,2.95100,-11.16400,1.21400,-9.95000,-9.95000,-9.95000,-9.95000,-11.21400,-11.16400,38.51000,38.51000,-0.22000,-0.22000,4.17670,0.02190,0.04360,100.00000,-386.69890,-386.69900,-344.64830,-344.64830,0.02780,,,-13.00500,-13.00500,-9.57230,-12.71960,1.86470,-0.3221,-0.322
2023-09-30,3.07300,3.07300,13.49400,3.23700,-13.65800,1.30400,-12.35400,-12.35400,-12.35400,-12.35400,-13.77900,-13.65800,40.71100,40.71100,-0.30000,-0.30000,4.59480,0.02420,0.04370,100.00000,-444.45170,-444.45170,-402.01760,-402.01760,0.02720,,,-14.46930,-14.46930,-10.93420,-14.11980,2.09720,-0.3004,-0.3006
2023-06-30,2.16500,2.16500,13.12600,3.01100,-13.97200,1.14800,-12.82400,-12.82400,-12.82400,-12.82400,-14.20300,-13.97200,40.54800,40.54800,-0.32000,-0.32000,5.46010,0.02530,0.04280,100.00000,-645.35800,-645.35800,-592.33260,-592.33260,0.01720,,,-13.28070,-13.28070,-10.18090,-12.94470,2.37190,0.128,0.128
2023-03-31,1.96400,1.96400,11.71200,3.45100,-13.19900,0.40800,-12.79100,-12.79100,-12.79100,-12.79100,-13.36300,-13.19900,31.90000,31.90000,-0.40000,-0.40000,5.96810,0.02620,0.04190,100.00000,-672.04690,-672.04690,-651.27290,-651.27290,0.01410,0.13090,687.37270,-11.84390,-11.84390,-9.19460,-11.53400,2.71720,-0.36960,-0.36960
2022-12-31,,,8.83900,3.27200,-12.11100,0.96600,-11.14500,-11.14500,-11.14500,-11.14500,-12.18000,-12.11100,23.52700,23.52700,-0.47000,-0.47000,6.71710,0.04590,0.07180,,,,,,,,,-16.27340,-16.27340,-13.01260,-15.52680,2.90180,-0.5007,-0.5006
2022-09-30,,,8.79100,2.76600,-11.55700,0.15600,-11.40100,-11.40100,-11.40100,-11.40100,-11.53300,-11.55700,23.56000,23.56000,-0.48000,-0.48000,7.76490,0.04490,0.06250,,,,,,,,,-14.52820,-14.52820,-11.96350,-13.87660,3.33090,-0.3615,-0.3617
2022-06-30,,,9.06000,2.82200,-11.88200,0.01000,-11.87200,-11.87200,-11.87200,-11.87200,-11.82400,-11.88200,23.49400,23.49400,-0.51000,-0.51000,9.55320,0.04370,0.05480,,,,,,,,,-13.32120,-13.32120,-11.35910,-12.73850,3.78270,-0.4061,-0.4063
