Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,long-term-debt-capital,debt-equity-ratio,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,27.13600,2.80100,24.33500,18.68400,-6.96300,27.08400,-2.74900,0.59400,-2.15500,0.02100,-2.17600,-2.17600,-0.13500,-2.81500,-1.15600,-2.74900,27.19700,27.19700,-0.10000,-0.10000,0.54490,5.11680,-10.13050,-10.13050,-7.94150,-10.37370,0.14200,-19.04600,2.47880,-1.13850,-8.66730,0.42120,0.0137,0.0081
2024-06-30,26.44600,2.77700,23.66900,17.19400,-7.03900,25.69000,-2.02100,-0.22800,-2.24900,0.10400,-2.35300,-2.35300,0.16700,-2.36300,-0.83200,-2.02100,27.30900,27.30900,-0.08000,-0.08000,0.44340,2.74550,-7.64200,-7.64200,-8.50410,-8.93520,0.13750,-13.66670,3.60060,-1.22330,-7.60700,0.63150,0.0203,-0.0291
2024-03-31,26.16000,2.60800,23.55200,16.66400,-6.12100,24.71000,-1.15800,-0.87300,-2.03100,0.08400,-2.11500,-2.11500,-0.21300,-2.48500,0.88700,-1.15800,27.10700,27.10700,-0.09000,-0.09000,0.39810,2.27990,-4.42660,-4.42660,-7.76380,-9.49920,0.13210,-10.24610,3.32790,-1.06840,-6.16740,0.75410,0.00920,0.04260
2023-12-31,25.86800,2.54800,23.32000,17.50800,-5.55700,24.72200,-1.40200,-0.91500,-2.31700,-2.70900,0.39200,0.39200,-1.87700,-1.81700,0.35100,-1.40200,25.71300,26.44800,-0.14000,-0.06000,0.35580,1.80470,-5.41980,-5.41980,-8.95700,-7.02410,0.13080,1.59280,-0.63830,0.19830,1.02600,0.90810,-0.0275,0.0513
2023-09-30,24.79000,2.57300,22.21700,16.54500,-5.88000,23.84900,-1.63200,0.73300,-0.89900,-0.10200,-0.79700,-0.79700,0.12200,-1.02600,-0.13900,-1.63200,26.23900,26.23900,-0.04000,-0.04000,0.30980,1.45530,-6.58330,-6.58330,-3.62650,-4.13880,0.12520,-2.83350,1.62360,-0.40240,-1.95570,1.02600,0.0029,0.0004
2023-06-30,26.19700,2.56700,23.63000,17.01800,-6.21900,24.64700,-1.01700,-0.54700,-1.56400,0.21300,-1.77700,-1.77700,0.11000,-1.44500,0.47000,-1.01700,25.29500,25.29500,-0.06000,-0.06000,0.36400,1.91810,-3.88210,-3.88210,-5.97010,-5.51590,0.13410,-8.10670,3.30060,-0.90970,-5.15610,0.86190,-0.103,-0.1911
2023-03-31,26.38900,2.52000,23.86900,17.94500,-5.41000,24.77300,-0.90400,29.33500,28.43100,0.69900,27.73200,27.73200,0.10700,27.77300,0.60200,-0.90400,24.06100,26.41900,1.15000,1.05000,0.32480,1.74540,-3.42570,-3.42570,107.73810,105.24460,0.13110,112.96130,-52.70340,13.77950,76.27480,0.97430,-0.86250,-0.77500
2022-12-31,24.83800,2.82100,22.01700,16.94000,-5.12400,23.95500,-1.93800,-0.51800,-2.45600,-0.79500,-1.66100,-1.66100,-15.67800,-8.36900,0.10700,-1.93800,22.96100,25.30400,-0.37000,-0.27000,0.80810,6.33800,-7.80260,-7.80260,-9.88810,-33.69430,0.08700,-10.31170,2.65810,-0.58150,-1.97930,0.69460,-0.9393,-1.1187
2022-09-30,22.39600,2.27700,20.11900,13.76400,-10.65100,25.77300,-5.65400,50.65800,45.00400,6.06100,38.94300,38.94300,-1.67000,38.26300,-4.17800,-5.65400,22.96000,25.71600,1.67000,1.49000,0.59140,6.59010,-25.24560,-25.24560,200.94660,170.84750,0.04430,90.48520,-24.45800,7.69540,36.96890,1.86540,0.0903,0.0998
2022-06-30,23.59000,1.99700,21.59300,14.72000,-5.34500,21.50700,0.08600,-3.25600,-3.17000,-0.01900,-3.15100,-3.15100,0.78600,-2.74700,1.67000,0.08600,22.88300,22.88300,-0.12000,-0.12000,0.84280,18.84540,0.36460,0.36460,-13.43790,-11.64480,0.05020,-38.04170,1.57140,-0.67100,-3.31550,0.64580,0.1051,0.1022
