,Announcement Date,Fiscal Quarter End,Estimated EPS,Actual EPS
0,2024-11-19,2024-09-30,$0.27,$0.25
1,2024-08-20,2024-06-30,$0.48,$0.48
2,2024-05-22,2024-03-31,$0.52,$0.58
3,2024-02-28,2023-12-31,$0.64,$0.76
4,2023-11-14,2023-09-30,$0.32,$0.33
5,2023-08-18,2023-06-30,$0.40,$0.51
6,2023-05-23,2023-03-31,$0.33,$0.45
7,2023-02-23,2022-12-31,$0.40,$0.47
8,2022-11-22,2022-09-30,$0.23,$0.28
9,2022-08-19,2022-06-30,$0.23,$0.29
10,2022-05-19,2022-03-31,$0.25,$0.27
11,2022-02-23,2021-12-31,$0.42,$0.41
12,2021-11-18,2021-09-30,$0.19,$0.17
13,2021-08-18,2021-06-30,$0.30,$0.28
14,2021-05-19,2021-03-31,$0.34,$0.32
15,2021-02-25,2020-12-31,$0.42,$0.52
16,2020-11-13,2020-09-30,$0.24,$0.25
17,2020-08-19,2020-06-30,$0.24,$0.22
18,2020-05-27,2020-03-31,$0.07,$0.15
19,2020-03-05,2019-12-31,$0.26,$0.39
20,2019-11-13,2019-09-30,$0.13,$0.21
21,2019-08-14,2019-06-30,$0.12,$0.19
22,2019-05-22,2019-03-31,$0.13,$0.14
23,2019-02-20,2018-12-31,$0.16,$0.17
24,2018-11-14,2018-09-30,$0.07,$0.07
25,2018-08-13,2018-06-30,$0.11,$0.08
26,2018-05-14,2018-03-31,$0.13,$0.13
27,2018-02-12,2017-12-31,$0.15,$0.19
28,2017-11-20,2017-09-30,$0.10,$0.10
29,2017-08-16,2017-06-30,$0.14,$0.13
30,2017-05-15,2017-03-31,$0.16,$0.15
31,2017-02-20,2016-12-31,$0.17,$0.19
32,2016-11-21,2016-09-30,$0.12,$0.12
33,2016-08-15,2016-06-30,$0.14,$0.13
34,2016-05-17,2016-03-31,$0.15,$0.14
35,2016-02-24,2015-12-31,$0.17,$0.16
36,2015-11-17,2015-09-30,$0.10,$0.10
37,2015-08-10,2015-06-30,$0.10,$0.12
38,2015-05-13,2015-03-31,$0.10,$0.11
39,2015-02-16,2014-12-31,$0.09,$0.10
