Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2017-06-30,31.48500,22.56600,8.91900,2.26300,4.91400,,7.17700,1.74200,0.95100,2.69300,0.24900,2.44400,2.44400,2.44400,1.89400,1.74200,8.86280,8.86280,0.28000,0.28000,,,28.32780,5.53280,5.53280,8.55330,7.76240,,,,,,,,,,0.2747,0.2545
2017-03-31,22.53800,13.43000,9.10800,1.82500,3.64200,,5.46700,3.64100,0.71900,4.36000,-1.53900,5.89900,5.89900,5.89900,3.80400,3.64100,8.84730,8.84730,0.68000,0.68000,,,40.41180,16.15490,16.15490,19.34510,26.17360,,,,,,,,,,0.95260,0.95260
2016-12-31,27.54700,17.48600,10.06100,1.42200,4.84500,,6.26700,3.79400,-3.08000,0.71400,2.49900,-1.78500,-1.78500,-1.62700,3.79400,3.79400,8.95150,9.10050,-0.16000,-0.16000,1.87020,,36.52300,13.77280,13.77280,2.59190,-5.90630,0.15410,0.77450,1.50290,59.88350,-2.15730,-2.15730,-0.99890,-2.15730,9.39570,-0.0115,-0.008
2016-09-30,16.38900,12.40000,3.98900,2.15800,3.25100,,5.40900,-1.42000,0.09200,-1.32800,0.50700,-1.83500,-1.83500,-1.83500,-1.17700,-1.42000,8.87680,8.87680,-0.20000,-0.20000,1.85350,,24.33950,-8.66430,-8.66430,-8.10300,-11.19650,0.08430,0.27890,3.25630,27.63870,,-1.93760,-0.94390,-1.93760,,0.1797,0.0944
2016-06-30,20.02600,11.77600,8.25000,2.62500,4.36900,,6.99400,1.25600,1.40300,2.65900,-2.18500,4.84400,4.84400,4.84400,1.65400,1.25600,8.97650,8.97650,0.52000,0.52000,1.74290,,41.19650,6.27180,6.27180,13.27770,24.18860,0.09350,0.21410,1.49680,60.12730,,5.03430,2.26220,5.03430,,0.0723,0.0198
2016-03-31,22.55000,16.49400,6.05600,2.29700,5.68100,,7.97800,-1.92200,0.79700,-1.12500,-0.03300,-1.09200,-1.09200,-1.09200,-1.52600,-1.92200,9.14180,9.14180,-0.12000,-0.12000,1.73540,,26.85590,-8.52330,-8.52330,-4.98890,-4.84260,0.10520,0.32130,1.37120,65.63810,,-1.19550,-0.50930,-1.19550,,0.21620,0.20970
2015-12-31,26.06000,18.20300,7.85700,2.45600,3.18400,,5.64000,2.21700,-21.26100,-19.04400,0.36900,-19.41300,-19.41300,-19.49300,2.84100,2.21700,9.25080,9.25080,-2.16000,-2.16000,1.65260,,30.14970,8.50730,8.50730,-73.07750,-74.80050,0.13140,1.04200,1.45290,61.94320,-23.17220,-23.17220,-9.78580,-23.17220,9.12230,0.7227,0.7197
2015-09-30,27.30000,21.22000,6.08000,2.63700,4.40600,,7.04300,-0.96300,-4.09700,-5.06000,0.14600,-5.20600,-5.20600,-5.12600,-0.61300,-0.96300,9.18100,9.18100,-0.56000,-0.56000,1.87410,,22.27110,-3.52750,-3.52750,-18.53480,-18.77660,0.13040,0.46990,1.93600,46.48680,,-5.00150,-2.48600,-4.99770,,-0.5327,-0.5418
2015-06-30,30.78600,21.70200,9.08400,3.63400,8.55100,,12.18500,-3.10100,1.39300,-1.70800,-4.56000,2.85200,2.85200,2.85200,-2.49100,-3.10100,9.32680,9.32680,0.32000,0.32000,1.79700,,29.50690,-10.07280,-10.07280,-5.54800,9.26400,0.13400,0.38260,2.37860,37.83770,,2.59620,1.24130,2.59620,,-0.4699,-0.5166
2015-03-31,32.95700,28.11000,4.84700,2.61500,5.37400,,7.98900,-3.14200,-2.36600,-5.50800,-0.11700,-5.39100,-5.39100,-5.39100,-2.52400,-3.14200,9.37500,9.37500,-0.56000,-0.56000,,,14.70700,-9.53360,-9.53360,-16.71270,-16.35770,,,,,,,,,,-0.97790,-1.01830
2014-12-31,32.87900,29.47900,3.40000,3.80200,5.66500,,9.46700,-6.06700,-6.83100,-12.89800,1.26800,-14.16600,-14.16600,-14.16600,-5.45500,-6.06700,9.34500,9.34500,-1.52000,-1.52000,1.59020,,10.34100,-18.45250,-18.45250,-39.22870,-43.08530,0.11780,1.42690,1.97000,45.68570,-12.28310,-12.28310,-5.07630,-12.28310,12.09280,-1.0269,-1.0399
2014-09-30,32.30000,24.57400,7.72600,2.55700,7.05200,,9.60900,-1.88300,-5.41300,-7.29600,0.92500,-8.22100,-8.22100,-8.22100,-1.14800,-1.88300,9.41250,9.41250,-0.88000,-0.88000,1.62710,,23.91950,-5.82970,-5.82970,-22.58820,-25.45200,0.10640,0.28080,2.19490,41.00430,,-6.31290,-2.70820,-6.31290,,0.0599,-0.0088
2014-06-30,31.89700,25.49600,6.40100,2.97600,6.24800,,9.22400,-2.82300,-1.90500,-4.72800,-0.14100,-4.58700,-4.58700,-4.58700,-2.17300,-2.82300,9.35330,9.35330,-0.48000,-0.48000,1.64860,,20.06770,-8.85040,-8.85040,-14.82270,-14.38070,0.09770,0.27330,1.64270,54.78670,,-3.26820,-1.40460,-3.26820,,-0.3623,-0.4185
2014-03-31,32.34400,27.74300,4.60100,2.35100,5.55000,,7.90100,-3.30000,-0.42400,-3.72400,-0.43400,-3.29000,-3.29000,-3.29000,-2.64300,-3.30000,9.12950,9.12950,-0.36000,-0.36000,1.62740,,14.22520,-10.20280,-10.20280,-11.51370,-10.17190,0.09350,0.28050,1.32990,67.67530,,-2.29890,-0.95110,-2.29890,,-0.34130,-0.34230
2013-12-31,38.30400,31.14300,7.16100,4.19000,11.55600,0.14600,15.60000,-8.43900,-5.41000,-13.84900,2.20600,-16.05500,-16.05500,-16.05500,-7.72400,-8.43900,9.78180,9.78180,-1.64000,-1.64000,1.65590,,18.69520,-22.03160,-22.03160,-36.15550,-41.91470,0.10440,1.33350,1.64680,54.65230,-10.67630,-10.67630,-4.37510,-10.67630,15.12190,-0.3922,-0.4703
2013-09-30,41.21700,29.39300,11.82400,4.10400,7.89700,0.36700,11.63400,0.19000,-1.46500,-1.27500,-1.70800,0.43300,0.43300,0.43300,1.18200,0.19000,9.73950,9.73950,0.04000,0.04000,1.79210,,28.68720,0.46100,0.46100,-3.09340,1.05050,0.10550,0.24570,2.80040,32.13770,,0.24980,0.11080,0.24980,,0.3759,0.3081
2013-06-30,47.74000,38.18800,9.55200,3.19800,8.97900,1.36100,10.81600,-1.26400,0.12600,-1.13800,0.97300,-2.11100,-2.11100,-2.10300,-0.39300,-1.26400,9.72230,9.72230,-0.20000,-0.20000,1.70690,,20.00840,-2.64770,-2.64770,-2.38370,-4.40510,0.11300,0.26860,3.43430,26.20630,,-1.22000,-0.49950,-1.22000,,0.2945,0.2414
2013-03-31,37.17800,25.49500,11.68300,3.02800,9.19400,-3.18100,15.40300,-3.72000,-0.39700,-4.11700,0.88000,-4.99700,-4.99700,-4.99600,-2.83400,-3.72000,9.87430,9.87430,-0.52000,-0.52000,1.83340,,31.42450,-10.00590,-10.00590,-11.07380,-13.43810,0.08540,0.16820,3.32480,27.06920,,-2.80100,-1.14790,-2.80100,,-0.47400,-0.66000
2012-12-31,43.27400,29.57300,13.70100,4.28100,11.86500,1.25400,14.89200,-1.19100,-6.86500,-8.05600,-0.41600,-7.64000,-7.64000,-7.64100,-0.31800,-1.19100,12.12830,12.12830,-0.64000,-1.12000,2.02830,,31.66100,-2.75230,-2.75220,-18.61630,-17.65730,0.08870,1.13620,2.88490,31.19660,-3.52630,-3.52630,-1.56530,-3.52630,18.18500,-0.5042,-0.5218
2012-09-30,40.32800,26.01000,14.31800,8.24300,14.84200,-18.15100,41.04500,-26.72700,6.61500,-20.11200,0.64900,-20.76100,-20.76100,-20.76100,-25.93100,-26.72700,11.97400,11.97400,-1.72000,-1.72000,2.12350,,35.50390,-66.27400,-66.27400,-49.87110,-51.48040,0.07970,0.20160,3.26600,27.55700,,-9.16020,-4.10350,-9.16020,,-1.6081,-2.0394
2012-06-30,56.46800,34.75400,21.71400,8.48000,11.34500,0.46000,19.57600,2.13800,-4.37700,-2.23900,0.21600,-2.45500,-2.45500,-1.82500,3.20100,2.13800,12.47000,,-0.16000,0.00000,2.37550,,38.45360,3.78620,3.78620,-3.96510,-3.23190,0.10490,0.26860,4.40540,20.42960,,-0.96930,-0.45600,-0.96930,,0,0
2012-03-31,46.65800,28.23300,18.42500,7.12700,14.40500,0.19800,22.18800,-3.76300,0.98300,-2.78000,1.94300,-4.72300,-4.72300,-4.15800,-2.54400,-3.76300,12.61080,,-0.32000,0.00000,2.22300,,39.48950,-8.06510,-8.06510,-5.95820,-8.91170,0.07900,0.19190,2.24480,40.09280,,-1.92790,-0.80010,-1.80150,,0.00000,
2011-12-31,83.46500,54.91500,28.55000,8.53200,11.33100,-0.11500,20.49800,8.05200,-4.13000,3.92200,0.45600,3.46600,3.46600,4.07000,8.90600,8.05200,12.87280,12.91030,0.43990,0.43990,2.25120,,34.20600,9.64720,9.64720,4.69900,4.87630,0.13890,1.60280,4.13850,21.74710,1.27880,1.36680,0.57680,1.27880,21.42390,-0.1855,-0.1603
2011-09-30,83.29700,51.35200,31.94500,7.32700,14.78000,4.15100,17.75700,14.18800,-6.93600,7.25200,-0.30100,7.55300,7.55300,8.01100,14.98300,14.18800,12.95840,12.95840,0.60010,0.60010,2.02880,,38.35070,17.03300,17.03300,8.70620,9.61740,0.12990,1.22070,3.87120,23.24850,2.84030,3.04480,1.17770,2.84030,20.53770,-0.9299,-1.209
2011-06-30,92.54700,57.77200,34.77500,6.70000,18.44900,,25.07900,9.69600,3.57000,13.26600,1.99100,11.27500,11.27500,11.61700,10.13400,9.69600,12.93600,12.93600,0.84010,0.84010,1.74550,,37.57550,10.47680,10.47680,14.33430,12.55250,0.13080,1.25650,3.65520,24.62220,4.50000,4.84950,1.59360,4.50000,19.25650,0.937,0.5377
2011-03-31,61.26700,42.20300,19.06400,7.56400,19.29700,0.03400,30.20100,-11.13700,1.39200,-9.74500,0.77200,-10.51700,-10.51700,-10.31100,-10.76700,-11.13700,12.90030,12.90030,-0.84010,-0.84010,1.63430,,31.11630,-18.17780,-18.17780,-15.90580,-16.82960,0.08440,0.82910,1.98010,45.45320,-4.41450,-4.78330,-1.44800,-4.41450,18.31960,-3.05290,-3.12370
2010-12-31,76.12900,68.06500,8.06400,9.02100,19.35800,2.05600,32.92000,-24.85600,1.54400,-23.31200,-0.12800,-23.18400,-23.18400,-23.02900,-23.92100,-24.85600,11.42150,11.42150,-1.87960,-1.87960,1.54690,,10.59250,-32.64980,-32.64980,-30.62170,-30.25000,0.09710,1.40620,2.53330,35.52640,-9.31310,-10.06850,-2.95610,-9.31310,19.23410,0.5531,0.3609
2010-09-30,61.39400,49.30100,12.09300,9.92200,24.53000,1.43600,35.35200,-23.25900,7.49100,-15.76800,1.40000,-17.16800,-17.16800,-17.17200,-22.82500,-23.25900,11.29470,11.29470,-1.56020,-1.56020,1.62050,,19.69740,-37.88480,-37.88480,-25.68330,-27.97020,0.07570,0.95070,1.47470,61.03010,-6.77750,-6.77750,-2.11690,-6.77750,20.17440,-0.7991,-1.3038
2010-06-30,73.16500,50.29300,22.87200,9.07800,21.16200,2.05600,27.96800,-5.09600,-4.38500,-9.48100,-0.51000,-8.97100,-8.97100,-8.96500,-3.77100,-5.09600,10.85820,10.85820,-0.84010,-0.84010,1.34590,,31.26090,-6.96510,-6.96510,-12.95840,-12.25310,0.09000,0.85110,1.65260,54.46130,-3.78460,-3.78460,-1.10300,-3.78460,21.56670,-3.7339,6.9469
2010-03-31,80.84700,53.63800,27.20900,10.02300,30.19000,,47.72000,-20.51100,6.89700,-13.61400,2.35300,-15.96700,-15.96700,-15.96300,-18.53300,-20.51100,10.78350,10.78350,-1.44010,-1.44010,1.14730,,33.65490,-25.37010,-25.37010,-16.83920,-19.74470,0.09160,0.74950,1.80680,49.81080,-6.63310,-6.63310,-1.80830,-6.63310,21.96710,-4.09100,-3.52410
2009-12-31,116.33700,81.36100,34.97600,11.26000,26.45200,,75.90900,-40.93300,6.25100,-34.68200,4.69400,-39.37600,-39.37600,-39.39200,-37.97500,-40.93310,10.61110,10.61110,-3.60040,-3.60040,1.19180,,30.06440,-35.18490,-35.18490,-29.81170,-33.86030,0.12520,1.12530,2.74730,32.75950,-15.37220,-15.37220,-4.23800,-15.37220,23.62980,2.0153,2.6692
2009-09-30,70.50400,46.31500,24.18900,14.24600,33.13900,,56.29400,-32.10500,-2.80700,-34.91200,-0.31700,-34.59500,-34.59500,-34.58000,-28.84600,-32.10500,10.65520,10.65520,-3.24030,-3.24030,1.31070,,34.30870,-45.53640,-45.53640,-49.51780,-49.04690,0.07020,0.27660,1.31260,68.56720,-11.64600,-11.64600,-3.44540,-11.64600,27.58950,-4.8669,-4.8956
2009-06-30,80.16300,96.00100,-15.83800,16.22900,26.97100,,70.95700,-86.79500,7.15500,-79.64000,4.65900,-84.29900,-84.29900,-84.28300,-83.38900,-86.79500,10.59560,10.59560,-7.92080,-7.92080,1.31460,,-19.75720,-108.27310,-108.27310,-99.34760,-105.13950,0.07420,0.51170,1.23980,72.59010,-26.02390,-26.02390,-7.80400,-26.02390,30.26310,-2.3587,-2.3842
2009-03-31,119.34000,97.68800,21.65200,21.50800,54.18000,,80.50700,-58.85500,-6.75500,-65.61000,1.82400,-67.43400,-67.43400,-67.43300,-55.34300,-58.85500,10.47650,10.47650,-6.48060,-6.48060,1.43740,,18.14310,-49.31710,-49.31710,-54.97740,-56.50500,0.10170,0.60670,1.25840,71.52190,-16.68210,-16.68210,-5.74580,-16.68210,37.92490,-1.14610,-1.24680
