Date,revenue,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,0.05000,0.05000,0.15320,4.20390,,-5.27950,-0.54360,-5.82310,-5.82310,-5.82310,-5.82310,-4.30710,-5.27950,35.53900,35.53900,-0.16000,-0.16000,0.09060,,0.15730,100.00000,-10559.02000,-10559.02000,-11646.17000,-11646.17000,0.00160,1.47540,60.99840,-32.80320,-781.96940,-18.22610,-32.80320,0.46800,-0.0749,-0.078
2024-06-30,,,0.35560,5.25510,,-6.29290,3.24320,-3.04970,-3.04970,-3.04970,-3.04970,-5.61070,-6.29290,33.99390,33.99390,-0.09000,-0.09000,0.18970,,0.13530,,,,,,,,,-14.77420,-109.86760,-8.95560,-14.77420,0.57190,-0.0731,-0.0692
2024-03-31,0.04980,0.04980,0.25070,6.48050,,-6.79880,-0.08560,-6.88440,-6.88440,-6.88440,-6.88440,-6.68140,-6.79880,25.23390,25.23390,-0.27000,-0.27000,0.33220,0.05370,0.06760,100.00000,-13654.88000,-13654.88000,-13826.89000,-13826.89000,0.00140,4.74190,18.97970,-33.41540,-249.84810,-18.68120,-31.62160,0.61330,-0.18030,-0.18710
2023-12-31,,,,,,5.47240,-4.02360,1.44880,1.44880,1.44880,1.44880,5.47240,5.47240,7.73630,7.73630,0.03000,0.03000,0.60280,0.06200,0.07870,,,,,,,,,8.18810,-771.92460,6.58300,7.68080,0.76040,0.0165,0.0317
2023-09-30,,,0.07550,2.28240,,-2.56760,-0.01470,-2.58230,-2.58230,-2.58230,-2.58230,-2.35790,-2.56760,22.40980,22.40980,-0.12000,-0.12000,0.01120,,,,,,,,,,,13.04400,13.04400,-5.23990,13.04400,-2.55910,-0.0608,-0.0685
2023-06-30,,,0.07640,2.77970,,-3.07680,-0.03180,-3.10860,-3.10860,-3.10860,-3.10860,-2.85610,-3.07680,20.19350,20.19350,-0.15000,-0.15000,0.01260,,,,,,,,,,,17.62860,17.62860,-6.38310,17.62860,-2.27940,-0.0588,-0.0663
2023-03-31,,,0.00200,2.61670,,-2.63800,,-2.63800,-2.63800,-2.63800,-2.63800,-2.61870,-2.63800,17.12990,17.12990,-0.15000,-0.15000,0.03650,,,,,,,,,,,15.64810,15.64810,-5.46040,15.64810,-2.17920,-0.00320,-0.00320
2022-12-31,,,,,-0.82420,-0.82420,4.09740,3.27320,3.27320,3.27320,3.27320,-0.82420,-0.82420,7.73630,7.73630,0.09000,0.09000,0.05070,,,,,,,,,,,-20.25410,-20.25400,1.04180,-20.25410,-2.08900,-0.0177,-0.0177
2022-09-30,,,,,-2.62020,-2.62020,0.95450,-1.66580,-1.66580,-1.66580,-1.66580,-2.62020,-2.62020,7.73630,7.73630,-0.04000,-0.04000,0.19280,,,,,,,,,,,9.90590,9.90590,-0.53330,9.90590,-2.17370,-0.0073,-0.0073
2022-06-30,,,,,-0.24360,-0.24360,3.01230,2.76870,2.76870,2.76870,2.76870,-0.24360,-0.24360,7.73630,7.73630,0.07000,0.07000,0.28210,,,,,,,,,,,-20.13090,-20.13080,0.89150,-20.13090,-1.77780,-0.034,-0.034
2022-03-31,,,,,-1.70280,-1.70280,4.53340,2.83060,2.83060,2.83060,2.83060,-1.70280,-1.70280,7.73630,7.73630,0.07000,0.07000,0.41370,,,,,,,,,,,-17.61000,-17.61010,0.91160,-17.61000,-2.07780,-0.02490,-0.02490
2021-12-31,,,,,-0.85100,-0.85100,3.20930,2.35820,2.35820,2.35820,2.35820,-0.85100,-0.85100,7.69550,7.69550,0.13000,0.13000,1.22010,,,,,,,,,,,-12.47440,-12.47440,0.75900,-12.47440,-2.44370,-0.0004,-0.0004
2021-09-30,,,,,-0.54930,-0.54930,5.32240,4.77310,4.77310,4.77310,4.77310,-0.54930,-0.54930,7.73630,7.73630,0.12000,0.12000,3.34860,,,,,,,,,,,-22.44810,-22.44810,1.53480,-22.44810,-2.74860,-0.0109,-0.0109
2021-06-30,,,,,-0.75260,-0.75260,0.10320,-0.64940,-0.64940,-0.64940,-0.64940,-0.75260,-0.75260,7.73630,7.73630,-0.02000,-0.02000,9.12160,,,,,,,,,,,-12.98890,-12.98890,-0.20860,-12.98890,0.46130,-0.077,-0.077
2021-03-31,,,,,-0.16000,-0.16000,-1.24400,-1.40400,-1.40400,-1.40400,-1.40400,-0.16000,-0.16000,7.57090,7.57090,-0.08000,-0.08000,36.11220,,,,,,,,,,,-28.08470,-28.07990,-0.45010,-28.07990,0.42870,-0.12610,-0.12610
2020-12-31,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,,0,0
