,Announcement Date,Fiscal Quarter End,Estimated EPS,Actual EPS
0,2024-11-01,2024-09-30,$0.14,$0.22
1,2024-07-30,2024-06-30,--,$0.14
2,2024-04-26,2024-03-31,--,$0.12
3,2024-01-31,2023-12-31,--,$0.11
4,2023-10-27,2023-09-30,--,$0.08
5,2023-08-01,2023-06-30,--,$0.06
6,2023-04-26,2023-03-31,--,$0.02
7,2023-02-01,2022-12-31,--,$0.15
8,2022-11-02,2022-09-30,$0.15,$0.04
9,2022-08-03,2022-06-30,$0.05,$0.00
10,2022-04-26,2022-03-31,$0.23,$0.09
11,2022-02-01,2021-12-31,$0.13,$0.17
12,2021-10-29,2021-09-30,$0.18,$0.01
13,2021-07-30,2021-06-30,$0.17,$0.14
14,2021-04-27,2021-03-31,$-0.26,$-0.47
15,2021-02-03,2020-12-31,$0.20,$0.30
16,2020-10-28,2020-09-30,$0.18,$0.20
17,2020-07-29,2020-06-30,$0.30,$0.42
18,2020-05-08,2020-03-31,$0.10,$-0.09
19,2020-01-30,2019-12-31,--,$0.17
20,2019-10-29,2019-09-30,--,$0.38
21,2019-07-31,2019-06-30,--,$0.15
22,2019-04-25,2019-03-31,--,$0.00
23,2019-01-31,2018-12-31,--,$-0.25
24,2018-10-31,2018-09-30,--,$-0.03
25,2018-07-26,2018-06-30,--,$0.01
26,2018-04-26,2018-03-31,--,$0.06
27,2018-02-01,2017-12-31,--,$0.22
28,2017-10-30,2017-09-30,--,$0.13
29,2017-07-28,2017-06-30,--,$0.14
30,2017-04-27,2017-03-31,--,$0.15
31,2017-01-31,2016-12-31,--,$0.18
32,2016-10-27,2016-09-30,--,$0.16
33,2016-07-28,2016-06-30,--,$0.12
34,2016-04-27,2016-03-31,--,$-0.05
35,2016-02-02,2015-12-31,--,$0.08
36,2015-10-28,2015-09-30,--,$0.10
37,2015-07-29,2015-06-30,--,$0.15
38,2015-04-30,2015-03-31,--,$0.19
39,2015-01-29,2014-12-31,--,$0.11
