Date,research-development-expenses,selling-general-administrative-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,16.82520,1.87620,-18.70140,1.24150,-17.45990,-17.45990,-17.45990,-17.45990,-18.69860,-18.70140,80.48100,80.48100,-0.22000,-0.22000,36.90810,-20.82090,-20.82090,-20.22460,-20.82090,1.11810,0.0205,0.0204
2024-06-30,1.38460,1.70400,-3.08850,0.83400,-2.25450,-2.25450,-2.25450,-2.25450,-3.08600,-3.08850,54.95860,54.95860,-0.04000,-0.04000,64.01270,-2.22990,-2.22990,-2.19500,-2.22990,1.34810,0.1327,0.1327
2024-03-31,1.97320,1.85030,-3.82350,0.15570,-3.66780,-3.66780,-3.66780,-3.66780,-3.82090,-3.82350,15.96600,15.96600,-0.23000,-0.23000,4.23190,-43.44070,-43.44070,-33.18780,-43.44070,0.52880,-0.27310,-0.27310
2023-12-31,5.30190,1.63130,-6.93320,0.16330,-6.76990,-6.76990,-6.76990,-6.76990,-6.93060,-6.93320,15.96600,15.96600,-0.42000,-0.42000,3.82830,-57.02870,-57.02870,-42.14650,-57.02870,0.74350,-0.4527,-0.4527
2023-09-30,4.48520,1.69530,-6.18050,0.30580,-5.87470,-5.87470,-5.87470,-5.87470,-6.17740,-6.18050,15.96600,15.96600,-0.37000,-0.37000,4.98950,-31.95390,-31.95390,-25.55480,-31.95390,1.15150,-0.2168,-0.2168
2023-06-30,3.46090,1.83140,-5.29240,0.28100,-5.01130,-5.01130,-5.01130,-5.01130,-5.28920,-5.29240,15.96610,15.96610,-0.31000,-0.31000,7.37450,-20.87650,-20.87650,-18.05100,-20.87650,1.50350,-0.29,-0.29
2023-03-31,4.53470,2.13190,-6.66650,0.35820,-6.30830,-6.30830,-6.30830,-6.30830,-6.66340,-6.66650,15.96600,15.96600,-0.40000,-0.40000,9.86140,-21.95510,-21.95510,-19.73440,-21.95510,1.79960,-0.35880,-0.35880
2022-12-31,2.14490,1.73750,-3.88230,0.32560,-3.55680,-3.55680,-3.55680,-3.55680,-3.87910,-3.88230,15.96600,15.96600,-0.22000,-0.22000,11.80130,-10.23290,-10.23290,-9.36830,-10.23290,2.17700,-0.2461,-0.2461
2022-09-30,2.07760,1.97050,-4.04810,0.19380,-3.85430,-3.85430,-3.85430,-3.85430,-4.04490,-4.04810,15.96600,15.96600,-0.24000,-0.24000,10.45470,-10.12390,-10.12390,-9.15880,-10.12390,2.38450,-0.1875,-0.1875
2022-06-30,1.51720,1.99060,-4.00780,0.02130,-3.98650,-3.98650,-3.98650,-3.98650,-4.00780,-4.00780,15.96600,15.96600,-0.25000,-0.25000,14.64040,-9.57160,-9.57160,-8.91900,-9.57160,2.60860,-0.1757,-0.1758
2022-03-31,1.35150,2.09150,-3.44300,0.00460,-3.43830,-3.43830,-3.43830,-3.43830,-3.44300,-3.44300,15.96600,15.96600,-0.22000,-0.22000,29.16450,-7.57430,-7.57430,-7.31050,-7.57430,2.84320,-0.23930,-0.24150
2021-12-31,1.29360,1.79830,-3.09190,-0.10730,-3.19920,-3.19920,-3.19920,-3.09190,-3.09190,-3.09190,2.83400,2.83400,17.04000,17.04000,16.89690,-6.62740,-6.62740,-6.23560,-6.62740,3.02340,7.526,7.526
2021-09-30,0.73960,0.82850,-1.56810,0.12530,-1.44280,-1.44280,-1.44280,-1.44280,-1.56810,-1.56810,0.36100,0.36100,-4.00000,-4.00000,0.09920,6.21520,6.21520,-63.86000,6.21520,-66.51560,0.0568,0.0568
2021-06-30,1.33310,0.60460,-5.02550,-0.00460,-5.03020,-5.03020,-5.03020,-5.03020,-5.02550,-5.02550,0.35500,0.35500,-14.18000,-14.18000,,,,,,,-5.773,-5.773
2021-03-31,0.43870,0.40160,-0.84030,0.05560,-0.78470,-0.78470,-0.78470,-0.89200,-0.84030,-0.84030,0.34900,0.34900,-2.55000,-2.55000,,,,,,,-4.91480,-4.91480
2020-12-31,,,,,,,,,,,,,,0.00000,,,,,,,2.4645,2.4645
2020-09-30,0.46870,0.18240,-0.65110,-0.22520,-0.87620,-0.87620,-0.87620,-0.87620,-0.65110,-0.65110,0.34840,0.34840,-2.52000,-2.52000,,,,,,,-2.4645,-2.4645
