Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,12.55500,10.61400,1.94100,,-1.87400,1.87400,0.06700,-0.47100,-0.40400,,-0.40400,-0.40400,,-0.40400,0.81500,0.06700,3.33870,3.33870,-0.12000,-0.12000,1.44040,0.35020,1.70140,15.46000,0.53370,0.53370,-3.21780,-3.21780,0.24930,0.34790,1.66180,54.15770,-2.75200,-2.75200,-0.80210,-1.78840,4.38080,0.0625,-0.056
2024-06-30,13.57200,10.92800,2.64400,,-1.89200,1.89200,0.75200,-0.45400,0.29800,,0.29800,0.29800,,0.29800,1.47200,0.75200,3.31860,3.72440,0.09000,0.08000,1.45730,0.34820,1.67440,19.48130,5.54080,5.54080,2.19570,2.19570,0.27240,0.37450,1.73360,51.91650,2.00080,2.00080,0.59820,1.30420,4.47940,0.1597,-0.1355
2024-03-31,14.06100,12.15500,1.90600,,-2.16500,2.16500,-0.25900,-0.44700,-0.70600,,-0.70600,-0.70600,,-0.70600,0.48500,-0.25900,3.31440,3.31440,-0.21000,-0.21000,1.43500,0.34400,1.64550,13.55520,-1.84200,-1.84200,-5.02100,-5.02100,0.27980,0.41400,1.68780,53.32410,-4.85360,-4.85360,-1.40460,-3.18410,4.38790,-0.07000,-0.10350
2023-12-31,13.46900,11.31900,2.15000,,-1.56300,1.56300,0.58700,-0.40600,0.18100,,0.18100,0.18100,,0.18100,1.26100,0.58700,3.27850,3.27850,0.06000,0.06000,1.45550,0.32380,1.53460,15.96260,4.35810,4.35810,1.34380,1.34380,0.26560,0.37920,1.64500,54.71230,1.19160,1.19160,0.35690,0.80570,4.59880,-0.6751,-0.7513
2023-09-30,12.29300,11.06500,1.22800,,-2.02400,2.02400,-0.79600,-0.50300,-1.29900,,-1.29900,-1.29900,,-1.29900,-0.01100,-0.79600,3.28670,3.28670,-0.40000,-0.40000,1.48150,0.32860,1.41960,9.98940,-6.47520,-6.47520,-10.56700,-10.56700,0.24720,0.35300,2.22820,40.39130,-8.68950,-8.68950,-2.61270,-5.83370,4.54380,1.7276,1.5831
2023-06-30,13.20500,11.03500,2.17000,,-2.09800,2.09800,0.07200,-0.46700,-0.39500,,-0.39500,-0.39500,,-0.39500,0.86000,0.07200,3.26570,3.26570,-0.12000,-0.12000,1.72250,0.41660,1.63890,16.43320,0.54530,0.54530,-2.99130,-2.99130,0.24280,0.33680,1.56490,57.51000,-2.44340,-2.44340,-0.72630,-1.42550,4.93620,-0.0108,-0.1357
2023-03-31,12.54900,10.66900,1.88000,,-2.03800,2.03800,-0.15800,-0.46000,-0.61800,,-0.61800,-0.61800,,-0.61800,0.62200,-0.15800,3.25850,3.25850,-0.19000,-0.19000,1.76490,0.40700,1.57180,14.98130,-1.25910,-1.25910,-4.92470,-4.92470,0.23520,0.32880,1.65790,54.28400,-3.78680,-3.78680,-1.15820,-2.24550,5.00770,0.44130,0.14270
2022-12-31,13.89000,13.18000,0.71000,,-1.53000,1.53000,-0.82000,-0.07900,-0.89900,,-0.89900,-0.89900,,-0.89900,0.11800,-0.82000,3.22710,3.22710,-0.28000,-0.28000,1.78760,0.39060,1.50060,5.11160,-5.90350,-5.90350,-6.47230,-6.47230,0.25810,0.41420,1.42040,63.36290,-5.33880,-5.33880,-1.67060,-3.25370,5.18440,0.1614,0.0423
2022-09-30,13.27800,11.03600,2.24200,,-2.07300,2.07300,0.16900,-0.31100,-0.14200,,-0.14200,-0.14200,,-0.14200,0.92200,0.16900,3.23250,3.23250,-0.04000,-0.04000,1.75790,0.36560,1.41660,16.88510,1.27280,1.27280,-1.06940,-1.06940,0.24240,0.33030,1.53360,58.68510,-0.80520,-0.81270,-0.25920,-0.51080,5.45670,-0.1204,-0.3209
2022-06-30,14.00800,11.58600,2.42200,,-2.17200,2.17200,0.25000,-0.25700,-0.00700,,-0.00700,-0.00700,,-0.00700,1.04300,0.25000,3.22140,3.22140,0.00000,0.00000,1.77640,0.37500,1.39620,17.29010,1.78470,1.78470,-0.05000,-0.05000,0.25190,0.35120,1.54310,58.32520,-0.03960,-0.04000,-0.01260,-0.02480,5.47910,-0.3015,-0.5799
