Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,486.00000,249.00000,237.00000,303.00000,46.00000,3044.00000,-2807.00000,14.00000,-2793.00000,-78.00000,-2715.00000,-2715.00000,-2715.00000,-2680.00000,-2807.00000,811.00000,811.00000,-3.35000,-3.35000,5.79830,48.76540,-577.57200,-577.57200,-574.69130,-558.64200,0.03860,0.54490,2.17940,41.29630,-22.47890,-125.81090,-21.54250,-22.47890,14.89270,0.1549,0.128
2024-06-30,439.00000,230.00000,209.00000,256.00000,47.00000,303.00000,-94.00000,13.00000,-81.00000,5.00000,-86.00000,-86.00000,-86.00000,33.00000,-94.00000,806.00000,806.00000,-0.11000,-0.11000,5.80060,47.60820,-21.41230,-21.41230,-18.45100,-19.59000,0.02870,0.47420,2.15200,41.82230,-0.58430,-4.31510,-0.56180,-0.58430,18.19410,0.0372,0.0075
2024-03-31,239.00000,185.00000,54.00000,243.00000,49.00000,292.00000,-238.00000,17.00000,-221.00000,-3.00000,-218.00000,-218.00000,-218.00000,-113.00000,-238.00000,806.00000,806.00000,-0.27000,-0.27000,5.86930,22.59410,-99.58160,-99.58160,-92.46860,-91.21340,0.01560,0.40570,1.99170,45.18830,-1.47670,-11.31880,-1.42090,-1.47670,18.31110,0.04960,0.02230
2023-12-31,637.00000,293.00000,344.00000,225.00000,46.00000,271.00000,73.00000,11.00000,84.00000,21.00000,63.00000,63.00000,63.00000,200.00000,73.00000,805.00000,805.00000,0.09000,0.09000,5.12660,54.00310,11.46000,11.46000,13.18680,9.89010,0.04090,0.74940,1.78430,50.43960,0.42210,3.18830,0.40440,0.42210,18.51610,0.1375,0.1084
2023-09-30,530.00000,258.00000,272.00000,218.00000,46.00000,264.00000,8.00000,15.00000,23.00000,6.00000,17.00000,17.00000,17.00000,128.00000,8.00000,806.00000,810.00000,0.02000,0.02000,4.87980,51.32080,1.50940,1.50940,4.33960,3.20750,0.03420,0.72880,1.88610,47.71700,0.11430,0.93770,0.10960,0.11430,18.45290,0.1072,0.0866
2023-06-30,454.00000,230.00000,224.00000,211.00000,46.00000,257.00000,-33.00000,15.00000,-18.00000,10.00000,-28.00000,-28.00000,-28.00000,93.00000,-33.00000,805.00000,805.00000,-0.04000,-0.04000,4.50660,49.33920,-7.26870,-7.26870,-3.96480,-6.16740,0.02940,0.87450,1.89170,47.57710,-0.18920,-1.71880,-0.18150,-0.18920,18.36230,0.0315,-0.0081
2023-03-31,458.00000,251.00000,207.00000,235.00000,53.00000,288.00000,-81.00000,8.00000,-73.00000,6.00000,-79.00000,-79.00000,-79.00000,59.00000,-81.00000,802.00000,802.00000,-0.10000,-0.10000,3.95930,45.19650,-17.68560,-17.68560,-15.93890,-17.24890,0.02960,1.45090,1.91630,46.96510,-0.53430,-5.27370,-0.51090,-0.53430,18.43770,0.21320,0.18080
2022-12-31,565.00000,265.00000,300.00000,224.00000,52.00000,276.00000,24.00000,10.00000,34.00000,4.00000,30.00000,30.00000,30.00000,161.00000,24.00000,759.00000,759.00000,0.04000,0.04000,3.94790,53.09730,4.24780,4.24780,6.01770,5.30970,0.03660,2.34510,2.10040,42.84960,0.20280,2.18660,0.19430,0.20280,18.44640,0.1927,0.1518
2022-09-30,450.00000,233.00000,217.00000,206.00000,36.00000,242.00000,-25.00000,-5.00000,-30.00000,15.00000,-45.00000,-45.00000,-45.00000,113.00000,-25.00000,750.00000,750.00000,-0.06000,-0.06000,0.45230,48.22220,-5.55560,-5.55560,-6.66670,-10.00000,0.02780,2.21900,2.02700,44.40000,-0.40320,1.88050,-0.27840,-0.40320,14.02430,0.216,0.1813
2022-06-30,460.00000,231.00000,229.00000,179.00000,40.00000,219.00000,10.00000,-2.00000,8.00000,15.00000,-7.00000,-7.00000,-7.00000,148.00000,10.00000,750.00000,750.00000,-0.01000,-0.01000,,49.78260,2.17390,2.17390,1.73910,-1.52170,,,,,,,,,,0.2427,0.208
2022-03-31,394.00000,218.00000,176.00000,180.00000,42.00000,222.00000,-46.00000,2.00000,-44.00000,16.00000,-60.00000,-60.00000,-60.00000,108.00000,-46.00000,750.00000,750.00000,-0.08000,-0.08000,,44.67010,-11.67510,-11.67510,-11.16750,-15.22840,,,,,,,,,,0.06800,0.03200
2021-12-31,,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,-0.584,-0.4533
2021-09-30,326.00000,173.00000,153.00000,132.00000,41.00000,173.00000,-20.00000,,-20.00000,6.00000,-26.00000,-26.00000,-26.00000,-20.00000,-20.00000,750.00000,750.00000,-0.03000,-0.03000,,46.93250,-6.13500,-6.13500,-6.13500,-7.97550,,,,,,,,,,0.584,0.4533
