Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,140.16300,34.48900,105.67400,103.56800,103.56800,2.10600,-0.52800,1.57800,0.44900,1.12900,1.12900,,1.12900,5.06200,2.10600,10.93700,10.97100,0.10000,0.10000,3.10840,0.05260,0.05560,75.39370,1.50250,1.50250,1.12580,0.80550,0.48130,0.86020,,,0.54450,0.54450,0.38770,0.51590,18.95790,0.8212,0.6955
2024-06-30,168.55800,45.12000,123.43800,131.31400,131.31400,-7.87600,-2.77400,-10.65000,-2.49600,-8.15400,-8.15400,,-8.15400,-4.99000,-7.87600,10.93700,10.93700,-0.75000,-0.75000,2.98370,,,73.23180,-4.67260,-4.67260,-6.31830,-4.83750,0.57420,1.13930,,,-3.97210,-3.97210,-2.77790,-3.97210,18.76960,1.1962,1.0187
2024-03-31,174.73900,47.44700,127.29200,119.35200,119.35200,7.94000,3.64500,11.58500,3.26900,8.31600,8.31600,,8.31600,11.01000,7.94000,10.90900,10.95800,0.76000,0.76000,2.84480,,,72.84690,4.54390,4.54390,6.62990,4.75910,0.57720,1.02540,,,3.94200,3.94200,2.74670,3.94200,19.28870,0.66450,0.49650
2023-12-31,191.01390,49.64600,141.36790,132.69200,132.69200,8.67590,1.12600,9.80200,3.76600,6.03600,6.03600,,6.03600,11.85990,8.67600,10.88400,10.92100,0.55000,0.54000,2.42720,0.07410,0.08000,74.00920,4.54200,4.54210,5.13160,3.16000,0.61640,0.90940,,,2.99580,2.99580,1.94770,2.77380,18.49130,0.9773,0.89
2023-09-30,235.86900,58.49200,177.37700,151.86800,151.86800,25.50900,1.04000,26.54900,3.41800,23.13100,23.13100,,23.13100,28.92100,25.50900,10.89200,10.93300,2.12000,2.12000,2.03680,0.08040,0.08740,75.20150,10.81490,10.81490,11.25580,9.80670,0.73700,1.00460,,,11.98280,11.98280,7.22800,11.01960,17.72260,2.7232,2.5703
2023-06-30,296.18800,85.47300,210.71500,172.00900,172.00900,38.70600,0.41100,39.11700,8.83700,30.28000,30.28000,,30.28000,42.07400,38.70600,10.88800,10.91700,2.78000,2.77000,1.99150,,,71.14230,13.06810,13.06810,13.20680,10.22320,0.92930,1.24060,,,16.31810,16.31810,9.50040,16.31810,17.04110,3.9425,3.783
2023-03-31,348.98300,102.59300,246.39000,192.87900,192.87900,53.51100,-0.18200,53.32900,13.36100,39.96800,39.96800,,39.96800,56.48500,53.51100,10.86400,10.89900,3.68000,3.67000,1.74830,,,70.60230,15.33340,15.33340,15.28130,11.45270,1.08510,1.05880,,,23.38680,23.38680,12.42760,23.38680,15.69760,5.87750,5.68350
2022-12-31,337.24590,103.64900,233.59700,200.99800,200.99800,32.59890,-0.19000,32.40900,5.89000,26.51900,26.51900,,26.51900,35.55290,32.59900,11.19500,11.27600,2.46000,2.45000,1.58120,,,69.26600,9.66620,9.66620,9.60990,7.86340,1.06650,0.87210,,,17.10420,17.10420,8.38640,17.10420,14.25950,4.3199,3.5305
2022-09-30,390.39800,107.54900,282.84900,234.69300,234.69300,48.15600,-0.27800,47.87800,11.72300,36.15500,36.15500,,36.15500,51.00600,48.15600,10.96400,11.04200,3.30000,3.27000,1.48830,,,72.45140,12.33510,12.33510,12.26390,9.26110,1.19630,0.74030,,,24.01970,24.01970,11.07860,24.01970,13.77400,5.289,5.1106
2022-06-30,453.33300,131.65100,321.68200,272.71800,272.71800,48.96400,-0.16800,48.79600,9.68300,39.11300,39.11300,,39.11300,51.69900,48.96400,11.35400,11.43500,3.44000,3.42000,1.29300,0.15040,0.38550,70.95930,10.80090,10.80090,10.76380,8.62790,1.33120,0.83870,,,30.20870,30.20870,11.48530,25.66640,11.75130,3.8937,3.6407
