Date,revenue,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,0.19340,0.19340,1.69460,2.08080,-3.58200,0.03710,-3.54490,-3.54490,-3.54490,-3.54490,-3.44100,-3.58200,4.37250,4.37250,-0.81000,-0.81000,0.89030,100.00000,-1852.25900,-1852.25900,-1833.07700,-1833.07700,0.02730,0.62420,144.18890,-112.99560,-112.99540,-50.08350,-112.99540,0.88670,-0.1713,-0.1713
2024-06-30,0.65020,0.65020,2.58830,2.02450,-3.96260,-0.51670,-4.47920,-4.47920,-4.47920,-4.47920,-3.82200,-3.96260,3.66730,3.66730,-1.22000,-1.22000,1.62520,100.00000,-609.41760,-609.41760,-688.87570,-688.87560,0.06850,1.62200,55.48770,-76.21190,-76.21200,-47.17230,-76.21200,1.81090,-0.4279,-0.4279
2024-03-31,0.20330,0.20330,3.55590,2.43830,-5.79090,0.05570,-5.73510,-5.73510,-5.73510,-5.73510,-5.65070,-5.79090,2.38790,2.38790,-2.40000,-2.40000,1.25610,100.00000,-2848.82500,-2848.82500,-2821.40000,-2821.40000,0.02210,0.70680,127.33480,-108.11990,-108.12000,-62.42980,-108.12000,2.10560,-1.31670,-1.31670
2023-12-31,0.11430,0.11430,2.97420,2.50890,-5.36870,0.60630,-4.76240,-4.76240,-4.76240,-4.76240,-5.23800,-5.36870,1.79260,1.79260,-1.19000,-1.19000,3.12550,100.00000,-4695.88000,-4695.87900,-4165.57000,-4165.57000,0.00950,0.26350,341.53210,-49.77940,-49.77940,-39.59660,-49.77940,4.03670,-2.716,-2.7434
2023-09-30,0.23480,0.23480,2.38670,2.26870,-4.42060,0.01140,-4.40920,-4.40920,-4.40920,-4.40920,-4.29550,-4.42060,1.89770,1.89770,-2.32000,-2.32000,9.53830,100.00000,-1883.00500,-1883.00500,-1878.16800,-1878.16800,0.01580,0.64940,138.58080,-32.20560,-32.20560,-29.62170,-32.20560,5.78810,-0.1361,-0.1369
2023-06-30,0.33340,0.33340,2.68190,2.67040,-5.01890,-0.00130,-5.02020,-5.02020,-5.02020,-5.02020,-4.89540,-5.01890,1.44770,1.44770,-3.47000,-3.47000,7.74980,100.00000,-1505.59300,-1505.59300,-1505.98200,-1505.98200,0.02460,1.17310,76.72160,-40.87440,-40.87440,-36.99680,-40.87440,8.48370,-3.0794,-3.1041
2023-03-31,0.05140,0.05140,4.01870,3.11920,-7.08640,0.03510,-7.05140,-7.05140,-7.05140,-7.05140,-6.96330,-7.08640,1.44770,1.44770,-4.87000,-4.87000,8.85340,100.00000,-13779.09000,-13779.09000,-13710.88000,-13710.88000,0.00280,0.27240,330.34650,-42.62360,-42.62370,-38.71890,-42.62370,11.42710,-3.01560,-3.01560
2022-12-31,0.31280,0.31280,4.13090,3.56270,-7.38080,0.00750,-7.37320,-7.37320,-7.37320,-7.37320,-7.25990,-7.38080,1.19920,1.19920,-2.49000,-2.49000,16.82660,100.00000,-2359.73500,-2359.73500,-2357.32300,-2357.32200,0.01300,1.67700,53.66590,-32.22640,-32.22640,-30.56870,-32.22640,15.80380,-3.5089,-3.4174
2022-09-30,0.08760,0.08760,4.02590,3.34230,-7.28060,0.00610,-7.27450,-7.27450,-7.27450,-7.27450,-7.17950,-7.28060,1.01810,1.01810,-7.25000,-7.25000,8.17650,100.00000,-8312.53900,-8312.53900,-8305.55300,-8305.55200,0.00430,0.03170,2838.27200,-40.36340,-40.36340,-35.96360,-40.36340,17.65670,-7.2114,-7.9733
2022-06-30,0.02800,0.02800,5.10210,3.67810,-8.75220,0.00590,-8.74630,-8.74630,-8.74630,-8.74630,-8.66310,-8.75220,1.01490,1.01490,-8.50000,-8.50000,6.57910,100.00000,-31253.41000,-31253.41000,-31232.41000,-31232.41000,0.00100,0.01000,9022.89500,-36.53510,-36.53510,-31.33400,-36.53510,23.58660,-4.9401,-5.4282
