Date,revenue,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-03-31,0.06740,0.06740,5.23740,3.21320,-8.38320,0.00720,-8.37600,-8.37600,-8.37600,-8.37600,-8.30620,-8.38320,1.01490,1.01490,-8.25000,-8.25000,14.35010,100.00000,-12431.51000,-12431.51000,-12420.85000,-12420.85000,0.00200,0.02290,3931.00300,-26.51810,-26.51810,-24.79370,-26.51810,31.12320,-7.14010,-7.27530
2021-12-31,0.01200,0.01200,6.92050,3.18790,-10.09640,0.04660,-10.04980,-10.04980,-10.04980,-10.04980,-10.01940,-10.09640,0.99280,0.99280,-10.00000,-10.00000,19.80770,100.00000,-84164.73000,-84164.75000,-83776.02000,-83776.02000,0.00030,0.00460,19471.61000,-25.94360,-25.94360,-24.69360,-25.94360,38.16940,-11.3702,-11.5139
2021-09-30,0.05000,0.05000,6.34000,2.38760,-8.67760,-0.00110,-8.67870,-8.67870,-8.67870,-8.67870,-8.64910,-8.67760,1.01490,1.01490,-8.50000,-8.50000,30.49030,100.00000,-17355.16000,-17355.16000,-17357.31000,-17357.31000,0.00100,0.02570,3496.68200,-18.17730,-18.17730,-17.60300,-18.17730,47.04460,-7.0853,-7.2248
2021-06-30,0.00190,0.00190,2.76220,2.35100,-5.11130,0.45560,-4.65570,-4.65570,-4.65570,-4.65570,-5.10680,-5.11130,1.01480,1.01480,-4.50000,-4.50000,36.14680,,,,,,0.00000,0.00130,,-8.37050,-8.37050,-8.14590,-8.37050,54.80510,-5.2742,-5.3513
2021-03-31,0.02430,0.02430,5.27830,2.64740,-7.90140,0.24680,-7.65460,-7.65460,-7.65460,-7.65460,-7.89990,-7.90140,0.92560,0.92560,-8.25000,-8.25000,32.89770,100.00000,-32495.79000,-32495.79000,-31480.88000,-31480.88000,0.00040,,,-12.85690,-12.85690,-12.47610,-12.85690,58.68230,-6.04050,-6.55490
2020-12-31,,,3.05460,2.86440,-5.91900,0.02360,-5.89540,-5.89540,-5.89540,-5.89540,-5.91900,-5.91900,0.81700,0.81700,-6.75000,-6.75000,28.40990,,,,,,,,,-15.78860,-15.78860,-15.24870,-15.78860,41.42420,-7.8983,-8.8967
2020-09-30,,,2.82370,2.25490,-5.07860,0.02050,-5.05800,-5.05800,-5.05800,-5.05800,-5.07860,-5.07860,0.83470,0.83470,-6.00000,-6.00000,26.82940,,,,,,,,,-12.16320,-12.16320,-11.71970,-12.16320,46.77510,-4.4073,-4.7587
2020-06-30,,,2.56780,1.27480,-3.84260,0.02600,-3.81660,-3.81660,-3.81660,-3.81660,-3.84260,-3.84260,0.76290,0.76290,-5.00000,-5.00000,32.66800,,,,,,,,,-17.47140,-17.47140,-16.93660,-17.47140,29.24850,-4.9377,-4.9377
2020-03-31,,,2.23550,1.61790,-3.85350,0.05630,-3.79720,-3.79720,-3.79720,-3.79720,-3.85350,-3.85350,0.76030,0.76030,-5.00000,-5.00000,22.06740,,,,,,,,,-14.95840,-14.95840,-14.28050,-14.95840,33.98820,-3.09390,-3.09390
2019-12-31,,,3.26820,1.44360,-4.71180,0.04960,-4.66220,-4.66220,-4.66220,-28.69840,-4.71180,-4.71180,0.27620,0.27620,-87.50000,-87.50000,71.07820,,,,,,,,,-16.86470,-16.86470,-15.97330,-16.86470,37.45700,-1.3512,-1.3512
2019-09-30,,,2.56350,0.30060,-2.86420,0.02590,-2.83830,-2.83830,-2.83830,-3.09690,-2.86420,-2.86420,0.17600,0.17600,-17.50000,-17.50000,4.83060,,,,,,,,,26.18420,-32.09140,-25.72610,-32.09140,55.27770,-17.4511,-17.4511
2019-06-30,,,1.31970,0.88950,-2.20910,0.02220,-2.18690,-2.18690,-2.18690,-2.47590,-2.20910,-2.20910,0.17600,0.17600,-14.00000,-14.00000,,,,,,,,,,,,,,,-9.7857,-9.7857
2019-03-31,,,1.67090,0.53160,-2.20250,0.01960,-2.18280,-2.18280,-2.18280,-2.40410,-2.20250,-2.20250,0.17600,0.17600,-13.75000,-13.75000,,,,,,,,,,,,,,,-12.02080,-12.02080
2018-12-31,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,7.6433,7.6433
2018-09-30,,,0.14020,0.46590,-0.60610,0.02090,-0.58520,-0.58520,-0.58520,-0.80470,-0.60610,-0.60610,0.17600,0.17600,-4.50000,-4.50000,,,,,,,,,,,,,,,-7.6433,-7.6433
