Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,208.43800,124.56000,83.87800,43.25500,43.25500,40.62300,2.28800,42.91100,10.87300,32.03800,32.03800,,32.03800,48.63900,40.62300,29.37000,29.54800,1.09000,1.08000,4.09790,,,40.24120,19.48930,19.48930,20.58690,15.37050,0.25960,0.78580,2.23100,40.34020,5.41930,7.49910,3.99050,5.41930,20.10080,1.5246,1.4187
2024-06-30,216.65800,131.29000,85.36800,43.85600,43.85600,41.51200,1.85000,43.36200,10.30600,33.05600,33.05600,,33.05600,49.60300,41.51200,29.36100,29.52900,1.13000,1.12000,3.68680,,,39.40220,19.16020,19.16020,20.01400,15.25720,0.27730,0.81410,2.03950,44.12770,5.87000,8.27220,4.23110,5.87000,19.14650,1.2325,1.1533
2024-03-31,196.28000,119.10200,77.17800,40.60000,40.60000,36.57800,1.51400,38.09200,8.96100,29.13100,29.13100,,29.13100,44.58800,36.57800,29.32000,29.49400,0.99000,0.99000,3.48350,,,39.32040,18.63560,18.63560,19.40700,14.84160,0.26400,0.74230,2.12680,42.31620,5.43930,7.88130,3.91820,5.43930,18.22030,0.72760,0.63690
2023-12-31,182.44000,110.97500,71.46500,39.38600,39.38590,32.07900,1.36500,33.44400,8.72300,24.72100,24.72100,,24.72100,39.26900,32.07900,29.28400,29.45600,0.84000,0.84000,3.35110,,,39.17180,17.58330,17.58330,18.33150,13.55020,0.25450,0.72210,2.18470,41.19510,4.78640,7.07160,3.44820,4.78640,17.59910,1.2896,1.2197
2023-09-30,186.19300,113.47000,72.72300,41.30100,41.30100,31.42200,1.16800,32.59000,6.62100,25.96900,25.96900,,25.96900,38.48800,31.42200,29.29500,29.47300,0.89000,0.88000,3.28420,,,39.05790,16.87600,16.87600,17.50330,13.94740,0.26990,0.76780,2.09060,43.05030,5.27070,7.98130,3.76490,5.27070,16.78900,1.0654,0.9633
2023-06-30,175.85800,106.42400,69.43400,39.93200,39.93200,29.50200,0.79400,30.29600,7.80300,22.49300,22.49300,,22.49300,36.40900,29.50200,29.27300,29.44800,0.77000,0.76000,3.26780,,,39.48300,16.77600,16.77600,17.22750,12.79040,0.26680,0.73520,2.09300,42.99950,4.72950,7.39210,3.41190,4.72950,16.22180,0.7726,0.6823
2023-03-31,159.10100,96.28500,62.81600,37.77000,37.77000,25.04600,0.59000,25.63600,6.22100,19.41500,19.41500,,19.41500,31.99300,25.04600,29.25500,29.42100,0.66000,0.66000,3.11650,,,39.48180,15.74220,15.74220,16.11300,12.20290,0.25120,0.72750,1.88850,47.65620,4.23870,6.81810,3.06520,4.23870,15.62470,0.61080,0.46560
2022-12-31,147.32400,90.35900,56.96500,34.49100,34.49100,22.47400,0.43300,22.90700,5.36800,17.53900,17.53900,,17.53900,28.55400,22.47400,29.21800,29.37600,0.61000,0.59000,3.15320,,,38.66650,15.25480,15.25480,15.54870,11.90510,0.24430,0.75390,1.92200,46.82600,3.96430,6.09940,2.90840,3.96430,15.10330,1.011,0.9702
2022-09-30,148.00900,90.48700,57.52200,33.65100,33.65100,23.87100,0.07600,23.94700,6.01400,17.93300,17.93300,,17.93300,30.57700,23.87100,29.21600,29.37200,0.61000,0.61000,3.19920,,,38.86390,16.12810,16.12810,16.17940,12.11620,0.25770,0.79650,1.77280,50.76850,4.24090,6.65550,3.12220,4.24090,14.44730,0.8104,0.7452
2022-06-30,137.83300,83.07300,54.76000,32.67200,32.67200,22.08800,-0.04200,22.04600,5.38200,16.66400,16.66400,,16.66400,28.76700,22.08800,29.21000,29.34400,0.57000,0.57000,3.12240,,,39.72920,16.02520,16.02520,15.99470,12.09000,0.24610,0.74550,1.78430,50.43950,4.00400,6.47890,2.97550,4.00400,14.21920,0.6703,0.6146
