Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,long-term-debt-capital,debt-equity-ratio,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,83.48400,24.24700,59.23700,5.95900,26.49800,5.37900,53.85800,-19.93300,33.92500,,33.92500,33.92500,,32.12800,81.59800,53.85800,127.09200,134.53400,0.25000,0.25000,0.50950,1.03870,64.51300,64.51300,40.63650,38.48400,0.02770,2.49310,2.57320,1.12480,1.22290,10.57740,0.4198,0.8084
2024-06-30,83.32000,22.96000,60.36000,5.68200,-0.50500,32.51800,27.84200,-20.04300,7.79900,,7.79900,7.79900,,7.36600,55.70500,27.84200,134.03100,134.31400,0.06000,0.06000,0.51760,1.07290,33.41580,33.41580,9.36030,8.84060,0.02770,0.58030,0.60020,0.25900,0.27990,10.54500,0.1664,0.1066
2024-03-31,85.33000,22.64300,62.68700,5.68200,-0.15200,32.10300,30.58400,-18.91900,11.66500,,11.66500,11.66500,,11.01800,53.85900,30.58400,126.59300,134.26200,0.09000,0.09000,0.50330,1.01330,35.84200,35.84200,13.67050,12.91220,0.02880,0.86170,0.88920,0.39320,0.42800,10.62030,0.31820,0.23900
2023-12-31,84.65100,22.92900,61.72200,5.26600,-0.39800,32.61100,29.11100,-20.60000,8.51100,,8.51100,8.51100,,8.03500,56.64800,29.11100,132.71700,132.86500,0.06000,0.06000,0.50280,1.01110,34.38950,34.38940,10.05420,9.49190,0.02840,0.62430,0.64460,0.28580,0.31040,10.74200,0.1768,0.0516
2023-09-30,81.74500,22.11900,59.62600,5.49200,-0.15700,32.69900,26.92700,-17.99800,8.92900,,8.92900,8.92900,,8.42800,56.12700,26.92700,125.25600,133.15700,0.07000,0.07000,0.53310,1.14200,32.94020,32.94020,10.92300,10.31010,0.02580,0.65660,0.67940,0.28190,0.30650,10.79270,0.3832,0.2787
2023-06-30,82.04000,22.50500,59.53500,5.77600,-0.48200,31.38400,28.15100,-17.63300,10.51800,,10.51800,10.51800,,9.92900,55.19200,28.15100,132.68700,133.04400,0.08000,0.08000,0.50050,1.00190,34.31380,34.31380,12.82060,12.10260,0.02750,0.76890,0.79720,0.35310,0.38410,10.85630,0.2158,0.1324
2023-03-31,79.29600,23.04600,56.25000,5.32000,-0.17200,30.59600,25.65400,-16.95800,8.69600,,8.69600,8.69600,,8.14200,51.56300,25.65400,124.22700,133.00700,0.06000,0.06000,0.50030,1.00100,32.35220,32.35220,10.96650,10.26790,0.02640,0.63340,0.65760,0.28970,0.31650,10.98100,0.33420,0.27380
2022-12-31,80.19300,22.42800,57.76500,5.59000,-0.18200,30.82200,26.94300,-16.04900,10.89400,,10.89400,10.89400,,10.19900,53.06700,26.94300,131.96100,132.28500,0.09000,0.09000,0.50190,1.00750,33.59770,33.59770,13.58470,12.71810,0.02670,0.78680,0.81780,0.36260,0.39190,11.11780,0.1242,0.022
2022-09-30,78.03800,21.58100,56.45700,5.20300,7.54200,21.99300,34.46400,-14.67800,19.78600,,19.78600,19.78600,,18.52200,59.78100,34.46400,123.79800,132.73800,0.15000,0.15000,0.49410,0.97670,44.16310,44.16310,25.35430,23.73460,0.02600,1.42240,1.47590,0.65920,0.71950,11.16950,0.4179,0.5607
2022-06-30,78.22500,21.08800,57.13700,5.70200,-0.48800,30.54000,26.59700,-14.28300,12.31400,,12.31400,12.31400,,11.50700,51.39100,26.59700,123.53700,132.58100,0.09000,0.09000,0.49350,0.97420,34.00060,34.00060,15.74180,14.71010,0.02630,0.88700,0.92180,0.41480,0.44930,11.16460,0.221,0.1236
