,Announcement Date,Fiscal Quarter End,Estimated EPS,Actual EPS
0,2025-02-27,2024-12-31,$-0.42,$-0.41
1,2024-11-12,2024-09-30,$-0.57,$-0.26
2,2024-08-08,2024-06-30,$-0.69,$-0.30
3,2024-05-09,2024-03-31,$-0.72,$-0.56
4,2024-02-28,2023-12-31,$-0.73,$-0.64
5,2023-11-08,2023-09-30,$-0.96,$-0.95
6,2023-08-03,2023-06-30,$-1.09,$-0.97
7,2023-05-09,2023-03-31,$-1.18,$-1.23
8,2023-02-28,2022-12-31,$-1.40,$-1.37
9,2022-11-08,2022-09-30,$-1.42,$-1.25
10,2022-08-04,2022-06-30,$-1.47,$-1.50
11,2022-05-05,2022-03-31,$-1.50,$-1.45
12,2022-02-24,2021-12-31,$-1.24,$-1.48
13,2021-11-04,2021-09-30,$-1.27,$-1.63
14,2021-08-05,2021-06-30,$-1.05,$-1.32
15,2021-05-06,2021-03-31,$-1.05,$-0.74
16,2021-02-25,2020-12-31,$-0.61,$-0.89
17,2020-11-05,2020-09-30,$-0.67,$-0.72
18,2020-08-05,2020-06-30,$-0.57,$-0.69
19,2020-05-06,2020-03-31,$-0.57,$-0.45
20,2020-02-26,2019-12-31,$-0.60,$-0.46
21,2019-11-06,2019-09-30,$-0.53,$-0.53
22,2019-08-07,2019-06-30,$-0.57,$-0.48
23,2019-05-09,2019-03-31,$-0.59,$-0.54
24,2019-03-12,2018-12-31,$-0.49,$-0.51
25,2018-11-08,2018-09-30,$-0.46,$-0.49
26,2018-08-08,2018-06-30,$-0.52,$-0.55
27,2018-05-08,2018-03-31,$-0.54,$-0.61
28,2018-03-13,2017-12-31,$-0.46,$-0.73
29,2017-11-08,2017-09-30,$-0.47,$-0.51
30,2017-08-08,2017-06-30,$-0.52,$-0.52
31,2017-05-09,2017-03-31,$-0.61,$-0.70
32,2017-03-07,2016-12-31,$-0.54,$-0.72
33,2016-11-09,2016-09-30,$-0.52,$-0.50
34,2016-08-04,2016-06-30,$-0.48,$-0.46
35,2016-05-10,2016-03-31,$-0.50,$-0.17
36,2016-03-08,2015-12-31,$-0.56,$-0.47
37,2015-11-12,2015-09-30,$-0.42,$-0.39
38,2015-08-12,2015-06-30,$-0.45,$-2.98
