Date,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,3.09300,2.71800,,-5.81100,-0.65000,-6.46100,,-6.46100,-6.46100,-6.46100,-5.22900,-5.81100,87.15510,87.15510,-0.07000,-0.07000,0.11660,,-0.25130,70.85980,70.85980,-215.87040,70.85980,-0.09500,-0.0149,-0.0154
2024-06-30,0.02500,3.11500,,-3.14000,-2.24300,-5.38300,,-5.38300,-5.38300,-5.38300,-2.69900,-3.14000,73.85140,73.85140,-0.07000,-0.07000,0.18630,,-0.18000,98.55370,98.55360,-162.87440,98.55360,-0.07380,-0.0205,-0.0206
2024-03-31,0.12800,2.82700,,-2.95500,-0.59700,-3.55200,,-3.55200,-3.55200,-3.55200,-2.53300,-2.95500,73.82950,73.82950,-0.05000,-0.05000,0.40870,,-0.31720,114.61760,114.61760,-72.23920,114.61760,-0.04200,-0.03190,-0.03190
2023-12-31,,2.33900,,-2.42900,2.67400,0.24500,,0.24500,0.24500,0.24500,-1.99400,-2.42900,66.97390,67.89390,0.01000,-0.05000,3.18320,,-2.15540,-53.61050,-53.61050,3.39150,-53.61050,-0.00620,-0.0696,-0.0696
2023-09-30,,0.43000,,-0.43000,3.05500,2.62500,,2.62500,2.62500,2.62500,-0.43000,-0.43000,65.41020,66.13260,0.04000,0.01000,2.26870,,-0.90750,-242.83060,-241.71260,21.84220,-242.83070,-0.01480,-0.0078,-0.0078
2023-06-30,0.00000,0.88800,,-0.88800,-0.84500,-1.73300,,-1.73300,-1.73300,-1.73300,-0.88800,-0.88800,64.62640,65.82560,-0.03000,-0.02000,0.17490,,-0.12360,28.54930,28.54930,-7.31400,28.54930,-1.49500,-0.0059,-0.0059
2023-03-31,0.00000,1.51500,,-1.51500,-0.15700,-1.67200,,-1.67200,-1.67200,-1.67200,-1.51500,-1.51500,64.62640,64.62640,-0.03000,-0.03000,0.15840,,-0.05480,30.51430,30.51430,-6.97570,30.51430,-1.34950,-0.03050,-0.03050
2022-12-31,-0.00100,1.73090,0.04600,-1.68390,-1.90580,-3.58960,,-3.55990,-3.55990,-3.55990,-1.68390,-1.68390,37.44790,37.44790,-0.07000,-0.07000,,-0.22230,-0.19920,35.28520,35.26770,-71198.51000,43.12970,-0.15610,-0.0176,-0.0176
2022-09-30,0.03800,0.77500,-0.12000,-0.93300,-0.02300,-0.95600,,-0.95600,-0.95600,-0.95600,-0.93300,-0.93300,32.31320,32.31320,-0.03000,-0.03000,3.62660,,,25.84900,25.84910,-0.69860,25.84900,-0.91090,0.0045,0.0045
2022-06-30,,0.27940,,-0.27940,0.19160,-0.08780,0.02970,-0.11750,-0.11750,-0.11750,-0.27940,-0.27940,17.28530,17.28530,-0.01000,-0.01000,9.56910,,,3.56680,3.56680,-0.08610,3.56680,-0.81160,0.013,0.013
2022-03-31,,0.26370,,-0.26370,0.01020,-0.25350,,-0.25350,-0.25350,-0.25350,-0.26370,-0.26370,11.47380,11.47380,-0.02000,-0.02000,18.55130,,,8.24220,8.24220,-0.18570,8.24220,-0.75760,-0.06040,-0.06040
2021-12-31,,,,,,,,,,,,,,,,0.00000,,,,,,,,,0,0
