Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2021-03-31,2.13890,1.62150,0.51740,4.78980,-0.27650,5.06640,-4.54890,-0.09080,-4.63970,-4.63970,-4.63970,0.19750,-4.44220,-4.47240,-4.54890,24.64300,26.96600,-0.19000,-0.19000,0.65220,0.45240,2.36940,24.19070,-212.67370,-212.67370,-216.91780,-207.68480,0.18270,1.86670,2.38590,37.72120,-243.67730,116.55940,-39.62200,-133.43930,0.02380,-0.13570,-0.13570
2020-12-31,1.08240,1.26150,-0.17910,10.12840,-3.22630,13.35470,-13.53380,-0.05340,-13.58720,-13.58720,-13.58720,-9.18330,-22.77050,-13.42660,-13.53380,18.53840,18.53840,-1.33800,-1.33800,0.41440,-0.25610,-0.50360,-16.54730,-1250.32700,-1250.32700,-1255.26100,-2103.66300,0.11730,1.58030,1.87990,47.87410,145.30640,89.13700,-147.27250,182.52520,-0.44200,-0.9331,-0.9376
2020-09-30,0.69300,0.34900,0.34390,0.55310,-1.95420,2.50730,-2.16340,0.01110,-2.15220,-2.15220,-2.15220,0.06810,-2.08410,-2.12840,-2.16340,19.46590,19.46590,-0.11200,-0.11200,0.79460,,-12.18060,49.63200,-312.18400,-312.18400,-310.57990,-300.74810,0.05320,0.55630,1.22350,73.55930,1102.76400,22.31680,-16.50880,1102.77300,-0.00320,-0.126,-0.1263
2020-06-30,0.41270,0.21880,0.19400,0.44160,-0.16790,0.60940,-0.41550,0.01330,-0.40220,-0.40220,-0.40220,0.02880,-0.37340,-0.38520,-0.41550,18.96960,18.96960,-0.02000,-0.02000,0.29330,-0.03740,-0.73600,46.99890,-100.66630,-100.66630,-97.44070,-90.45890,0.03770,0.45650,1.11790,80.50830,22.59970,3.58170,-3.67750,23.44560,-0.03120,-0.073,-0.0731
2020-03-31,0.11200,0.10720,0.00480,1.29600,-0.25800,1.55390,-1.54910,-1.89750,-3.44660,-3.44660,-3.44660,,-3.44660,-1.52670,-1.54910,44.02140,44.02140,-0.08000,-0.08000,0.39930,,-0.69060,4.27580,-1383.12700,-1383.12700,-3077.26600,-3077.26600,0.00980,0.22370,0.27380,328.76280,211.94810,31.12080,-30.03710,211.94820,-0.02870,-0.02100,-0.02110
2019-12-31,-0.02510,0.17020,-0.19530,1.32040,-1.35320,2.67360,-2.86880,-0.27760,-3.14650,-3.14650,-3.14650,,-3.14650,-2.81340,-2.86880,41.06500,41.06500,-0.07000,-0.07000,0.03610,,-0.74400,779.50340,11451.02000,11451.02000,12559.26000,12559.26000,-0.04140,0.56000,-1.34970,-66.68180,32.25140,32.25140,-519.80820,32.25140,-0.22230,-0.0176,-0.0177
2019-09-30,,0.01390,-0.01390,0.39690,-0.45080,0.84770,-0.86160,-0.20560,-1.06720,-1.06720,-1.06720,,-1.06720,-0.85970,-0.86160,40.57060,40.57060,-0.03000,-0.03000,0.70390,-0.02550,-0.65910,,,,,,,0.39380,,,904.32330,904.32310,-213.11420,927.38680,-0.01000,-0.0136,-0.0137
2019-06-30,0.04280,0.04820,-0.00540,0.12300,-0.17970,0.30270,-0.30820,0.08980,-0.21840,-0.21840,-0.21840,,-0.21840,-0.30630,-0.30820,41.80760,41.80760,-0.01000,-0.01000,0.82020,-0.06300,-5.47520,-12.71770,-720.40200,-720.40200,-510.55290,-510.55290,0.07730,1.31840,0.20810,432.51550,341.02510,341.02510,-39.48800,362.51950,-0.00540,-0.0143,-0.0144
2019-03-31,0.00270,0.01310,-0.01040,0.31250,-0.12550,0.43800,-0.44850,-0.25510,-0.70360,-0.70360,-0.70360,,-0.70360,-0.44510,-0.44850,37.47030,37.47030,-0.02000,-0.02000,0.76780,-0.08890,-1.31230,-391.63220,-16828.52000,-16828.52000,-26402.40000,-26402.40000,0.00630,0.52490,0.00920,9814.42400,1234.53700,1234.53600,-166.75370,1344.25600,-0.00500,-0.01920,-0.01920
2018-12-31,0.29680,0.14020,0.15660,0.14330,,0.17220,-0.01560,0.00100,-0.01450,-0.01450,-0.01450,,-0.01450,0.00230,-0.01560,11.38570,11.38570,,0.00000,0.86240,1.93660,-30.05640,52.77950,-5.23920,-5.23920,-4.89080,-4.89080,0.72690,3.36130,0.98610,91.27120,545.92110,545.92110,-3.55530,-511.30700,-0.00020,0.0007,-0.0019
2018-09-30,0.31300,0.14790,0.16510,0.14400,,0.16730,-0.00220,-0.00280,-0.00500,-0.00500,-0.00500,,-0.00500,0.01230,-0.00220,11.22720,11.22720,0.00000,0.00000,0.92340,0.34820,6.20590,52.74230,-0.70580,-0.70580,-1.59560,-1.59560,0.89250,8.47920,1.16830,77.03490,-42.11860,-42.11870,-1.42400,-27.45160,0.00100,0.0009,-0.0008
2018-06-30,0.35480,0.14700,0.20770,0.11280,,0.13930,0.06850,-0.00080,0.06770,0.06770,0.06770,,0.06770,0.08620,0.06850,11.27720,11.27720,0.01000,0.01000,0.94610,0.38410,5.28130,58.55430,19.30320,19.30320,19.08530,19.08530,1.05830,4.23760,1.56730,57.42250,455.91530,455.91530,20.19830,280.79460,0.00130,0.0017,0.0007
2018-03-31,0.34460,0.17020,0.17440,0.11460,,0.15850,0.01600,0.00410,0.02000,0.02000,0.02000,,0.02000,0.02860,0.01600,11.42720,11.42720,0.00000,0.00000,0.78010,-0.26650,-1.56440,50.61980,4.62910,4.62910,5.80570,5.80570,0.95720,4.87960,1.38760,64.85870,-37.85310,-37.85310,5.55700,-47.94170,-0.00470,0.00220,0.00150
2017-12-31,0.15570,0.09740,0.05830,0.12420,,0.16570,-0.10740,0.00560,-0.10190,-0.10190,-0.10190,,-0.10190,-0.08730,-0.10740,11.26760,11.26760,,0.00000,0.64820,-0.23800,-1.20340,37.45430,-69.01010,-69.01010,-65.44040,-65.44160,0.64600,3.86300,1.02930,87.43520,139.83400,139.83400,-42.27310,173.11740,-0.00650,-0.0009,-0.0013
2017-09-30,0.31900,0.14870,0.17040,0.11800,,0.13720,0.03310,0.00230,0.03540,0.03540,0.03540,,0.03540,0.04750,0.03310,11.22720,11.22720,0.00000,0.00000,0.96740,0.37070,3.19320,53.39910,10.36570,10.36570,11.09920,11.09920,0.90250,5.11980,1.38100,65.17220,121.98300,121.98300,10.01690,76.76870,0.00260,0.0034,0.0029
2017-06-30,0.21060,0.08880,0.12170,0.11480,,0.14340,-0.02160,0.00250,-0.01910,-0.01910,-0.01910,,-0.01910,0.00220,-0.02160,11.27720,11.27720,0.00000,0.00000,0.82830,1.47890,-15.21160,57.80590,-10.25110,-10.25110,-9.08570,-9.08570,0.72360,2.36540,1.15130,78.17450,299.82740,299.82740,-6.57430,-143.60130,-0.00060,-0.0007,-0.0023
2017-03-31,0.21010,0.10550,0.10450,0.12510,,0.16580,-0.06120,-0.00070,-0.06190,-0.06190,-0.06190,,-0.06190,-0.04780,-0.06120,11.23830,11.23830,-0.01000,-0.01000,0.89920,0.63840,7.98450,49.76630,-29.15360,-29.15360,-29.47630,-29.47630,0.66540,3.05420,1.18560,75.91390,-485.59340,-485.59280,-19.61310,-175.56920,0.00110,-0.00340,-0.00460
2016-12-31,0.31660,0.13620,0.18040,0.11930,,0.19650,-0.01610,0.00020,-0.01580,-0.01580,-0.01580,,-0.01580,-0.00060,-0.01610,10.48410,10.48410,,0.00000,1.00960,0.38950,2.68710,56.97270,-5.07620,-5.07620,-4.99790,-4.99790,0.89100,5.39900,1.53500,58.63300,-39.88760,-39.88760,-4.45300,-24.35280,0.00360,0.0005,-0.0009
2016-09-30,0.23610,0.11360,0.12250,0.11150,,0.13470,-0.01220,0.00040,-0.01190,-0.01190,-0.01190,,-0.01190,0.00490,-0.01220,10.52720,10.52720,0.00000,0.00000,0.92000,0.64440,7.14540,51.88830,-5.18180,-5.18180,-5.02160,-5.02160,0.85890,4.23130,1.56150,57.63750,-76.51700,-76.51700,-4.31330,-27.21240,0.00150,0.0015,0.0002
2016-06-30,0.20000,0.10880,0.09120,0.10110,,0.12470,-0.03350,0.00020,-0.03320,-0.03320,-0.03320,,-0.03320,-0.02070,-0.03350,10.52720,10.52720,0.00000,0.00000,0.98650,0.38720,3.62030,45.59390,-16.74680,-16.74680,-16.62530,-16.62530,0.78680,4.04210,1.40220,64.18560,-121.58270,-121.58270,-13.08130,-74.51030,0.00260,-0.0037,-0.0042
2016-03-31,0.25970,0.12630,0.13330,0.10250,,0.12160,0.01180,0.00030,0.01210,0.01210,0.01210,,0.01210,0.02220,0.01180,10.31290,10.31290,0.00000,0.00000,1.11860,0.24090,1.69810,51.35430,4.54180,4.54180,4.65200,4.65200,0.84820,4.82620,1.83240,49.11620,19.93430,19.93430,3.94590,15.13190,0.00580,0.00480,0.00300
2015-12-31,0.27730,0.11290,0.16440,0.09580,,0.11000,0.05430,0.00020,0.05450,0.05450,0.05450,,0.05450,0.06330,0.05430,10.02720,10.02720,,0.00000,0.89060,1.07540,,59.27380,19.59600,19.59600,19.65590,19.65590,1.15660,5.23070,1.65970,54.22540,,,22.73300,276.88480,-0.00010,0.0014,0.0004
2015-09-30,0.21910,0.11910,0.10000,0.09540,,0.11980,-0.01980,0.00090,-0.01890,-0.01890,-0.01890,,-0.01890,-0.01330,-0.01980,10.02720,10.02720,0.00000,0.00000,0.59620,-0.70210,-1.94030,45.65390,-9.02170,-9.02170,-8.63380,-8.63380,1.47290,9.40860,2.45800,36.61450,33.78820,33.78820,-12.71650,57.51070,-0.00560,0.0005,0
2015-06-30,0.18910,0.10300,0.08610,0.08830,,0.10200,-0.01590,0.00040,-0.01550,-0.01550,-0.01550,,-0.01550,-0.00890,-0.01590,10.02720,10.02720,0.00000,0.00000,0.73030,-2.07200,-3.00730,45.51710,-8.42200,-8.42200,-8.22370,-8.22370,1.03390,8.09350,1.56620,57.46400,41.94500,41.94500,-8.50210,128.85560,-0.00370,0.0004,0.0001
2015-03-31,0.21190,0.09200,0.11990,0.10260,,0.11960,0.00030,-0.00110,-0.00090,-0.00090,-0.00090,,-0.00090,0.00760,0.00030,10.02720,10.02720,0.00000,0.00000,0.77540,5.00470,-5.28850,56.59550,0.11990,0.11990,-0.41670,-0.41670,1.23880,10.72350,1.94690,46.22650,4.10300,4.10300,-0.51630,-16.43100,-0.00210,-0.00100,-0.00120
2014-12-31,0.19410,0.07070,0.12330,0.10400,,0.13020,-0.00680,0.00180,-0.00500,-0.00500,-0.00500,,-0.00500,0.01610,-0.00680,9.95360,9.95360,,0.00000,0.75300,3.53730,-5.62440,63.55820,-3.51710,-3.51710,-2.59830,-2.59830,1.16400,4.94030,2.42010,37.18830,24.43070,24.43070,-3.02430,-61.98670,-0.00210,0.0019,-0.0011
2014-09-30,0.13970,0.05380,0.08600,0.08240,,0.09210,-0.00620,-0.00050,-0.00660,-0.00660,-0.00660,,-0.00660,-0.00350,-0.00620,10.02720,10.02720,0.00000,0.00000,1.01690,0.75660,12.01870,61.51230,-4.42040,-4.42040,-4.75460,-4.75460,0.77120,1.51850,2.01820,44.59360,-67.42440,-67.42450,-3.66660,-16.40980,0.00100,-0.0012,-0.0012
2014-06-30,0.14320,0.05950,0.08370,0.06420,,0.08620,-0.00250,-0.00260,-0.00510,-0.00510,-0.00510,,-0.00510,-0.00120,-0.00250,9.87440,9.87440,0.00000,0.00000,0.88510,2.26000,-11.24330,58.42590,-1.75700,-1.75700,-3.56210,-3.56210,1.09110,3.27330,3.58120,25.13110,56.98160,56.98160,-3.88680,-71.79450,-0.00090,-0.0013,-0.0013
2014-03-31,0.12890,0.07200,0.05690,0.06540,,0.06930,-0.01240,-0.00090,-0.01330,-0.01330,-0.01330,,-0.01330,-0.01120,-0.01240,9.75800,9.75800,0.00000,0.00000,0.56770,-0.50350,-2.20660,44.12740,-9.58790,-9.58790,-10.31860,-10.31860,1.33960,4.26730,4.53780,19.83360,26.52390,26.52390,-13.82310,39.87770,-0.00510,0.00070,0.00070
2013-12-31,0.17770,0.08790,0.08980,0.02360,,0.06760,0.02220,-0.00100,0.02110,0.02110,0.02110,,0.02110,0.02220,0.02220,9.60140,9.60140,,0.00000,0.52230,-0.42480,-1.88300,50.54280,12.48160,12.48160,11.89130,11.89130,1.85640,7.00670,3.02970,29.70550,-35.42220,-35.42220,22.07490,-50.46940,-0.00610,0.0005,0.0005
2013-09-30,0.14180,0.07850,0.06330,0.07330,,0.07340,-0.01000,-0.00120,-0.01120,-0.01120,-0.01120,,-0.01120,-0.01000,-0.01000,9.62540,9.62540,0.00000,0.00000,0.59070,,-1.74540,44.64540,-7.05400,-7.05400,-7.86750,-7.86750,1.89010,,3.07290,29.28880,21.46440,21.46440,-14.87010,21.46440,-0.00530,-0.0034,-0.0034
2013-06-30,0.08240,0.04080,0.04150,0.04750,,0.04750,-0.00600,-0.00110,-0.00700,-0.00700,-0.00700,,-0.00700,-0.00600,-0.00600,9.50000,9.50000,0.00000,0.00000,0.17860,,-0.94170,50.40790,-7.24570,-7.24570,-8.55210,-8.55210,3.65920,,4.99280,18.02600,6.80360,6.80360,-31.29420,6.80360,-0.01090,-0.0006,-0.0006
2013-03-31,0.07340,0.02900,0.04430,0.04990,,0.04990,-0.00560,-0.00060,-0.00620,-0.00620,-0.00620,,-0.00620,-0.00560,-0.00560,9.50000,9.50000,0.00000,0.00000,0.20410,,-1.02080,60.43160,-7.61510,-7.61510,-8.40720,-8.40720,2.96520,,3.72960,24.13120,6.39140,6.39140,-24.92930,6.39140,-0.01020,-0.00020,-0.00020
2012-12-31,0.06390,0.02930,0.03460,0.04280,,0.04280,-0.00820,-0.00070,-0.00920,-0.00920,-0.00920,0.00000,-0.00920,-0.00820,-0.00820,9.50000,9.50000,,0.00000,0.19450,,-1.01300,53.67760,-12.83260,-12.83260,-14.39750,-14.39750,2.92970,,4.41940,20.36480,10.18580,10.18580,-42.18060,10.18580,-0.00950,-0.0001,-0.0001
2012-09-30,0.08970,0.03220,0.05750,0.05350,,0.05350,0.00390,-0.00090,0.00300,0.00300,0.00300,,0.00300,0.00390,0.00390,9.50000,9.50000,0.00000,0.00000,,,,64.11830,4.39700,4.39700,3.34960,3.34960,,,,,,,,,,-0.0003,-0.0003
2012-06-30,0.07920,0.03570,0.04360,0.03510,,0.03500,0.00850,-0.00080,0.00760,0.00760,0.00760,,0.00760,0.00850,0.00850,9.50000,9.50000,0.00000,0.00000,,,,54.99310,10.70320,10.70320,9.64540,9.64540,,,,,,,,,,0.0007,0.0007
2012-03-31,0.07630,0.03390,0.04230,0.05560,,0.05560,-0.01320,-0.00080,-0.01410,-0.01410,-0.01410,,-0.01410,-0.01320,-0.01320,8.50000,8.50000,0.00000,0.00000,,,,55.53600,-17.33660,-17.33660,-18.43290,-18.43290,,,,,,,,,,-0.00210,-0.00210
2011-12-31,,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,,,0,0
