Date,revenue,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,long-term-debt-capital,debt-equity-ratio,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,964.66900,964.66900,16.45800,4.32200,951.52500,-204.58400,746.94200,2.46100,744.48100,744.48100,732.89800,965.11300,951.52500,1046.62700,1048.33800,0.70000,0.70000,0.38700,0.63130,98.63750,98.63750,77.42990,75.97400,0.02150,2.80690,2.80690,1.65740,1.72070,25.32830,0.5467,0.5454
2024-06-30,957.00300,957.00300,15.76800,16.60500,956.84800,-200.86100,755.98700,3.23400,752.75300,752.75300,741.30200,969.03500,956.84800,1042.65100,1042.96000,0.71000,0.71000,0.39030,0.64020,99.98380,99.98380,78.99530,77.46080,0.02150,2.88120,2.88120,1.69120,1.75660,25.04510,0.5894,0.5878
2024-03-31,951.48100,951.48100,16.19200,-133.04600,801.11000,-199.74500,601.36500,1.56200,599.80300,599.80300,590.01600,812.64300,801.11000,1042.40500,1043.31200,0.57000,0.57000,0.39290,0.64730,84.19610,84.19610,63.20310,62.01030,0.02150,2.32310,2.32310,1.35830,1.41030,24.75090,0.52120,0.51890
2023-12-31,931.86500,931.86500,15.25600,32.16500,947.18800,-197.23800,749.95000,-9.77100,759.72100,759.72100,747.76900,959.48200,947.18810,1014.51300,1015.77700,0.72000,0.71000,0.39460,0.65180,101.64430,101.64430,80.47840,80.24440,0.02110,2.96100,2.96100,1.72430,1.79260,24.60700,0.5641,0.562
2023-09-30,904.31800,904.31800,14.42200,-124.07400,764.81100,-198.70800,566.10300,0.64400,565.45900,565.45900,556.32900,777.00800,764.81100,1012.98700,1013.59000,0.55000,0.55000,0.40490,0.68030,84.57320,84.57320,62.60000,61.51920,0.02110,2.30460,2.30460,1.32020,1.37150,24.12970,0.5389,0.5383
2023-06-30,898.15800,898.15800,14.92000,15.46300,897.81400,-194.33400,703.48000,1.89900,701.58100,701.58100,690.70200,909.28900,897.81400,1006.89400,1007.96800,0.69000,0.69000,0.40840,0.69020,99.96170,99.96170,78.32480,76.90210,0.02130,2.91300,2.91300,1.66050,1.72340,23.90700,0.5241,0.5299
2023-03-31,877.64700,877.64700,15.00500,-134.81000,727.01790,-198.07000,528.94800,1.08700,527.86100,527.86100,518.74000,741.47300,727.01790,1001.52700,1003.83100,0.52000,0.52000,0.41230,0.70140,82.83720,82.83720,60.26890,59.10580,0.02100,2.22970,2.22970,1.26120,1.31050,23.57540,0.52000,0.51910
2022-12-31,769.90600,769.90600,15.02900,3.58800,757.65400,-141.78000,615.87390,1.03200,614.84190,614.84190,604.05300,762.72900,757.65410,877.50840,879.67580,0.64000,0.64000,0.38130,0.61640,98.40860,98.40870,79.99340,78.45800,0.02050,2.75840,2.75840,1.63630,1.70650,23.14420,0.6996,0.6987
2022-09-30,751.54300,751.54300,12.06300,-257.75800,480.90600,-143.61100,337.29500,0.41700,336.87800,336.87800,330.90500,486.01200,480.90600,962.57370,964.13430,0.34000,0.34000,0.38360,0.62240,63.98920,63.98920,44.88030,44.03010,0.02010,1.52690,1.52690,0.90300,0.94120,22.90780,0.4487,0.4483
2022-06-30,662.62300,662.62300,11.78200,-589.96200,60.10000,-117.21400,-57.11400,1.02700,-58.14100,-58.14100,-57.70600,68.71100,60.10000,896.54590,896.54590,-0.06000,-0.06000,0.38290,0.62050,9.07000,9.07000,-8.61940,-8.70870,0.01780,-0.26290,-0.26290,-0.15590,-0.16220,22.96240,0.6275,0.6273
