Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,1739.00000,1325.00000,414.00000,130.00000,98.00000,229.00000,185.00000,10.00000,195.00000,17.00000,178.00000,178.00000,177.00000,581.00000,185.00000,552.00000,555.00000,0.32000,0.32000,2.42310,0.16050,0.24600,23.80680,10.63830,10.63830,11.21330,10.17830,0.09610,0.73530,1.31440,68.47040,1.53690,1.61380,0.98320,1.29010,20.95700,0.6815,0.4832
2024-06-30,1632.00000,1237.00000,395.00000,121.00000,114.00000,240.00000,155.00000,12.00000,167.00000,12.00000,155.00000,155.00000,155.00000,557.00000,155.00000,554.00000,557.00000,0.28000,0.28000,2.21590,0.15870,0.24360,24.20340,9.49750,9.49750,10.23280,9.49750,0.09100,0.69260,1.44810,62.15070,1.37180,1.43020,0.86460,1.15400,20.47750,0.7232,0.5683
2024-03-31,1549.00000,1156.00000,393.00000,124.00000,122.00000,246.00000,147.00000,8.00000,155.00000,21.00000,134.00000,134.00000,133.00000,539.00000,147.00000,555.00000,558.00000,0.24000,0.24000,2.17730,0.18180,0.27440,25.37120,9.49000,9.49000,10.00650,8.58620,0.08390,0.69350,1.30170,69.14140,1.18620,1.23890,0.72610,0.97050,20.33750,0.87460,0.52330
2023-12-31,1854.00000,1329.00000,525.00000,105.00000,87.00000,222.00000,303.00000,-4.00000,299.00000,21.00000,278.00000,278.00000,277.00000,676.00000,303.00000,552.00000,556.00000,0.51000,0.49000,2.04160,0.16170,0.24700,28.31720,16.34300,16.34300,16.12730,14.94070,0.10270,0.89370,1.30560,68.93200,2.49310,2.58360,1.54070,2.08990,20.14460,1.2302,0.7248
2023-09-30,1852.00000,1323.00000,529.00000,108.00000,143.00000,268.00000,261.00000,-18.00000,243.00000,-6.00000,249.00000,249.00000,249.00000,627.00000,261.00000,553.00000,556.00000,0.45000,0.45000,2.11320,0.18560,0.25100,28.56370,14.09290,14.09290,13.12100,13.44490,0.10380,0.87670,1.31910,68.22890,2.29900,2.38280,1.39540,1.87230,19.57890,0.7482,0.2015
2023-06-30,1845.00000,1313.00000,532.00000,106.00000,132.00000,257.00000,275.00000,-10.00000,265.00000,28.00000,237.00000,237.00000,240.00000,615.00000,275.00000,552.00000,556.00000,0.43000,0.43000,1.97960,0.19130,0.26320,28.83470,14.90520,14.90520,14.36310,13.00810,0.10360,0.87300,1.49760,60.09760,2.24130,2.32510,1.33030,1.81260,19.13250,0.9804,0.2816
2023-03-31,1841.00000,1326.00000,515.00000,109.00000,111.00000,225.00000,290.00000,-13.00000,277.00000,23.00000,254.00000,254.00000,254.00000,633.00000,290.00000,550.00000,555.00000,0.46000,0.46000,1.94400,0.18310,0.24400,27.97390,15.75230,15.75230,15.04620,13.79690,0.10330,0.93180,1.42050,63.35690,2.46430,2.46430,1.42580,2.01320,18.67950,0.86310,-0.58740
2022-12-31,2101.00000,1479.00000,622.00000,110.00000,130.00000,334.00000,288.00000,388.00000,676.00000,8.00000,668.00000,668.00000,668.00000,691.00000,288.00000,539.00000,552.00000,1.24000,1.20000,1.72670,0.20430,0.28670,29.60500,13.70780,13.70780,32.17520,31.79440,0.11780,1.10460,1.41290,63.69820,6.70680,6.96050,3.74420,5.33630,18.18330,0.8965,-1.0086
2022-09-30,2074.00000,1464.00000,610.00000,124.00000,129.00000,253.00000,357.00000,-2.00000,355.00000,19.00000,336.00000,336.00000,337.00000,745.00000,357.00000,543.00000,553.00000,0.62000,0.61000,1.45120,0.17840,0.24400,29.41180,17.21310,17.21310,17.11670,16.24880,0.12050,1.09090,1.77420,50.72810,3.70000,3.70000,1.95260,3.03990,,1.2135,0.1675
2022-06-30,1993.00000,1455.00000,538.00000,120.00000,121.00000,241.00000,297.00000,-3.00000,294.00000,30.00000,264.00000,264.00000,264.00000,701.00000,297.00000,535.00000,550.00000,0.49000,0.48000,1.66250,0.18060,0.25060,26.99450,14.90220,14.90220,14.75160,13.24640,0.12310,1.15290,1.59820,56.31210,3.04920,3.04920,1.63020,2.49860,16.02910,1.1044,-0.3135
2022-03-31,1940.00000,1471.00000,469.00000,128.00000,116.00000,244.00000,225.00000,-18.00000,207.00000,29.00000,178.00000,178.00000,179.00000,625.00000,225.00000,532.00000,549.00000,0.34000,0.33000,1.70450,0.20600,0.30700,24.17530,11.59790,11.59790,10.67010,9.22680,0.12200,1.24140,1.68400,53.44330,2.13450,2.23230,1.11940,1.69490,15.67940,1.53920,0.44080
2021-12-31,1847.00000,1464.00000,383.00000,129.00000,168.00000,297.00000,86.00000,-19.00000,67.00000,25.00000,42.00000,42.00000,43.00000,495.00000,86.00000,506.00000,506.00000,0.10000,0.10000,1.67280,0.19990,0.30360,20.73630,4.65620,4.65620,3.62750,2.32810,0.12290,1.30600,1.50040,59.98380,0.52280,0.54860,0.27950,0.41830,15.10400,2.306,0.8995
2021-09-30,1700.00000,1400.00000,300.00000,114.00000,134.00000,248.00000,52.00000,-25.00000,27.00000,22.00000,5.00000,5.00000,6.00000,460.00000,52.00000,500.00000,512.00000,0.01000,0.01000,1.30200,0.24190,0.39080,17.64710,3.05880,3.05880,1.58820,0.35290,0.13440,1.29870,1.60530,56.06470,0.07690,0.07690,0.03950,0.05830,,2.1407,1.4794
2021-06-30,1620.00000,1389.00000,231.00000,132.00000,202.00000,334.00000,-103.00000,-51.00000,-154.00000,20.00000,-174.00000,-174.00000,-173.00000,297.00000,-103.00000,500.00000,500.00000,-0.35000,-0.35000,1.40160,0.23820,0.38170,14.25930,-6.35800,-6.35800,-9.50620,-10.67900,0.13070,1.38170,1.37760,65.32960,-2.51000,-2.69300,-1.40360,-1.91220,12.96530,0.868,0.512
2021-03-31,1418.00000,1319.00000,99.00000,103.00000,91.00000,194.00000,-95.00000,-21.00000,-116.00000,11.00000,-127.00000,-127.00000,-126.00000,273.00000,-95.00000,500.00000,500.00000,-0.25000,-0.25000,,,,6.98170,-6.69960,-6.69960,-8.18050,-8.88580,,,,,,,,,,0.29600,-0.13200
2020-12-31,,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,,,0,0
2020-09-30,1091.00000,1225.00000,-134.00000,117.00000,99.00000,216.00000,-350.00000,1.00000,-349.00000,-56.00000,-293.00000,-293.00000,-293.00000,-1607.42900,-350.00000,500.00000,500.00000,-0.58000,-0.58000,,,,-12.28230,-32.08070,-32.08070,-31.98900,-26.85610,,,,,,,,,,0,0
2020-06-30,,,,0.00000,,,,,0.00000,0.00000,,0.00000,,,,,,,0.00000,,,,,,,,,,,,,,,,,,0,0
2019-12-31,,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,,,0,0
2018-12-31,,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,,,0,0
