Date,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,0.81180,0.64870,-0.68130,-2.14180,0.31290,-1.82890,-1.82890,-1.82890,-1.82890,-1.89160,-2.14180,39.80700,39.80700,-0.05000,-0.05000,0.39670,0.02920,0.34200,-36.70740,-36.70740,-20.42110,-35.63460,0.12470,-0.0426,-0.0426
2024-06-30,0.39880,1.31470,-1.11460,-2.82810,-0.20720,-3.03530,-3.03530,-3.03530,-3.03530,-2.57790,-2.82810,37.56900,37.56900,-0.08000,-0.08000,0.54910,-0.93710,-5.49550,978.97520,978.95400,-72.29730,1896.38000,-0.00780,-0.0349,-0.0349
2024-03-31,0.77710,0.71480,-1.43050,-2.92240,-0.07900,-3.00140,-3.00140,-3.00140,-3.00140,-2.52220,-2.92240,35.54500,35.54500,-0.08000,-0.08000,0.32080,-0.15140,-2.04930,263.13190,263.13310,-77.07090,302.97620,-0.03130,-0.05350,-0.05350
2023-12-31,1.01330,1.88940,-0.46320,-3.36600,-0.38960,-3.75560,-3.75560,-3.75560,-3.75560,-3.11570,-3.36600,25.69000,25.69000,-0.04000,-0.04000,0.58540,0.15560,1.38210,-461.39460,-461.39520,-82.15960,-389.59860,0.02300,-0.0737,-0.0737
2023-09-30,5.07290,0.77720,-2.05110,-7.90120,1.55070,-6.35050,-6.35050,-6.35050,-6.35050,-7.65090,-7.90120,26.65000,26.65000,-0.24000,-0.24000,0.72510,0.07340,0.70000,-335.49450,696.86540,-135.96260,-310.86090,0.05740,-0.0436,-0.0436
2023-06-30,0.46660,0.67010,-2.54820,-3.68500,0.48240,-3.20260,-3.20260,-3.20260,-3.20260,-3.43470,-3.68500,21.80900,21.80900,-0.15000,-0.15000,1.24790,0.07110,1.19870,-163.36150,292.81920,-44.75620,-151.75070,0.08040,-0.0806,-0.0806
2023-03-31,0.11530,0.62150,-5.80210,-6.53900,-1.41890,-7.95780,-7.95780,-7.95780,-7.95780,-6.28860,-6.53900,20.08400,20.08400,-0.40000,-0.40000,0.94100,0.15050,2.36290,-940.19340,323.78390,-133.91890,-798.65280,0.04040,-0.08390,-0.08390
2022-12-31,,-27.89490,,-3.09910,0.15610,-2.94300,-2.94300,-2.94300,-2.94300,-2.84870,-3.21930,14.29600,14.29600,0.06000,0.06000,1.81430,0.03260,0.44910,-66.08490,-66.08490,-37.17910,-63.93160,0.22760,-0.046,-0.046
2022-09-30,0.02090,5.49140,,-5.56870,-0.08000,-5.64870,-5.64870,-5.64870,-5.64870,-5.26190,-5.51230,13.45600,13.45600,-0.42000,-0.42000,0.01630,,-0.10820,123.78800,123.78810,-16.96350,123.78800,-2.43370,-0.0719,-0.0719
2022-06-30,,9.74900,,-9.81290,0.01000,-9.80280,-9.80280,-9.80280,-9.80280,-9.49870,-9.74900,13.02200,13.02200,-0.75000,-0.75000,0.12960,-0.08240,-0.07620,246.36610,246.36620,-29.60510,266.67340,-2.12210,-0.0769,-0.0769
2022-03-31,,15.71530,,-15.71530,-3.46440,-19.17970,-19.17970,-19.17970,-19.17970,-15.46500,-15.71530,12.60600,12.60600,-1.52000,-1.52000,0.59590,,,535.64480,535.64490,-25.24230,535.64480,-1.90970,-0.07630,-0.07630
