Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-12-31,13926.00000,8304.00000,5622.00000,,-65.00000,2233.00000,3389.00000,-1343.00000,2046.00000,370.00000,1676.00000,1676.00000,1466.00000,5557.00000,3389.00000,143.06100,145.36400,10.30000,10.11000,0.31390,0.82550,4.82090,40.37050,24.33580,24.33580,14.69190,10.52710,0.09280,4.49660,20.01510,8.50460,-2.13760,1.11720,1.48430,138.83450,23.6436,2.698
2024-09-30,13795.00000,8294.00000,5501.00000,,-21.00000,2166.00000,3335.00000,-1455.00000,1880.00000,406.00000,1474.00000,1474.00000,1280.00000,5480.00000,3335.00000,142.30900,145.05900,8.99000,8.82000,0.34130,0.83960,5.33470,39.87680,24.17540,24.17540,13.62810,9.27870,0.09240,4.49790,20.00940,8.16440,-1.83750,0.98680,1.30940,126.96560,26.8717,9.2417
2024-06-30,13685.00000,8173.00000,5512.00000,,-79.00000,2249.00000,3263.00000,-1413.00000,1850.00000,427.00000,1423.00000,1423.00000,1231.00000,5433.00000,3263.00000,143.33000,144.91500,8.58000,8.49000,0.38530,0.85370,5.83730,40.27770,23.84360,23.84360,13.51850,8.99530,0.09210,4.56170,19.72960,8.51380,-1.74140,0.95750,1.24520,117.09320,26.8492,6.9348
2024-03-31,13679.00000,8396.00000,5283.00000,,38.00000,2152.00000,3131.00000,-1405.00000,1726.00000,446.00000,1280.00000,1280.00000,1106.00000,5321.00000,3131.00000,144.51000,146.64300,7.66000,7.55000,0.40230,0.86260,6.27740,38.62120,22.88910,22.88910,12.61790,8.08540,0.09240,4.55360,19.76460,8.20200,-1.54280,0.86460,1.12700,108.35240,21.90350,2.87090
2023-12-31,13711.00000,8290.00000,5421.00000,,34.00000,2154.00000,3267.00000,-1632.00000,1635.00000,406.00000,1229.00000,1229.00000,1058.00000,5455.00000,3267.00000,149.20800,151.96600,7.23000,7.04000,0.31270,0.86680,6.64340,39.53760,23.82760,23.82760,11.92470,7.71640,0.09310,4.62430,19.46250,8.35030,-1.46150,0.83500,1.11230,101.34620,25.3918,6.5791
2023-09-30,13584.00000,8299.00000,5285.00000,,-29.00000,2159.00000,3126.00000,-1321.00000,1805.00000,369.00000,1436.00000,1436.00000,1255.00000,5256.00000,3126.00000,149.00400,152.01900,8.42000,8.25000,0.32600,0.86660,6.63310,38.90610,23.01240,23.01240,13.28770,9.23880,0.09260,4.63300,19.42580,9.73960,-1.70330,0.97900,1.29900,99.67550,25.9318,6.4638
2023-06-30,13659.00000,8305.00000,5354.00000,,58.00000,2114.00000,3240.00000,-1383.00000,1857.00000,444.00000,1413.00000,1413.00000,1223.00000,5412.00000,3240.00000,150.09200,151.97600,8.15000,8.05000,0.32810,0.87250,6.98440,39.19760,23.72060,23.72060,13.59540,8.95380,0.09380,4.76920,18.87110,10.07340,-1.65720,0.97040,1.28460,93.71890,22.0087,3.1962
2023-03-31,13653.00000,8511.00000,5142.00000,,-10.00000,2216.00000,2926.00000,-1369.00000,1557.00000,374.00000,1183.00000,1183.00000,1021.00000,5132.00000,2926.00000,151.43800,153.53800,6.74000,6.65000,0.33220,0.88150,7.59360,37.66210,21.43120,21.43120,11.40410,7.47820,0.09420,4.78880,18.79370,9.16910,-1.36750,0.81660,1.08660,85.68490,21.64290,5.59470
2022-12-31,13674.00000,8302.00000,5372.00000,,-140.00000,2332.00000,3040.00000,-1236.00000,1804.00000,419.00000,1385.00000,1385.00000,1196.00000,5232.00000,3040.00000,161.50100,164.43400,7.78000,7.66000,0.33290,0.88450,7.77780,39.28620,22.23200,22.23200,13.19290,8.74650,0.09460,4.68130,19.22550,11.03670,-1.58920,0.95830,1.27480,82.20710,21.4299,4.5998
2022-09-30,13550.00000,8247.00000,5303.00000,,-202.00000,2379.00000,2924.00000,-1197.00000,1727.00000,360.00000,1367.00000,1367.00000,1185.00000,5101.00000,2924.00000,157.97100,160.63800,7.51000,7.38000,0.32380,0.88550,7.85680,39.13650,21.57930,21.57930,12.74540,8.74540,0.09430,4.76940,18.87010,11.06880,-1.55960,0.95150,1.26740,79.33350,25.1625,9.2111
2022-06-30,13598.00000,8193.00000,5405.00000,,62.00000,2178.00000,3227.00000,-1030.00000,2197.00000,489.00000,1708.00000,1708.00000,1471.00000,5467.00000,3227.00000,164.05000,167.09100,8.96000,8.80000,0.32800,0.87490,7.10430,39.74850,23.73140,23.73140,16.15680,10.81780,0.09490,4.89310,18.39320,12.63970,-1.96830,1.19230,1.58180,84.11190,23.2738,9.6773
2022-03-31,13200.00000,8134.00000,5066.00000,,-1.00000,2295.00000,2771.00000,-1037.00000,1734.00000,345.00000,1389.00000,1389.00000,1203.00000,5065.00000,2771.00000,170.68800,174.50000,7.05000,6.90000,0.39600,0.85050,5.97230,38.37880,20.99240,20.99240,13.13640,9.11360,0.09170,5.21740,17.25000,8.71170,-1.64060,0.96490,1.30270,94.98510,20.89970,10.25790
2021-12-31,13212.00000,7931.00000,5281.00000,,-45.00000,2325.00000,2956.00000,-898.00000,2058.00000,224.00000,1834.00000,1834.00000,1610.00000,5236.00000,2956.00000,183.66900,193.04300,8.95000,8.57000,0.28620,0.82990,5.04300,39.97120,22.37360,22.37360,15.57680,12.18590,0.09270,5.12290,17.56810,10.10130,-2.21470,1.28710,1.71850,105.10530,19.9375,10.109
2021-09-30,13146.00000,7958.00000,5188.00000,,9.00000,2261.00000,2927.00000,-1173.00000,1754.00000,347.00000,1407.00000,1407.00000,1217.00000,5197.00000,2927.00000,181.92500,187.16600,6.69000,6.50000,0.28590,0.79860,4.10540,39.46450,22.26530,22.26530,13.34250,9.25760,0.09230,4.97010,18.10820,6.53630,-1.76380,0.98740,1.31620,120.06180,25.254,14.1276
2021-06-30,12802.00000,7882.00000,4920.00000,,9.00000,2345.00000,2575.00000,-1136.00000,1439.00000,281.00000,1158.00000,1158.00000,1020.00000,4929.00000,2575.00000,185.91700,199.07700,5.48000,5.29000,0.46640,0.78310,3.65210,38.43150,20.11400,20.11400,11.24040,7.96750,0.08890,4.95630,18.15890,4.80780,-1.49270,0.80400,1.04280,131.02890,20.7097,10.9591
2021-03-31,12522.00000,7711.00000,4811.00000,,-302.00000,2743.00000,2068.00000,-931.00000,1137.00000,216.00000,921.00000,921.00000,807.00000,4509.00000,2068.00000,191.40500,205.87300,4.22000,4.11000,0.36940,0.75530,3.12300,38.42040,16.51490,16.51490,9.08000,6.44470,0.08730,5.22840,17.21370,3.38840,-1.23000,0.64210,0.82930,144.06940,18.22000,9.37470
2020-12-31,12624.00000,7718.00000,4906.00000,,-35.00000,2444.00000,2462.00000,-807.00000,1655.00000,254.00000,1401.00000,1401.00000,1246.00000,4871.00000,2462.00000,203.31600,209.27300,6.21000,6.01000,0.39580,0.72970,2.73280,38.86250,19.50250,19.50250,13.11000,9.87010,0.08750,4.97200,18.10120,4.62670,-1.94020,0.97150,1.25060,156.30440,19.6945,9.904
2020-09-30,12039.00000,7483.00000,4556.00000,,-14.00000,2384.00000,2172.00000,-1063.00000,1109.00000,177.00000,932.00000,932.00000,814.00000,4542.00000,2172.00000,202.82700,208.72200,4.01000,3.90000,0.39590,0.69810,2.36300,37.84370,18.04140,18.04140,9.21170,6.76140,0.08350,5.82160,15.45980,2.76460,-1.34650,0.64640,0.83470,158.12090,17.8894,8.0746
2020-06-30,11696.00000,7297.00000,4399.00000,,-2.00000,2430.00000,1969.00000,-927.00000,1042.00000,166.00000,876.00000,876.00000,766.00000,4397.00000,1969.00000,205.77700,210.90700,3.72000,3.63000,0.52120,0.68090,2.15290,37.61120,16.83480,16.83480,8.90900,6.54920,0.08060,5.86560,15.34370,2.40650,-1.30820,0.60360,0.76800,177.65340,16.8691,7.9074
2020-03-31,11738.00000,7432.00000,4306.00000,,-7.00000,2504.00000,1802.00000,-1306.00000,496.00000,29.00000,467.00000,467.00000,396.00000,4299.00000,1802.00000,207.83100,212.81100,1.91000,1.86000,0.43580,0.67070,2.17010,36.68430,15.35190,15.35190,4.22560,3.37370,0.08010,5.61360,16.03250,1.27170,-0.69590,0.31870,0.41880,177.86750,15.13080,8.26560
