Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,4.44800,1.56500,2.88300,11.89000,20.18200,32.07200,-29.18900,6.03400,-23.15500,-23.15500,-23.15500,-23.15500,-28.57900,-29.18900,78.31700,78.31700,-0.30000,-0.30000,6.33050,,,64.81560,-656.22750,-656.22750,-520.57100,-520.57100,0.01760,41.18420,1.05850,85.02250,-20.95130,-22.39450,-9.15630,-20.95130,1.30720,-0.3053,-0.3271
2024-06-30,3.65900,1.49300,2.16600,9.42000,19.94300,29.36300,-27.19700,-0.74500,-27.94200,-27.94200,-27.94200,-27.94200,-26.61700,-27.19700,76.43600,76.43600,-0.37000,-0.37000,6.08010,,,59.19650,-743.29060,-743.29060,-763.65130,-763.65120,0.02060,0.20700,1.12620,79.91530,-44.54900,-50.32870,-15.75430,-44.54900,0.82080,-0.292,-0.3087
2024-03-31,2.97200,1.46700,1.50500,10.05700,20.24900,30.30600,-28.80100,-12.12700,-40.92800,-40.92800,-40.92800,-40.92800,-28.31200,-28.80100,75.39400,75.39400,-0.54000,-0.54000,7.65960,,,50.63930,-969.07820,-969.07820,-1377.12000,-1377.12000,0.01510,0.41710,1.15640,77.82640,-47.44730,-51.82010,-20.76340,-47.44730,1.13070,-0.32980,-0.33810
2023-12-31,4.53100,0.99300,3.53800,12.82900,17.14500,29.97400,-26.43600,-1.01400,-27.45000,-27.45000,-27.45000,-27.45000,-25.93000,-26.43600,64.99300,64.99300,-0.43000,-0.43000,4.84630,,,78.08430,-583.44710,-583.44710,-605.82620,-605.82630,0.03830,,1.11570,80.66430,-58.04240,-68.69370,-23.19740,-58.04240,0.68910,-0.2451,-0.2482
2023-09-30,3.67800,0.57000,3.10800,7.44000,10.55900,17.99900,-14.89100,-0.89900,-15.79000,-15.79000,-15.79000,-15.79000,-14.37700,-14.89100,64.85600,64.85600,-0.24000,-0.24000,6.82630,0.00190,0.00410,84.50250,-404.86680,-404.86680,-429.30940,-429.30940,0.03290,,1.10190,81.68030,-32.89170,-38.88010,-14.14360,-32.82950,0.73970,-0.178,-0.1853
2023-06-30,4.78600,0.67100,4.11500,17.69500,9.24500,26.94000,-22.82500,-0.69200,-23.51700,-23.51700,-23.51700,-23.51700,-22.23600,-22.82500,64.78800,64.78800,-0.36000,-0.36000,4.76490,0.00190,0.00370,85.97990,-476.91190,-476.91190,-491.37070,-491.37070,0.03940,,1.16870,77.00580,-38.77050,-44.20490,-19.34010,-38.69520,0.93690,-0.0856,-0.0894
2023-03-31,4.49300,0.65400,3.83900,5.27800,7.79300,13.07100,-9.23200,-2.51300,-11.74500,-11.74500,-11.74500,-11.74500,-8.66300,-9.23200,64.65600,64.65600,-0.18000,-0.18000,14.61730,0.00180,0.00300,85.44400,-205.47520,-205.47520,-261.40660,-261.40660,0.03490,,1.08760,82.74870,-14.38580,-15.85090,-9.11020,-14.36030,1.26170,-0.13080,-0.13640
2022-12-31,5.36000,0.69400,4.66600,4.97600,6.18700,11.16300,-6.49700,-0.03600,-6.53300,-6.53300,-6.53300,-6.53300,-5.93100,-6.49700,60.95900,60.95900,-0.08000,-0.08000,11.34220,0.18150,0.22370,87.05220,-121.21260,-121.21260,-121.88420,-121.88440,0.04150,,1.06840,84.24070,-7.22500,-7.89080,-5.05660,-5.91370,1.40150,-0.0969,-0.105
2022-09-30,3.16500,0.74000,2.42500,4.51200,6.74400,11.25600,-8.83100,-0.26100,-9.09200,-9.09200,-9.09200,-9.09200,-7.70300,-8.83100,64.45900,64.45900,-0.14000,-0.14000,13.81470,0.17340,0.21220,76.61930,-279.02050,-279.02050,-287.26700,-287.26700,0.02390,,1.00920,89.17540,-9.56710,-10.41240,-6.85840,-7.90800,1.47430,-0.0792,-0.0807
2022-06-30,3.91800,0.73100,3.18700,5.21900,6.93800,12.15700,-8.97000,-0.47700,-9.44700,-9.44700,-9.44700,-9.44700,-7.96400,-8.97000,62.17900,62.17900,-0.15000,-0.15000,15.86950,0.16260,0.19690,81.34250,-228.94330,-228.94330,-241.11790,-241.11790,0.02820,,1.04400,86.20980,-9.25210,-10.03260,-6.79240,-7.74760,1.58680,-0.1065,-0.1065
