Date,revenue,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,,,2.13700,1.45600,-3.59300,0.10600,-3.48700,-3.48700,-3.48700,-3.48700,-3.59200,-3.59300,1.50000,1.50000,-2.32000,-2.32000,3.30850,,0.03560,,,,,,,,,-52.78530,-52.76940,-37.35000,-52.76940,5.51130,-1.1024,-1.1024
2024-06-30,,,2.62800,1.58300,-4.21100,0.13100,-4.08000,-4.08000,-4.08000,-4.08000,-4.21000,-4.21100,1.22800,1.22800,-3.32000,-3.32000,4.34130,,0.03510,,,,,,,,,-41.01740,-41.00910,-31.69920,-41.00910,10.29920,-1.2983,-1.2983
2024-03-31,,,2.21400,1.45900,-3.67300,0.14600,-3.52700,-3.52700,-3.52700,-3.52700,-3.67200,-3.67300,0.76800,0.76800,-4.59000,-4.59000,4.86950,,,,,,,,,,,-35.05270,-35.04570,-27.87700,-35.04570,11.82610,-4.14060,-4.14060
2023-12-31,,,1.37100,1.55800,-3.15400,0.18300,-2.97100,-2.97100,-2.97100,-2.95500,-3.15400,-3.15400,0.45620,0.45620,-3.54650,-3.54650,5.15390,,0.01400,,,,,,,,,-26.26650,-26.26180,-21.14290,-26.26180,18.30580,-7.286,-7.2865
2023-09-30,,,2.10400,1.67400,-3.77800,0.18200,-3.59600,-3.59600,-3.59600,-3.61200,-3.77700,-3.77800,0.49000,0.49000,-7.38000,-7.38000,6.14040,,0.01840,,,,,,,,,-25.53980,-25.53620,-21.06990,-25.53620,22.92090,-3.7401,-3.739
2023-06-30,,,2.17700,1.43200,-3.60900,0.21600,-3.39300,-3.39300,-3.39300,-3.39300,-3.60700,-3.60900,0.42800,0.42800,-7.93000,-7.93000,7.45650,,0.02600,,,,,,,,,-21.47740,-21.47470,-18.55110,-21.47470,34.58630,-1.1331,-1.1424
2023-03-31,0.25000,0.25000,1.24100,1.53800,-2.52900,0.18900,-2.34000,-2.34000,-2.34000,-2.34000,-2.52800,-2.52900,0.28800,0.28800,-8.13000,-8.13000,10.88140,,,100.00000,-1011.60000,-1011.60000,-936.00010,-935.99990,0.01640,1.00000,90.00000,-17.02440,-17.02190,-15.33220,-17.02190,45.15820,-12.24310,-12.24310
2022-12-31,,,2.34300,1.50500,-3.84800,0.12800,-3.72000,-3.72000,-3.72000,-3.72000,-3.84600,-3.84800,0.05870,0.05870,94.45280,94.45280,4.89140,,0.00710,,,,,,,,,-29.81490,-29.81010,-23.59960,-29.81010,63.55010,-72.8551,-73.0254
2022-09-30,,,1.92800,2.07500,-4.41300,0.42200,-3.99100,-3.99100,-3.99100,-3.99100,-4.41300,-4.41300,0.06500,0.06500,-61.46930,-61.46930,4.31480,,0.02830,,,,,,,,,-32.11300,-32.10780,-24.53580,-32.10780,120.88530,104.25,104.25
2022-06-30,,,1.31700,2.25500,-3.57200,1.22800,-2.34400,-2.34400,-2.34400,-2.34400,-3.57200,-3.57200,0.02710,0.02710,-86.50680,-86.50680,2.59270,,0.14510,,,,,,,,,-55.69020,-55.66370,-30.02820,-55.66370,144.27200,-84.8362,-84.8362
2022-03-31,,,0.95900,2.92900,-3.88800,-0.31700,-4.20500,-4.20500,-4.20500,-4.20500,-3.88700,-3.88800,0.02160,0.02160,-194.30290,-194.30290,4.43030,,,,,,,,,,,-87.78700,-87.75040,-50.35930,-87.75040,197.01660,-174.17220,-174.17220
2021-12-31,,,0.80000,3.22600,-4.02600,5.09900,1.07300,1.07300,1.07300,1.07300,-4.02600,-4.02600,0.01240,0.01250,1320.09000,1300.75000,4.60980,,0.01180,,,,,,,,,14.57290,14.56890,8.57580,14.56890,387.43790,-458.8683,-458.8683
2021-09-30,,,0.62400,2.39200,-3.01600,11.10300,8.08700,8.08700,8.08700,8.08700,-3.01600,-3.01600,0.01610,0.01620,314.84260,314.84260,5.51100,,0.14490,,,,,,,,,206.40640,206.30100,49.69280,206.30100,227.26460,23.0843,23.0843
2021-06-30,,,0.31400,2.42700,-32.85800,1.11200,-31.74600,-31.74600,-31.74600,-31.74600,-32.85700,-32.85800,0.01180,0.01200,-2691.15500,-3073.46300,3.82470,,-0.12080,,,,,,,,,336.07860,336.15000,-212.36200,336.15000,-621.05980,-410.955,-410.955
2021-03-31,,,0.69200,1.26200,-1.95400,-2.07600,-4.03000,-4.03000,-4.03000,-4.03000,-1.95300,-1.95400,0.00370,0.00370,-1086.95700,-1086.95700,8.62680,,,,,,,,,,,-52.15620,-53.11610,-45.20510,-52.14270,2009.60700,-337.66900,-337.66900
2020-12-31,,,1.34010,2.30340,-3.64350,4.58380,0.93420,0.93420,0.93420,0.94720,-3.64250,-3.64950,0.00370,0.00370,2391.30400,2391.30400,0.11090,-0.01340,-0.16070,,,,,,,,,-5.62710,-13.15990,30.94460,-13.33640,-1917.69000,-418.6336,-418.9039
2020-09-30,,,0.41200,1.40400,-1.81600,-0.02700,-1.84300,-1.84300,-1.84300,-1.84300,-1.81500,-1.81600,0.00370,0.00370,-494.75270,-494.75270,14.95970,,,,,,,,,,,-13.05200,-13.19270,-12.14930,-13.05010,3671.75500,-234.5185,-234.2478
2020-06-30,,,0.65000,1.19100,-1.84100,-0.01000,-1.85100,-1.85100,-1.85100,-1.85100,-1.86910,-1.84100,0.00370,0.00370,-502.24890,-502.24890,24.02810,,0.00210,,,,,,,,,-11.40320,-11.86250,-10.82350,-11.40180,4220.88700,-634.0794,-635.7008
2020-03-31,0.00600,0.00600,0.69690,1.29960,-1.99050,-5.58480,-7.57520,-7.57520,-7.57520,-7.57520,-1.96140,-1.99050,0.00180,0.00180,-4182.90900,-4182.90900,8.82100,,0.01270,100.00000,-33064.19000,-33064.19000,-125834.20000,-125834.20000,0.00050,0.31660,284.26250,-75.93470,-81.20760,-66.68000,-75.91950,4759.16300,-1.23750,-1.23750
2019-12-31,0.00250,0.00250,0.76700,1.36800,-2.13260,0.09500,-2.03760,-2.03760,-2.03760,-2.03760,-2.10240,-2.13260,0.00050,0.00050,7464.77400,7464.77400,4.61060,,,100.00000,-85302.89000,-85302.89000,-81504.14000,-81504.14000,0.00040,0.11870,758.30370,-39.76590,-45.71640,-30.94830,-39.75040,1.32720,-1.5545,-1.5545
2019-09-30,0.00250,0.00250,0.82550,1.30120,-2.12420,0.36100,-1.76310,-1.76310,-1.76310,-1.76310,-2.08760,-2.12420,0.00070,0.00070,-2653.14200,-2653.14200,5.03760,,,100.00000,-84966.99000,-84966.99000,-70525.35000,-70525.36000,0.00030,0.04090,2201.54400,-25.04250,-27.74650,-19.71410,-25.03540,2.50160,1.582,1.582
2019-06-30,0.00790,0.00790,0.95450,0.97180,-1.91840,0.48150,-1.43690,-1.43690,-1.43690,-1.43690,-1.88110,-1.91840,0.00020,0.00020,-6520.43500,-6520.43500,2.52770,,,100.00000,-24301.76000,-24301.76000,-18202.70000,-18202.70000,0.00220,0.04650,1937.09800,-73.41420,-115.01260,-40.80190,-73.21420,1.96070,-1.5028,-1.5028
2019-03-31,0.00250,0.00250,1.51450,0.94460,-2.45660,-0.65740,-3.11400,-3.11400,-3.11400,-3.11400,-2.41670,-2.45660,0.00020,0.00020,-15379.23000,-15379.23000,3.75040,,,100.00000,-98262.59000,-98262.59000,-124559.70000,-124559.70000,0.00050,0.01050,8560.15200,-95.46880,-122.91860,-57.60570,-95.17730,0.17990,-1.83050,-1.83050
2018-12-31,0.00250,0.00250,0.87890,0.92840,-1.80480,1.48450,-0.32030,-0.32030,-0.32030,-0.32030,-1.77950,-1.80480,0.00010,0.00010,-6745.27600,-6745.27600,6.19160,,,100.00000,-72192.73000,-72192.72000,-12812.79000,-12812.81000,0.00030,0.00700,12887.84000,-5.30370,-6.05980,-4.16840,-5.29490,6.65450,-3.8335,-3.8361
2018-09-30,0.00250,0.00250,0.89710,1.18810,-2.08270,0.25240,-1.83030,-1.83030,-1.83030,-1.83030,-2.03650,-2.08270,0.00020,0.00020,-10837.41000,-10837.41000,5.49210,,,100.00000,-83306.96000,-83306.96000,-73211.32000,-73211.32000,0.00030,0.01110,8072.17200,-40.95410,-49.59620,-23.70510,-40.86270,0.29490,-2.1793,-2.1793
2018-06-30,0.25250,0.25250,1.01480,1.26070,-2.02300,1.39590,-0.62700,-0.62700,-0.62700,-0.62700,-1.97600,-2.02300,0.00020,0.00020,-3732.38700,-3732.38700,10.33290,,,100.00000,-801.17710,-801.17710,-248.33510,-248.33510,0.02730,0.52740,170.63360,-10.17080,-11.69610,-6.79110,-10.15430,0.40770,-5.6568,-5.6568
2018-03-31,0.00250,0.00250,1.16940,1.18210,-2.34900,0.20200,-2.14700,-2.14700,-2.14700,-2.14700,-2.28160,-2.34900,0.00020,0.00020,-12591.18000,-12591.18000,7.98170,,,100.00000,-93959.80000,-93959.80000,-85878.72000,-85878.72000,0.00020,0.01820,4945.39200,-32.54410,-37.22340,-18.58860,-32.49480,0.43630,-0.12230,-0.12230
2017-12-31,0.25250,0.25250,1.22510,1.29640,-2.26900,-1.04680,-3.31580,-3.31580,-3.31580,-3.31580,-2.21340,-2.26900,0.00010,0.00010,-10792.46000,4496.84400,8.21940,,,100.00000,-898.61160,-898.61180,-1313.17000,-1313.17000,0.01820,0.67950,132.44650,-38.98540,-43.44730,-23.88110,-38.93960,0.56220,-0.2414,-0.2415
2017-09-30,0.00250,0.00250,1.38390,1.20650,-2.58790,2.45410,-0.13380,-0.13380,-0.13380,-0.13380,-2.53490,-2.58790,0.00020,0.00020,-899.37030,-16188.67000,8.01600,,,100.00000,-103514.90000,-103514.90000,-5351.32400,-5351.32000,0.00020,0.02640,3410.96400,-1.15780,-1.25630,-0.82640,-1.15680,0.76430,-0.1302,-0.1302
2017-06-30,0.00250,0.00250,2.58510,1.63570,-4.21820,-0.43100,-4.64920,-4.64920,-4.64920,-4.64920,-4.13770,-4.21820,0.00010,0.00010,-35075.44000,-35075.44000,5.07280,,,100.00000,-168729.20000,-168729.20000,-185967.70000,-185967.70000,0.00020,0.46770,192.42000,-60.51420,-68.90000,-35.04000,-60.43560,0.64100,-0.2578,-0.2586
2017-03-31,0.00250,0.00250,2.90210,1.33240,-4.23200,-3.33520,-7.56730,-7.56730,-7.56730,-7.56730,-4.07210,-4.23200,0.00010,0.00010,-61157.18000,-61157.18000,3.40210,,0.25880,100.00000,-169280.30000,-169280.30000,-302690.20000,-302690.20000,0.00010,0.16990,529.74000,-77.45580,-85.26450,-40.40500,-77.37660,0.83370,-0.39860,-0.39860
2016-12-31,0.00870,0.00870,4.02590,1.63480,-5.65200,0.25590,-5.39600,-5.39600,-5.39600,-5.39600,-5.52550,-5.65200,0.00010,0.00010,-48565.99000,-48565.99000,2.85060,,0.32710,100.00000,-64623.31000,-64623.30000,-61697.14000,-61697.18000,0.00040,0.13760,654.18230,-47.66480,-52.18290,-23.87170,-47.62280,1.02800,-0.566,-0.5666
2016-09-30,0.00250,0.00250,3.58980,1.32970,-4.91700,-0.30330,-5.22030,-5.22030,-5.22030,-5.22030,-4.73980,-4.91700,0.00010,0.00010,-53062.85000,-53062.85000,0.85170,,-1.27600,100.00000,-196680.20000,-196680.20000,-208811.30000,-208811.30000,0.00030,0.03880,2319.04800,137.92220,109.46110,-61.77410,137.92210,-0.03300,-0.4389,-0.438
2016-06-30,0.00250,0.00250,2.47460,1.36210,-3.83430,-0.01820,-3.85250,-3.85250,-3.85250,-3.85250,-3.72790,-3.83430,0.00010,0.00010,-42270.41000,-42270.41000,1.37480,,7.06010,100.00000,-153370.80000,-153370.80000,-154100.40000,-154100.40000,0.00020,0.49160,183.06000,-460.55630,1949.86400,-28.97740,-460.55590,0.00730,-0.3748,-0.3847
2016-03-31,0.00250,0.00250,3.06560,3.17050,-6.23360,-0.37220,-6.60580,-6.60580,-6.60580,-6.60580,-5.95870,-6.23360,0.00010,0.00010,-83641.45000,-83641.45000,1.14650,1.07130,-41.39810,100.00000,-249344.50000,-249344.50000,-264231.30000,-264231.30000,0.00020,0.06380,1410.01200,3899.47000,534.46330,-64.76940,-277.91510,-0.00180,-0.49330,-0.49540
2015-12-31,0.00250,0.00250,2.74950,1.60430,-4.35130,-0.41380,-4.76520,-4.76520,-4.76520,-4.76520,-4.04580,-4.35130,0.00010,0.00010,-268911.50000,-268911.50000,2.09030,0.40510,1.59600,100.00000,-174052.20000,-174052.20000,-190606.00000,-190606.00000,0.00020,0.06700,1343.37600,-95.93090,-123.32780,-31.87490,-57.06820,0.70260,-2.5469,-2.5707
2015-09-30,0.00250,0.00250,3.39210,1.80790,-5.19750,-0.44000,-5.63760,-5.63760,-5.63760,-5.63760,-4.88800,-5.19750,91.57000,91.57000,-0.06000,-0.06000,2.61900,0.34190,1.02030,100.00000,-207900.80000,-207900.80000,-225502.70000,-225502.70000,0.00010,0.13050,689.72410,-63.32380,-72.69020,-26.66560,-41.67290,0.09700,-0.0593,-0.0596
2015-06-30,0.00250,0.00250,3.31280,1.68440,-4.99470,-0.45330,-5.44800,-5.44800,-5.44800,-5.44800,-4.69270,-4.99470,90.79100,90.79100,-0.06000,-0.06000,4.18390,0.28560,0.61780,100.00000,-199788.90000,-199788.90000,-217921.50000,-217921.50000,0.00010,0.13290,677.44800,-37.47080,-40.85830,-20.65820,-26.76940,0.16090,-0.0523,-0.0532
2015-03-31,0.00290,0.00290,3.18280,1.43310,-4.61300,-0.44020,-5.05310,-5.05310,-5.05310,-5.05310,-4.31400,-4.61300,89.65500,89.65500,-0.06000,-0.06000,6.72280,0.26430,0.45880,100.00000,-158141.30000,-158141.30000,-173230.90000,-173230.90000,0.00010,0.35690,252.16660,-26.09890,-27.88790,-16.40690,-19.20150,0.21430,-0.05260,-0.05280
