Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,27.66300,25.01000,2.65300,0.03500,9.46600,-3.51400,17.57800,-14.92500,-1.76200,-16.68700,,-16.68700,-16.68700,-16.68700,-14.86000,-14.92500,0.19400,0.19400,-86.00000,-86.00000,1.98930,0.01410,0.08400,9.59040,-53.95290,-53.95290,-60.32250,-60.32250,0.08400,25.63760,3.51050,-5.83040,-5.83040,-5.06850,-5.74830,1473.08700,-39.4307,-49.4414
2024-06-30,13.22700,12.60100,0.62600,0.00900,9.33000,-4.91000,14.24900,-13.62300,0.28900,-13.33400,-0.00200,-13.33200,-13.33200,-13.33200,-13.54800,-13.62300,0.19370,0.19370,-69.00000,-69.00000,2.32370,0.00690,0.00900,4.73270,-102.99390,-102.99390,-100.80890,-100.79380,0.03890,0.99300,90.63280,-4.44960,-4.44960,-3.92530,-4.41910,1546.77100,-2.0367,-18.4624
2024-03-31,13.40100,12.71000,0.69100,0.05300,9.87400,-5.44000,15.36700,-14.67600,-12.02800,-26.70400,-3.09300,-23.61100,-23.61100,-23.61100,-14.59500,-14.67600,0.19330,0.19330,-122.17200,-122.17200,4.57470,0.00070,0.00120,5.15630,-109.51420,-109.51420,-199.26870,-176.18840,0.04000,3.15540,28.52250,-7.59030,-7.59030,-7.04380,-7.58540,1606.33600,-146.54870,-174.63520
2023-12-31,-7.31000,10.77500,-18.08500,0.26100,11.52600,1.75900,10.02800,-28.11300,2.65900,-25.45400,-0.06400,-25.39000,-25.39000,-25.39000,-28.01500,-28.11300,0.19030,0.19030,-131.78000,-131.78000,1.84100,0.00000,0.00050,247.40090,384.58290,384.58290,348.20800,347.33250,-0.01920,-12.28570,-7.32560,-7.64000,-7.64000,-6.65960,-7.63970,1724.41900,-19.8874,-83.6881
2023-09-30,47.12700,23.36300,23.76400,0.47100,11.18500,3.85200,7.80400,15.96000,8.95900,24.91900,2.02800,22.89100,22.89100,22.89100,16.02800,15.96000,0.19200,0.19200,119.00000,119.00000,2.85000,0.00010,0.00070,50.42550,33.86590,33.86590,52.87630,48.57300,0.11860,2.02430,44.46050,6.57690,6.57690,5.76090,6.57610,1811.91600,130.7369,46.0727
2023-06-30,,,,0.44000,11.98700,-2.67500,,-15.10200,5.11200,-9.99000,0.64900,-10.63900,-10.63900,-10.63900,-15.04100,-15.10200,0.19190,0.19190,-55.00000,-55.00000,7.36390,0.00020,0.00110,,,,,,,,,-3.26920,-3.26920,-3.10230,-3.26840,1694.97400,-51.2511,-100.8377
2023-03-31,,,,0.75700,8.62100,-2.74200,,-12.12000,3.97400,-8.14600,0.49300,-8.63900,-8.63900,-8.63900,-12.07500,-12.12000,0.18520,0.18520,-46.63700,-46.63700,10.88830,0.00030,0.00140,,,,,,,,,-2.60460,-2.60460,-2.48490,-2.60380,1727.53200,-51.34960,-151.32260
2022-12-31,,,,0.45430,9.24960,-6.34900,,-16.05290,4.86590,-11.18710,-0.28300,-10.90410,-10.90410,-10.90410,-16.01090,-16.05290,0.17520,0.17520,-56.43900,-55.84900,7.59520,0.00060,0.00220,,,,,,,,,-4.03420,-4.03420,-3.78720,-4.03180,1495.54000,-29.0804,-54.892
2022-09-30,,,,0.43400,7.16000,-2.00300,,-9.59700,29.68400,20.08700,3.42200,16.66500,16.66500,16.66500,-9.57620,-9.59700,0.17970,0.18080,92.75900,92.16900,16.79390,0.00090,0.00250,,,,,,,,,5.83950,5.83950,5.59500,5.83450,1585.46900,-22.1592,-78.8014
2022-06-30,,,,0.88290,7.46140,,,-8.34420,-1.23710,-9.58130,,-9.58130,-9.58130,-9.58130,-8.33810,-8.34420,0.17900,0.17900,-53.52700,-53.52700,23.37510,0.00130,0.00320,,,,,,,,,-3.59450,-3.59450,-3.50900,-3.58980,1483.77200,-44.7794,-74.3138
2022-03-31,,,,0.16780,5.57800,,,-5.74580,-3.40880,-9.15460,,-9.15460,-9.15460,-9.15460,-5.74080,-5.74580,0.16100,0.16100,-56.86000,-56.86000,27.73850,0.00260,0.00520,,,,,,,,,-3.33140,-3.33140,-3.25160,-3.32290,1532.61100,-54.96280,-89.86360
2021-12-31,,,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,,138.6147,279.5247
2021-09-30,,,,5.56300,4.81860,,,-10.38170,-0.47970,-10.86140,,-10.86140,-10.86140,-10.86140,-10.37790,-10.38170,0.15860,0.15860,-68.47000,-68.47000,10.64880,0.00620,0.01380,,,,,,,,,-6.35000,-6.35000,-6.03260,-6.31040,1077.83100,-57.848,-115.3672
2021-06-30,,,,3.47730,4.00210,,,-7.47940,-0.08900,-7.56830,,-7.56830,-7.56830,-7.63300,-7.47800,-7.47940,0.15750,0.15750,-48.00000,-48.00000,23.15600,0.00680,0.01280,,,,,,,,,-4.19510,-4.19510,-4.02890,-4.16670,1144.40900,-57.9351,-105.1975
2021-03-31,,,,3.82500,2.68540,,,-6.51040,-0.06570,-6.57600,,-6.57600,-6.57600,-6.57600,-6.50900,-6.51040,0.14090,0.14090,-47.00000,-47.00000,,,,,,,,,,,,,,,,,-22.83160,-58.96000
2020-12-31,,,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,,15.4251,44.8197
2020-09-30,,,,1.11370,0.73200,,,-1.84560,-0.03760,-1.88330,,-1.88330,-1.88330,-1.88330,-1.92590,-1.84560,0.11090,0.11090,-17.00000,-17.00000,,,,,,,,,,,,,,,,,-15.4251,-44.8197
2020-06-30,,,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,,0,0
2020-03-31,,,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,,0.00000,
2019-12-31,,,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,,0,0
2019-06-30,,,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,,0,0
