Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,674.90000,526.60000,148.30000,136.30000,166.30000,-18.00000,-17.80000,-35.80000,-17.30000,-18.50000,-18.50000,-9.40000,-27.90000,3.20000,-18.00000,89.60000,89.60000,-0.31000,-0.31000,1.17730,0.42630,0.74300,21.97360,-2.66710,-2.66710,-5.30450,-4.13390,0.18420,0.97940,91.89360,-1.22230,1.95830,-0.50500,-0.70130,16.87290,-0.033,-0.1229
2024-06-30,662.40000,525.30000,137.10000,156.20000,188.00000,-50.90000,-37.70000,-88.60000,10.70000,-99.30000,-99.30000,-39.10000,-138.40000,-29.50000,-50.90000,89.40000,89.40000,-1.55000,-1.55000,1.18520,0.43480,0.76910,20.69750,-7.68420,-7.68420,-13.37560,-20.89370,0.18580,1.03840,86.67120,-6.79630,10.38160,-2.78510,-3.84150,16.32510,3.0622,2.9371
2024-03-31,662.10000,554.20000,107.90000,120.10000,145.30000,-37.40000,-38.30000,-75.70000,4.10000,-79.80000,-79.80000,-21.20000,-101.00000,10.10000,-37.40000,89.20000,89.20000,-1.13000,-1.13000,1.46650,0.49480,1.01410,16.29660,-5.64870,-5.64870,-11.43330,-15.25450,0.15610,0.70360,127.91120,-5.01290,9.45950,-1.88200,-2.53230,17.80650,-0.28700,-0.39010
2023-12-31,976.20000,914.60010,61.59990,15.20000,54.50010,7.09980,-30.20000,-23.10000,-2.80000,-20.30000,-20.30000,,-32.70000,29.89980,7.09990,88.80000,88.80000,-0.37000,-0.37000,1.60690,0.47740,0.92880,6.31020,0.72730,0.72730,-2.36630,-3.34970,0.22530,0.98760,91.13400,-1.18430,2.69450,-0.46850,-0.61890,19.30290,0.1959,0.0946
2023-09-30,713.80000,563.80000,150.00000,106.80000,139.70000,10.30000,-32.20000,-21.90000,-5.80000,-16.10000,-16.10000,2.10000,-14.00000,35.30000,10.30000,88.80000,88.80000,-0.16000,-0.16000,1.62380,0.48130,0.94350,21.01430,1.44300,1.44300,-3.06810,-1.96130,0.16540,0.68170,132.02440,-0.95020,1.49890,-0.37300,-0.49290,19.08000,0.0214,0.0518
2023-06-30,725.10000,568.70000,156.40000,97.80000,124.80000,31.60000,5.00000,36.60000,11.60000,25.00000,25.00000,5.80000,30.80000,57.10000,31.60000,88.80000,88.80000,0.35000,0.35000,1.63740,0.47410,0.91660,21.56940,4.35800,4.35800,5.04760,4.24770,0.16650,0.71460,125.94540,1.42770,-2.32430,0.57390,0.75080,19.71960,1.6903,1.5856
2023-03-31,693.90000,541.50000,152.40000,116.80000,138.30000,14.10000,-4.60000,9.50000,1.50000,8.00000,8.00000,4.50000,12.50000,37.20000,14.10000,88.80000,88.80000,0.14000,0.14000,,,,21.96280,2.03200,2.03200,1.36910,1.80140,,,,,,,,,-0.02250,-0.20500
2022-12-31,,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,,-0.6667,-0.2658
2022-09-30,762.30000,594.80000,167.50000,70.70000,98.60000,68.90000,5.30000,74.20000,13.60000,60.60000,60.60000,,60.60000,91.60000,68.90000,88.80000,88.80000,0.68000,0.68000,,,,21.97300,9.03840,9.03840,9.73370,7.94960,,,,,,,,,0.9111,0.7208
2022-06-30,793.10000,614.30000,178.80000,71.20000,107.60000,71.20000,12.40000,83.60000,17.20000,66.40000,66.40000,,66.40000,71.20000,71.20000,88.80000,88.80000,0.75000,0.75000,,,,22.54450,8.97740,8.97740,10.54090,8.37220,,,,,,,,,-0.2444,-0.455
2021-12-31,,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,,0,0
