Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,308.25300,110.84000,197.41300,19.11600,-2.35200,21.46800,175.94500,6.20100,182.14600,27.51100,154.63500,154.63500,154.63500,231.83200,175.94500,453.64100,454.30200,0.34100,0.34000,25.70800,,,64.04250,57.07810,57.07810,59.08980,50.16500,0.04170,,26.06350,3.45310,2.13000,2.13000,2.09360,2.13000,16.00300,0.5594,0.5029
2024-06-30,299.06400,112.87200,186.19200,16.48200,-0.70300,17.18500,169.00700,3.82300,172.83000,50.51300,122.31700,122.31700,122.31700,228.21800,169.00700,453.43000,454.10400,0.27000,0.26900,26.85830,,,62.25830,56.51200,56.51200,57.79030,40.89990,0.04130,,21.06380,4.27270,1.70840,1.70840,1.68780,1.70840,15.78290,0.5157,0.4646
2024-03-31,296.80600,125.23100,171.57500,11.74500,-1.57000,13.31500,158.26000,5.75400,164.01400,-0.02700,164.04100,164.04100,164.04100,222.27300,158.26000,453.09400,453.66600,0.36200,0.36200,3.64770,,,57.80710,53.32100,53.32100,55.25970,55.26880,0.04130,,26.11580,3.44620,2.31720,2.31720,2.28450,2.31720,15.61720,0.48360,-0.53670
2023-12-31,313.47100,136.28200,177.18900,15.77100,-2.20700,17.97800,159.21100,5.93700,165.14800,-3.28600,168.43400,168.43400,168.43400,228.10600,159.21100,452.81400,453.46300,0.37200,0.37100,21.76070,,,56.52490,50.78970,50.78970,52.68370,53.73190,0.04460,99.33090,19.57600,4.59750,2.41120,2.41120,2.39550,2.41120,15.41820,0.5343,-0.4638
2023-09-30,223.13700,96.24300,126.89400,12.94200,-1.73600,14.67800,112.21600,9.30000,121.51600,5.14500,116.37100,116.37100,116.37100,159.00000,112.21600,452.97500,453.53800,0.25700,0.25700,38.93030,,,56.86820,50.29020,50.29020,54.45800,52.15230,0.03240,39.62250,14.40340,6.24850,1.70050,1.70050,1.69110,1.70050,15.10670,0.3774,0.1751
2023-06-30,264.97200,113.11600,151.85600,14.70000,-1.94000,16.64000,135.21600,12.36700,147.58300,6.13500,141.44800,141.44800,141.44800,190.07300,135.21600,452.89200,453.57500,0.31200,0.31200,44.99430,,,57.31020,51.03030,51.03030,55.69760,53.38230,0.03850,22.82410,23.68360,3.80010,2.06600,2.06600,2.05600,2.06600,15.11450,0.4459,0.3544
2023-03-31,214.46500,96.96400,117.50100,17.49600,-1.37800,18.87400,98.62700,6.18400,104.81100,-6.58000,111.39100,111.39100,111.39100,144.01700,98.62700,452.37000,453.15900,0.24600,0.24600,9.61330,,,54.78800,45.98750,45.98750,48.87090,51.93900,0.03110,14.79240,17.20680,5.23050,1.63510,1.63510,1.61310,1.63510,15.04600,0.29810,0.22690
2022-12-31,236.05100,114.86900,121.18200,16.85600,-2.91700,19.77300,101.40900,52.34700,153.75600,-12.36900,166.12500,166.12500,166.12500,154.94400,101.40900,451.57000,452.34400,0.36800,0.36700,23.44280,,,51.33720,42.96060,42.96060,65.13680,70.37670,0.03490,10.90870,23.17180,3.88400,2.47300,2.47300,2.45750,2.47300,14.85160,0.3804,0.5737
2022-09-30,218.83600,116.68300,102.15300,8.43700,-1.40600,9.84300,92.31000,116.15600,208.46600,12.00600,196.46000,196.46000,196.46000,148.43900,92.31000,451.75700,452.38600,0.43500,0.43400,18.18400,,,46.68020,42.18230,42.18230,95.26130,89.77500,0.03320,,18.96980,4.74440,2.99990,2.99990,2.98230,2.99990,14.48970,0.3415,0.2364
2022-06-30,302.92200,140.62500,162.29700,11.29300,-1.16000,12.45300,149.84400,-0.56900,149.27500,0.20100,149.07400,149.07400,149.07400,215.92400,149.84400,451.52400,452.35900,0.33000,0.33000,21.30100,,,53.57720,49.46620,49.46620,49.27840,49.21200,0.04700,,22.35590,4.02580,2.32320,2.32320,2.31170,2.32320,14.20610,0.4558,0.4214
