Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,debt-equity-ratio,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,192.32000,52.84900,139.47100,68.26600,72.13500,67.33600,67.33600,12.02800,55.30800,55.30800,55.30800,142.85300,143.18900,0.39000,0.39000,0.05030,50.49650,41.47640,0.00980,3.32740,4.10290,0.40720,3.32740,11.70760,0.563,0.5522
2024-06-30,184.94100,50.40000,134.54100,67.58500,70.90000,63.64100,63.64100,11.15600,52.48500,52.48500,52.48500,142.81400,143.08900,0.37000,0.37000,0.10710,49.46720,40.79580,0.00980,3.45520,4.35660,0.39870,3.45520,10.70380,0.4806,0.446
2024-03-31,178.87800,49.25300,129.62500,61.58600,64.74800,64.87700,64.87700,11.48000,53.39700,53.39700,53.39700,142.72500,143.02900,0.37000,0.37000,0.22400,50.36370,41.45180,0.00980,3.58040,4.53710,0.40480,3.58040,10.51100,0.52890,0.50180
2023-12-31,164.18500,44.69800,119.48700,60.23000,63.47500,56.01200,56.01200,10.03200,45.98000,45.98000,45.98000,142.68860,142.93900,0.31000,0.31000,0.26960,46.87750,38.48150,0.00910,3.06760,3.88250,0.35080,3.06760,10.57150,0.4132,0.3863
2023-09-30,163.42100,41.20200,122.21900,59.14600,61.81500,60.40400,60.40400,10.84800,49.55600,49.55600,49.55600,142.70700,143.14900,0.35000,0.35000,0.60600,50.36060,41.31630,0.00940,3.99610,5.35590,0.38780,3.99610,8.74860,0.5101,0.4872
2023-06-30,158.95200,33.13900,125.81300,60.43900,63.18600,62.62700,62.62700,11.75400,50.87300,50.87300,50.87300,142.70100,143.08800,0.36000,0.36000,0.42980,52.08500,42.30960,0.00940,3.72090,4.83510,0.39670,3.72090,9.64100,0.3989,0.3818
2023-03-31,149.51500,25.22200,124.29300,57.49800,60.03700,64.25600,64.25600,11.68800,52.56800,52.56800,52.56800,142.66600,143.06600,0.37000,0.37000,0.46100,52.88040,43.26160,0.00930,3.82910,4.97070,0.40410,3.82910,9.68330,0.67040,0.64300
2022-12-31,149.66000,17.09900,132.56100,59.13300,61.85200,70.70900,70.70900,12.04100,58.66800,58.66800,58.66800,142.59630,143.20790,0.41000,0.42000,0.50760,55.03200,45.66070,0.00990,4.63510,6.17430,0.45220,4.63510,8.92700,0.4868,0.4602
2022-09-30,143.67100,9.57200,134.09900,59.79300,62.66300,71.43600,71.43600,12.09500,59.34100,59.34100,59.34100,142.52500,143.12600,0.42000,0.41000,0.68390,54.58210,45.34070,0.01000,5.23930,7.26520,0.45260,5.23930,7.99330,0.672,0.6333
2022-06-30,139.29800,3.19900,136.09900,60.84100,63.68300,72.41600,72.41600,11.92200,60.49400,60.49400,60.49400,142.68200,143.23900,0.42000,0.42000,0.57810,55.38550,46.26730,0.00990,4.55180,5.97250,0.45620,4.55180,9.38250,0.5006,0.4863
