Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,378.50000,,378.50000,95.30000,,231.70000,-48.10000,183.60000,18.90000,164.70000,164.70000,58.60000,285.80000,231.70000,93.00000,93.00000,0.63000,0.63000,0.69810,0.88710,7.89910,100.00000,61.21530,61.21530,48.50730,15.48220,0.09130,2.88710,31.17310,37.27930,37.27930,3.97160,4.21060,2.42350,1.8789,1.0266
2024-06-30,365.50000,,365.50000,92.70000,,222.30000,-46.00000,176.30000,16.00000,160.30000,160.30000,49.50000,275.10000,222.30000,83.80000,83.80000,0.59000,0.59000,1.11390,0.89530,8.59490,100.00000,60.82080,60.82080,48.23530,13.54310,0.09020,3.23450,27.82490,39.81620,39.81620,3.95790,4.16860,1.82320,2.9882,2.3004
2024-03-31,355.60000,,355.60000,83.80000,,222.00000,-45.80000,176.20000,14.30000,161.90000,161.90000,44.60000,273.90000,222.00000,75.10000,75.20000,0.60000,0.59000,0.88610,0.89660,8.71210,100.00000,62.42970,62.42970,49.55010,12.54220,0.09210,2.72280,33.05400,42.41550,42.41550,4.19130,4.38500,1.70750,2.46410,1.73540
2023-12-31,356.50000,,356.50000,96.00000,,210.10000,-45.40000,164.70000,11.90000,152.80000,152.80000,37.50000,262.60000,210.10000,56.20000,56.30000,0.57000,0.54000,0.65080,0.89800,8.84200,100.00000,58.93410,58.93410,46.19920,10.51890,0.09410,2.86580,31.40530,42.07050,42.07050,4.03220,4.28960,1.60490,5.4882,4.0784
2023-09-30,363.10000,,363.10000,95.40000,,220.00000,-43.80000,176.20000,11.40000,164.80000,164.80000,35.30000,269.80000,220.00000,62.50000,62.50000,0.57000,0.57000,0.79230,0.87570,7.07010,100.00000,60.58940,60.58940,48.52660,9.72180,0.09620,2.97620,30.23960,37.00880,37.00880,4.36500,4.59870,1.93890,1.8669,1.4444
2023-06-30,324.00000,,324.00000,78.90000,,198.10000,-42.10000,156.00000,8.10000,147.90000,147.90000,25.10000,247.20000,198.10000,50.10000,50.20000,0.50000,0.50000,0.76680,0.87560,7.05770,100.00000,61.14200,61.14200,48.14820,7.74690,0.08850,2.93740,30.63890,34.01560,34.01560,4.04130,4.23050,1.86630,3.5282,2.8488
2023-03-31,305.00000,,305.00000,68.90000,,188.70000,-40.00000,148.70000,6.50000,142.20000,142.20000,20.70000,238.20000,188.70000,44.00000,44.10000,0.47000,0.47000,0.84190,0.87190,6.81890,100.00000,61.86890,61.86890,48.75410,6.78690,0.08520,2.79300,32.22300,32.42870,32.42870,3.97370,4.15350,1.85550,4.50570,3.04760
2022-12-31,314.60000,,314.60000,71.80000,,196.40000,-39.60000,156.80000,7.00000,149.80000,149.80000,21.80000,245.00000,196.40000,41.30000,41.40000,0.49000,0.49000,0.82950,0.84500,5.45480,100.00000,62.42850,62.42850,49.84110,6.92940,0.08770,2.55770,35.18750,28.31760,28.31760,4.17480,4.39030,2.20550,6.321,4.572
2022-09-30,334.80000,,334.80000,85.30000,,204.00000,-37.10000,166.90000,7.50000,159.40000,159.40000,23.20000,251.90000,204.00000,44.00000,44.10000,0.53000,0.53000,0.93210,0.84990,5.66060,100.00000,60.93190,60.93190,49.85070,6.92950,0.09300,2.56160,35.13440,31.01770,31.01770,4.42590,4.65690,2.14260,5.2382,3.7668
2022-06-30,313.40000,,313.40000,73.10000,,195.30000,-36.40000,158.90000,7.10000,151.80000,151.80000,22.00000,242.50000,195.30000,43.70000,43.70000,0.51000,0.50000,1.03870,0.85770,6.02540,100.00000,62.31650,62.31650,50.70200,7.01980,0.08710,2.00900,44.79900,31.13850,31.13850,4.21820,4.43220,2.03250,3.6012,2.6893
2022-03-31,312.40000,,312.40000,72.50000,,195.50000,-30.90000,164.60000,5.00000,159.60000,159.60000,16.90000,241.90000,195.50000,33.70000,33.80000,0.50000,0.49000,1.02360,0.76450,3.27560,100.00000,62.58000,62.58000,52.68890,5.40970,0.08970,2.27200,39.61270,20.41440,20.41440,4.58290,4.80690,3.08510,5.63910,4.01780
2021-12-31,316.30000,,316.30000,72.90000,,199.90010,-29.40000,170.50000,5.40000,165.10010,165.10010,16.90000,245.40010,199.90020,25.60000,25.70000,0.53000,0.51000,0.77880,0.77160,3.40390,100.00000,63.19950,63.19950,53.90450,5.34300,0.09070,2.62930,34.23020,21.92270,21.92270,4.73660,5.00820,2.97300,8.1644,6.5951
2021-09-30,303.90000,,303.90000,103.20000,,159.20000,-25.00000,134.20000,3.10000,131.10000,131.10000,9.90000,202.60000,159.20000,25.00000,25.10000,0.39000,0.38000,0.89800,0.79500,3.90460,100.00000,52.38570,52.38570,44.15930,3.25770,0.08790,2.24280,40.12830,19.59350,19.59350,3.79360,4.01630,2.64150,7.251,4.5697
2021-06-30,294.80000,,294.80000,68.80000,,185.60000,-20.00000,165.60000,3.60000,162.00000,162.00000,11.00000,227.70000,185.60000,25.00000,25.10000,0.44000,0.44000,0.86930,0.56160,1.29160,100.00000,62.95790,62.95790,56.17370,3.73130,0.08710,2.76550,32.54410,11.41970,11.41970,4.78380,5.00630,4.98530,7.0121,6.2888
2021-03-31,288.80000,,288.80000,66.10000,,182.50000,-20.40000,162.10000,2.50000,159.60000,159.60000,8.60000,224.40000,182.50000,19.30000,19.40000,0.45000,0.43000,1.20680,0.57660,1.37080,100.00000,63.19250,63.19250,56.12880,2.97780,0.08520,2.67160,33.68770,11.52260,11.52260,4.70990,4.87880,4.86760,8.52580,7.14950
2020-12-31,266.50010,,266.50010,71.80000,,154.70010,-20.30000,134.40000,2.10000,132.30000,132.30000,6.60000,196.10010,154.70010,18.00000,18.10000,0.36000,0.36000,0.81120,0.58900,1.44050,100.00000,58.04880,58.04880,50.43150,2.47650,0.07900,2.85940,31.47470,9.97740,9.97740,3.92060,4.10090,4.66170,9.6408,6.5967
2020-09-30,264.80000,,264.80000,88.10000,,137.20000,-19.60000,117.60000,1.80000,115.80000,115.80000,5.60000,178.30000,137.20000,18.00000,18.10000,0.31000,0.31000,0.78380,0.58960,1.44250,100.00000,51.81270,51.81270,44.41090,2.11480,0.07850,2.85040,31.57480,8.77800,8.77800,3.43450,3.60220,4.63780,8.2652,2.8011
2020-06-30,269.80000,,269.80000,99.10000,,131.80000,-22.30000,109.50000,1.70000,107.80000,107.80000,5.30000,172.40000,131.80000,18.00000,18.10000,0.29000,0.29000,0.55700,0.57870,1.37710,100.00000,48.85100,48.85100,40.58560,1.96440,0.08120,3.17790,28.32100,8.12240,8.12240,3.24350,3.42230,4.66590,9.7581,5.9754
2020-03-31,290.80000,,290.80000,99.50000,,152.80000,-22.10000,130.70000,1.70000,129.00000,129.00000,6.50000,193.10000,152.80000,18.00000,18.00000,0.37000,0.35000,0.77640,0.57480,1.35380,100.00000,52.54470,52.54470,44.94500,2.23520,0.08770,2.71520,33.14650,9.62400,9.62400,3.89200,4.09200,4.71250,7.78890,3.45000
2019-12-31,253.50000,,253.50000,125.70000,,90.30010,-15.30000,75.00000,,75.10000,75.10000,15.80000,129.10010,90.30000,18.00000,18.00000,0.27000,0.27000,0.54460,0.56830,1.31630,100.00000,35.62130,35.62130,29.58580,6.23270,0.07730,2.88400,31.20710,5.63770,5.63770,2.29120,2.43390,4.68430,20.0478,6.5822
2019-09-30,214.90000,,214.90000,79.60000,,99.30000,-11.90000,87.40000,,87.40000,87.40000,17.80000,136.60000,99.30000,54.60000,54.80000,0.33000,0.32000,0.62660,0.00380,0.00390,100.00000,46.20750,46.20750,40.67010,8.28290,0.07150,3.14640,28.60400,3.05920,3.05920,2.90820,3.04740,52.30110,1.5051,0.15
2019-06-30,190.30000,,190.30000,63.70000,,91.20000,-16.80000,74.40000,,74.40000,74.40000,15.80000,127.90000,91.20000,54.80000,54.60000,0.29000,0.29000,0.80870,,,100.00000,47.92430,47.92430,39.09620,8.30270,0.06500,3.16640,28.42350,2.64080,2.64080,2.54280,2.64080,51.57430,2.736,1.6369
2019-03-31,189.60000,,189.60000,60.20000,,95.80000,-15.00000,80.80000,,80.80000,80.80000,17.30000,130.60000,95.80000,54.60000,54.70000,0.32000,0.32000,1.03540,0.00250,0.00250,100.00000,50.52740,50.52740,42.61600,9.12450,0.06600,3.13390,28.71840,2.90220,2.90220,2.81470,2.89490,50.97870,1.86110,0.75870
2018-12-31,221.50000,,221.50000,88.60000,,96.80000,-51.70000,45.10000,,45.10000,45.10000,16.70000,137.10000,96.80000,54.60000,54.70000,0.30000,0.30000,1.30630,0.34080,0.52290,100.00000,43.70200,43.70200,20.36120,7.53950,0.07410,3.26700,27.54850,2.40390,2.40390,1.50780,1.58470,34.37530,1.819,0.4223
2018-09-30,169.50000,,169.50000,41.80000,,97.10000,-0.30000,96.80000,,96.80000,96.80000,18.30000,128.00000,97.10000,54.60000,54.70000,0.34000,0.33000,0.94100,,,100.00000,57.28610,57.28610,57.10920,10.79650,0.06040,2.58780,34.77880,3.60170,3.60170,3.45050,3.60170,49.24510,2.1097,0.8848
2018-06-30,164.70000,,164.70000,39.50000,,95.00000,-0.40000,94.60000,,94.60000,94.60000,17.40000,125.40000,95.00000,54.60000,54.70000,0.32000,0.32000,1.17700,,,100.00000,57.68060,57.68060,57.43780,10.56470,0.06010,2.63520,34.15300,3.59040,3.59040,3.45000,3.59040,48.27680,2.5831,1.4875
2018-03-31,157.00000,,157.00000,37.70000,,89.30000,-0.30000,89.00000,,89.00000,89.00000,16.70000,119.60000,89.30000,54.60000,54.60000,0.31000,0.31000,1.51990,,,100.00000,56.87900,56.87900,56.68790,10.63690,0.05900,2.31910,38.80890,3.44240,3.44240,3.34420,3.44240,47.38640,2.02380,1.34800
2017-12-31,164.20000,,164.20000,77.00000,,54.50000,-20.20000,34.30000,,34.30000,34.30000,-48.60000,90.60000,54.50000,53.80000,53.80000,0.27000,0.27000,1.49730,,,100.00000,33.19120,33.19120,20.88920,-29.59810,0.06230,2.74580,32.77710,1.34230,1.34230,1.30170,1.34230,46.83470,1.1447,0.4991
