Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,159.28600,36.02800,123.25800,35.97700,96.19200,139.11700,-15.85900,4.92800,-10.93100,1.31000,-12.24100,-12.24100,-12.24100,4.67100,-15.85900,127.99530,127.99530,-0.10000,-0.10000,0.95160,0.33860,0.51200,77.38160,-9.95630,-9.95630,-6.86250,-7.68490,0.10050,1.39700,64.42260,-1.69890,3.59960,-0.77270,-1.12360,5.61720,0.1805,0.1498
2024-06-30,153.01600,35.00400,118.01200,34.75300,96.33200,137.98000,-19.96800,2.07200,-17.89600,1.36600,-19.26200,-19.26200,-19.26200,-0.84400,-19.96800,127.91180,127.91180,-0.15000,-0.15000,0.91430,0.34720,0.53200,77.12400,-13.04960,-13.04960,-11.69550,-12.58820,0.09890,1.40290,64.15390,-2.78250,5.33670,-1.24530,-1.81630,5.43080,0.1125,0.1049
2024-03-31,152.12300,35.09200,117.03100,34.26200,96.98000,138.14000,-21.10900,1.62800,-19.48100,1.04300,-20.52400,-20.52400,-20.52400,-2.10500,-21.10900,127.29210,127.29210,-0.16000,-0.16000,0.95730,0.33920,0.51340,76.93180,-13.87630,-13.87630,-12.80610,-13.49170,0.09730,1.59320,56.49090,-2.86620,5.92800,-1.31250,-1.89390,5.57980,-0.12490,-0.13870
2023-12-31,150.64500,33.19000,117.45500,32.92100,97.35500,137.71700,-20.26200,3.98400,-16.27800,1.13200,-17.41000,-17.41000,-17.41000,-0.94800,-20.26210,124.93600,124.93600,-0.13000,-0.13000,0.95380,0.33840,0.51150,77.96810,-13.45020,-13.45020,-10.80550,-11.55700,0.09480,1.39180,64.66590,-2.42630,4.87040,-1.09520,-1.60530,5.65270,0.1282,0.1248
2023-09-30,142.62500,32.23900,110.38600,34.70400,100.13500,142.25900,-31.87300,-0.96000,-32.83300,-0.55600,-32.27700,-32.27700,-32.27700,-12.84300,-31.87300,125.53720,125.53720,-0.26000,-0.26000,0.92700,0.34380,0.52380,77.39600,-22.34740,-22.34740,-23.02050,-22.63070,0.09190,1.48510,60.60310,-4.61480,8.63210,-2.07960,-3.02850,5.56300,0.2661,0.2603
2023-06-30,135.08900,30.88300,104.20600,34.72500,99.85600,141.82800,-37.62200,2.52900,-35.09300,1.10600,-36.19900,-36.19900,-36.19900,-19.31100,-37.62200,124.38280,124.38280,-0.29000,-0.29000,0.98730,0.34050,0.51630,77.13880,-27.84980,-27.84980,-25.97770,-26.79640,0.08810,1.33800,67.26630,-5.11020,10.06440,-2.36130,-3.37010,5.67190,0.0945,0.0893
2023-03-31,132.21200,29.74700,102.46500,32.07200,88.64400,127.95700,-25.49200,1.88900,-23.60300,0.59700,-24.20000,-24.20000,-24.20000,-7.61000,-25.49200,123.42210,123.42210,-0.20000,-0.20000,0.97330,0.34110,0.51760,77.50050,-19.28120,-19.28120,-17.85240,-18.30390,0.08760,1.55180,57.99640,-3.43040,6.59770,-1.60370,-2.26040,5.69350,-0.20090,-0.21000
2022-12-31,130.32300,30.41300,99.91000,30.32200,87.12500,124.57100,-24.66100,2.19600,-22.46500,-1.23400,-21.23100,-21.23100,-21.23100,-6.41500,-24.66100,120.72100,120.72100,-0.17000,-0.17000,0.97250,0.34200,0.51970,76.66340,-18.92300,-18.92300,-17.23800,-16.29110,0.08520,1.47820,60.88470,-3.02720,5.67170,-1.38810,-1.99190,5.69410,0.2264,0.209
2022-09-30,124.55700,31.19500,93.36200,30.79900,84.15700,121.99600,-28.63400,-2.57900,-31.21300,0.08900,-31.30200,-31.30200,-31.30200,-9.76600,-28.63400,121.01430,121.01430,-0.26000,-0.26000,1.03160,0.35550,0.55150,74.95530,-22.98870,-22.98870,-25.05920,-25.13070,0.08490,1.33520,67.40630,-4.74440,8.79700,-2.13310,-3.05790,5.43730,0.383,0.3603
2022-06-30,115.63800,29.39200,86.24600,33.98300,107.07100,148.08800,-61.84200,-1.31700,-63.15900,-0.02000,-63.13900,-63.13900,-63.13900,-43.16800,-61.84200,119.94150,119.94150,-0.53000,-0.53000,1.02370,0.34360,0.52350,74.58280,-53.47900,-53.47900,-54.61790,-54.60060,0.07890,1.19340,75.41640,-9.09850,17.38020,-4.30660,-5.97220,5.76800,0.1612,0.1537
