Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-12-31,2262.00000,499.00000,1763.00000,924.00000,1280.00000,483.00000,-203.00000,280.00000,32.00000,248.00000,248.00000,,248.00000,839.00000,483.00000,643.00000,644.00000,0.37000,0.37000,1.08310,0.65660,1.96540,77.93990,21.35280,21.35280,12.37840,10.96380,0.05170,0.69890,2.69930,33.34220,2.32510,3.68880,0.56660,0.79840,16.36580,1.3924,-1.7557
2024-09-30,1856.00000,198.00000,1658.00000,900.00000,1234.00000,424.00000,-179.00000,245.00000,52.00000,193.00000,193.00000,,193.00000,758.00000,424.00000,648.00000,648.00000,0.30000,0.30000,1.11310,0.65190,1.88680,89.33190,22.84480,22.84480,13.20040,10.39870,0.04330,0.27010,2.13330,42.18750,1.83200,2.92780,0.45000,0.63770,16.16490,0.1938,-1.0848
2024-06-30,1905.00000,233.00000,1672.00000,819.00000,1205.00000,467.00000,-206.00000,261.00000,33.00000,228.00000,228.00000,,228.00000,853.00000,467.00000,641.00000,642.00000,0.36000,0.36000,1.19650,0.64130,1.84700,87.76900,24.51440,24.51440,13.70080,11.96850,0.04650,0.33190,2.32600,38.69290,2.20200,3.55640,0.55640,0.78980,16.12890,0.8866,-0.3616
2024-03-31,2620.00000,788.00000,1832.00000,853.00000,1216.00000,616.00000,-188.00000,428.00000,78.00000,350.00000,350.00000,,350.00000,979.00000,616.00000,632.00000,634.00000,0.55000,0.55000,1.24960,0.64440,1.91530,69.92370,23.51150,23.51150,16.33590,13.35880,0.06520,1.18850,2.98070,30.19470,3.50070,5.78030,0.87070,1.24490,15.79050,0.84860,-0.48420
2023-12-31,2182.00000,512.00000,1670.00000,990.00000,1349.00000,321.00000,-204.00000,117.00000,-75.00000,192.00000,192.00000,,192.00000,680.00000,321.00000,631.00000,633.00000,0.29000,0.31000,0.78340,0.64490,1.92590,76.53530,14.71130,14.71130,5.36210,8.79930,0.05490,0.66490,2.71390,33.16220,1.98610,3.48650,0.48340,0.70520,15.31460,1.2765,-0.4265
2023-09-30,1860.00000,193.00000,1667.00000,775.00000,1149.00000,518.00000,-168.00000,350.00000,68.00000,282.00000,282.00000,,256.00000,892.00000,518.00000,631.00000,633.00000,0.41000,0.40000,0.77630,0.63720,1.90630,89.62370,27.84950,27.84950,18.81720,13.76340,0.04770,0.23830,2.23020,40.35480,2.94210,5.19820,0.72310,1.06730,15.18510,0.9273,-0.7536
2023-06-30,1875.00000,337.00000,1538.00000,809.00000,1158.00000,380.00000,-163.00000,217.00000,99.00000,118.00000,118.00000,,106.00000,729.00000,380.00000,631.00000,633.00000,0.17000,0.17000,0.88000,0.60730,1.63670,82.02670,20.26670,20.26670,11.57330,5.65330,0.04920,0.46230,2.85820,31.48800,1.23220,1.90140,0.30970,0.44700,16.42600,1.2148,-0.5798
2023-03-31,2779.00000,1118.00000,1661.00000,801.00000,1120.00000,541.00000,-138.00000,403.00000,78.00000,325.00000,325.00000,,313.00000,860.00000,541.00000,630.00000,633.00000,0.50000,0.49000,0.99650,0.60380,1.59350,59.76970,19.46740,19.46740,14.50160,11.26300,0.07360,1.43150,3.15440,28.53190,3.39740,5.36130,0.86090,1.24340,16.41160,2.70620,0.93210
2022-12-31,2711.00000,1088.00000,1623.00000,955.00000,1269.00000,354.00000,-188.00000,166.00000,32.00000,134.00000,134.00000,,122.00000,668.00000,354.00000,629.00000,632.00000,0.20000,0.19000,0.91900,0.59640,1.67860,59.86720,13.05790,13.05790,6.12320,4.50020,0.07030,1.24200,2.98240,30.17710,1.44830,2.33120,0.34760,0.53860,15.95140,0.7707,-1.3573
2022-09-30,1903.00000,401.00000,1502.00000,789.00000,1118.00000,384.00000,-107.00000,277.00000,75.00000,202.00000,202.00000,,189.00000,713.00000,384.00000,630.00000,633.00000,0.30000,0.30000,0.88550,0.57360,1.56050,78.92800,20.17870,20.17870,14.55600,9.93170,0.05180,0.45460,2.46180,36.55810,2.19590,3.54700,0.55010,0.86240,15.86730,0.5457,-1.3437
2022-06-30,1944.00000,469.00000,1475.00000,797.00000,1124.00000,351.00000,-107.00000,244.00000,54.00000,190.00000,190.00000,,179.00000,678.00000,351.00000,629.00000,632.00000,0.28000,0.28000,1.02890,0.56910,1.49820,75.87450,18.05560,18.05560,12.55140,9.20780,0.05370,0.73740,1.76410,51.01850,2.05780,3.31650,0.52460,0.81690,15.92240,0.6283,-1.0056
