Date,revenue,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,49.41200,49.41200,27.73200,11.04900,0.00000,10.63100,0.12900,10.76000,0.08800,10.67200,10.67200,10.67200,12.75800,10.63100,208.34500,214.32500,0.05000,0.04000,1.34680,,,100.00000,21.51500,21.51500,21.77610,21.59800,0.44410,4.70770,19.11760,27.27040,27.27040,9.59170,27.27040,0.18760,0.0728,0.0745
2024-06-30,0.35600,0.35600,24.22300,12.04500,-1.17200,-37.08400,1.03000,-36.05400,0.07400,-36.12800,-36.12800,-36.12800,-34.51100,-37.08400,203.94600,203.94600,-0.18000,-0.18000,1.02740,,,100.00000,-10416.85000,-10416.85000,-10127.53000,-10148.31000,0.00380,0.61270,146.88200,-152.50320,-152.50320,-38.84150,-152.50320,0.11380,-0.1006,-0.1006
2024-03-31,0.48100,0.48100,35.89100,11.76700,-4.34900,-51.52600,2.53500,-48.99100,0.09800,-49.08900,-49.08900,-49.08900,-49.27300,-51.52600,180.34200,180.34200,-0.27000,-0.27000,1.70560,,,100.00000,-10712.26000,-10712.26000,-10185.24000,-10205.61000,0.00370,0.69610,129.29310,-86.58120,-86.58130,-38.06500,-86.58130,0.27840,-0.26980,-0.26980
2023-12-31,2.04200,2.04200,50.70600,13.09900,-0.29600,-62.05900,1.49200,-60.56700,-0.27200,-60.29500,-60.29500,-60.29500,-59.34800,-62.05900,174.44400,174.44400,-0.36000,-0.35000,1.97620,,,100.00000,-3039.14000,-3039.14000,-2966.07500,-2952.75400,0.01240,2.21230,40.68090,-72.74360,-72.74360,-36.47170,-72.74370,0.46530,-0.3051,-0.3221
2023-09-30,9.39800,9.39800,57.08900,13.91800,-44.79900,-106.40800,3.51500,-102.89300,1.27000,-104.16300,-104.16300,-104.16300,-99.15400,-106.40800,177.17100,177.17100,-0.59000,-0.59000,3.04390,,,100.00000,-1132.24100,-1132.24100,-1094.83900,-1108.35300,0.04280,5.37030,16.75890,-77.20240,-77.20240,-47.41210,-77.20240,0.76110,-0.2552,-0.2692
2023-06-30,6.83500,6.83500,63.04600,16.01400,,-123.57200,2.80200,-120.77000,-6.26400,-114.50600,-114.50600,-114.50600,-66.86000,-123.57200,174.32500,174.32500,-0.66000,-0.66000,2.96720,,,100.00000,-1807.93000,-1807.93000,-1766.93500,-1675.28900,0.02100,1.73700,51.81420,-49.00920,-49.00920,-35.22460,-49.00920,1.31950,-0.3367,-0.3667
2023-03-31,157.95700,157.95700,63.21600,18.13600,-20.43300,18.03400,3.29300,21.32700,0.19400,21.13300,21.13300,21.13300,60.70500,18.03400,168.53300,169.18100,0.13000,0.12000,3.92620,,,100.00000,11.41700,11.41700,13.50180,13.37900,0.35850,19.62440,4.58610,6.29690,7.43980,4.79680,6.29690,1.95380,-0.39190,-0.45220
2022-12-31,27.23000,27.23000,66.17900,16.44300,,-55.39200,3.67800,-51.71400,0.25900,-51.97300,-51.97300,-51.97300,-50.87000,-55.39200,154.34500,154.34500,-0.32000,-0.32000,2.68840,,,100.00000,-203.42260,-203.42260,-189.91550,-190.86660,0.04840,6.08900,14.78080,-17.62050,-25.14700,-9.23950,-17.62050,1.76840,-0.3949,-0.4452
2022-09-30,26.46000,26.46000,65.11600,16.23800,,-54.89400,1.76900,-53.12500,0.03000,-53.15500,-53.15500,-53.15500,-50.24400,-54.89400,158.04200,158.04200,-0.34000,-0.34000,2.75100,,,100.00000,-207.46030,-207.46030,-200.77480,-200.88810,0.04460,5.24380,17.16330,-17.19370,-23.29280,-8.95000,-17.19370,1.90930,-0.2916,-0.3161
2022-06-30,29.37800,29.37800,60.01900,15.09300,,-45.73400,2.64300,-43.09100,0.08200,-43.17300,-43.17300,-43.17300,-40.68800,-45.73400,148.15800,148.15800,-0.29000,-0.29000,2.85960,,,100.00000,-155.67430,-155.67430,-146.67780,-146.95690,0.04760,4.66980,19.27260,-13.56440,-18.60510,-6.99580,-13.56440,2.07550,-0.3591,-0.3955
