Date,research-development-expenses,selling-general-administrative-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,3.54600,2.19000,-5.73600,0.11800,-5.61800,-5.61800,-5.61800,-5.61800,-5.72100,-5.73600,11.13500,11.13500,-0.50000,-0.50000,4.14750,,,-62.21470,-62.21480,-34.65330,-62.21480,0.83910,-0.4185,-0.4191
2024-06-30,4.15700,2.37200,-6.52900,2.57500,-3.95400,-3.95400,-3.95400,-3.95400,-6.51500,-6.52900,11.12900,11.12900,-0.36000,-0.36000,5.22280,,,-28.57350,-28.57350,-18.78210,-28.57350,1.28730,-0.5647,-0.5647
2024-03-31,2.94400,2.82300,-5.76700,5.59000,0.13000,0.13000,0.13000,0.13000,-5.75200,-5.76700,9.75500,10.04700,0.01000,0.01000,6.20570,,,0.75380,0.75380,0.47910,0.75380,1.60590,-0.46930,-0.46930
2023-12-31,2.78200,1.53700,-4.31900,0.05700,-4.14600,-4.14600,-4.14600,-4.14600,-4.30000,-4.31900,4.48630,4.48630,17.70000,17.70000,2.88110,,,-50.82740,-50.82750,-34.02540,-50.82750,1.41740,-1.8324,-1.836
2023-09-30,2.77200,2.06100,-4.83300,0.21400,-4.61900,-4.61900,-4.61900,-4.61900,-4.82100,-4.83300,5.66700,5.66700,-0.82000,-0.82000,4.14350,,,-37.98830,-37.98830,-29.15120,-37.98830,2.13880,-0.8038,-0.8038
2023-06-30,3.81400,2.76900,-6.58300,0.27900,-6.30400,-6.30400,-6.30400,-6.30400,-6.56900,-6.58300,5.66200,5.66200,-1.11000,-1.11000,4.98140,,,-38.86320,-38.86320,-31.13860,-38.86320,2.86490,3.4076,3.3938
2023-03-31,6.49100,15.84900,-22.34000,3.16800,-19.28800,-19.28800,-19.28800,-19.28800,-22.32700,-22.34000,0.82300,0.82300,-23.43000,-23.43000,2.72710,,,-87.59700,-87.59710,-55.63470,-87.59710,3.88890,-6.50670,-6.50670
2022-12-31,1.92200,1.18300,-3.10500,4.52200,1.41700,1.41700,1.41700,0.09900,-3.09200,-3.10500,0.08220,0.08220,2.56000,2.56000,0.36190,-0.07800,-0.07230,-1.98730,-1.98730,42.31110,-2.14220,-847.19310,-50.7364,-50.737
2022-09-30,1.24400,2.04400,-3.28800,0.70700,-2.58100,-2.58100,-2.58100,-2.58100,-3.27500,-3.28800,0.08320,0.08320,-31.04000,-31.04000,11.98060,,,-6.20450,-6.20450,-5.68990,-6.20450,27.01940,-21.7636,-21.7635
2022-06-30,2.25900,1.33000,-3.58900,0.55900,-3.03000,-3.03000,-3.03000,-3.03000,-3.57600,-3.58900,0.08290,0.08290,-36.55000,-36.55000,11.94620,,,-6.09760,-6.09760,-5.60880,-6.09760,32.34350,-24.3643,-24.3617
2022-03-31,2.92500,1.28600,-4.21100,0.58100,-3.63000,-3.63000,-3.63000,-3.63000,-4.19800,-4.21100,0.07870,0.07870,-46.13000,-46.13000,13.77060,,,-6.45260,-6.45260,-5.99150,-6.45260,36.88150,-46.08660,-46.13740
2021-12-31,4.26800,4.43300,-8.70100,0.02600,-8.67500,-8.67500,-8.67500,-8.67500,-8.56500,-8.70100,1.51360,1.51360,-5.74230,-5.74230,16.53390,,,-13.34140,-13.34140,-12.55650,-13.34140,42.63910,-5.9776,-5.9816
2021-09-30,4.02100,3.99600,-8.01700,0.02800,-7.98900,-7.98900,-7.98900,-7.98900,-7.88100,-8.01700,1.51990,1.51990,-5.32210,-5.32210,16.59150,,,-11.07490,-11.07490,-10.42430,-11.07490,47.38780,-3.5455,-3.6626
2021-06-30,4.16600,3.57500,-7.74100,0.03300,-7.70800,-7.70800,-7.70800,-7.70800,-7.61200,-7.74100,1.51000,1.51000,-5.04200,-5.04200,18.36540,,,-9.79830,-9.79830,-9.30680,-9.79830,51.76320,-5.1152,-5.2259
2021-03-31,6.44800,5.04000,-11.48800,0.03900,-11.44900,-11.44900,-11.44900,-11.44900,-11.37000,-11.48800,1.50080,1.50080,-7.56300,-7.56300,14.14800,,,-13.53920,-13.53920,-12.60180,-13.53920,56.24720,-6.17260,-6.26320
2020-12-31,5.48800,3.68700,-9.17500,0.02300,-9.15200,-9.15200,-9.15200,-9.15200,-9.06400,-9.17500,0.47250,0.47250,149.43980,149.43980,14.18320,,,-9.65540,-9.65540,-8.99070,-9.65540,63.27920,42.9406,41.7547
2020-09-30,4.75700,2.06400,-6.82100,2.10500,-4.71600,-4.71600,-4.71600,-7.11200,-6.72500,-6.82100,0.20120,0.20120,-35.29410,-35.29410,12.28600,,,-5.20330,-5.20330,-4.79340,-5.20330,60.50740,61.0555,61.6393
2020-06-30,4.63200,1.40800,-6.04000,0.17100,-5.86900,-5.86900,-5.86900,-9.36300,-5.94500,-6.04000,0.09850,0.09850,-95.09800,-95.09800,,,,,,,,,-62.7517,-62.8173
