Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2022-03-31,0.58310,,0.58310,3.29400,-0.31300,,-4.22470,24.68120,20.45650,20.45650,20.45650,20.45650,-24.50390,-3.02390,31.22810,31.22810,0.66000,0.66000,29.74580,0.16110,0.19210,100.00000,-724.52500,-518.59360,3508.22400,3508.22400,0.00130,6.64010,13.55400,5.37340,5.37340,4.45020,4.50760,12.21610,-0.04440,-0.04440
2021-12-31,0.38080,,0.38080,2.74360,-0.27840,,-2.83000,-6.70610,-9.53610,-9.53610,-9.53610,-9.53610,50.50960,-2.64130,25.86160,26.75840,-1.45000,-0.85000,8.18660,0.16680,0.20020,100.00000,-743.26810,-693.69970,-2504.53100,-2504.53300,0.00080,4.55150,19.77380,-2.61370,-2.61370,-2.06270,-2.17780,11.72420,1.8757,1.8757
2021-09-30,0.52390,,0.52390,2.47280,-0.27460,,-2.22350,17.47190,15.24840,15.24840,15.24840,15.24840,12.80030,-2.22350,27.61910,27.61910,0.55000,0.55000,40.79530,,,100.00000,-424.39580,-424.39580,2910.46700,2910.46700,0.00120,1.64780,54.61930,3.58140,3.58140,3.55890,3.58140,14.79330,-0.14,-0.14
2021-06-30,0.27480,,0.27480,1.98670,-0.33120,,-2.04300,35.40010,33.35710,33.35710,33.35710,33.35710,-9.78430,-2.04300,25.33450,25.33450,1.32000,1.32000,59.64860,,,100.00000,-743.39570,-743.39570,12137.79000,12137.79000,0.00060,0.58430,154.03090,7.58820,7.58820,7.55030,7.58820,16.56280,-0.2431,-0.2431
2021-03-31,0.29140,,0.29140,2.37770,-0.24320,,-2.83430,110.83670,108.00240,108.00240,108.00240,108.00240,-0.93680,-2.32950,20.48660,24.12330,5.27000,4.50000,21.69780,,,100.00000,-972.81570,-799.55690,37069.37000,37069.38000,0.00070,3.96900,22.67550,24.77340,24.77340,24.34370,24.77340,18.01120,5.37070,5.37070
2020-12-31,0.92270,,0.92270,4.38300,-0.24110,,-4.25130,65.53350,61.28220,61.28220,61.28220,61.27890,-62.03150,-3.70140,17.91040,21.79090,3.35000,3.06000,0.33770,0.11030,0.12400,100.00000,-460.72100,-401.13170,6641.31200,6640.95200,0.00190,5.52550,16.28820,20.32020,20.32020,12.79710,18.07850,15.14430,-0.0694,-0.0694
2020-09-30,0.40810,,0.40810,1.85580,-0.58750,,-2.59120,18.50780,15.91660,15.91660,15.91660,15.91990,-18.07080,-2.03530,17.79550,21.59840,0.89000,0.76000,0.43960,0.12860,0.14760,100.00000,-634.93270,-498.70980,3900.11100,3900.92300,0.00090,0.96710,93.06470,6.29830,6.29830,3.68330,5.48810,12.45810,-0.4166,-0.4166
2020-06-30,0.24150,,0.24150,3.79520,-0.54500,,-4.66740,26.49820,21.83080,21.83080,21.83080,21.83080,-30.52700,-4.09880,16.38320,20.30100,1.33000,1.10000,0.26720,0.16830,0.20240,100.00000,-1932.55400,-1697.11100,9039.15400,9039.15300,0.00070,3.43670,26.18760,11.32940,11.32940,6.74560,9.42270,11.83610,-1.0024,-1.0024
2020-03-31,0.25180,,0.25180,2.17550,-0.50740,,-3.00460,-20.68770,-23.69230,-23.69230,-23.69230,-23.69230,25.32880,-2.43120,17.44100,17.44100,-1.36000,-1.36000,1.02750,0.18400,0.22550,100.00000,-1193.40600,-965.65160,-9410.53600,-9410.53600,0.00100,2.96890,30.31390,-13.73340,-13.73340,-9.18150,-11.20660,10.22380,0.40430,0.40430
2019-12-31,0.40030,,0.40030,1.96910,4.24260,,-2.56330,4.77160,2.20820,2.20820,2.20820,2.20820,1.21530,-1.98670,19.32840,23.06960,0.13000,0.17000,0.93720,0.16250,0.19410,-1064.25700,-640.36000,-496.29550,551.65150,551.65150,0.00140,4.73000,19.02770,1.10460,1.10460,0.76530,0.92500,11.38220,0.5857,0.5857
2019-09-30,0.38020,,0.38020,3.97720,-0.51370,,-4.70220,9.96370,5.26150,5.26150,5.26150,5.26150,-12.20960,-4.11070,19.47280,23.20410,0.27000,0.25000,1.01570,0.15320,0.18090,100.00000,-1236.68700,-1081.11800,1383.77000,1383.77000,0.00130,3.03340,29.67000,2.45920,2.45920,1.75650,2.08240,11.23560,-0.437,-0.437
2019-06-30,0.48800,,0.48800,1.86620,-0.82680,,-2.80520,2.12960,-0.67560,-0.67560,-0.67560,-0.67560,10.32610,-2.20500,19.71970,19.71970,-0.03000,-0.03000,0.61150,0.15460,0.18290,100.00000,-574.89900,-451.89400,-138.45720,-138.45730,0.00140,1.14280,78.75680,-0.32000,-0.32000,-0.19760,-0.27050,10.74650,1.5033,1.5033
2019-03-31,0.22730,-4.66050,4.88770,3.30300,-0.36090,4.26800,0.61970,16.53990,17.15960,17.15960,17.15960,17.15960,-19.38610,1.22390,19.76270,23.49400,0.87000,0.75000,0.30460,0.15340,0.18130,2150.81300,272.69610,538.55660,7550.98500,7550.98500,0.00070,0.09620,935.96320,8.07370,8.07370,4.98740,6.83480,10.75430,-0.13560,-0.13560
2018-12-31,0.53010,-4.48160,5.01160,2.22530,-0.48320,3.32870,1.68290,-16.91630,-15.23340,-15.23340,-15.23340,-15.23340,24.89870,2.30310,20.61790,20.61790,-0.73000,-0.63000,0.29990,0.16440,0.19670,945.45460,317.49130,434.48940,-2873.80700,-2873.80800,0.00160,2.07330,43.40940,-7.79690,-7.79690,-4.61310,-6.51520,9.88610,-0.2769,-0.2769
2018-09-30,0.24640,0.80450,-0.55820,2.33910,0.30060,3.35010,-3.90820,4.23700,0.32880,0.32880,0.32880,0.32880,-16.51670,-2.59670,20.46300,20.46300,0.02000,0.02000,0.35550,0.15230,0.17970,-226.57330,-1586.42900,-1054.04700,133.47120,133.47160,0.00070,0.79290,113.50210,0.15410,0.15410,0.09200,0.13060,10.57760,0.1246,0.1246
2018-06-30,0.59210,2.58810,-1.99600,2.09620,0.14910,3.42080,-5.41680,14.24680,8.83000,8.83000,8.83000,8.83000,-13.55670,-3.94310,20.96890,28.86670,0.42000,0.35000,0.88120,0.28860,0.40570,-337.12260,-914.88650,-665.98220,1491.37100,1491.37100,0.00140,2.07180,43.44140,4.06630,4.06630,2.14410,2.89270,10.46450,0.1518,0.1518
2018-03-31,0.24930,1.47130,-1.22200,2.17390,4.54340,-1.22940,0.00750,6.95880,6.96630,6.96630,6.96630,6.96630,-6.76120,1.14750,21.15070,26.71370,0.33000,0.30000,0.86510,0.29450,0.41740,-490.10320,2.99710,460.23860,2793.95000,2793.95000,0.00060,3.71910,24.19950,3.30960,3.30960,1.72840,2.33500,9.99130,0.46490,0.46490
2017-12-31,-0.03120,-0.33050,0.29930,2.71310,0.05950,3.86100,-3.56170,1.07760,-2.48400,-2.48400,-2.48400,-2.48400,24.75590,-2.35420,21.92450,21.92450,-0.11000,-0.03000,0.55740,0.25040,0.33400,-959.57030,11417.09000,7546.60200,7962.65700,7962.64900,-0.00010,-0.88770,-101.38110,-1.21310,-1.21310,-0.65080,-0.90940,9.63770,2.8834,2.8834
2017-09-30,0.17490,3.33410,-3.15910,2.30990,0.05070,3.46680,-6.62600,16.69700,10.07100,10.07100,10.07100,10.07100,-20.85620,-5.41840,22.00100,27.75200,0.46000,0.40000,0.05530,0.26670,0.36380,-1806.13100,-3788.16800,-3097.79400,5757.75500,5757.75400,0.00040,0.80070,112.39550,4.80990,4.80990,2.54400,3.52700,9.69040,0.1842,0.1842
2017-06-30,0.37060,2.43080,-2.06020,2.58420,-0.08350,3.82280,-5.88300,12.08100,6.19810,6.19810,6.19810,6.19810,-17.28710,-4.72790,22.18100,27.93300,0.28000,0.26000,0.03200,0.27310,0.37580,-555.92840,-1587.44500,-1275.76600,1672.47500,1672.47500,0.00100,1.09940,81.86610,3.06670,3.06670,1.60480,2.22910,9.11180,-0.1729,-0.1729
2017-03-31,0.33850,1.71730,-1.37880,2.33100,0.02840,3.42940,-4.80820,8.59110,3.78290,3.78290,3.78290,3.78290,-36.79140,-3.68140,22.18100,22.18100,0.17000,0.17000,0.02970,0.25690,0.34560,-407.39030,-1420.61900,-1087.70600,1117.67900,1117.67900,0.00100,1.64560,54.69260,1.93090,1.93090,1.13700,1.43490,8.83240,-0.31360,-0.31360
2016-12-31,0.60110,-7.38300,7.98410,2.80270,-0.14390,4.12080,3.86330,-35.35430,-31.49090,-31.49090,-31.49090,-31.49090,41.85290,5.03750,22.18100,22.18100,-1.42000,-1.42000,0.21660,0.26000,0.35140,1328.25000,642.70730,838.04930,-5238.86600,-5238.86600,0.00200,6.46720,13.91630,-16.39050,-16.39050,-10.46330,-12.12860,8.66190,-0.1403,-0.1403
2016-09-30,0.08660,0.22070,-0.13410,2.75600,-0.14180,4.08760,-4.22170,1.94830,-2.27330,-2.27330,-2.27330,-2.27330,-1.44220,-3.03190,22.18100,22.18100,-0.10000,-0.10000,0.24970,0.23130,0.30090,-154.73060,-4872.19000,-3499.12200,-2623.64800,-2623.64800,0.00030,0.38970,230.96310,-1.01660,-1.01660,-0.66710,-0.78140,10.08160,0.6107,0.6107
2016-06-30,-0.05410,-2.90720,2.85310,2.91350,-0.20730,4.30510,-1.45200,-14.82950,-16.28160,-16.28160,-16.28160,-16.28160,15.91670,-0.26770,22.18100,22.18100,-0.74000,-0.74000,0.06180,0.23730,0.31120,-5271.91000,2683.05200,494.67860,30084.75000,30084.75000,-0.00020,-0.39370,-228.57630,-7.17940,-7.17940,-4.67780,-5.47540,10.22410,-0.2446,-0.2446
2016-03-31,0.10270,-5.11860,5.22120,3.28130,-0.20970,4.67420,0.54700,-25.49610,-24.94910,-24.94910,-24.94910,-24.94910,21.37470,1.73020,22.18100,22.18100,-1.12000,-1.12000,0.09800,0.21570,0.27510,5086.34700,532.87500,1685.47100,-24304.51000,-24304.51000,0.00030,0.55330,162.66670,-10.26450,-10.26450,-6.88590,-8.05000,10.95810,-0.40430,-0.40430
2015-12-31,0.06860,-2.66930,2.73790,2.98830,-0.15230,4.32040,-1.58250,-16.54820,-18.13070,-18.13070,-18.13070,-18.13270,13.09120,-0.40270,19.32800,19.32800,-0.93000,-0.77000,0.22290,0.19920,0.24870,3990.05200,-2306.22700,-586.92700,-26422.61000,-26425.51000,0.00020,0.70610,127.46610,-6.76490,-6.76490,-4.55720,-5.41760,12.08290,-0.2227,-0.2227
2015-09-30,0.03940,1.06250,-1.02320,3.02150,-0.97140,5.17680,-6.19990,15.05260,8.85270,8.85270,8.85270,8.85270,17.19370,-5.01610,19.32010,23.56420,0.45000,0.42000,1.04060,0.17990,0.21940,-2599.32400,-15750.61000,-12743.13000,22489.91000,22489.88000,0.00010,0.30570,294.36860,2.83280,2.83280,2.01930,2.32320,16.17510,1.8602,1.8602
2015-06-30,0.12390,1.56530,-1.44140,3.29710,-0.14420,4.67010,-6.11150,7.19100,1.07950,1.07950,1.07950,1.08150,1.05210,-4.88280,19.32010,19.32010,0.06000,0.06000,0.08020,0.18410,0.22570,-1163.48100,-4932.99200,-3941.16600,871.33010,872.94560,0.00020,1.03890,86.62710,0.35550,0.35550,0.21300,0.29000,15.71690,0.889,0.889
2015-03-31,0.05900,8.21170,-8.15270,3.15060,-0.12130,4.64070,-12.79340,29.45800,16.66460,16.66460,16.66460,16.66460,-38.95690,-11.42460,19.32000,23.56400,0.86000,0.73000,0.08680,0.21830,0.27930,-13812.52000,-21674.92000,-19355.86000,28233.64000,28233.64000,0.00010,0.92530,97.26570,5.50770,5.50770,3.21390,4.30540,15.66090,0.27960,0.27960
2014-12-31,0.02610,-1.88420,1.91040,3.09360,-0.22280,4.66450,-2.75410,-4.48670,-7.24090,-7.24090,-7.24090,-7.24090,14.21000,-1.40610,19.32010,19.32010,-0.37000,-0.36000,0.06240,0.23220,0.30240,7311.84200,-10541.39000,-5381.65100,-27714.17000,-27714.17000,0.00010,0.97960,91.87390,,-2.53260,-1.49100,-1.94460,14.79830,-1.0998,-1.0998
2014-09-30,0.02200,3.68430,-3.66230,3.17630,0.03110,4.58730,-8.24960,14.26830,6.01870,6.01870,6.01870,6.01870,-7.82060,-6.80750,19.32000,23.56400,0.31000,0.30000,0.08020,0.18930,0.23350,-16668.92000,-37547.66000,-30984.18000,27393.90000,27393.90000,0.00000,1.62990,55.21820,2.05320,2.05320,1.24400,1.66450,15.17310,0.9116,0.9116
2014-06-30,0.09700,0.84460,-0.74760,3.33090,-0.16600,5.03100,-5.77850,4.85820,-0.92030,-0.92030,-0.92030,-0.92030,-15.48010,-4.24450,19.32010,19.32010,-0.05000,-0.05000,0.08270,0.22570,0.29150,-770.45950,-5955.20800,-4374.33300,-948.44650,-948.44650,0.00020,,,-0.32050,-0.32050,-0.19820,-0.24820,14.86160,0.1554,0.1554
2014-03-31,0.04080,0.96970,-0.92880,3.18630,0.48710,3.87880,-4.80770,4.88740,0.07970,0.07970,0.07970,0.07970,-0.30270,-3.62800,19.32010,19.32010,0.00000,0.00000,0.07860,0.23100,0.30050,-2275.72500,-11779.32000,-8888.89600,195.28070,195.28110,0.00010,1.00320,89.71110,0.02770,0.02770,0.01680,0.02130,14.90920,-1.09280,-1.09280
2013-12-31,0.02600,,0.02600,2.69620,0.21510,,-14.06650,47.71000,33.64350,33.64350,33.64350,33.64350,-80.69870,-12.97870,19.32010,20.54100,1.74000,1.69000,0.52710,0.19360,0.24010,-40299.06000,-54000.15000,-49824.14000,129154.50000,129154.50000,0.00010,0.82230,109.44830,11.68310,11.68310,8.90160,9.42130,14.90510,-0.8775,-0.8775
2013-09-30,0.00260,,0.00260,2.24110,-0.58420,,-3.01380,8.72950,5.71570,5.71570,5.71570,5.71570,-11.68630,-2.82260,19.32000,19.32000,0.29000,0.29000,41.27920,0.21440,0.27300,100.00000,-113986.00000,-106754.90000,216178.00000,216178.00000,0.00000,0.16910,532.37520,2.24740,2.24740,1.76120,1.76550,13.16370,-2.1483,-2.1483
2013-06-30,0.01570,,0.01570,2.24220,-0.16040,,-2.38690,5.90260,3.51570,3.51570,3.51570,3.51570,-14.61720,-2.38690,19.32010,19.32010,0.18000,0.18000,8.62900,,,100.00000,-15181.01000,-15181.01000,22360.26000,22360.26000,0.00010,1.18890,75.70120,1.41420,1.41420,1.41100,1.41420,12.86790,-0.1131,-0.1131
2013-03-31,0.00450,,0.00450,2.47370,-0.09850,,-2.56770,-4.92350,-7.49130,-7.49130,-7.49130,-7.49130,-0.99110,-2.56770,19.32010,19.32010,-0.38000,-0.38000,20.94850,,,100.00000,-56620.18000,-56620.18000,-165187.50000,-165187.50000,0.00000,,,-3.05650,-3.05650,-3.05240,-3.05650,12.68590,-0.23290,-0.23290
2012-12-31,0.00600,,0.00600,2.64150,-0.13870,,-2.77420,-4.50230,-7.27650,-7.27650,-7.27650,-7.27650,1.72810,-2.77420,16.09630,16.09630,-0.52000,-0.52000,20.77720,,,100.00000,-46313.63000,-46313.62000,-121476.40000,-121476.40000,0.00000,,,-2.88080,-2.88080,-2.87460,-2.88080,13.07360,-2.7465,-2.7465
2012-09-30,0.01390,,0.01390,2.20200,-0.14650,,-2.33460,-4.66530,-6.99980,-6.99980,-6.99980,-6.99980,2.33070,-2.33460,19.32010,19.32010,-0.36000,-0.36000,58.85170,,,100.00000,-16761.69000,-16761.69000,-50257.32000,-50257.32000,0.00010,6.35980,14.15140,-2.69370,-2.69370,-2.68910,-2.69370,13.45030,-1.5851,-1.5851
2012-06-30,0.11040,,0.11040,2.01590,-0.17460,,-2.08010,-3.39480,-5.47490,-5.47490,-5.47490,-5.47490,-0.06560,-2.08010,16.28710,16.28710,-0.34000,-0.34000,89.23930,,,100.00000,-1884.95100,-1884.95100,-4961.21000,-4961.21000,0.00040,47.68970,1.88720,-2.05160,-2.05160,-2.04470,-2.05160,13.81260,-5.2422,-5.2422
2012-03-31,0.11780,,0.11780,1.14190,-0.06990,,-1.09400,1.01090,-0.08310,-0.08310,-0.08310,-0.08310,-2.10520,-1.09400,9.38710,9.38710,-0.01000,-0.01000,221.08650,,,100.00000,-928.65500,-928.65500,-70.50890,-70.50890,0.00070,42.28460,2.12840,-0.04960,-0.04960,-0.04950,-0.04960,13.47420,-2.22900,-2.22900
2011-12-31,0.10890,,0.10890,0.66410,-0.12250,,-0.67770,-1.02600,-1.70370,-1.70370,-1.70370,-1.70370,0.34830,-0.67770,3.37740,3.37740,1107.62000,1107.62000,0.02640,,,100.00000,-622.16610,-622.16610,-1564.13800,-1564.13800,0.00120,,,-2.38260,-2.38260,-1.85590,-2.38260,12.95350,-9.5906,-9.5906
2011-09-30,0.05340,,0.05340,0.62770,-0.10580,,-0.68010,-0.49420,-1.17430,-1.17430,-1.17430,-1.17430,-0.18590,-0.68010,3.43010,3.43010,-0.34000,-0.34000,61.06160,,,100.00000,-1273.38200,-1273.38200,-2198.65600,-2198.65600,0.00070,,,-1.60440,-1.60440,-1.59290,-1.60440,13.25870,-3.2234,-3.2234
2011-06-30,,,,0.50690,-0.05840,,-0.56530,-0.05960,-0.62490,-0.62490,-0.62490,-0.62490,-0.56530,-0.56530,2.34560,2.34560,-0.27000,-0.27000,125.97100,,,,,,,,,,,-1.38060,-1.38060,-1.37470,-1.38060,13.57280,-9.3126,-9.3126
2011-03-31,,,,0.11070,-0.00010,,-0.11080,,-0.11080,-0.11080,-0.11080,-0.11080,-0.11080,-0.11080,0.00010,0.00010,-1108.08000,-1108.08000,0.73770,,,,,,,,,,,101.37230,101.37230,-36.05130,101.37230,,0.00000,
