Date,research-development-expenses,selling-general-administrative-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,4.63700,3.18600,-7.82300,0.57000,-7.25300,-7.25300,-7.25300,-7.25300,-7.49100,-7.82300,25.14800,25.14800,-0.29000,-0.29000,8.83990,0.00450,0.02270,-15.84350,-15.84350,-13.61960,-15.77250,1.82020,-0.2166,-0.2166
2024-06-30,4.58400,3.20300,-7.78700,0.64500,-7.14200,-7.14200,-7.14200,-7.14200,-7.34500,-7.78700,25.10400,25.10400,-0.28000,-0.28000,10.90000,0.00720,0.02380,-13.68410,-13.68410,-11.94330,-13.58600,2.07740,-0.2301,-0.2344
2024-03-31,4.91700,3.81300,-8.73000,0.73800,-7.99200,-7.99200,-7.99200,-7.99200,-8.51300,-8.73000,25.04900,25.04900,-0.32000,-0.32000,12.06610,0.00970,0.02470,-13.66760,-13.66760,-11.98290,-13.53540,2.33210,-0.30400,-0.30550
2023-12-31,4.49300,3.64900,-8.14200,0.72800,-7.41400,-7.41400,-7.41400,-7.41400,-7.81300,-8.14200,27.95300,27.95300,-0.30000,-0.30000,11.91740,0.01170,0.02530,-11.42460,-11.42460,-9.96850,-11.29100,2.59270,-0.132,-0.132
2023-09-30,3.81800,3.91900,-7.73700,0.61300,-7.12400,-7.12400,-7.12400,-7.12400,-7.40500,-7.73700,25.51400,25.51400,-0.28000,-0.28000,11.85930,0.01340,0.02590,-10.03380,-10.03380,-8.72420,-9.89970,2.84030,-0.3187,-0.3188
2023-06-30,4.78400,5.39300,-10.17700,0.79100,-9.38600,-9.38600,-9.38600,-9.38600,-9.49700,-10.17700,30.50700,30.50700,-0.31000,-0.31000,15.13330,0.01440,0.02570,-11.85090,-11.85090,-10.47780,-11.68010,2.97930,-0.3147,-0.3105
2023-03-31,5.20400,5.80400,-11.00800,0.83100,-10.17700,-10.17700,-10.17700,-10.17700,-10.99800,-11.00800,30.86600,30.86600,-0.33000,-0.33000,13.00380,0.01400,0.02350,-10.72960,-10.72960,-9.42900,-10.57930,3.06250,-0.38020,-0.38480
2022-12-31,7.34500,5.70300,-13.04800,0.81600,-12.23200,-12.23200,-12.23200,-12.23200,-12.69700,-13.04800,30.70300,30.70300,-0.40000,-0.40000,11.97760,0.01500,0.02380,-11.82900,-11.82900,-10.33330,-11.65110,3.36130,-0.3124,-0.3123
2022-09-30,9.19000,4.75100,-13.94100,0.52500,-13.41600,-13.41600,-13.41600,-13.41600,-13.59900,-13.94100,30.72000,30.72000,-0.44000,-0.44000,13.95220,0.01450,0.02220,-11.76990,-11.76990,-10.41590,-11.59870,3.71040,-0.221,-0.2287
2022-06-30,6.39300,4.31900,-10.71200,0.17700,-10.53500,-10.53500,-10.53500,-10.53500,-10.39200,-10.71200,30.70200,30.70200,-0.34000,-0.34000,23.46170,0.01350,0.02000,-8.36670,-8.36670,-7.63210,-8.25400,4.09870,-0.3869,-0.3886
2022-03-31,7.45500,5.03200,-12.48700,0.08200,-12.40500,-12.40500,-12.40500,-12.40500,-12.15300,-12.48700,30.64800,30.64800,-0.40000,-0.40000,18.27200,0.01350,0.01950,-9.16800,-9.16800,-8.26790,-9.04460,4.40990,-0.35080,-0.35140
2021-12-31,5.95600,3.45700,-9.41300,0.04700,-9.36600,-9.36600,-9.36600,-9.36600,-9.08400,-9.41300,27.71100,27.71100,-0.27000,-0.27000,30.38290,0.01130,0.01610,-6.39260,-6.39260,-6.11260,-6.32040,4.78660,-0.3599,-0.3832
2021-09-30,6.44300,3.87300,-10.31600,0.63100,-9.68500,-9.68500,-9.68500,-9.68500,-10.18000,-10.31600,30.58800,30.58800,-0.32000,-0.32000,30.04600,,,-6.24000,-6.24000,-6.00620,-6.24000,5.07410,-0.1823,-0.1847
