Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,long-term-debt-capital,debt-equity-ratio,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,
2024-06-30,15631.26000,7848.79300,7782.47100,4448.78100,4448.77700,3333.69000,-17.33760,3316.33900,926.69440,2389.64500,2389.64500,,2376.67200,6558.89000,6558.89000,0.36240,0.36220,0.65750,4.66480,42.61290,30.53880,0.00400,2.47430,2.65060,0.12360,0.84730,14.76300,0.00000,
2023-06-30,14728.17000,7231.16100,7497.00500,4948.29800,4948.29900,2548.70700,-8.21980,2540.48800,710.20970,1830.27800,1830.27800,,1810.51700,6678.08000,6678.08000,0.27110,0.27100,0.67500,4.75120,33.88670,24.14990,0.00360,1.86710,2.00520,0.08810,0.60680,14.70080,0.00000,
2022-06-30,9123.23700,1583.52800,7539.70900,4847.21900,4847.21900,2692.49000,-7.60760,2684.88200,723.50740,1961.37500,1961.37500,,1943.78000,6854.40500,6854.40500,0.28360,0.28350,0.71280,4.97280,35.60990,25.78060,0.00360,2.04670,2.21020,0.09450,0.58780,13.98060,0.00000,
2021-06-30,8148.41300,799.05280,7349.36000,4735.45800,4735.45820,2613.90200,-22.10390,2591.78900,727.75430,1864.03500,1864.03500,,1849.51100,6852.43000,6852.43000,0.26990,0.26980,0.70880,4.49510,35.26550,25.16560,0.00340,1.70420,1.81610,0.08530,0.49620,15.96200,0.00000,
2020-06-30,8550.63400,1681.40300,6869.23100,5770.57600,5770.57600,1098.65500,-12.17370,1086.45400,286.04940,800.40440,800.40440,,800.68350,6847.84500,6847.84500,0.11690,0.11690,0.71060,4.89810,15.81620,11.65610,0.00330,0.78540,0.84320,0.03810,0.22730,14.88230,0.00000,
2019-06-30,11665.63000,2937.85300,8727.77300,6348.66100,6348.66100,2379.11300,190.56310,2569.68500,552.26080,2017.42500,2017.42500,,1963.11600,6948.18500,6948.18500,0.28250,0.28240,0.66480,3.84890,29.44260,22.49270,0.00470,1.97560,2.12590,0.10840,0.66220,14.77910,0.00000,
2018-06-30,12661.56000,2255.67400,10405.89000,7352.46500,7352.46500,3053.42600,-11.67480,3041.74100,763.02040,2278.72000,2278.72000,,2089.17300,7018.51200,7018.51200,0.29770,0.29770,0.64920,3.56250,29.23100,20.07680,0.00570,2.11360,2.27870,0.12380,0.74140,15.45420,0.00000,
2017-06-30,11826.84000,1563.00300,10263.83000,7418.16000,7418.16000,2845.67500,-4.84200,2840.82300,448.81200,2392.01100,2392.01100,,2173.68900,7050.56500,7050.56500,0.30830,0.30830,0.64430,3.83740,27.67800,21.17810,0.00560,2.32970,2.53840,0.13170,0.82880,14.56230,0.00000,
2016-06-30,10741.00000,1171.30700,9569.69100,7021.74200,7021.74200,2547.94900,-7.97940,2539.96900,610.67520,1929.29400,1929.29400,,1713.85000,6836.11500,6843.11200,0.25070,0.25040,0.56960,3.38340,26.54180,17.90920,0.00570,2.01450,2.22190,0.11440,0.86710,14.00980,0.00000,
2015-06-30,9843.46900,829.78260,9013.68700,5696.99900,5696.99940,3316.68700,16.62960,3333.30800,909.36360,2423.94400,2423.94400,,2196.52600,6836.18500,6840.72000,0.32130,0.32110,0.60940,4.05470,36.98050,24.36880,0.00590,2.70710,2.92650,0.15780,1.05750,13.09800,0.00000,
2015-03-31,10784.71000,,10784.71000,,,10784.71000,,10784.71000,,10784.71000,659.55300,-64.87400,594.67900,6836.95900,6836.95900,0.09000,0.09000,0.66890,3.35380,100.00000,5.51410,0.00660,0.65760,0.72160,0.04040,0.21770,,10.3847,9.8716
2014-12-31,10132.00000,,10132.00000,,,10132.00000,,10132.00000,,10132.00000,1729.07400,-12.44200,1716.63200,6835.94200,6840.55600,0.25000,0.25000,0.46680,2.62420,100.00000,16.94270,0.00660,1.91630,2.08230,0.11180,1.02180,,-2.4035,-2.122
2014-09-30,10752.61000,,10752.61000,,,10752.61000,,10752.61000,,10752.61000,2165.58000,-11.58700,2153.99300,6836.59500,6836.59500,0.32000,0.32000,0.48800,2.87100,100.00000,20.03230,0.00670,2.23740,2.47370,0.13420,1.14550,,2.4035,2.122
