Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,977.87200,296.09800,681.77400,85.27200,434.13800,-0.06600,519.47600,162.29800,3.63200,165.93000,49.96700,115.96300,115.96300,115.96300,200.09100,162.29800,74.73600,74.75700,1.55000,1.55000,1.25870,,69.72020,16.59710,16.59710,16.96850,11.85870,0.15360,1.16520,0.96760,93.01230,2.94000,3.45440,1.82160,2.94000,52.76230,3.5425,3.1387
2024-06-30,1028.49000,305.86200,722.62800,92.19300,452.26200,-31.12700,575.58200,147.04600,-3.18000,143.86600,47.30200,96.56400,96.56400,96.56400,183.21200,147.04600,75.18400,75.22300,1.28000,1.28000,1.18250,,70.26110,14.29730,14.29730,13.98810,9.38890,0.16700,1.17870,1.00820,89.26890,2.56960,3.02930,1.56800,2.56960,50.30940,2.1252,1.4145
2024-03-31,997.43100,299.61500,697.81600,91.85900,451.82200,,543.68100,154.13500,4.25100,158.38600,53.35800,105.02800,105.02800,105.02800,187.08100,154.13500,75.17500,75.32200,1.40000,1.39000,1.22550,,69.96130,15.45320,15.45320,15.87940,10.52990,0.16200,1.06980,1.04910,85.78680,2.79340,3.30260,1.70620,2.79340,49.94430,0.38060,0.25620
2023-12-31,956.72600,287.20190,669.52400,82.16000,402.50300,,497.97890,171.54520,1.33500,172.88000,48.86600,124.01400,124.01400,124.01400,205.27720,171.54520,76.42600,76.56800,1.63000,1.63000,1.18390,,69.98080,17.93040,17.93040,18.07000,12.96230,0.15730,0.96730,1.05900,84.98590,3.41590,3.96360,2.03840,3.41590,48.35820,0.6449,0.2021
2023-09-30,960.21400,297.13800,663.07600,88.73800,407.99200,,496.73000,166.34590,-4.23500,162.11100,40.68400,121.42700,121.42700,121.42700,203.37590,166.34590,76.56900,76.82600,1.59000,1.58000,1.27260,,69.05500,17.32380,17.32380,16.88280,12.64580,0.15200,1.00320,1.06200,84.74780,3.19390,3.66310,1.92180,3.19390,49.64050,3.7279,3.4491
2023-06-30,1002.17300,288.56400,713.60900,88.48500,453.19300,,541.67800,171.93100,-0.34200,171.58900,59.77500,111.81400,111.81400,111.81400,207.75000,171.93100,76.52400,76.68900,1.46000,1.46000,1.17010,,71.20620,17.15580,17.15580,17.12170,11.15720,0.16310,0.92270,1.10320,81.57830,3.07320,3.56750,1.81970,3.07320,47.53960,3.2974,2.5294
2023-03-31,943.14700,282.49300,660.65390,87.44700,439.69100,,527.13800,133.51600,1.10800,134.62400,46.82600,87.79800,87.79800,87.79800,169.33600,133.51600,76.92100,77.11100,1.14000,1.14000,1.16330,,70.04780,14.15640,14.15640,14.27390,9.30900,0.15980,0.90580,1.06640,84.39690,2.52290,2.95370,1.48770,2.52290,45.48130,2.59230,1.76080
2022-12-31,901.51510,283.81400,617.70110,83.52000,410.06700,,505.03980,112.66140,2.66000,115.32100,73.54600,41.77500,41.77500,41.77500,146.35840,112.66120,78.19000,78.42000,0.54000,0.54000,1.25880,,68.51810,12.49690,12.49690,12.79190,4.63390,0.15160,0.83780,1.04870,85.82400,1.16000,1.34840,0.70230,1.16000,46.60930,1.8326,1.1613
2022-09-30,890.34800,271.17900,619.16910,76.96600,398.54700,,475.51300,143.65600,-21.01500,122.64100,49.94100,72.70000,72.70000,72.70000,175.84500,143.65600,78.09300,78.23700,0.93000,0.93000,1.38200,,69.54240,16.13480,16.13480,13.77450,8.16530,0.15060,0.84500,1.03570,86.89480,1.96770,2.25410,1.22950,1.96770,47.29960,3.414,2.4427
2022-06-30,969.55300,281.99400,687.55900,72.96500,426.39800,,499.36300,188.19600,-14.58700,173.60900,60.80900,112.80000,112.80000,112.80000,218.47700,188.19600,78.39500,78.54500,1.44000,1.44000,1.31720,,70.91510,19.41060,19.41060,17.90610,11.63420,0.16690,0.90950,1.04050,86.50050,3.13410,3.62100,1.94140,3.13410,46.10720,1.6207,0.6437
