Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,725.30000,223.40000,501.90000,114.00000,,190.40000,311.50000,-26.20000,285.30000,65.30000,220.00000,220.00000,,220.10000,388.80000,311.50000,141.77900,142.51100,1.55000,1.54000,0.81840,0.89310,10.05250,69.19900,42.94780,42.94780,39.33550,30.34610,0.15890,1.37730,65.34400,72.20200,-11.51410,4.82120,7.71500,2.15490,2.1011,1.7073
2024-06-30,716.80000,219.40000,497.40000,101.50000,,178.70000,318.70000,74.30000,393.00000,85.20000,307.80000,307.80000,,308.10000,396.80000,318.70000,142.70600,143.29300,2.16000,2.15000,0.95330,0.85430,7.05080,69.39170,44.46150,44.46150,54.82700,42.98270,0.15030,1.29110,69.70980,70.70990,-17.52550,6.45570,10.30220,3.05560,1.549,1.1438
2024-03-31,704.00000,227.80000,476.20000,92.90000,,168.80000,307.40000,-32.20000,275.20000,55.80000,219.40000,219.40000,,219.60000,383.70000,307.40000,143.29800,143.97400,1.53000,1.52000,1.09380,0.90860,9.99550,67.64200,43.66480,43.66480,39.09090,31.19320,0.15650,1.35700,66.32390,76.23360,-11.39800,4.87710,6.96930,2.01560,2.58520,2.20180
2023-12-31,677.20000,226.20000,450.99990,114.40000,,200.50000,250.50000,-7.80000,242.69990,60.40000,182.30000,182.30000,-8.50000,174.00000,337.10000,250.50000,146.62400,147.33600,1.17000,1.16000,1.05020,0.89850,8.89730,66.59780,36.99060,36.99060,35.83870,25.69400,0.15510,1.89320,47.53840,56.57980,-9.54300,4.17540,5.74280,2.24830,1.6531,1.0564
2023-09-30,677.60000,217.20000,460.40000,111.60000,,179.30000,281.10000,-31.40000,249.70000,62.30000,187.40000,187.40000,,187.40000,349.20000,281.10000,145.01100,145.74300,1.29000,1.29000,1.18380,0.87840,7.25400,67.94570,41.48470,41.48470,36.85070,27.65640,0.15530,1.83140,49.14400,47.41910,-10.30750,4.29430,5.76690,2.72620,1.7097,1.3033
2023-06-30,675.00000,216.90000,458.10000,86.80000,,152.10000,306.00000,-37.80000,268.20000,63.90000,204.30000,204.30000,-7.50000,196.90000,371.80000,306.00000,144.83400,145.50000,1.36000,1.35000,1.06740,0.90290,9.30510,67.86670,45.33330,45.33330,39.73330,29.17040,0.15640,1.67870,53.61330,66.80840,-10.43730,4.73390,6.49000,2.10910,1.4443,2.0193
2023-03-31,651.60000,216.20000,435.40000,79.00000,,141.30000,294.10000,-27.50000,266.60000,72.20000,194.40000,194.40000,-138.00000,56.30000,356.50000,294.10000,152.03200,152.70900,0.37000,0.37000,0.88840,0.97270,35.68470,66.82010,45.13510,45.13510,40.91470,8.64030,0.15550,1.50380,59.84810,244.21810,-9.11910,4.63960,6.66320,0.55070,2.39210,22.07140
2022-12-31,630.50010,205.20000,425.30020,80.80000,-2.00000,142.80000,282.50010,-43.10000,239.40010,23.70000,215.70000,215.70000,-154.50000,61.10000,350.60010,282.50010,157.90600,158.92900,0.43000,0.43000,0.39890,0.57000,2.11350,67.45440,44.80570,44.80570,37.96990,9.69070,0.09060,1.88600,47.71930,12.20230,-52.21500,3.09860,5.24700,11.42660,1.5361,1.0013
2022-09-30,610.10000,195.20000,414.90000,96.50000,-5.30000,161.30000,253.60000,-35.00000,218.60000,52.80000,165.80000,165.80000,23.70000,189.40000,342.10000,253.60000,156.94100,157.97900,1.21000,1.20000,0.46380,0.53880,1.70060,68.00520,41.56700,41.56700,35.83020,31.04410,0.08750,1.22310,73.58140,8.26520,-6.05090,2.37720,3.81180,12.78990,1.7978,1.4243
2022-06-30,612.80000,195.50000,417.30000,96.30000,-15.60000,169.70000,247.60000,-32.80000,214.80000,41.20000,173.60000,173.60000,24.20000,197.70000,337.60000,247.60000,157.97300,159.12400,1.25000,1.24000,0.56170,0.49710,1.46800,68.09730,40.40470,40.40470,35.05220,32.26180,0.08160,1.10690,81.30550,7.32490,-6.59120,2.31190,3.68350,14.97560,0.8573,3.6043
2022-03-31,643.60000,228.70000,414.90000,107.90000,377.10000,-207.90000,622.80000,-33.20000,589.60000,102.60000,487.00000,487.00000,18.80000,505.70000,717.30000,622.80000,160.68100,161.63900,3.15000,3.13000,0.46550,0.46680,1.36000,64.46550,96.76820,96.76820,91.60970,78.57370,0.07890,1.21820,73.87660,18.19950,-19.01010,5.96890,9.70370,16.84340,2.47220,5.65830
2021-12-31,229.90000,61.10000,168.80000,-33.10000,,64.10010,104.69990,-29.40000,75.30000,-7.30000,82.60000,82.60000,,141.90000,201.59990,104.69990,161.84100,163.33900,0.88000,0.87000,0.49100,0.45180,1.16590,73.42330,45.54150,45.54150,32.75340,61.72250,0.02940,0.67360,133.61020,2.90590,26.42350,1.05790,1.59300,17.58410,1.1348,0.6164
2021-09-30,759.00000,265.30000,493.70000,115.10000,,204.80000,288.90000,-29.80000,259.10000,54.20000,204.90000,204.90000,,201.70000,379.00000,288.90000,161.36700,162.79300,1.25000,1.24000,0.50680,0.46150,1.13750,65.04610,38.06320,38.06320,34.13700,26.57440,0.09910,1.55210,57.98420,7.49510,-7.70010,2.67410,4.03590,16.93650,1.7585,1.3801
