,Announcement Date,Fiscal Quarter End,Estimated EPS,Actual EPS
0,2024-07-26,2024-06-30,--,0.41
1,2024-05-14,2024-03-31,--,0.35
2,2024-01-26,2023-12-31,--,0.39
3,2023-11-01,2023-09-30,--,0.41
4,2023-07-31,2023-06-30,--,0.43
5,2023-05-16,2023-03-31,--,0.22
6,2023-01-27,2022-12-31,--,0.31
7,2022-11-01,2022-09-30,--,0.33
8,2022-08-02,2022-06-30,--,0.55
9,2022-05-06,2022-03-31,0.30,0.43
10,2022-01-28,2021-12-31,0.27,0.44
11,2021-10-29,2021-09-30,0.26,0.36
12,2021-07-30,2021-06-30,--,0.41
13,2021-05-11,2021-03-31,--,0.47
14,2021-02-01,2020-12-31,--,0.37
15,2020-11-02,2020-09-30,--,0.24
16,2020-07-31,2020-06-30,--,0.23
17,2020-05-04,2020-03-31,--,0.45
18,2020-02-04,2019-12-31,--,0.62
19,2019-08-01,2019-06-30,--,0.43
20,2019-02-11,2018-12-31,--,0.47
21,2018-11-05,2018-09-30,--,0.46
22,2018-05-17,2018-03-31,--,0.4
23,2017-11-07,2017-09-30,--,0.37
24,2017-08-11,2017-06-30,--,0.42
25,2017-05-17,2017-03-31,--,0.45
26,2017-02-07,2016-12-31,--,0.38
27,2016-11-16,2016-09-30,--,0.37
28,2016-08-10,2016-06-30,--,0.3
29,2016-05-19,2016-03-31,--,0.36
30,2016-02-04,2015-12-31,--,0.46
