Date,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,0.13800,0.78000,-0.47700,-1.39500,-0.70700,-2.10200,,-2.10200,-2.10200,-2.07100,-1.39400,-1.39500,38.36130,38.36130,-0.05000,-0.05000,0.14720,,2.22220,-88.28250,-88.28230,-11.47190,-88.28220,0.06150,-0.01670,-0.01670
2024-06-30,0.13500,1.08900,-1.06300,-2.28700,1.34600,-0.93700,-0.03800,-0.89900,-0.89900,-0.41600,-2.28700,-2.28700,34.32000,34.32000,-0.02000,-0.02000,0.24470,,7.66000,-89.90040,-89.90000,-4.47930,-89.90000,0.02630,-0.1821,-0.1821
2024-03-31,0.48900,3.16400,-1.45700,-5.11000,0.88500,-4.22500,0.00000,-4.22500,-4.22500,-3.87400,-5.10900,-5.11000,35.16030,35.16030,-0.11000,-0.11000,0.04980,,-0.81520,201.76710,201.76700,-23.98660,201.76690,-0.05780,-0.0206,-0.0206
2023-12-31,0.82800,1.28000,-0.80900,-2.91700,-0.46800,-3.38700,,-3.38700,-3.38700,-2.97000,-2.91700,-2.91700,33.25560,33.25560,-0.09000,-0.09000,0.09120,,-0.90530,55.68890,55.68890,-18.56910,55.68890,-0.17840,-0.0535,-0.0535
2023-09-30,1.10000,1.50900,-0.83400,-3.44300,-0.04300,-3.48800,-0.10100,-3.38700,-3.38700,-3.21300,-3.44200,-3.44300,31.96710,31.96710,-0.09000,-0.09000,0.16450,,-1.00040,49.05850,49.05850,-17.59020,49.05850,-0.20980,-0.08560,-0.08560
2023-06-30,1.33300,2.33200,-0.27000,-3.93500,-0.75600,-4.68500,-0.11800,-4.56700,-4.56700,-3.55200,-3.93400,-3.93500,28.70580,28.70580,-0.11000,-0.11000,1.04600,-26.01230,-0.96300,41.64310,41.64310,-21.82040,1124.87600,-0.35150,-0.2009,-0.2009
2023-03-31,1.41000,1.56200,-26.22000,-29.19200,-0.42700,-29.62100,-0.18600,-29.43500,-29.43500,-28.67100,-29.19100,-29.19200,28.54640,28.54640,-1.00000,-1.00000,1.54790,-49.24890,-1.08310,235.25420,235.25420,-120.35900,11821.26000,-0.41590,-0.4016,-0.4009
2022-12-31,,,,,,,,,,,,,,,,0.00000,,,,,,,,,0.0625,0.0625
2022-09-30,1.28800,0.45700,-0.33700,-2.08200,-1.79500,-3.87700,,-3.87700,-3.87700,-3.87700,-2.08100,-2.08200,27.79260,27.79260,-0.14000,-0.14000,0.50690,,0.18910,-25.15570,-25.15570,-16.82290,-25.15570,0.55160,-0.06250,-0.06250
2022-06-30,,,-0.40620,-0.40620,,1.79920,0.00450,,,1.79470,,,7.50000,7.50000,0.05000,0.05000,,,,,,,,,0.0694,0.07
2022-03-31,0.84500,0.32400,-0.21700,-1.38600,-0.61200,-2.00000,,-2.00000,-2.00000,-2.00000,-1.38600,-1.38600,26.57640,26.57640,-0.08000,-0.08000,0.82390,,,13.59580,13.59580,-0.66490,13.59580,-1.96140,-0.1661,-0.1667
2021-12-31,,,,,,,,,,,,,,,,0.00000,,,,,,,,,0.0624,0.063
2021-09-30,0.62100,0.40900,-0.22600,-1.25600,-0.82810,-2.08800,,-2.08800,-2.08800,-2.08800,-1.25500,-1.25600,25.80230,25.80230,-0.08000,-0.08000,5.15170,,,11.93890,11.93890,-0.69250,11.93890,-2.33190,-0.06240,-0.06300
2021-06-30,,,-0.30060,-0.30060,,4.93220,,,,4.93220,,,7.50000,7.50000,0.13000,0.13000,13.05360,,,,,,,0.48300,-0.0213,-0.0213
2021-03-31,,,-0.07840,-0.07840,-0.17390,-0.25230,,-0.25230,-0.25230,-0.25230,-0.07840,-0.07840,7.50000,7.50000,-0.02000,-0.02000,35.69200,,,-5.04650,-5.04650,-0.08360,-5.04650,0.41770,-0.1161,-0.1161
2020-12-31,,,,,,,,,,,,,,,,0.00000,,,,,,,,,0,0
