Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,5.34720,4.88760,0.45960,0.40180,2.68100,-1.07390,4.58470,-4.12510,-0.57680,-4.70190,-4.70190,-4.70190,-4.70190,-3.69710,-4.12510,26.49100,26.49100,-0.18000,-0.18000,1.43640,0.60360,4.45540,8.59580,-77.14510,-77.14510,-87.93150,-87.93150,0.13580,0.15410,5.40750,16.64360,-113.19340,-113.19350,-11.94140,-44.86860,0.15680,-0.0471,-0.0483
2024-06-30,2.99710,2.77520,0.22190,0.22730,3.14450,-1.29740,5.12690,-4.90510,-0.48360,-5.38860,-5.38860,-5.38860,-5.38860,-4.44730,-4.90510,25.84800,25.84800,-0.21000,-0.21000,1.61010,0.42450,2.04480,7.40270,-163.66280,-163.66280,-179.79790,-179.79790,0.06900,0.08230,1.55930,57.71770,-62.65830,-62.65830,-12.39780,-36.05750,0.32460,-0.12430,-0.12600
2024-03-31,5.09290,5.11040,-0.01750,0.23400,2.74010,-2.46970,5.94810,-5.96560,-0.66600,-6.63160,-6.63160,-6.63160,-6.63160,-5.46510,-5.96560,24.95100,24.95100,-0.27000,-0.27000,1.73090,0.35760,1.45240,-0.34380,-117.13580,-117.13580,-130.21250,-130.21250,0.11270,0.15960,1.73020,52.01620,-57.33280,-57.33280,-14.67060,-36.83190,0.46280,-0.1969,-0.1997
2023-12-31,8.15790,6.80300,1.35500,0.44240,2.74630,-2.02240,5.67780,-4.32280,-0.31890,-4.64170,-4.64170,-4.64170,-4.64170,-3.85610,-4.32280,24.96200,24.96200,-0.19000,-0.19000,1.86280,0.20750,0.88300,16.60920,-52.98950,-52.98950,-56.89830,-56.89830,0.16260,0.20680,2.01000,44.77530,-25.71210,-25.71210,-9.25300,-20.37600,0.72280,0.0552,0.0491
2023-09-30,8.44000,7.21060,1.22940,0.32220,2.79890,-1.65010,5.21590,-3.98650,-0.27110,-4.25760,-4.25760,-4.25760,-4.25760,-3.54180,-3.98650,24.94900,24.94900,-0.17000,-0.17000,2.06900,0.17790,0.66740,14.56600,-47.23370,-47.23370,-50.44600,-50.44600,0.15240,0.20450,1.00230,89.79490,-19.04990,-19.04990,-7.68770,-15.66020,0.89580,-0.2152,-0.2196
2023-06-30,17.58100,14.79020,2.79080,0.81290,2.69270,-1.36980,5.31820,-2.52740,-0.28440,-2.81190,-2.81190,-2.81190,-2.81190,-2.08460,-2.52740,24.90200,24.90200,-0.11000,-0.11000,2.41010,0.16060,0.33540,15.87380,-14.37580,-14.37580,-15.99370,-15.99370,0.32520,0.42940,2.05750,43.74310,-10.73050,-10.73050,-5.20140,-9.00740,1.05040,0.31150,0.31030
2023-03-31,15.30430,12.95480,2.34950,0.71990,2.77020,-1.59760,5.49040,-3.14090,-0.71900,-3.85990,-3.85990,-3.85990,-3.85990,-2.73830,-3.14090,23.52300,23.52300,-0.16000,-0.16000,2.04360,0.15770,0.56940,15.35180,-20.52330,-20.52330,-25.22120,-25.22120,0.24090,0.31130,1.31730,68.32170,-13.95390,-13.95390,-6.07620,-11.75320,1.11910,-0.0841,-0.09
2022-12-31,12.80300,10.57830,2.22470,0.61580,2.42890,-1.83340,5.20860,-2.98390,-0.39230,-3.37620,-3.37620,-3.37620,-3.37620,-2.65340,-2.98390,23.40200,23.40200,-0.14000,-0.14000,1.85020,0.16460,0.62180,17.37640,-23.30610,-23.30610,-26.37030,-26.37030,0.19500,0.22900,1.47460,61.03400,-12.35140,-12.35140,-5.14160,-10.31840,1.15780,-0.143,-0.1073
2022-09-30,7.73750,6.11260,1.62490,0.50960,2.97910,-0.93910,4.71830,-3.09340,-0.38880,-3.48220,-3.48220,-3.48220,-3.48220,-2.80300,-3.09340,23.15140,23.15140,-0.15000,-0.15000,2.08070,0.16610,0.54850,21.00000,-39.97950,-39.97950,-45.00400,-45.00400,0.12540,0.13900,1.54080,58.41300,-11.95430,-11.96280,-5.64360,-9.96830,1.25820,-0.1807,-0.1831
2022-06-30,3.85110,2.80010,1.05100,0.24510,3.67990,-0.99730,5.11800,-4.06700,-0.25860,-4.32560,-4.32560,-4.32560,-4.32560,-3.87140,-4.06700,23.15000,23.15000,-0.19000,-0.19000,2.25900,0.00220,0.31330,27.29100,-105.60620,-105.60620,-112.32020,-112.32020,0.06810,0.07050,0.85110,105.74850,-13.65440,-13.65440,-7.65400,-13.62420,1.36840,-0.21960,-0.22500
