Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,0.77300,0.09100,0.68200,2.20600,3.12500,5.33100,-4.64900,0.23000,-4.41900,-4.41900,-4.41900,-4.56800,-4.41400,-4.64900,13.62780,13.62780,-0.34000,-0.34000,7.66680,,,88.22770,-601.42300,-601.42300,-571.66890,-590.94430,0.02580,2.03420,44.24320,-17.24350,-18.98200,-14.77480,-17.24350,1.72720,0.4053,0.3908
2024-06-30,0.46800,0.12400,0.34400,1.72200,2.12200,3.84400,-3.50000,0.08700,-3.41300,-3.41300,-3.41300,-11.91400,-3.27100,-3.50000,6.50990,6.50990,-1.83000,-1.83000,4.17760,,,73.50430,-747.86320,-747.86320,-729.27360,-2545.72600,0.02410,2.14680,41.92310,-22.88910,-27.17790,-17.59910,-22.88910,1.55310,0.0521,0.0259
2024-03-31,0.54800,0.21900,0.32900,2.21900,2.20000,4.41900,-4.09000,0.03200,-4.05800,-4.05800,-4.05800,-4.05800,-3.83800,-4.09000,2.51400,2.51400,-1.61000,-1.61000,0.70950,,,60.03650,-746.35050,-746.35050,-740.51110,-740.51100,0.05650,3.07870,29.23360,-133.44290,-521.59430,-41.84800,-133.44300,1.20770,-1.22750,-1.23390
2023-12-31,0.06300,0.06500,-0.00200,2.15600,3.28200,5.43800,-5.44000,-0.58800,-6.02800,-6.02800,-6.02800,-6.02800,-5.20400,-5.44000,2.17350,2.17350,-2.53000,-2.53000,1.50370,,,-3.17460,-8634.91800,-8634.92100,-9568.25300,-9568.25700,0.00520,0.56760,158.57140,-89.42300,-135.33900,-49.90890,-89.42290,2.68460,-1.6577,-1.7315
2023-09-30,0.15000,0.09600,0.05400,1.84300,3.37200,5.21500,-5.16100,0.05500,-5.10600,-5.10600,-5.10600,-5.90400,-4.92900,-5.16100,2.11790,2.11790,-2.79000,-2.79000,1.48620,,,36.00000,-3440.66600,-3440.66600,-3404.00000,-3936.00000,0.01290,1.56250,57.60000,-76.99030,-124.74960,-43.92260,-76.99040,3.11200,-2.134,-2.1353
2023-06-30,0.21700,0.12400,0.09300,2.28700,3.51800,5.80500,-5.71200,0.08000,-5.63200,-5.63200,-5.63200,-5.63200,-5.47200,-5.71200,2.11050,2.11050,-2.67000,-2.67000,2.52130,,,42.85720,-2632.25800,-2632.25800,-2595.39200,-2595.39200,0.01270,2.26040,39.81570,-50.00450,-64.13850,-32.94920,-50.00440,5.32030,-2.1701,-2.2135
2023-03-31,0.27900,0.20300,0.07600,2.78000,2.01200,4.79200,-4.71600,0.06900,-4.64700,-4.64700,-4.64700,-4.64700,-4.47800,-4.71600,2.10300,2.10300,-2.21000,-2.21000,4.13630,,,27.24010,-1690.32300,-1690.32300,-1665.59100,-1665.59100,0.01280,2.90630,30.96770,-28.47780,-33.44850,-21.30870,-28.47780,7.75790,-2.78080,-2.80080
2022-12-31,0.12100,0.04100,0.08000,3.39800,1.92300,5.32100,-5.24100,0.78400,-4.45700,-4.45700,-4.45700,-4.45700,-5.00500,-5.24100,2.09690,2.09690,-2.10000,-2.10000,4.16510,0.09050,0.09950,66.11570,-4331.40400,-4331.40200,-3683.47000,-3683.47000,0.00440,0.55500,162.14870,-21.73830,-24.63250,-16.25870,-19.77020,9.75500,-1.1093,-1.1412
2022-09-30,0.26500,0.17300,0.09200,2.96000,2.31900,5.27900,-5.18700,-0.05700,-5.24400,-5.24400,-5.24400,-5.24400,-4.94700,-5.18700,2.10020,2.10020,-2.50000,-2.50000,6.25490,,,34.71700,-1957.35900,-1957.35900,-1978.86800,-1978.86800,0.00870,1.49720,60.11320,-21.30410,-23.57700,-17.18500,-21.30410,11.72030,-2.0063,-2.1861
2022-06-30,0.46600,0.30600,0.16000,1.72000,2.66100,4.38100,-4.22100,-1.40300,-5.62400,-5.62400,-5.62400,-5.62400,-3.99200,-4.22100,2.09440,2.09440,-2.70000,-2.70000,7.80490,,,34.33480,-905.79410,-905.79410,-1206.86700,-1206.86700,0.01320,3.42650,26.26610,-19.14160,-20.81190,-15.92070,-19.14160,13.99960,-1.5606,-1.5978
2022-03-31,0.37000,0.20500,0.16500,1.29200,2.26700,3.55900,-3.39400,-0.11600,-3.51000,-3.51000,-3.51000,-3.51000,-3.20600,-3.39400,2.09110,2.09110,-1.70000,-1.70000,13.27790,,,44.59460,-917.29720,-917.29720,-948.64860,-948.64860,0.00940,3.85420,23.35140,-10.23150,-10.98760,-8.96030,-10.23150,16.40490,-1.98550,-2.00800
2021-12-31,0.20900,0.14000,0.06900,1.73400,2.36600,4.10000,-4.03100,-0.03000,-4.06900,-4.06900,-4.06900,-4.06900,-3.79900,-4.03100,1.89150,1.89150,-2.10000,-2.10000,13.06500,,,33.01430,-1928.70700,-1928.70700,-1946.89000,-1946.89000,0.00490,3.80000,23.68420,-10.86430,-11.58630,-9.51460,-10.86430,17.93900,-0.7234,-0.8436
2021-09-30,0.23200,0.06800,0.16400,2.04800,3.02100,5.06900,-4.90500,0.05000,-4.85500,-4.85500,-4.85500,-4.85500,-4.66900,-4.90500,1.91150,1.91150,-2.50000,-2.50000,10.17860,0.00640,0.00660,70.68970,-2114.22400,-2114.22400,-2092.67300,-2092.67300,0.00850,1.35670,66.33620,-21.73910,-24.30540,-17.88210,-21.60080,11.67980,-1.2223,-1.2317
2021-06-30,0.48900,0.28100,0.20800,1.96000,3.31000,5.27000,-5.06200,0.05200,-5.01000,-5.01000,-5.01000,-5.01000,-4.81100,-5.06200,1.90050,1.90050,-2.60000,-2.60000,10.11950,0.00580,0.00610,42.53580,-1035.17400,-1035.17400,-1024.54000,-1024.54000,0.01640,3.76150,23.92640,-20.32450,-22.50670,-16.78000,-20.20570,12.89560,-1.4151,-1.4151
2021-03-31,0.37600,0.22700,0.14900,1.35000,2.25700,3.60700,-3.45800,0.34700,-3.11100,-3.11100,-3.11100,-3.11100,-3.26300,-3.45800,1.74910,1.74910,-1.80000,-1.80000,9.09640,0.00550,0.00640,39.62770,-919.68100,-919.68100,-827.39360,-827.39360,0.01160,,,-11.74180,-12.46290,-9.59240,-11.67750,13.95650,-1.73350,-1.73350
2020-12-31,1.18000,0.65100,0.52900,1.15800,0.75200,1.91000,-1.38100,0.02700,-1.35400,-1.35400,-1.35400,-1.35400,-1.18600,-1.38100,1.60230,1.60230,-0.90000,-0.90000,0.48280,0.13710,0.24940,44.83050,-117.03390,-117.03390,-114.74580,-114.74580,0.12770,2.80950,32.03390,-69.18750,-330.24410,-14.65370,-59.70020,,-0.3165,-0.3089
2020-09-30,1.86500,1.49200,0.37300,0.58500,0.74600,1.33100,-0.95800,0.02000,-0.93800,-0.93800,-0.93800,-0.93800,-0.76000,-0.95800,1.60410,1.60410,-0.60000,-0.60000,,,,20.00000,-51.36730,-51.36730,-50.29490,-50.29490,,,,,,,,,-0.1408,-0.1485
2020-06-30,0.87600,0.76400,0.11200,0.64200,0.69600,1.33800,-1.22600,0.01000,-1.21600,-1.21600,-1.21600,-1.21600,-1.02900,-1.22600,1.59700,1.59700,-0.80000,-0.80000,,,,12.78540,-139.95430,-139.95430,-138.81280,-138.81280,,,,,,,,,-1.0181,-1.1002
2020-03-31,1.70800,0.89600,0.81200,0.28900,0.73600,1.02500,-0.21300,,-0.21300,-0.21300,-0.21300,-0.21300,-0.01800,-0.21300,,,,0.00000,,,,47.54100,-12.47070,-12.47070,-12.47070,-12.47070,,,,,,,,,0.00000,
2019-12-31,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,,0,0
