Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,3.12240,2.87520,0.24720,,3.53650,-0.62170,4.15820,-3.91100,-0.22390,-4.13490,-4.13490,-4.13490,-4.13490,-3.50720,-3.91100,29.43280,29.43280,-0.14000,-0.14000,2.95630,0.23890,0.32550,7.91620,-125.25940,-125.25940,-132.42930,-132.42930,0.12520,0.46840,4.91930,18.29520,-25.26980,-27.51830,-16.58000,-19.23230,0.52920,-0.023,-0.0271
2024-06-30,1.92150,1.62490,0.29660,,3.42520,-0.76660,4.19180,-3.89510,-0.11830,-4.01340,-4.01340,-4.01340,-4.01340,-3.66230,-3.89510,25.95900,25.95900,-0.15000,-0.15000,4.76640,0.21680,0.27680,15.43710,-202.70790,-202.70790,-208.86380,-208.86380,0.07070,0.25440,2.46810,36.46540,-20.96200,-22.53650,-14.76300,-16.41730,0.67130,-0.1155,-0.1184
2024-03-31,0.51260,0.47520,0.03750,,2.74110,-0.94380,3.68490,-3.64740,-0.06720,-3.71470,-3.71470,-3.71470,-3.71470,-3.26430,-3.64740,21.18800,21.18800,-0.18000,-0.18000,1.36990,,0.28040,7.30650,-711.50090,-711.50090,-724.61740,-724.61740,0.01880,0.07270,1.57260,57.22890,-19.65350,-21.15110,-13.61140,-19.65350,0.78430,-0.13190,-0.14190
2023-12-31,0.83940,0.74730,0.09210,,2.68690,-0.95390,3.64080,-3.54880,-0.11020,-3.65890,-3.65890,-3.65890,-3.65890,-3.45860,-3.54880,17.69000,17.69000,-0.18000,-0.18000,1.27310,,0.29170,10.97200,-422.78830,-422.78830,-435.91290,-435.91290,0.03230,0.20580,1.33450,67.44180,-20.12780,-21.72810,-14.09780,-20.12780,0.89460,-0.2043,-0.2151
2023-09-30,0.45850,0.36880,0.08970,,3.47230,-0.53910,4.01150,-3.92180,-0.02750,-3.94930,-3.94930,-3.94930,-3.94930,-3.36340,-3.92180,17.42970,17.42970,-0.23000,-0.23000,1.04370,,0.32300,19.56170,-855.38040,-855.38040,-861.38370,-861.38370,0.01860,0.10380,0.67210,133.90450,-24.06010,-26.19800,-16.04000,-24.06010,0.94130,-0.1195,-0.166
2023-06-30,0.19990,0.15330,0.04660,,2.29350,-1.49150,3.78500,-3.73840,-0.05910,-3.79750,-3.79750,-3.79750,-3.79750,-3.47220,-3.73840,17.16600,17.16600,-0.22000,-0.22000,1.51510,,0.27330,23.29890,-1870.59500,-1870.59500,-1900.14300,-1900.14300,0.00740,0.05320,0.31840,282.68410,-19.57720,-21.03010,-14.06920,-19.57720,1.11390,-0.1796,-0.2675
2023-03-31,0.03190,0.01980,0.01220,,2.67400,-0.86860,3.54250,-3.53040,0.00710,-3.52330,-3.52330,-3.52330,-3.52330,-3.33540,-3.53040,17.15900,17.15900,-0.21000,-0.21000,6.04450,0.19710,0.24570,38.11430,-11058.44000,-11058.44000,-11036.08000,-11036.08000,0.00110,0.01230,0.08560,1052.00300,-16.32420,-17.40550,-11.70670,-13.10590,1.25780,-0.17100,-0.23440
2022-12-31,0.03910,-0.00160,0.04070,,2.49940,-1.25880,3.75820,-3.71760,0.25210,-3.46680,-3.46680,-3.46680,-3.46680,-3.76410,-3.71760,17.07800,17.07800,-0.19000,-0.19000,7.44680,0.18020,0.22170,104.09340,-9516.89300,-9516.89600,-8874.96000,-8874.96000,0.00120,-0.00120,0.11810,761.76860,-14.37430,-15.17250,-10.58120,-11.78460,1.40550,-0.0965,-0.1484
2022-09-30,0.01840,0.01260,0.00570,,2.10680,-0.85860,2.96540,-2.95960,0.08200,-2.87770,-2.87770,-2.87770,-2.87770,-2.57880,-2.95960,17.16500,17.16500,-0.17000,-0.17000,8.82130,0.16440,0.20840,31.32430,-16128.79000,-16128.79000,-15682.07000,-15682.07000,0.00050,0.00980,0.05370,1677.12000,-10.68610,-11.10730,-8.05630,-8.92880,1.56660,-0.0744,-0.1376
2022-06-30,0.01130,0.00800,0.00330,,1.49730,-1.81390,3.31110,-3.30780,-0.06450,-3.37230,-3.37230,-3.37230,-3.37230,-3.20840,-3.30780,17.02260,17.02260,-0.20000,-0.20000,10.57660,0.15270,0.19090,29.34990,-29259.96000,-29259.96000,-29830.33000,-29830.33000,0.00030,0.00720,0.04240,2121.25300,-11.46750,-11.81990,-8.82400,-9.71630,1.72570,-0.1708,-0.6665
