Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2020-12-31,78.69200,55.42800,23.26400,1.87500,22.57900,24.45400,-1.19000,2.14200,0.95200,-2.98000,3.93200,3.90600,1.28600,-1.19000,-1.19000,7.87370,7.87370,0.30100,0.30100,1.97230,0.20080,29.56340,-1.51220,-1.51220,1.20980,1.63420,0.16740,0.50990,176.50030,1.39960,2.63500,0.83090,1.39960,32.13780,-2.4935,-2.5641
2020-09-30,68.90500,48.78400,20.12100,1.17400,18.85400,20.02800,0.09300,-6.14700,-6.05400,1.02700,-7.08100,-7.09700,-6.55200,0.09300,0.09300,8.38470,8.38470,-0.80000,-0.80000,1.95140,0.28110,29.20110,0.13500,0.13500,-8.78600,-9.50870,0.14810,0.49220,182.85000,-2.51220,-3.27360,-1.52490,-2.51220,32.79170,-0.4447,-0.4298
2020-06-30,58.11300,41.49800,16.61500,1.12600,14.08800,15.21400,1.40100,-0.99000,0.41100,0.40400,0.00700,-0.02100,0.38200,1.40100,1.40100,7.48050,8.05930,0.10000,0.10000,1.53860,0.23390,28.59090,2.41080,2.41080,0.70720,0.65730,0.15950,0.44900,200.42590,-0.01050,-0.02680,-0.00580,-0.01050,26.40880,0.4447,0.4298
2020-03-31,49.03500,35.77200,13.26300,1.17400,14.15500,15.32900,-2.06600,-6.40500,-8.47100,-0.08400,-8.38700,-8.42800,-7.73400,-2.06600,-2.06600,6.43760,6.43760,-1.20100,-1.20100,1.35800,0.35000,27.04800,-4.21330,-4.21330,-17.27540,-15.77240,0.15230,0.33070,272.17500,-6.03990,-11.41570,-2.61780,-6.03990,19.78560,0.00000,
2019-12-31,56.67500,39.51300,17.16200,1.30200,21.14100,22.44300,-5.28100,-0.48100,-5.76200,0.06000,-5.82200,-5.99900,-5.74000,-5.28100,-5.28100,5.71680,5.71680,-1.10000,-0.70000,1.20330,0.74950,30.28140,-9.31810,-9.31810,-10.16670,-10.12790,0.17630,0.37850,237.76990,-5.23670,-13.50280,-1.86580,-5.23670,21.25660,-5.2991,-5.3792
2019-09-30,54.16800,40.61100,13.55700,1.42300,14.42500,15.84800,-2.29100,3.33100,1.04000,-0.04000,1.08000,0.86300,1.41300,-2.29100,-2.29100,5.75730,6.71840,0.20000,-0.20000,1.27520,0.60850,25.02770,-4.22940,-4.22940,1.92000,2.60860,0.19660,0.38830,231.79390,0.79830,1.82760,0.31320,0.79830,19.99870,2.3248,2.4088
2019-06-30,49.34700,35.75100,13.59600,1.50500,14.47200,15.97700,-2.38100,-0.76800,-3.14900,0.08100,-3.23000,-3.24400,-3.14100,-2.38100,-2.38100,5.70210,5.70210,-0.60000,-0.60000,1.28690,0.54290,27.55180,-4.82500,-4.82500,-6.38130,-6.36510,0.18480,0.37930,237.25520,-3.01550,-7.12780,-1.21470,-3.01550,19.77450,-2.3248,-2.4088
2019-03-31,39.21800,26.82800,12.39000,1.34400,13.23400,14.57800,-2.18800,-0.33500,-2.52300,-0.05400,-2.46900,-2.46900,-2.13500,-2.18800,-2.18800,5.63770,5.63770,-0.20000,-0.20000,1.45060,0.41380,31.59260,-5.57910,-5.57910,-6.43330,-5.44390,0.17570,0.49730,180.98910,-2.21200,-5.09480,-1.10630,-2.21200,20.50410,0.00000,
2018-12-31,39.50400,27.75100,11.75300,2.45100,19.84800,22.29900,-10.54600,1.39200,-9.15400,-1.01500,-8.13900,-8.13900,-7.93700,-10.54600,-10.54600,5.29040,5.29040,-1.52900,-1.52900,1.53680,0.41520,29.75140,-26.69610,-26.69610,-23.17230,-20.09160,0.19060,0.56680,158.78040,-7.63220,-15.99110,-3.92700,-7.63220,20.02780,-2.914,-2.961
2018-09-30,42.58700,33.25500,9.33200,5.40900,17.94700,23.35600,-14.02400,-7.07600,-21.10000,0.65400,-21.75400,-21.75400,-21.75400,-14.02400,-14.02400,5.27230,5.27230,-4.10000,-4.10000,1.50550,0.44570,21.91280,-32.93020,-32.93020,-49.54560,-51.08130,0.20280,0.64790,138.91910,-20.35810,-42.74630,-10.35840,-20.35810,21.29180,0,0
2018-06-30,42.69700,32.78500,9.91200,1.48200,9.58700,11.06900,-1.15700,-0.87700,-2.03400,0.57200,-2.60600,-2.60600,-2.60600,-1.15700,-1.15700,5.21680,5.21680,-0.50000,-0.50000,2.07270,0.08880,23.21470,-2.70980,-2.70980,-4.76380,-6.10350,0.24120,0.61300,146.82200,-2.21700,-4.30480,-1.47210,-2.21700,24.37350,0,0
2018-03-31,35.22900,27.10600,8.12300,1.39500,8.45500,9.85000,-1.72700,2.05900,0.33200,0.44400,-0.11200,-0.11200,-0.11200,-1.72700,-1.72700,5.21490,5.21490,-0.02100,-0.02100,2.03520,0.08950,23.05770,-4.90220,-4.90220,0.94240,-0.31790,0.19080,0.69770,128.99000,-0.09290,-0.17920,-0.06070,-0.09290,25.13870,0.00000,
2017-12-31,39.76100,30.04500,9.71600,1.20000,14.34300,15.54300,-5.82700,-2.85900,39.76100,0.04900,39.76100,-8.73500,-8.73500,-4.45300,39.76100,2.96990,2.96990,-4.10000,-4.10000,1.94010,0.08740,100.00000,-14.65510,100.00000,100.00000,-21.96880,0.21060,0.94370,95.37360,-7.28010,-14.34600,-4.62610,-7.28010,25.06350,-3.6077,-3.6312
2017-09-30,29.75600,23.25700,6.49900,1.34400,7.86100,9.20500,-2.70600,8.96500,6.25900,-0.10200,6.36100,6.36100,5.72000,1.50400,-2.70600,2.72660,4.95210,2.10000,1.20000,0.73710,-0.09890,21.84100,-9.09400,-9.09400,21.03440,19.22300,0.19440,0.96610,93.15770,-8.02560,-4.56360,4.15640,-8.02590,,-1.0662,-1.0925
2017-06-30,29.85700,22.90400,6.95300,1.46300,7.72300,9.18600,-2.23300,-7.39800,-9.63100,0.61000,-10.24100,-10.24100,-10.86900,-2.23300,-2.23300,2.72430,2.72430,-4.00000,-4.00000,,,23.28770,-7.47900,-7.47900,-32.25710,-36.40350,,,,,,,,,0,0
2017-03-31,25.88400,19.52700,6.35700,1.77100,8.99100,10.76200,-4.40500,-7.60800,-12.01300,-0.00900,-12.00400,-12.00400,-12.61900,-4.40500,-4.40500,2.72240,2.72240,-4.63500,-4.63500,,,24.55960,-17.01820,-17.01820,-46.41090,-48.75210,,,,,,,,,0.00000,
2016-12-31,,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,0,0
2015-12-31,,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,0,0
