Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-06-30,,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,,
2023-06-30,,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,,
2022-12-31,42.59800,81.18200,-38.58400,2.42800,29.91900,116.88700,-155.47100,15.60300,-139.86800,-11.54000,-128.32800,-128.34300,-128.22900,-155.47100,-155.47100,10.08400,10.08400,-14.31000,-14.31000,1.48610,0.55850,-90.57700,-364.97260,-364.97260,-328.34410,-301.02120,0.19210,0.62830,143.24830,-161.86730,-163.91600,-57.86900,-161.86730,9.23470,7.0512,7.005
2022-09-30,41.02800,31.82700,9.20100,2.37000,18.44900,20.81900,-11.61800,-7.60500,-19.22300,0.15700,-19.38000,-19.40000,-18.96400,-11.61800,-11.61800,101.27000,101.27400,-0.19000,-0.19000,1.64950,0.18720,22.42620,-28.31730,-28.31730,-46.85340,-46.22210,0.11520,0.57620,156.20360,-9.28440,-18.34570,-5.44580,-9.28440,24.02580,0,0
2022-06-30,38.07800,28.82300,9.25500,2.16400,24.59600,26.76000,-17.50500,-28.28200,-45.78700,-0.03700,-45.75000,-45.77600,-45.06400,-17.50500,-17.50500,10.03490,10.03490,-4.50000,-4.50000,1.68820,0.19650,24.30540,-45.97140,-45.97140,-120.24530,-118.34650,0.09780,0.40800,220.60610,-19.93230,-37.61230,-11.75460,-19.93230,26.57580,0,0
2022-03-31,47.37600,31.38000,15.99600,2.25400,23.31700,25.57100,-9.57500,0.54000,-9.03500,0.23800,-9.27300,-9.28700,-8.61800,-9.57500,-9.57500,9.86290,9.86290,-0.90000,-0.90000,1.84150,0.20970,33.76390,-20.21070,-20.21070,-19.07080,-18.19070,0.10370,0.36890,243.98750,-3.30460,-6.34400,-2.03370,-3.30460,31.58660,0.00000,
2021-12-31,76.32300,52.77300,23.55000,3.19700,25.42100,28.61800,-5.06800,-1.33100,-6.39900,0.67100,-7.07000,-7.09300,-5.98600,-5.06800,-5.06800,9.63740,9.63740,-0.78000,-0.78000,1.74890,0.25900,30.85570,-6.64020,-6.64020,-8.38410,-7.84300,0.15030,0.39520,227.71750,-2.43250,-4.54090,-1.39700,-2.43250,31.99000,-2.0413,-2.1834
2021-09-30,86.81700,65.09900,21.71800,2.27000,21.78700,24.05700,-2.33900,0.03700,-2.30200,0.30500,-2.60700,-2.63200,-2.32100,-2.33900,-2.33900,97.11100,97.11100,-0.02000,-0.02000,1.83790,0.23440,25.01580,-2.69420,-2.69420,-2.65160,-2.67340,0.16960,0.50550,178.02930,-0.88470,-1.62790,-0.51420,-0.88470,32.86620,0,0
2021-06-30,78.00200,53.66500,24.33700,2.38600,21.05200,23.43800,0.89900,0.55100,1.45000,0.82000,0.63000,0.59700,1.76500,0.89900,0.89900,9.62620,9.62620,0.20000,0.20000,1.86500,0.30450,31.20050,1.15250,1.15250,1.85890,2.26280,0.15370,0.45490,197.83110,0.20130,0.36880,0.11770,0.20130,33.02740,0,0
2021-03-31,66.56000,47.01200,19.54800,1.67400,24.25500,25.92900,-6.38100,-0.31900,-6.70000,0.74400,-7.44400,-7.47000,-7.08900,-6.38100,-6.38100,9.43700,9.43700,-0.80000,-0.80000,1.94190,0.26540,29.36900,-9.58680,-9.58680,-10.06610,-10.65050,0.13220,0.39140,229.95570,-2.52360,-4.52330,-1.48400,-2.52360,33.28440,0.00000,
