Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,1011.49700,788.71710,222.78000,62.68580,126.74070,189.42660,33.35340,1.17180,34.52520,1.60300,32.92220,32.92220,32.02590,33.35340,33.35340,962.46900,968.48000,0.03350,0.03350,0.44580,0.39540,0.98540,22.02480,3.29740,3.29740,3.41330,3.16620,0.16160,2.82890,31.81460,1.77600,10.31940,0.52610,1.07380,,0,0
2024-06-30,1027.29600,784.17900,243.11720,61.96230,133.91180,195.87420,47.24310,-33.20420,14.03880,3.55480,10.48400,10.48400,9.48540,47.24310,47.24310,960.85400,979.70200,0.00970,0.00970,0.53100,0.40280,1.22600,23.66570,4.59880,4.59880,1.36660,0.92330,0.15610,2.79700,32.17680,0.58280,3.85210,0.15930,0.34800,,-0.1351,-0.1351
2024-03-31,1107.45200,786.68410,320.76750,59.97710,128.80830,188.78540,131.98210,-36.50240,95.47960,2.46330,93.01630,93.01630,91.54780,131.98210,131.98210,959.66500,969.72500,0.09500,0.09500,0.60030,0.40480,1.18100,28.96450,11.91760,11.91760,8.62160,8.26650,0.17120,1.78380,50.45450,5.21410,39.27860,1.43810,3.10350,,0.13510,0.13510
2023-12-31,1049.08400,753.35640,295.72720,61.81150,128.55600,190.36720,105.36000,-35.76390,69.59560,5.29740,64.29820,64.29820,63.02640,105.36000,105.35970,953.64600,974.80400,0.06030,0.06670,0.56550,0.40350,1.19950,28.18910,10.04310,10.04300,6.63390,6.00780,0.16700,1.92160,46.83500,3.74650,41.95690,1.02370,2.23490,1.78870,0.4843,0.4789
2023-09-30,1106.88200,806.44050,300.44200,61.78360,135.53260,197.31650,103.12540,-35.11000,68.01580,1.24460,66.77120,66.77120,65.72460,103.12540,103.12540,958.85800,978.69100,0.06900,0.06700,0.51280,0.42390,1.30660,27.14310,9.31670,9.31670,6.14480,5.93780,0.18170,2.99510,30.04870,4.26140,337.67510,1.09620,2.45490,,0,0
2023-06-30,1112.60800,823.35350,289.25410,62.60680,139.60540,202.21250,87.04190,-33.45400,53.58790,1.13080,52.45710,52.45710,52.07850,87.04190,87.04190,957.79200,978.85500,0.05420,0.05280,0.58360,0.51590,1.34640,25.99790,7.82320,7.82320,4.81640,4.68080,0.18110,2.73570,32.89840,3.42470,559.25130,0.85370,1.65790,,-0.1518,-0.1518
2023-03-31,1220.59600,870.76760,349.82790,62.62010,161.67600,224.29640,125.53190,-30.44510,95.08670,3.60120,91.48550,91.48550,90.36750,125.53190,125.53190,938.52300,964.99500,0.09650,0.09360,0.73200,0.52280,2.17770,28.66040,10.28450,10.28450,7.79020,7.40360,0.16050,2.88460,31.19970,5.87480,-216.61270,1.20260,2.80360,,0.15180,0.15180
2022-12-31,960.13650,669.63340,290.50310,58.11630,121.05570,179.17230,111.33080,-69.86490,41.46610,-2.16080,43.62690,43.62690,43.71110,432.13280,111.33100,855.43160,855.43160,0.05110,0.05110,0.49010,0.60130,3.34540,30.25640,11.59530,11.59530,4.31880,4.55260,0.14380,2.64170,34.06920,4.74350,-6.32150,0.65350,1.89110,1.05740,0.1375,0.1348
2022-09-30,1090.77800,832.96800,257.80990,69.47600,143.12280,212.59900,45.21110,-96.65780,-51.44680,6.20510,-57.65190,-57.65190,-57.75310,45.21110,45.21110,868.85300,868.85300,-0.06720,-0.06720,0.37210,0.53890,3.45440,23.63540,4.14480,4.14480,-4.71650,-5.29470,0.17420,2.71300,33.17380,-7.24420,6.53400,-0.92060,-3.34050,0.91580,-0.1495,-0.1763
2022-06-30,1006.47000,793.49140,212.97880,72.90880,121.05100,193.95980,19.01900,-43.99690,-24.97790,5.47400,-30.45200,-30.45200,-32.35600,19.01900,19.01900,867.80200,867.80200,-0.03700,-0.03700,0.36980,0.48480,2.83850,21.16100,1.88970,1.88970,-2.48170,-3.21480,0.15630,2.57780,34.91360,-3.16420,4.20940,-0.47290,-1.63010,,0.2242,0.2242
