Date,revenue,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,long-term-debt-capital,debt-equity-ratio,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,181.97400,181.97400,33.84700,-8.50300,138.82400,-89.12300,49.70100,1.51800,48.18300,48.18300,39.87000,139.40000,138.82400,103.64700,106.39100,0.38000,0.37000,0.82590,4.74480,76.28780,76.28780,27.31220,21.90970,0.01630,2.56250,2.56230,0.43180,0.44600,18.42100,-0.1168,0.05
2024-06-30,186.83100,186.83100,32.58200,-8.71700,144.73200,-102.44000,42.29200,0.34600,41.94600,41.94600,33.72800,141.21800,144.73200,103.44600,105.17600,0.32000,0.32000,0.82520,4.72110,77.46680,77.46680,22.63650,18.05270,0.01690,2.22760,2.22730,0.37870,0.38930,18.44810,0.4423,0.686
2024-03-31,176.83100,176.83100,38.51200,-7.04200,130.47700,-107.26400,23.21300,,23.21300,23.21300,14.99400,127.15000,130.47700,103.17300,105.24900,0.14000,0.14000,0.82170,4.60990,73.78630,73.78630,13.12720,8.47930,0.01630,1.23210,1.23200,0.21350,0.21960,18.45760,0.50800,0.73810
2023-12-31,169.87700,169.87700,31.66400,-8.01000,129.40300,-39.39400,90.00900,,89.74600,89.74600,81.52700,125.08500,129.40300,102.21500,103.57800,0.81000,0.82000,0.81800,4.49320,76.17450,76.17450,52.98480,47.99180,0.01580,4.72420,4.72370,0.83310,0.85990,18.64200,0.0237,0.2306
2023-09-30,159.16500,159.16500,34.12600,-8.98900,115.25000,-171.59400,-56.34400,0.09400,-56.43800,-56.43800,-64.65700,110.93600,115.25000,102.25500,102.25500,-0.64000,-0.64000,0.81300,4.34830,72.40910,72.40910,-35.39970,-40.62260,0.01580,-3.05350,-3.05320,-0.55850,-0.57090,18.13760,0.3888,0.6449
2023-06-30,144.35000,144.35000,33.29300,-7.59800,102.15900,-128.44400,-26.28500,-0.35700,-25.92800,-25.92800,-34.14600,96.33000,102.15900,102.18600,102.18600,-0.34000,-0.34000,0.79560,3.89160,70.77170,70.77170,-18.20920,-23.65500,0.01480,-1.33330,-1.33320,-0.26630,-0.27260,19.08210,0.7038,1.0435
2023-03-31,132.20500,132.20500,30.86300,-9.53900,90.50300,-17.71900,72.78400,,72.78400,72.78400,64.56500,85.99600,90.50300,102.15500,110.34100,0.63000,0.62000,0.77870,3.51790,68.45660,68.45660,55.05390,48.83700,0.01420,3.60600,3.60570,0.78160,0.79810,19.80730,-0.06650,0.24140
2022-12-31,142.87700,142.87700,24.17100,-7.90100,109.50500,-102.79490,6.71010,,6.71010,6.71010,-1.50900,94.24500,109.50500,103.15300,103.15300,-0.03000,-0.03000,0.77400,3.42510,76.64290,76.64290,4.69640,-1.05620,0.01570,0.33740,0.33740,0.07360,0.07620,19.53640,0.0199,0.2857
2022-09-30,123.87200,123.87200,29.87500,-11.35700,81.34000,-136.35800,-55.01800,,-55.01800,-55.01800,-63.23600,76.13200,81.34000,101.79500,101.79500,-0.62000,-0.62000,0.78180,3.58390,65.66460,65.66460,-44.41520,-51.04950,0.01300,-2.70530,-2.70500,-0.57790,-0.59010,19.98030,1.3534,1.5919
2022-06-30,109.32100,109.32100,29.56700,-13.23500,63.21900,-163.58600,-100.36700,,-100.36700,-100.36700,-108.58600,60.50800,63.21900,102.51500,102.51500,-1.06000,-1.06000,0.76870,3.32300,57.82880,57.82880,-91.80950,-99.32770,0.01150,-4.67650,-4.67610,-1.05880,-1.08170,21.08580,0.8183,1.2372
2022-03-31,106.34900,106.34900,28.25300,-10.40100,64.39500,-147.30100,-82.90600,,-82.90600,-82.90600,-91.12500,60.26000,64.39500,106.56800,106.56800,-0.86000,-0.86000,0.74950,2.99210,60.55060,60.55060,-77.95650,-85.68490,0.01070,-3.52980,-3.52950,-0.83530,-0.88410,22.36330,1.25330,1.62890
2021-12-31,105.84200,105.84200,25.84900,-12.27700,64.41600,-20.29300,44.12300,,44.12300,44.12300,35.90400,28.28700,64.41600,110.70400,118.69100,0.33000,0.35000,0.71500,2.50850,60.86050,60.86050,41.68760,33.92230,0.01160,1.73530,1.73520,0.48280,0.49460,23.51480,0.2407,1.13
2021-09-30,90.88100,90.88100,24.86900,-5.29100,57.42100,75.09000,132.51100,,132.51100,132.51100,124.29300,57.42100,57.42100,110.22200,118.51600,1.12000,1.08000,0.68090,2.13400,63.18260,63.18260,145.80720,136.76460,0.01070,5.09480,5.09440,1.56120,1.62550,23.59650,0.0504,0.3367
2021-06-30,84.52800,84.52800,16.77300,-6.00000,61.75500,4.95900,66.71400,,66.71400,66.71400,58.49500,61.75500,61.75500,110.38300,111.04000,0.53000,0.53000,0.63670,1.75290,73.05860,73.05860,78.92530,69.20190,0.01170,2.64070,2.64050,0.92550,0.95920,22.92620,0.6685,0.6854
2021-03-31,81.05100,81.05100,15.22900,-7.29900,58.52300,26.99900,85.52200,,85.52200,85.52200,77.30300,48.87800,58.52300,112.78400,120.01400,0.68000,0.67000,0.61120,1.57180,72.20520,72.20520,105.51630,95.37580,0.01210,3.36430,3.36400,1.27300,1.30800,22.79480,0.20140,0.58450
2020-12-31,101.95900,101.95900,8.73600,-11.76300,81.46000,-35.64290,45.81700,,45.81700,45.81700,37.59900,79.04200,81.46000,113.00800,113.00800,0.36000,0.36000,0.63200,1.71770,79.89480,79.89490,44.93670,36.87660,0.01470,1.81480,1.81470,0.66090,0.66770,22.35750,0.192,0.8329
2020-09-30,82.63500,82.63500,18.26800,-8.99200,55.37500,31.83500,87.21000,,87.21000,87.21000,78.99100,33.14800,55.37500,113.33070,113.33070,0.68000,0.68000,0.65410,1.89080,67.01160,67.01160,105.53640,95.59020,0.01100,3.39940,3.39910,1.16540,1.17580,22.63820,-0.3218,0.506
2020-06-30,102.77800,102.77800,16.23000,-48.30300,38.24500,58.33300,96.57800,,96.57800,96.57800,88.43400,58.57300,38.24500,113.30120,120.62500,0.76000,0.76000,0.66530,1.98780,37.21130,37.21130,93.96760,86.04370,0.01360,3.83120,3.83090,1.27620,1.28220,22.24900,0.3529,0.8182
2020-03-31,145.46000,145.46000,13.47400,-15.74800,116.23800,-1025.23300,-908.99500,,-908.99500,-908.99500,-914.21000,131.50400,116.23800,113.24480,113.24480,-8.08000,-8.08000,0.76090,3.18280,79.91060,79.91060,-624.91060,-628.49580,0.01310,-37.24650,-37.24360,-8.16680,-8.90400,21.54470,0.11670,0.52520
2019-12-31,267.29900,267.29900,12.73200,-11.66700,242.90000,-142.27900,100.62100,,100.62100,100.62100,97.12700,242.90000,242.90000,112.74300,116.94230,0.84000,0.80000,0.74780,2.96450,90.87200,90.87200,37.64360,36.33650,0.01970,2.97350,2.97350,0.74160,0.75000,29.92210,0.565,0.7656
2019-09-30,142.72100,142.72100,12.94200,-10.43900,119.34000,-23.74100,95.59900,,95.59900,95.59900,91.84900,130.91900,119.34000,112.75500,119.98500,0.80000,0.80000,0.71580,2.51850,83.61770,83.61770,66.98310,64.35560,0.01090,2.80900,2.80890,0.72950,0.79830,30.13940,0.5318,0.6797
2019-06-30,144.93500,144.93500,13.77500,-9.55300,121.60700,-28.56700,93.04000,,93.04000,93.04000,89.29000,134.06100,121.60700,112.63450,114.85900,0.80000,0.80000,0.71720,2.53590,83.90450,83.90450,64.19430,61.60690,0.01100,2.73380,2.73380,0.70440,0.77310,30.21050,0.4189,0.6493
2019-03-31,140.95200,140.95200,13.19900,-10.23400,117.51900,-28.66200,88.85700,,88.85700,88.85700,84.85100,125.57100,117.51900,112.58950,112.58950,0.76000,0.76000,0.71420,2.49950,83.37520,83.37520,63.04060,60.19850,0.01100,2.61000,2.61000,0.69410,0.74580,30.23010,0.32940,0.48610
2018-12-31,132.74400,132.74400,11.85300,,88.07700,-27.19800,60.87900,,60.87900,60.87900,57.58900,94.85200,88.07700,104.73350,104.73350,0.48000,0.48000,0.69760,2.30650,66.35100,66.35100,45.86190,43.38350,0.01070,1.78220,1.78210,0.49020,0.53900,30.37970,0.5699,0.8204
2018-09-30,117.43200,117.43200,11.02300,,106.40900,-19.27700,87.13200,,87.13200,87.13200,83.14100,115.59100,106.40900,107.17830,107.17830,0.76000,0.76000,0.67200,2.04890,90.61330,90.61330,74.19780,70.79930,0.01000,2.45290,2.45290,0.73950,0.80450,31.61260,0.4024,0.6456
2018-06-30,101.74700,101.74700,12.62000,,89.12700,-18.73200,70.39500,,70.39500,70.39500,66.64500,96.62500,89.12700,99.61950,99.61950,0.68000,0.68000,0.64760,1.83750,87.59670,87.59670,69.18630,65.50070,0.00960,2.19540,2.19530,0.66130,0.77370,32.18420,0.3805,0.7412
2018-03-31,103.75200,103.75200,10.58000,,93.17200,-9.77700,83.39500,,83.39500,83.39500,79.42600,98.98700,93.17200,99.57930,99.57930,0.80000,0.80000,0.66970,2.02720,89.80260,89.80260,80.37920,76.55370,0.00980,2.57760,2.57760,0.78560,0.85150,32.48190,0.05920,0.22450
2017-12-31,100.90100,100.90100,9.31500,,91.58600,9.00700,100.59300,,100.59300,100.59300,97.68300,98.47000,91.58600,97.08930,97.08930,0.96000,0.96000,0.66980,2.02800,90.76820,90.76820,99.69480,96.81080,0.00920,3.08420,3.08410,0.91830,1.01850,32.79420,0.5938,0.8174
2017-09-30,105.13300,105.13300,14.97300,,90.16000,-26.35500,63.80500,,63.80500,63.80500,59.64600,98.68400,90.16000,99.17450,99.17450,0.60000,0.60000,0.68140,2.13900,85.75800,85.75800,60.68980,56.73390,0.00950,1.95870,1.95860,0.57460,0.62400,32.82770,0.2065,0.2569
2017-06-30,110.15700,110.15700,13.32700,,96.83000,-16.89500,79.93500,,79.93500,79.93500,76.18500,105.03200,96.83000,96.57580,96.57580,0.80000,0.80000,0.68550,2.17970,87.90180,87.90180,72.56460,69.16040,0.00950,2.44110,2.44100,0.69290,0.76770,33.05130,0.5415,0.7316
2017-03-31,117.25700,117.25700,12.01800,,105.23900,-27.17900,78.06000,,78.06000,78.06000,73.87900,113.47800,105.23900,93.14480,93.14480,0.80000,0.80000,0.72930,2.69440,89.75070,89.75070,66.57170,63.00600,0.00990,2.55440,2.55440,0.65600,0.69140,32.78750,0.47620,0.57860
2016-12-31,112.81000,112.81000,11.59700,,101.21300,-28.57600,72.63700,,72.63700,72.63700,69.70300,110.40800,101.21300,92.78050,92.78050,0.76000,0.76000,0.74120,2.86340,89.71990,89.71990,64.38880,61.78800,0.00900,2.39420,2.39420,0.58180,0.61970,32.63540,0.874,0.9745
2016-09-30,112.71600,112.71600,10.78700,,101.92900,-18.91800,83.01100,,83.01100,83.01100,79.26100,112.44100,101.92900,93.28530,93.28530,0.84000,0.84000,0.74350,2.89920,90.42990,90.42990,73.64620,70.31920,0.00880,2.73660,2.73650,0.65100,0.70180,32.69820,0.6723,0.732
2016-06-30,114.50700,114.50700,11.90300,,102.60400,-23.65400,78.95000,,78.95000,78.95000,74.77900,134.25400,102.60400,93.25580,93.25580,0.80000,0.80000,0.75600,3.09900,89.60500,89.60500,68.94780,65.30520,0.00890,2.67850,2.67840,0.61550,0.65340,31.77850,-0.0333,0.0712
2016-03-31,117.41700,117.41700,11.32500,,106.09200,-28.02200,78.07000,,78.07000,78.07000,73.92500,92.42400,106.09200,92.73550,92.73550,0.80000,0.80000,0.76380,3.23320,90.35490,90.35490,66.48950,62.95940,0.00910,2.72820,2.72820,0.60780,0.64450,30.85520,0.42050,0.48630
2015-12-31,118.49900,118.49900,10.61300,,107.88600,-34.41400,73.47200,,73.47200,73.47200,70.11700,117.05800,107.88600,93.02850,93.02850,0.76000,0.76000,0.76170,3.19630,91.04380,91.04380,62.00220,59.17100,0.00900,2.47620,2.47610,0.55820,0.59010,32.02790,1.3204,1.3172
2015-09-30,119.70600,119.70600,10.02000,,109.68600,-30.17600,79.51000,,79.51000,79.51000,75.76000,121.55800,109.68600,93.04450,93.04450,0.80000,0.80000,0.75890,3.14830,91.62950,91.62950,66.42110,63.28840,0.00890,2.60540,2.61150,0.59400,0.62800,32.96960,0.3646,0.3754
2015-06-30,123.99600,123.99600,11.20900,,112.78700,-34.71600,78.07100,,78.07100,78.07100,74.32100,124.99000,112.78700,92.54100,92.54100,0.80000,0.80000,0.75700,3.11460,90.96020,90.96020,62.96250,59.93820,0.00910,2.48190,2.48750,0.57170,0.60320,33.98920,0.7535,0.7681
2015-03-31,129.94200,129.94200,10.20300,,119.73900,-37.56600,82.17300,,82.17300,82.17300,78.02800,128.97600,119.73900,92.97750,92.97750,0.84000,0.84000,0.75710,3.11730,92.14800,92.14800,63.23820,60.04830,0.00930,2.56140,2.56710,0.59110,0.62210,34.67040,0.55120,0.55570
2014-12-31,111.84400,111.84400,10.49100,,101.35300,-21.64500,79.70800,,79.70800,79.70800,76.23600,107.67400,101.35300,92.26200,92.26200,0.84000,0.84000,0.72580,2.64670,90.62000,90.62000,71.26710,68.16280,0.00910,2.48840,2.49390,0.64520,0.68240,34.62210,0.8522,0.8478
2014-09-30,112.15700,112.15700,9.80100,,102.35600,-23.47400,78.88200,,78.88200,78.88200,75.13200,110.94300,102.35600,92.42250,92.42250,0.80000,0.80000,0.72040,2.57610,91.26140,91.26140,70.33180,66.98820,0.00920,2.42440,2.42970,0.64430,0.67790,35.29760,0.6724,0.6707
2014-06-30,118.64200,118.64200,9.98200,,108.66000,-29.93400,78.72600,,78.72600,78.72600,74.97600,116.45300,108.66000,92.11130,92.11130,0.80000,0.80000,0.72650,2.65570,91.58650,91.58650,66.35590,63.19520,0.00940,2.40370,2.40890,0.62230,0.65750,35.65190,0.7204,0.7189
2014-03-31,121.17400,121.17400,10.47100,,110.70300,-34.51500,76.18800,,76.18800,76.18800,72.16000,121.24500,110.70300,91.46200,91.46200,0.80000,0.80000,0.73740,2.80810,91.35870,91.35870,62.87490,59.55070,0.00950,2.37750,2.38280,0.59550,0.62430,35.00210,0.52770,0.52680
2013-12-31,121.04900,121.04900,7.66300,,113.38600,-34.82900,78.55700,,78.55700,78.55700,74.80700,127.09300,113.38600,90.59980,90.59980,0.76000,0.76000,0.73700,2.80230,93.66950,93.66950,64.89690,61.79890,0.00970,2.50010,2.50580,0.62990,0.65750,34.42380,0.7937,0.7925
2013-09-30,118.48200,118.48200,8.72800,,109.75400,-38.42600,71.32800,,71.32800,71.32800,67.57800,126.62400,109.75400,90.97950,90.97950,0.76000,0.76000,0.74730,2.95680,92.63350,92.63350,60.20150,57.03650,0.00940,2.32080,2.32620,0.56620,0.58650,33.60580,0.9334,0.9319
2013-06-30,120.67100,120.67100,8.84500,,111.82600,-36.35300,75.47300,,75.47300,75.47300,67.31600,129.39700,111.82600,90.36250,90.36250,0.76000,0.76000,0.74920,2.98720,92.67020,92.67020,62.54440,55.78470,0.00910,2.38500,2.39040,0.57190,0.59820,34.95490,0.7682,0.7673
2013-03-31,122.73800,122.73800,8.45300,,114.28500,-36.93400,77.35100,,77.35100,77.35100,75.31100,130.17500,114.28500,89.52750,89.52750,0.84000,0.84000,0.74510,2.92290,93.11300,93.11300,63.02120,61.35920,0.00900,2.36870,2.37390,0.56660,0.60380,36.44390,0.79490,0.79430
2012-12-31,124.96800,124.96800,8.13800,,116.83000,-47.61100,69.21900,,69.21900,69.21900,67.57400,132.01600,116.83000,89.19050,89.19050,0.76000,0.76000,0.74150,2.86900,93.48790,93.48800,55.38940,54.07300,0.00920,2.09060,2.09510,0.51210,0.54030,37.04150,0.8733,0.8726
2012-09-30,125.13500,125.13500,8.65000,,116.48500,-38.34400,78.14100,,78.14100,78.14100,76.10100,132.50700,116.48500,89.23030,89.23030,0.84000,0.84000,0.74930,2.98900,93.08750,93.08750,62.44540,60.81510,0.00910,2.41240,2.41780,0.56890,0.60480,36.29170,0.8037,0.8029
2012-06-30,125.53100,125.53100,8.36600,,117.16500,-42.39900,74.76600,,74.76600,74.76600,72.33100,130.58000,117.16500,89.14950,89.14950,0.80000,0.80000,0.77200,3.38550,93.33550,93.33550,59.55980,57.62000,0.00970,2.71310,2.72010,0.58000,0.61860,30.88890,0.9053,0.9034
2012-03-31,123.52300,123.52300,8.41500,,115.10800,-30.39500,84.71300,,84.71300,84.71300,82.67300,126.31700,115.10800,89.04180,89.04180,0.92000,0.92000,0.76250,3.20970,93.18750,93.18750,68.58080,66.92920,0.00990,3.06330,3.07120,0.68030,0.72770,31.04980,0.89770,0.89620
2011-12-31,123.99400,123.99400,6.63700,-0.19600,117.16100,-46.59700,70.56400,,70.56400,70.56400,68.89300,129.24900,117.16100,85.34200,85.34200,0.72000,0.72000,0.77670,3.47860,94.48930,94.48930,56.90920,55.56160,0.01060,2.82510,2.83320,0.60050,0.63080,28.05590,1.1646,1.2928
2011-09-30,130.76600,130.76600,8.50800,-0.23700,122.02100,-38.32200,83.69900,,83.69900,83.69900,81.65900,134.12600,122.02100,88.99100,88.99100,0.92000,0.92000,0.77260,3.39850,93.31250,93.31250,64.00670,62.44670,0.01090,3.16900,3.17760,0.69780,0.72050,29.71080,0.9805,0.9695
2011-06-30,132.10900,132.10900,7.78000,-0.23000,124.09900,-44.81300,79.28600,,79.28600,79.28600,76.87700,132.90600,124.09900,88.84100,88.84100,0.88000,0.88000,0.76420,3.24130,93.93680,93.93680,60.01560,58.19210,0.01110,2.87710,2.88460,0.66480,0.67840,31.01070,0.9399,0.9353
2011-03-31,109.87800,109.87800,7.28400,-0.30700,102.28700,-19.42200,82.86500,,82.86500,82.86500,80.82500,110.41700,102.28700,74.48730,74.48730,1.08000,1.08000,0.74220,2.87910,93.09140,93.09140,75.41550,73.55890,0.00960,2.86890,2.87600,0.72460,0.73960,32.51510,0.83350,0.82660
2010-12-31,97.59700,97.59700,6.14100,-0.36300,91.09300,-29.51200,61.58100,,61.58100,61.58100,59.54100,126.76600,91.09300,70.29330,70.29330,0.84000,0.84000,0.73410,2.76090,93.33590,93.33590,63.09720,61.00700,0.01120,2.73640,2.74520,0.70890,0.72760,32.09410,0.8358,0.8335
2010-09-30,97.41700,97.41700,6.10900,-0.30600,91.00200,-13.78800,77.21400,,77.21400,77.21400,75.17400,90.34000,91.00200,70.06950,70.14500,1.08000,1.08000,0.72350,2.61700,93.41490,93.41490,79.26130,77.16720,0.01150,3.37040,3.38100,0.91080,0.93180,32.68890,0.945,0.9444
2010-06-30,88.62700,88.62700,6.19200,-0.54600,81.88900,-33.59900,48.29000,,48.29000,48.29000,46.25000,88.76000,81.88900,70.04700,70.12250,0.64000,0.64000,0.73790,2.81590,92.39740,92.39740,54.48680,52.18500,0.01020,2.16730,2.17430,0.55610,0.56800,31.80040,0.8556,0.8553
2010-03-31,107.69700,107.69700,6.22100,-0.44600,101.03000,-18.35300,82.67700,,82.67700,82.67700,80.63700,100.70800,101.03000,70.02580,70.03930,1.16000,1.16000,0.72850,2.68280,93.80950,93.80950,76.76820,74.87400,0.01280,3.68270,3.69450,0.98020,1.00000,32.05360,0.86230,0.85930
2009-12-31,121.51200,121.51200,4.87100,-0.43400,116.20700,-37.63400,78.57300,,78.57300,78.57300,76.53300,131.93200,116.20700,61.59130,61.60600,1.12000,1.12000,0.76870,3.32290,95.63420,95.63420,64.66270,62.98390,0.01260,3.62380,3.63580,0.81620,0.83830,30.96660,1.4537,1.4513
2009-09-30,124.54800,124.54800,5.42300,-0.44400,118.68100,-51.84400,66.83700,,66.83700,66.83700,64.79700,119.55200,118.68100,64.89980,64.92080,1.00000,1.00000,0.77390,3.42370,95.28940,95.28940,53.66370,52.02570,0.01250,3.01720,3.02690,0.66840,0.68200,31.64680,0.7427,0.7426
2009-06-30,126.73700,126.73700,5.59000,-0.45300,120.69400,-51.58800,69.10600,,69.10600,69.10600,67.06600,124.32200,120.69400,55.55900,55.59380,1.20000,1.20000,0.82830,4.82320,95.23190,95.23190,54.52710,52.91750,0.01290,4.18690,4.20510,0.70470,0.71900,29.67890,1.2703,1.2659
2009-03-31,132.76400,132.76400,5.37000,-0.46200,126.93200,-73.25900,53.67300,,53.67300,53.67300,51.63300,131.24200,126.93200,55.60750,55.62480,0.92000,0.92000,0.85750,6.01680,95.60730,95.60730,40.42740,38.89080,0.01260,3.67740,3.69550,0.51030,0.52410,26.25380,0.91540,0.91150
