Date,revenue,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,0.06800,0.06800,2.33600,2.18800,-4.45600,-0.02200,-4.47800,,-4.47800,-4.47800,-4.47800,-4.41100,-4.45600,4.08700,4.08700,-1.10000,-1.10000,0.54470,,,100.00000,-6552.94100,-6552.94100,-6585.29400,-6585.29400,0.01480,1.00000,90.00000,218.22590,218.22610,-97.64500,218.22610,-0.48690,-0.7677,-0.7677
2024-06-30,,,2.33400,2.33500,-4.66900,1.43600,-3.23300,0.00300,-3.23600,-3.23600,-3.23600,-4.63900,-4.66900,3.15500,3.15500,-1.03000,-1.03000,0.24310,,-0.45500,,,,,,,,,46.89170,46.89180,-93.33720,46.89180,-2.14250,-0.7012,-0.7012
2024-03-31,,,1.69700,2.25300,-3.95000,-8.74700,-12.69700,,-12.69700,-12.69700,-12.69700,-3.92300,-3.95000,2.68420,2.68420,-4.75000,-4.75000,0.67750,-1.34430,-0.90700,,,,,,,,,283.85870,283.85860,-164.04390,665.46120,-1.48270,-1.29940,-1.29940
2023-12-31,,,1.17500,1.76200,-2.93700,-6.52500,-9.46200,,-9.45700,-9.45700,-9.45700,-2.92600,-2.93700,0.86680,0.86680,-3.63000,-3.63000,0.17690,-0.45490,-0.65470,,,,,,,,,68.18310,68.18310,-269.20010,99.20280,-6.88000,-4.6336,-4.6336
2023-09-30,,,1.08700,1.85500,-2.94200,-4.29000,-7.23200,,-7.23200,-7.23200,-7.23200,-2.92800,-2.94200,0.80200,0.80200,-9.02000,-9.02000,0.18060,-0.56200,-0.63680,,,,,,,,,45.47570,45.47570,-321.85130,71.03430,-14.61620,0.2438,0.2438
2023-06-30,,,1.98100,1.76900,-3.75000,1.30800,-2.44200,0.00500,-2.44700,-2.44700,-2.44700,-3.73100,-3.75000,0.59700,0.59700,-4.10000,-4.10000,0.16920,,-0.71080,,,,,,,,,21.37490,21.37490,-104.84150,21.37490,-15.79380,-3.073,-3.073
2023-03-31,,,1.73000,2.85100,-4.58100,-2.51500,-7.09600,,-7.09600,-7.09600,-7.09600,-4.57700,-4.58100,0.52100,0.52100,-13.50000,-13.50000,0.42110,-1.11790,-0.79270,,,,,,,,,65.19670,65.19660,-209.56880,138.08130,-20.46480,-4.40270,-4.40270
2022-12-31,,,0.82500,4.70100,-7.71600,-0.67600,-8.39200,,-8.39200,-8.39200,-8.39200,-7.70800,-7.71600,0.32840,0.32840,-24.00000,-24.00000,0.09410,-0.58370,-0.42530,,,,,,,,,40.42000,40.42000,-276.23440,64.01220,-40.87010,-15.1242,-15.1242
2022-09-30,,,0.72700,1.04200,-1.76900,-0.12200,-1.89100,0.00100,-1.89200,-1.89200,-1.89200,-1.74300,-1.76900,0.28960,0.28960,-6.50000,-6.50000,11.43580,,-0.31120,,,,,,,,,21.26980,21.26980,-1.76260,21.26980,-82.66950,-3.1566,-3.1566
2022-06-30,,,0.59600,0.71600,-1.31200,0.41000,-0.90200,,-0.90200,-0.90200,-0.90200,-1.21300,-1.31200,0.28960,0.28960,-3.00000,-3.00000,14.35360,,-0.13030,,,,,,,,,12.89150,12.89150,-0.85130,12.89150,-65.02660,-3.4224,-3.4224
2022-03-31,,,0.35500,0.45700,-0.81200,-0.19200,-1.00400,,-1.00400,-1.00400,-1.00400,-0.70300,-0.81200,0.28960,0.28960,-3.50000,-3.50000,13.99650,,-0.04320,,,,,,,,,13.98440,13.98440,-0.94750,13.98440,-66.72320,-2.02720,-2.02720
2021-12-31,,,,0.93590,-3.70190,-0.85660,-4.55850,,-4.55750,-4.55750,-4.55570,-3.70190,-3.70190,0.28960,0.28960,-17.00000,-17.00000,0.19260,-0.09150,-1.09550,,,,,,,,,161.84320,161.84290,-755.80370,176.64710,-9.72510,-14.0596,-14.0596
2021-09-30,,,,0.41140,-0.41140,0.64740,0.23600,,0.23600,0.23600,0.23600,-0.41140,-0.41140,0.10350,0.10350,0.50000,0.50000,2.25340,,,,,,,,,,,-2.20940,-2.20940,0.22220,-2.20940,-99.19280,-0.5166,-0.5166
2021-06-30,,,,0.20970,-0.20970,-1.77300,-1.98270,,-1.98270,-1.98270,-1.98270,-0.20970,-0.20970,0.10350,0.10350,-3.75000,-3.75000,4.94710,,,,,,,,,,,-39.28370,-39.28350,-1.86120,-39.28370,30.25850,-0.2282,-0.2282
2021-03-31,,,,0.12600,-0.12600,1.83420,1.70820,,1.70820,1.70820,1.70650,-0.12600,-0.12600,0.09810,0.09810,4.50000,4.50000,4.35020,,,,,,,,,,,24.30040,24.29950,1.59890,24.29950,42.14520,-2.85690,-2.85690
2020-12-31,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,,0,0
