Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,9623.00000,5181.00000,4442.00000,2385.00000,-5.00000,4161.00000,281.00000,-459.00000,-178.00000,-319.00000,141.00000,141.00000,,135.00000,5175.00000,281.00000,2453.00000,2470.00000,0.06000,0.05000,0.79680,0.50760,1.11520,46.16020,2.92010,2.92010,-1.84970,1.40290,0.09050,1.73890,51.75730,0.39100,-0.59800,0.13260,0.19260,14.70510,0.3372,0.2516
2024-06-30,9713.00000,6204.00000,3509.00000,2461.00000,-9395.00000,13717.00000,-10208.00000,173.00000,-10035.00000,-7.00000,-10028.00000,-10028.00000,,-9986.00000,-4544.00000,-10208.00000,2451.00000,2451.00000,-4.07000,-4.07000,0.75590,0.51370,1.16040,36.12680,-105.09630,-105.09630,-103.31510,-102.81070,0.08990,1.57530,57.13370,-28.41040,39.17190,-9.28270,-13.81530,14.40110,0.5002,0.3977
2024-03-31,9958.00000,6058.00000,3900.00000,2232.00000,-12.00000,4167.00000,-267.00000,-552.00000,-819.00000,136.00000,-955.00000,-955.00000,,-966.00000,5448.00000,-267.00000,2443.00000,2443.00000,-0.40000,-0.40000,0.81990,0.46460,0.94380,39.16450,-2.68130,-2.68130,-8.22450,-9.70070,0.08310,1.57990,56.96630,-2.11680,3.61410,-0.79700,-1.13340,18.42180,0.23950,0.15960
2023-12-31,10284.00000,5896.00000,4388.00000,2455.00000,-16.00000,4570.00000,-182.00000,-431.00000,-613.00000,-221.00000,-392.00000,-392.00000,,-400.00000,5319.00000,-182.00000,2436.00000,2436.00000,-0.16000,-0.16000,0.92730,0.47500,0.94300,42.66820,-1.76970,-1.76970,-5.96070,-3.88950,0.08380,1.70070,52.92010,-0.84650,1.45470,-0.31930,-0.44450,18.98610,1.4701,1.3597
2023-09-30,9979.00000,5309.00000,4670.00000,2291.00000,-24.00000,4573.00000,97.00000,-629.00000,-532.00000,-125.00000,-407.00000,-407.00000,,-417.00000,5272.00000,97.00000,2438.00000,2438.00000,-0.17000,-0.17000,0.87960,0.48680,0.97690,46.79830,0.97200,0.97200,-5.33120,-4.17880,0.08060,1.58100,56.92760,-0.88750,1.41610,-0.32890,-0.45550,18.81090,1.0318,0.8444
2023-06-30,10358.00000,6636.00000,3722.00000,2562.00000,-6.00000,4628.00000,-906.00000,-574.00000,-1480.00000,-260.00000,-1220.00000,-1220.00000,,-1240.00000,5646.00000,-906.00000,2437.00000,2437.00000,-0.51000,-0.51000,0.81470,0.48790,1.01720,35.93360,-8.74690,-8.74690,-14.28850,-11.97140,0.08050,1.53000,58.82410,-2.62480,4.06450,-0.94850,-1.34430,19.07220,0.827,0.7074
2023-03-31,10700.00000,6685.00000,4015.00000,2388.00000,-31.00000,4572.00000,-557.00000,-681.00000,-1238.00000,-178.00000,-1060.00000,-1060.00000,,-1069.00000,6224.00000,-557.00000,2432.00000,2432.00000,-0.44000,-0.44000,0.83800,0.48870,1.02940,37.52340,-5.20560,-5.20560,-11.57010,-9.99070,0.08190,1.56590,57.47380,-2.23000,3.49100,-0.81170,-1.14020,19.51270,-0.25950,-0.38240
2022-12-31,11008.00000,6954.00000,4054.00000,2511.00000,-70.00000,5948.00000,-1894.00000,-647.00000,-2541.00000,-462.00000,-2079.00000,-2079.00000,,-2101.00000,2995.00000,-1894.00000,1940.00000,1940.00000,-2.06000,-2.06000,0.93220,0.50150,1.01340,36.82780,-17.20570,-17.20570,-23.08320,-19.08610,0.08210,1.72540,52.16210,-4.30000,6.69110,-1.55150,-2.14370,19.89670,1.6181,1.3659
2022-09-30,9823.00000,5627.00000,4196.00000,2589.00000,-43.00000,6386.00000,-2190.00000,-661.00000,-2851.00000,-566.00000,-2285.00000,-2285.00000,,-2308.00000,4893.00000,-2190.00000,2428.00000,2428.00000,-0.95000,-0.95000,0.86350,0.49420,1.00220,42.71610,-22.29460,-22.29460,-29.02370,-23.49590,0.07220,1.47290,61.10250,-4.59190,7.26970,-1.67950,-2.32280,20.49510,0.0169,-0.1054
2022-06-30,9827.00000,6625.00000,3202.00000,3538.00000,-4.00000,6841.00000,-3639.00000,-605.00000,-4244.00000,-836.00000,-3408.00000,-3408.00000,,-3418.00000,4245.00000,-3639.00000,2286.00000,2286.00000,-1.50000,-1.50000,1.07020,0.49410,0.99750,32.58370,-37.03060,-37.03060,-43.18710,-34.78170,0.06910,1.39410,64.55790,-6.47670,11.21870,-2.39600,-3.27670,21.67180,0.0979,0.0914
