Date,revenue,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,,,27.24700,5.01800,-32.26500,2.50000,-29.76500,-29.76500,-29.76500,-29.76500,-33.59700,-32.26500,60.07980,60.07980,-0.50000,-0.50000,10.42640,0.12020,0.13660,,,,,,,,,-13.70380,-13.70380,-11.14900,-12.05670,3.61520,-0.4094,-0.4094
2024-06-30,,,19.53300,4.84800,-24.38100,3.84400,-20.53700,-20.53700,-20.53700,-20.53700,-25.79500,-24.38100,60.08000,60.08000,-0.34000,-0.34000,17.36940,0.10750,0.12040,,,,,,,,,-8.41860,-8.41860,-7.10840,-7.51370,4.06040,-0.274,-0.2741
2024-03-31,,,12.44900,5.32500,-17.77400,2.90100,-14.87300,-14.87300,-14.87300,-14.87300,-19.49300,-17.77400,59.81200,59.81200,-0.25000,-0.25000,30.19720,0.10340,0.11530,,,,,,,,,-5.67600,-5.67600,-4.94170,-5.08930,4.36140,-0.29860,-0.29880
2023-12-31,,,13.29300,5.19300,-18.48600,1.98900,-16.49700,-16.49700,-16.49700,-16.49700,-20.22400,-18.48600,48.60940,48.60940,-0.28000,-0.28000,19.01280,0.10070,0.11480,,,,,,,,,-6.17930,-6.17930,-5.31950,-5.55700,4.61010,-0.2451,-0.2454
2023-09-30,,,11.17900,4.86000,-16.03900,3.08200,-12.95700,-12.95700,-12.95700,-12.95700,-16.70900,-16.03900,54.22960,54.22960,-0.24000,-0.24000,35.84750,,,,,,,,,,,-4.62300,-4.62300,-4.52460,-4.62300,4.83980,-0.1083,-0.1084
2023-06-30,,,9.13300,4.34500,-13.47800,1.86800,-11.61000,-11.61000,-11.61000,-11.61000,-13.72500,-13.47800,41.02500,41.02500,-0.28000,-0.28000,17.52880,,,,,,,,,,,-6.87490,-6.87490,-6.54430,-6.87490,4.11640,-0.2845,-0.2845
2023-03-31,,,8.71300,4.42200,-13.13500,1.82800,-11.30700,-11.30700,-11.30700,-11.30700,-13.41700,-13.13500,41.02500,41.02500,-0.28000,-0.28000,16.40640,,,,,,,,,,,-6.31380,-6.31380,-6.01870,-6.31380,4.36530,-0.24800,-0.24800
2022-12-31,,,10.74600,3.50300,-14.24900,1.38500,-12.86400,-12.86400,-12.86400,-12.86600,-14.28800,-14.24900,40.60190,40.60190,-0.32000,-0.32000,23.08360,,,,,,,,,,,-6.81450,-6.81450,-6.54370,-6.81450,4.60150,-0.2745,-0.2754
2022-09-30,,,8.30900,3.06200,-11.37100,0.66100,-10.71000,-10.71000,-10.71000,-10.71000,-11.13600,-11.37100,40.50300,40.50300,-0.26000,-0.26000,30.63060,,,,,,,,,,,-5.44620,-5.44620,-5.26900,-5.44620,4.85520,-0.2267,-0.2286
2022-06-30,,,7.32100,3.09000,-10.41100,0.26000,-10.15100,-10.15100,-10.15100,-10.15100,-10.20400,-10.41100,40.49700,40.49700,-0.25000,-0.25000,37.21330,,,,,,,,,,,-4.91530,-4.91530,-4.79550,-4.91530,5.09910,-0.1596,-0.1605
2022-03-31,,,5.98500,3.22100,-9.20600,0.07500,-9.13100,-9.13100,-9.13100,-9.12900,-8.95300,-9.20600,40.47330,40.47330,-0.23000,-0.23000,48.80540,,,,,,,,,,,-4.22560,-4.22560,-4.14880,-4.22560,5.33910,-0.20500,-0.20530
2021-12-31,,,5.67300,2.74200,-8.41500,0.06600,-8.34900,-8.34900,-8.34900,-8.34900,-8.25100,-8.41500,20.05800,20.05800,201.42000,201.42000,38.59740,,,,,,,,,,,-3.70770,-3.70770,-3.62480,-3.70770,5.56380,-0.5212,-0.5228
