,Announcement Date,Fiscal Quarter End,Estimated EPS,Actual EPS
0,2025-02-06,2024-12-31,$0.19,$0.34
1,2024-11-06,2024-09-30,$0.05,$0.26
2,2024-08-08,2024-06-30,$-0.39,$-0.30
3,2024-05-16,2024-03-31,$-0.34,$-0.07
4,2024-02-08,2023-12-31,$0.32,$0.30
5,2023-11-08,2023-09-30,$0.62,$0.80
6,2023-08-08,2023-06-30,$-0.07,$-0.02
7,2023-05-17,2023-03-31,$0.19,$0.47
8,2023-02-06,2022-12-31,$0.36,$0.51
9,2022-11-07,2022-09-30,$0.87,$0.72
10,2022-08-08,2022-06-30,$0.53,$0.35
11,2022-05-16,2022-03-31,$0.71,$0.87
12,2022-02-07,2021-12-31,$0.82,$1.13
13,2021-11-03,2021-09-30,$1.03,$1.24
14,2021-08-02,2021-06-30,$0.60,$0.70
15,2021-05-18,2021-03-31,$0.39,$1.66
16,2021-02-08,2020-12-31,$0.52,$0.95
17,2020-11-05,2020-09-30,$0.97,$1.71
18,2020-08-03,2020-06-30,$1.22,$2.23
19,2020-05-20,2020-03-31,$0.56,$1.07
20,2020-02-06,2019-12-31,$1.16,$1.23
21,2019-11-07,2019-09-30,$1.24,$1.50
22,2019-08-05,2019-06-30,$-0.27,$-0.13
23,2019-05-13,2019-03-31,$0.39,$0.32
24,2019-02-06,2018-12-31,$2.02,$3.19
25,2018-11-07,2018-09-30,$0.68,$0.84
26,2018-08-02,2018-06-30,$-0.05,$0.02
27,2018-05-16,2018-03-31,$0.44,$0.52
28,2018-02-07,2017-12-31,$0.84,$1.18
29,2017-11-07,2017-09-30,$0.54,$0.76
30,2017-08-02,2017-06-30,$0.00,$0.44
31,2017-05-23,2017-03-31,$0.47,$0.65
32,2017-02-07,2016-12-31,$0.24,$0.71
33,2016-11-02,2016-09-30,$0.14,$0.35
34,2016-08-04,2016-06-30,$-0.49,$-0.38
35,2016-05-18,2016-03-31,$0.13,$0.41
36,2016-02-03,2015-12-31,$0.40,$0.74
37,2015-11-05,2015-09-30,--,$0.19
38,2015-08-10,2015-06-30,$0.27,$0.21
39,2015-05-18,2015-03-31,$0.10,$0.35
40,2015-02-03,2014-12-31,$1.33,$1.81
