Date,research-development-expenses,selling-general-administrative-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,35.93200,11.18000,-47.11200,5.20400,-41.90800,-41.90800,-41.90800,-41.90800,-45.32800,-47.11200,47.66400,47.66400,-0.88000,-0.88000,18.94550,-10.45410,-10.45410,-9.29300,-10.45410,8.71660,-0.695,-0.7069
2024-06-30,37.45800,11.86000,-49.31800,4.97000,-44.34800,-44.34800,-44.34800,-44.34800,-47.24500,-49.31800,43.34400,43.34400,-1.02000,-1.02000,16.95790,-10.16920,-10.16920,-9.05040,-10.16920,9.50900,-0.7696,-0.8016
2024-03-31,30.50300,10.30300,-40.80600,4.99500,-35.81100,-35.81100,-35.81100,-35.81100,-38.95200,-40.80600,40.99600,40.99600,-0.87000,-0.87000,16.77550,-9.59540,-9.59540,-8.47740,-9.59540,9.47980,-0.73530,-0.76680
2023-12-31,27.06700,7.88900,-34.95600,2.87900,-32.07700,-32.07700,-32.07700,-32.07700,-33.85500,-34.95600,5.93900,5.93900,78.76000,78.76000,19.34960,-7.91270,-7.91270,-7.08050,-7.91270,9.83800,56.0026,62.1657
2023-09-30,22.23300,6.47800,-28.71100,-6.76000,-35.47100,-35.47100,-35.47100,-35.47100,-27.66200,-28.71100,0.74900,0.74900,-47.37000,-47.37000,1.54170,32.44250,32.44250,-43.04110,32.44250,-100.67680,-26.5662,-31.0664
2023-06-30,13.92900,3.86700,-17.79600,-0.05600,-17.85200,-17.85200,-17.85200,-17.85200,-16.93700,-17.79600,0.67200,0.67200,-26.56000,-26.56000,,,,,,,-19.5466,-21.6634
2023-03-31,12.56200,2.68500,-15.24700,2.50000,-12.74700,-12.74700,-12.74700,-12.74700,-14.56400,-15.24700,0.59700,0.59700,-21.36000,-21.36000,,,,,,,-23.55610,-24.49580
2022-12-31,,,,,,,,,,,,,,0.00000,,,,,,,40.944,44.9594
2022-09-30,8.46900,1.58000,-10.04900,-2.23600,-12.28500,-12.28500,-12.28500,-12.28500,-10.04900,-10.04900,0.43280,0.43280,-28.38000,-28.38000,,,,,,,-40.944,-44.9594
2021-12-31,,,,,,,,,,,,,,0.00000,,,,,,,0,0
