Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,other-operating-income-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,other-income,income-from-continuous-operations,income-from-discontinued-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,long-term-debt-capital,debt-equity-ratio,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,220.22400,103.83300,116.39100,6.01000,,79.30900,37.08200,-132.03000,-94.94800,0.54500,-95.49300,-16.60500,-112.09800,,-108.18900,120.27200,37.08200,218.42000,218.42000,-0.50000,-0.50000,0.62650,1.67710,16.83830,16.83830,-43.11430,-49.12680,0.02900,-4.32960,-4.32960,-1.47680,-1.61730,11.45900,0.452,0.7415
2024-06-30,215.52100,99.48600,116.03500,6.99600,,78.67200,37.36300,-96.60200,-59.23900,0.25800,-59.49700,324.99600,265.49900,,252.00700,116.29600,37.36300,216.18000,216.18000,1.16000,1.16000,0.63710,1.75560,17.33610,17.33610,-27.48640,116.92920,0.02770,10.25590,10.25590,3.41360,3.72190,11.96260,0.3117,-0.0059
2024-03-31,208.78300,103.90800,104.87500,7.64300,,75.99400,28.88100,-125.46600,-96.58500,-1.22400,-95.36100,-36.08500,-131.44600,,-126.72800,102.99300,28.88100,216.03600,216.03600,-0.59000,-0.59000,0.64390,1.80850,13.83300,13.83300,-46.26100,-60.69840,0.02840,-5.56830,-5.56830,-1.78520,-1.98270,10.92410,0.28280,0.12660
2023-12-31,238.68800,98.36500,140.32300,7.54600,,77.31100,63.01200,2.09300,65.10500,-0.65500,65.76000,0.70600,66.46600,,62.17900,137.95700,63.01210,215.54800,215.54800,0.28000,0.28000,0.62570,1.67180,26.39930,26.39930,27.27620,26.05030,0.03180,2.62960,2.62960,0.88460,0.98420,11.70310,0.2295,-0.0082
2023-09-30,218.15200,101.64800,116.50400,5.91000,,76.66500,39.83900,-160.84500,-121.00600,1.67200,-122.67800,-149.28700,-271.96500,,-262.54700,115.25300,39.83900,215.63200,215.63200,-1.22000,-1.22000,0.63170,1.71510,18.26200,18.26200,-55.46870,-120.35050,0.02870,-10.88570,-10.88570,-3.58410,-4.00930,11.58500,0.4976,0.3777
2023-06-30,212.37400,95.83400,116.54000,8.80200,,79.19000,37.35000,-61.66400,-24.31400,0.37100,-24.68500,10.27900,-14.40600,,-14.96400,116.62100,37.35000,215.45700,215.45700,-0.07000,-0.07000,0.60480,1.53030,17.58690,17.58690,-11.44870,-7.04610,0.02690,-0.51280,-0.51280,-0.18250,-0.20270,13.02780,0.2688,0.0059
2023-03-31,214.85400,99.04300,115.81100,6.98000,,78.43300,37.37800,-101.23300,-63.85500,-1.88200,-61.97300,3.77900,-58.19400,,-58.73300,117.30800,37.37800,215.29100,215.29100,-0.27000,-0.27000,0.59960,1.49730,17.39690,17.39690,-29.72020,-27.33620,0.02710,-2.03800,-2.03800,-0.73500,-0.81610,13.25870,0.37500,0.23630
2022-12-31,228.22500,97.30400,130.92100,7.08200,,80.64100,50.28000,-48.00500,2.27500,-0.25800,2.53300,0.93100,3.46400,,1.69100,130.84200,50.28000,215.03100,215.03100,0.00000,0.00000,0.59890,1.49310,22.03090,22.03090,0.99680,0.74090,0.02820,0.11740,0.11740,0.04280,0.04710,13.70250,0.2449,0.095
2022-09-30,210.70400,99.95100,110.75300,6.77900,,79.51800,31.23500,-46.30800,-15.07300,-0.16600,-14.90700,1.40500,-13.50200,,-15.19300,110.88000,31.23500,215.13400,215.13400,-0.07000,-0.07000,0.59370,1.46100,14.82410,14.82410,-7.15360,-7.21060,0.02610,-0.45340,-0.45340,-0.16730,-0.18420,13.84240,0.7878,0.6544
2022-06-30,204.09100,95.62200,108.46900,6.44100,,78.89900,29.57000,-46.83600,-17.26600,-0.67000,-16.59600,-1.09100,-17.68700,,-15.38400,108.93900,29.57000,214.99000,214.99000,-0.07000,-0.07000,0.59210,1.45140,14.48860,14.48860,-8.46000,-7.53780,0.02520,-0.57870,-0.57870,-0.21800,-0.23610,14.20830,0.2323,0.1688
