,Announcement Date,Fiscal Quarter End,Estimated EPS,Actual EPS
0,2024-11-08,2024-09-30,$0.54,$0.56
1,2024-08-07,2024-06-30,$0.52,$0.48
2,2024-05-08,2024-03-31,$0.35,$0.38
3,2024-02-27,2023-12-31,$0.48,$0.52
4,2023-11-07,2023-09-30,$0.47,$0.46
5,2023-08-02,2023-06-30,$0.48,$0.46
6,2023-05-04,2023-03-31,$0.39,$0.34
7,2023-03-08,2022-12-31,$0.38,$0.43
8,2022-11-09,2022-09-30,$0.40,$0.49
9,2022-08-03,2022-06-30,$0.37,$0.43
10,2022-05-04,2022-03-31,$0.29,$0.32
11,2022-03-07,2021-12-31,--,$0.38
12,2021-11-03,2021-09-30,$0.35,$0.37
13,2021-08-04,2021-06-30,$0.29,$0.37
14,2021-05-05,2021-03-31,$0.24,$0.26
15,2021-03-10,2020-12-31,$0.26,$0.27
16,2020-11-04,2020-09-30,$0.30,$0.30
17,2020-08-04,2020-06-30,$0.20,$0.27
18,2020-04-30,2020-03-31,$0.19,$0.19
19,2020-03-09,2019-12-31,$0.20,$0.18
20,2019-11-11,2019-09-30,$0.19,$0.24
21,2019-08-08,2019-06-30,$0.15,$0.26
22,2019-05-14,2019-03-31,$0.12,$0.09
23,2019-03-12,2018-12-31,$0.16,$0.13
24,2018-11-13,2018-09-30,$-0.02,$-0.23
