Date,revenue,cost-goods-sold,gross-profit,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,long-term-debt-capital,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2024-09-30,5584.40000,5179.10000,405.29980,174.10000,184.80000,220.49950,-29.90000,190.60000,47.10000,143.50000,156.00000,135.80000,372.89950,220.49950,56.03860,56.37380,2.42000,2.41000,1.32510,0.36120,0.57170,7.25770,3.94850,3.94850,3.41310,2.43180,0.37690,2.92920,1.30190,69.12940,3.18740,4.96830,1.05280,2.03600,89.67370,3.3093,0.9017
2024-06-30,6012.40000,5563.60000,448.79980,175.30000,188.00000,260.79980,-34.30000,226.50000,46.20000,180.30000,194.40000,173.10000,414.69980,260.79980,56.92680,57.23450,3.04000,3.02000,1.33740,0.35830,0.56380,7.46460,4.33770,4.33770,3.76720,2.87910,0.40950,3.26810,1.44570,62.25330,3.95600,6.08720,1.32410,2.53870,87.08130,5.0843,2.9622
2024-03-31,5994.60000,5596.50000,398.10010,186.50000,201.60000,196.50000,-39.60000,156.90000,40.50000,116.40000,126.90000,109.60000,351.80000,196.50000,57.25200,57.56970,1.91000,1.90000,1.33060,0.35490,0.55560,6.64100,3.27800,3.27800,2.61740,1.82830,0.40310,3.22490,1.44280,62.37960,2.54500,3.88510,0.85330,1.64180,87.64330,-0.60100,-2.57430
2023-12-31,5841.20000,5435.99900,405.20120,172.60000,187.70000,217.50150,-40.90000,176.60000,46.70000,129.90000,143.00000,127.30000,371.60150,217.50050,58.83030,59.11640,2.20000,2.18000,1.34760,0.35150,0.54740,6.93690,3.72360,3.72360,3.02340,2.17930,0.39750,3.09210,1.58680,56.71920,2.82580,4.30370,0.97310,1.83260,88.81520,9.629,6.366
2023-09-30,5781.00000,5362.80000,418.20020,182.50000,198.00000,220.20020,-31.50000,188.70000,47.00000,141.70000,152.10000,132.90000,372.10020,220.20020,58.76660,59.07560,2.26000,2.25000,1.35720,0.35490,0.55570,7.23400,3.80900,3.80900,3.26410,2.29890,0.39560,2.99880,1.43050,62.91440,3.05220,4.65250,1.04080,1.96880,85.54140,6.8582,4.2416
2023-06-30,5999.20000,5542.20000,457.00000,182.80000,198.80000,258.20020,-45.70000,212.50000,41.50000,171.00000,187.20000,168.70000,409.40020,258.20020,59.13340,59.36620,2.85000,2.84000,1.35610,0.35000,0.54380,7.61770,4.30390,4.30390,3.54210,2.81200,0.40540,3.25510,1.40840,63.90400,3.67690,5.57890,1.26500,2.39000,86.66040,5.2434,2.4025
2023-03-31,5845.50000,5415.50000,430.00000,176.80000,192.70000,237.30030,-37.90000,199.40000,45.60000,153.80000,163.40000,143.60000,384.50030,237.30030,59.31660,59.55900,2.42000,2.41000,1.35390,0.34010,0.51960,7.35610,4.05950,4.05950,3.41120,2.45660,0.40580,3.23080,1.41090,63.78910,3.24890,4.85920,1.13440,2.14410,85.21370,-0.59770,-2.47490
2022-12-31,5370.90000,4999.29900,371.60060,172.40000,187.70100,183.89940,-10.60000,173.30000,48.10000,125.20000,137.30000,117.50000,326.09940,183.89890,59.67450,59.92050,1.98000,1.97000,1.34810,0.34910,0.54070,6.91880,3.42400,3.42400,3.22660,2.18770,0.39020,3.17700,1.55590,57.84340,2.84250,4.33160,0.99760,1.85000,81.76140,8.947,5.7043
2022-09-30,5241.20000,4864.30000,376.90040,163.90000,179.10000,197.80030,-42.90000,154.90000,41.70000,113.20000,119.20000,92.30000,337.10030,197.80030,59.55180,59.78590,1.55000,1.54000,1.33430,0.37000,0.58850,7.19110,3.77400,3.77400,2.95540,1.76100,0.39170,3.05140,1.46800,61.30790,2.69200,4.22230,0.89090,1.69600,74.73380,4.2367,1.8623
2022-06-30,5071.00000,4731.10000,339.89990,171.20000,195.80000,144.09960,-39.30000,104.80000,23.50000,81.30000,85.60000,68.50000,295.69960,144.09960,59.89900,60.09600,1.14000,1.14000,1.32970,0.36330,0.57080,6.70280,2.84160,2.84160,2.06670,1.35080,0.38000,2.93350,1.50490,59.80540,1.88220,2.95580,0.64140,1.19840,76.55370,0.1968,-2.6729
2022-03-31,5208.40000,4886.90000,321.50000,177.30000,193.00000,128.50000,-52.20000,76.30000,20.40000,55.90000,66.60000,49.40000,271.90000,128.50000,59.93200,60.21100,0.82000,0.82000,1.36200,0.34980,0.53810,6.17270,2.46720,2.46720,1.46490,0.94850,0.37940,2.97600,1.60950,55.91910,1.38010,2.11390,0.48520,0.89740,80.74660,3.66540,1.50140
