Date,revenue,cost-goods-sold,gross-profit,research-development-expenses,selling-general-administrative-expenses,operating-expenses,operating-income,total-non-operating-income-expense,pre-tax-income,total-provision-income-taxes,income-after-taxes,income-from-continuous-operations,net-income,ebitda,ebit,basic-shares-outstanding,shares-outstanding,eps-basic-net-earnings-per-share,eps-earnings-per-share-diluted,current-ratio,debt-equity-ratio,gross-margin,operating-margin,ebit-margin,pre-tax-profit-margin,net-profit-margin,asset-turnover,inventory-turnover,receiveable-turnover,days-sales-in-receivables,roe,return-on-tangible-equity,roa,roi,book-value-per-share,operating-cash-flow-per-share,free-cash-flow-per-share
2020-09-30,88.79900,38.74100,50.05800,3.47000,54.68200,58.15200,-8.09400,0.40200,-7.69200,1.44700,-9.13900,-9.13900,-9.00600,-8.09400,-8.09400,10.88860,10.88860,-0.85000,-0.85000,0.20500,-0.09480,56.37230,-9.11500,-9.11500,-8.66230,-10.14200,0.29350,,41.96550,2.14460,5.91070,5.55610,-3.02100,5.91070,,-2.243,1.4341
2020-06-30,,,,,,,,,,,,,,,,,,,0.00000,,,,,,,,,,,,,,,,,,
2018-12-31,67.05820,41.44640,25.61180,6.50420,46.18600,52.69020,-27.07840,-3.79330,-30.87170,-8.55860,-22.31310,-22.31310,-22.12080,-27.07840,-27.07840,10.98600,10.98600,-2.10660,-3.28260,0.71170,0.02400,38.19340,-40.38050,-40.38050,-46.03710,-32.98740,0.23630,,11.12250,8.09170,-25.83270,-29.54510,-7.86300,-25.83270,8.13650,2.243,-1.4341
2018-09-30,102.88220,34.57060,68.31160,6.22350,71.00560,77.22910,-8.91750,0.24580,-8.67170,4.04290,-12.71460,-12.71460,-12.66860,-8.91750,-8.91750,10.79940,,-1.17600,0.00000,1.15830,,66.39790,-8.66760,-8.66760,-8.42870,-12.31370,0.32280,36.85540,2.86570,31.40620,-7.85550,-7.85550,-3.98890,-7.85550,15.13760,0,0
2018-06-30,81.24490,32.07570,49.16920,6.31710,67.11130,73.42840,-24.25930,2.20700,-22.05230,4.01620,-26.06850,-26.06850,-26.01260,-24.25930,-24.25930,11.25940,11.25940,-2.30640,-2.30640,1.34930,,60.51970,-29.85940,-29.85940,-27.14300,-32.01750,0.22520,41.79800,2.26510,39.73280,-13.10820,-13.59410,-7.22590,-13.10820,17.98890,0,0
2018-03-31,63.91430,30.70010,33.21420,6.22720,56.58080,62.80800,-29.59380,0.97310,-28.62070,-0.23560,-28.38510,-28.38510,-28.37330,-29.59380,-29.59380,11.25160,11.25160,-2.52500,-2.52500,1.70230,,51.96680,-46.30230,-46.30230,-44.77990,-44.39270,0.17510,,1.65800,54.28320,-12.33160,-12.33160,-7.77640,-12.33160,20.39530,0.00000,
2017-12-31,92.17080,25.47510,66.69570,4.84130,51.26740,56.10870,10.58700,2.16130,12.74820,1.87860,10.86960,10.86960,10.86960,10.58700,10.58700,11.37000,11.92000,0.97690,0.94020,2.39140,,72.36100,11.48620,11.48630,13.83110,11.79290,0.27280,,2.87390,31.31630,4.43980,4.44890,3.21750,4.43980,21.77530,3.584,1.389
2017-09-30,85.17710,23.72110,61.45600,4.29760,42.99870,47.29630,14.15970,1.38900,15.54870,1.01360,14.53510,14.53510,14.53510,14.15970,14.15970,11.48660,11.94400,1.26650,1.21400,2.47640,,72.15090,16.62390,16.62390,18.25450,17.06450,0.25830,,4.94280,18.20830,6.05260,6.06540,4.40720,6.05260,,0,0
2017-06-30,66.46050,20.92670,45.53380,3.01910,37.27170,40.29080,5.24300,1.12790,6.37090,0.84740,5.52350,5.52350,5.52350,5.24300,5.24300,11.47110,11.96980,0.48110,0.45930,2.46070,,68.51260,7.88890,7.88890,9.58600,8.31090,0.20350,,5.02180,17.92190,2.37140,2.37640,1.69090,2.37140,20.25790,0,0
2017-03-31,48.31500,18.55860,29.75640,2.64670,32.06380,34.71050,-4.95410,1.45170,-3.50240,0.07430,-3.57670,-3.57670,-3.57670,-4.95410,-4.95410,11.26520,11.26520,-0.31950,-0.31950,2.25380,,61.58840,-10.25370,-10.25370,-7.24900,-7.40290,0.14700,,3.50730,25.66080,-1.59590,-1.59940,-1.08830,-1.59590,19.55210,0.00000,
2016-12-31,68.52160,18.12580,50.39590,3.18080,32.74020,35.92100,14.47490,2.50820,16.98310,1.48160,15.50150,15.50150,15.50150,14.47490,14.47490,11.10820,11.80100,1.42500,1.33500,3.02420,,73.54740,21.12460,21.12460,24.78500,22.62280,0.21840,,4.67570,19.24840,6.44470,6.45830,4.94000,6.44470,21.45500,6.683,1.8161
2016-09-30,72.02400,18.09800,53.92600,2.51700,34.36700,36.88400,17.04200,1.68300,18.72500,0.71000,18.01500,18.01500,18.01500,17.04200,17.04200,11.14450,11.73000,1.60000,1.55000,2.84790,,74.87230,23.66160,23.66160,25.99830,25.01250,0.24100,,4.53610,19.84090,8.27670,8.29600,6.02840,8.27670,19.45360,0,0
2016-06-30,55.90590,16.66970,39.23620,1.75130,31.39950,33.15080,6.08540,1.16200,7.24740,0.61220,6.63520,6.63520,6.63520,6.08540,6.08540,11.14840,11.72440,0.60000,0.55000,3.03700,,70.18260,10.88510,10.88510,12.96360,11.86860,0.20830,,2.70980,33.21280,3.30230,3.31060,2.47190,3.30230,17.98530,0,0
2016-03-31,41.27890,14.69670,26.58220,2.42280,27.17160,29.59440,-3.01230,-0.71840,-3.73070,0.02200,-3.75270,-3.75270,-3.75270,-3.01230,-3.01230,10.94240,10.94240,-0.35000,-0.35000,3.18890,,64.39660,-7.29740,-7.29740,-9.03770,-9.09110,0.15410,,1.63420,55.07390,-1.89330,-1.89830,-1.40110,-1.89330,,0.00000,
2015-12-31,59.96500,15.08100,44.88400,2.34300,28.52900,30.87200,14.01200,0.61600,14.63700,0.13590,14.50110,14.49500,14.49500,14.01200,14.01200,10.89000,11.63900,1.35000,1.25000,4.33710,,74.87700,23.36700,23.36700,24.40920,24.17240,0.23540,,2.64890,33.97600,7.03150,7.03150,5.69110,7.03150,18.89040,4.7979,3.4331
2015-09-30,59.70100,14.77000,44.93100,2.13000,28.02000,30.15000,14.78100,-0.67000,14.09000,0.25000,13.84000,13.84600,13.84600,14.78100,14.78100,11.02000,11.76100,1.25000,1.20000,3.96470,,75.24160,24.75840,24.75840,23.60090,23.19220,0.24330,,2.68440,33.52710,7.18300,7.18300,5.64150,7.18300,,0,0
2015-06-30,41.34060,12.75530,28.58530,2.02230,25.34660,27.36890,1.21640,2.07030,3.28670,0.42010,2.86660,2.86660,2.86660,1.21640,1.21640,10.60620,11.63960,0.25000,0.25000,3.99080,,69.14580,2.94240,2.94240,7.95030,6.93420,0.17100,,1.62310,55.44920,1.51460,1.51450,1.18570,1.51450,,0,0
2015-03-31,28.18260,10.95430,17.22830,1.62210,20.28440,21.90640,-4.67810,2.00410,-2.67400,-0.17590,-2.49810,-2.49810,-2.49810,-4.67810,-4.67810,10.49040,10.49040,-0.25000,-0.25000,4.74250,,61.13110,-16.59920,-16.59920,-9.48810,-8.86390,0.12670,,1.10220,81.65680,-1.37830,-1.37820,-1.12300,-1.37820,,0.00000,
2014-12-31,39.65000,10.83000,28.82000,1.67000,21.57000,23.24000,5.58000,2.47800,8.10600,0.55500,7.55100,7.54000,7.54000,5.58000,5.58000,10.16200,11.70700,0.75000,0.65000,5.42670,,72.73640,14.07310,14.07310,20.44390,19.01640,0.18190,,1.71020,52.62450,4.12300,4.12280,3.45940,4.12280,17.43570,2.431,1.7588
2014-09-30,40.27300,10.46000,29.81300,1.27000,18.71000,19.98000,9.83300,1.75000,11.56000,1.11000,10.45000,10.45600,10.45600,9.83300,9.83300,10.13100,11.72600,1.05000,0.90000,5.13480,,73.99500,24.41590,24.41590,28.70410,25.96280,0.19200,,1.94270,46.32630,6.02200,6.02130,4.98550,6.02130,,0,0
2014-06-30,31.94200,9.21000,22.73200,1.36000,17.73000,19.09000,3.64200,2.77000,6.40000,0.67000,5.73000,5.73200,5.73200,3.64200,3.64200,9.96260,11.36800,0.55000,0.50000,5.37160,,71.16020,11.40190,11.40190,20.03630,17.94500,0.16500,,1.68650,53.36550,3.53760,3.53740,2.96070,3.53760,,0,0
2014-03-31,24.33800,8.58000,15.75800,1.14000,14.50000,15.64000,0.11800,0.93000,1.03000,0.07000,0.96000,0.96300,0.96300,0.11800,0.11800,2.44540,3.82940,0.05000,0.05000,1.90410,,64.71360,0.48480,0.48480,4.23210,3.95680,0.31740,,1.41340,63.67820,-1.53270,1.96090,1.25600,1.96090,,0.00000,
2013-12-31,28.37500,,28.37500,,,,28.37500,,28.37500,,28.37500,6.09300,6.09300,28.37500,28.37500,2.23300,2.23300,-16.45000,-16.45000,1.82310,,100.00000,100.00000,100.00000,100.00000,21.47310,0.38520,,1.89170,47.57710,-9.62710,12.66740,8.27070,12.67000,,13.3005,9.2476
2013-09-30,28.49200,,28.49200,,,,28.49200,,28.49200,,28.49200,6.02600,6.02600,28.49200,28.49200,2.17020,3.36740,0.75000,0.45000,,,100.00000,100.00000,100.00000,100.00000,21.14980,,,,,,,,,,0,0
2013-06-30,20.82600,,20.82600,,,,20.82600,,20.82600,,20.82600,1.88200,1.88200,20.82600,20.82600,2.17020,3.29680,0.20000,0.10000,,,100.00000,100.00000,100.00000,100.00000,9.03680,,,,,,,,,,0,0
2013-03-31,15.14200,,15.14200,,,,15.14200,,15.14200,,15.14200,0.04600,0.04600,15.14200,15.14200,2.17020,2.17020,-0.20000,-0.20000,,,100.00000,100.00000,100.00000,100.00000,0.30380,,,,,,,,,,0.00000,
